Código_UF,Estado,UF,Código_IBGE,Município,Região,Latitude,Longitude
17,Tocantins,TO,1704600,Chapada de Areia,Norte,-10.141738,-49.178185
17,Tocantins,TO,1705102,Chapada da Natividade,Norte,-11.611924,-47.753852
17,Tocantins,TO,1705508,Colinas do Tocantins,Norte,-8.061269,-48.471677
17,Tocantins,TO,1705557,Combinado,Norte,-12.813658,-46.546104
17,Tocantins,TO,1705607,Conceição do Tocantins,Norte,-12.220874,-47.295103
17,Tocantins,TO,1706001,Couto Magalhães,Norte,-8.360583,-49.177396
17,Tocantins,TO,1706100,Cristalândia,Norte,-10.59848,-49.194202
17,Tocantins,TO,1706258,Crixás do Tocantins,Norte,-11.10394,-48.918827
17,Tocantins,TO,1706506,Darcinópolis,Norte,-6.708596,-47.752428
17,Tocantins,TO,1707009,Dianópolis,Norte,-11.624008,-46.819787
17,Tocantins,TO,1707108,Divinópolis do Tocantins,Norte,-9.801572,-49.214353
17,Tocantins,TO,1707207,Dois Irmãos do Tocantins,Norte,-9.25399,-49.066556
17,Tocantins,TO,1707306,Dueré,Norte,-11.341631,-49.271566
17,Tocantins,TO,1707405,Esperantina,Norte,-5.365823,-48.536818
17,Tocantins,TO,1707553,Fátima,Norte,-10.757566,-48.903133
17,Tocantins,TO,1707652,Figueirópolis,Norte,-12.134792,-49.173714
17,Tocantins,TO,1707702,Filadélfia,Norte,-7.339583,-47.496372
17,Tocantins,TO,1708205,Formoso do Araguaia,Norte,-11.805999,-49.525715
