Código_IBGE,Ano,Populacao,Magreza_total_%,PIB,Poverty_%,Unemployed_%
3550001,2019,10687,5.03,51140.82394,14.01,12.45
3544301,2019,10712,6.43,51140.82394,14.01,12.45
3543709,2019,10799,2.04,51140.82394,14.01,12.45
3516903,2019,10869,1.62,51140.82394,14.01,12.45
3548609,2019,10878,3.31,51140.82394,14.01,12.45
3504909,2019,10945,5.5600000000000005,51140.82394,14.01,12.45
3536000,2019,10964,4.930000000000001,51140.82394,14.01,12.45
3503604,2019,11129,4.28,51140.82394,14.01,12.45
3513900,2019,11146,0.97,51140.82394,14.01,12.45
3506300,2019,11148,2.21,51140.82394,14.01,12.45
3520426,2019,11166,2.24,51140.82394,14.01,12.45
3532900,2019,11186,2.79,51140.82394,14.01,12.45
3517901,2019,11188,1.89,51140.82394,14.01,12.45
3517901,2019,11188,3.13,51140.82394,14.01,12.45
3557303,2019,11304,3.2,51140.82394,14.01,12.45
3537206,2019,11331,4.72,51140.82394,14.01,12.45
3517000,2019,11409,3.68,51140.82394,14.01,12.45
3539004,2019,11417,1.85,51140.82394,14.01,12.45
3532603,2019,11478,1.03,51140.82394,14.01,12.45
3519105,2019,11710,4.73,51140.82394,14.01,12.45
3506904,2019,11730,1.22,51140.82394,14.01,12.45
3544905,2019,11890,1.24,51140.82394,14.01,12.45
3526506,2019,11980,0.0,51140.82394,14.01,12.45
3517208,2019,12168,2.6900000000000004,51140.82394,14.01,12.45
3550803,2019,12182,2.47,51140.82394,14.01,12.45
3510708,2019,12326,4.95,51140.82394,14.01,12.45
3519402,2019,12393,5.88,51140.82394,14.01,12.45
3552601,2019,12407,7.29,51140.82394,14.01,12.45
3557204,2019,12418,3.23,51140.82394,14.01,12.45
3514502,2019,12445,2.99,51140.82394,14.01,12.45
3544202,2019,12518,3.38,51140.82394,14.01,12.45
3509908,2019,12540,5.76,51140.82394,14.01,12.45
3551801,2019,12832,3.5500000000000003,51140.82394,14.01,12.45
3529807,2019,12908,2.41,51140.82394,14.01,12.45
3553609,2019,12960,2.24,51140.82394,14.01,12.45
3542909,2019,13219,2.7,51140.82394,14.01,12.45
3525508,2019,13220,0.65,51140.82394,14.01,12.45
3535101,2019,13275,2.55,51140.82394,14.01,12.45
3556107,2019,13326,3.02,51140.82394,14.01,12.45
3541901,2019,13420,4.44,51140.82394,14.01,12.45
3532009,2019,13622,2.32,51140.82394,14.01,12.45
3539400,2019,13636,3.72,51140.82394,14.01,12.45
3504404,2019,13649,4.07,51140.82394,14.01,12.45
3538501,2019,13657,7.6,51140.82394,14.01,12.45
3556008,2019,13809,0.0,51140.82394,14.01,12.45
3553005,2019,13859,2.99,51140.82394,14.01,12.45
3522901,2019,13992,5.13,51140.82394,14.01,12.45
3528809,2019,14002,3.26,51140.82394,14.01,12.45
3541703,2019,14109,4.27,51140.82394,14.01,12.45
3534906,2019,14197,4.65,51140.82394,14.01,12.45
3516002,2019,14640,2.17,51140.82394,14.01,12.45
3551405,2019,14662,4.11,51140.82394,14.01,12.45
3536307,2019,14670,4.050000000000001,51140.82394,14.01,12.45
3546009,2019,14788,3.91,51140.82394,14.01,12.45
3506706,2019,14923,6.34,51140.82394,14.01,12.45
3519055,2019,14930,1.27,51140.82394,14.01,12.45
3527603,2019,14947,3.14,51140.82394,14.01,12.45
3520905,2019,14971,2.77,51140.82394,14.01,12.45
3553955,2019,15000,3.21,51140.82394,14.01,12.45
3504206,2019,15189,0.0,51140.82394,14.01,12.45
3538204,2019,15207,5.66,51140.82394,14.01,12.45
3538204,2019,15207,2.44,51140.82394,14.01,12.45
3521903,2019,15262,4.8,51140.82394,14.01,12.45
3550902,2019,15322,4.49,51140.82394,14.01,12.45
3550902,2019,15322,4.0,51140.82394,14.01,12.45
3545605,2019,15480,2.67,51140.82394,14.01,12.45
3514809,2019,15494,5.63,51140.82394,14.01,12.45
3514809,2019,15494,2.87,51140.82394,14.01,12.45
3555109,2019,15495,7.04,51140.82394,14.01,12.45
3535408,2019,15777,4.98,51140.82394,14.01,12.45
3549953,2019,15825,4.68,51140.82394,14.01,12.45
3515400,2019,16036,2.9,51140.82394,14.01,12.45
3501004,2019,16184,4.45,51140.82394,14.01,12.45
3521309,2019,16409,2.92,51140.82394,14.01,12.45
3543006,2019,16444,1.9,51140.82394,14.01,12.45
3544251,2019,16643,2.62,51140.82394,14.01,12.45
3537008,2019,16744,4.99,51140.82394,14.01,12.45
3538105,2019,17049,0.0,51140.82394,14.01,12.45
3545001,2019,17139,1.65,51140.82394,14.01,12.45
3508108,2019,17144,3.66,51140.82394,14.01,12.45
3517604,2019,17157,2.23,51140.82394,14.01,12.45
3528007,2019,17163,2.44,51140.82394,14.01,12.45
3511706,2019,17190,1.41,51140.82394,14.01,12.45
3540804,2019,17361,5.72,51140.82394,14.01,12.45
3523305,2019,17436,4.43,51140.82394,14.01,12.45
3551900,2019,17496,6.0,51140.82394,14.01,12.45
3504602,2019,17502,6.1000000000000005,51140.82394,14.01,12.45
3521705,2019,17556,4.72,51140.82394,14.01,12.45
3508801,2019,17767,7.35,51140.82394,14.01,12.45
3508801,2019,17767,3.91,51140.82394,14.01,12.45
3514908,2019,17772,4.529999999999999,51140.82394,14.01,12.45
3524600,2019,17866,3.83,51140.82394,14.01,12.45
3512308,2019,17896,1.47,51140.82394,14.01,12.45
3511607,2019,18148,2.36,51140.82394,14.01,12.45
3523602,2019,18157,1.19,51140.82394,14.01,12.45
3535606,2019,18222,1.55,51140.82394,14.01,12.45
3530201,2019,18259,3.66,51140.82394,14.01,12.45
3512001,2019,18468,1.64,51140.82394,14.01,12.45
3518503,2019,18520,2.13,51140.82394,14.01,12.45
3532405,2019,18524,1.97,51140.82394,14.01,12.45
3501152,2019,18628,1.09,51140.82394,14.01,12.45
3500501,2019,18705,0.0,51140.82394,14.01,12.45
3526100,2019,18812,2.7,51140.82394,14.01,12.45
3539103,2019,18895,1.79,51140.82394,14.01,12.45
3556800,2019,18898,5.26,51140.82394,14.01,12.45
3508702,2019,18985,3.45,51140.82394,14.01,12.45
3531506,2019,19008,2.46,51140.82394,14.01,12.45
3536208,2019,19648,4.890000000000001,51140.82394,14.01,12.45
3529906,2019,19779,3.6,51140.82394,14.01,12.45
3508009,2019,19878,3.62,51140.82394,14.01,12.45
3511409,2019,19985,1.16,51140.82394,14.01,12.45
3535804,2019,20197,0.52,51140.82394,14.01,12.45
3542404,2019,20261,3.88,51140.82394,14.01,12.45
3526001,2019,20679,3.14,51140.82394,14.01,12.45
3523503,2019,20697,2.6300000000000003,51140.82394,14.01,12.45
3510302,2019,20706,2.71,51140.82394,14.01,12.45
3515152,2019,20773,2.27,51140.82394,14.01,12.45
3547700,2019,20878,4.76,51140.82394,14.01,12.45
3505807,2019,20953,3.770000000000001,51140.82394,14.01,12.45
3511003,2019,21006,3.47,51140.82394,14.01,12.45
3517703,2019,21220,3.03,51140.82394,14.01,12.45
3517505,2019,21454,3.87,51140.82394,14.01,12.45
3540903,2019,21496,6.25,51140.82394,14.01,12.45
3533007,2019,21500,3.77,51140.82394,14.01,12.45
3513603,2019,21547,0.17,51140.82394,14.01,12.45
3527405,2019,21747,2.21,51140.82394,14.01,12.45
3540002,2019,22014,2.75,51140.82394,14.01,12.45
3535309,2019,22221,1.5,51140.82394,14.01,12.45
3535309,2019,22221,2.95,51140.82394,14.01,12.45
3529708,2019,22226,3.24,51140.82394,14.01,12.45
3502754,2019,22364,5.2,51140.82394,14.01,12.45
3553302,2019,23207,3.37,51140.82394,14.01,12.45
3553807,2019,23218,4.77,51140.82394,14.01,12.45
3548005,2019,23310,3.09,51140.82394,14.01,12.45
3521408,2019,24235,4.390000000000001,51140.82394,14.01,12.45
3502705,2019,24374,2.15,51140.82394,14.01,12.45
3507902,2019,24403,0.0,51140.82394,14.01,12.45
3512407,2019,24528,4.47,51140.82394,14.01,12.45
3540754,2019,24643,5.19,51140.82394,14.01,12.45
3520004,2019,24674,5.04,51140.82394,14.01,12.45
3501301,2019,24915,2.2,51140.82394,14.01,12.45
3507803,2019,24939,3.77,51140.82394,14.01,12.45
3531407,2019,25087,2.61,51140.82394,14.01,12.45
3502200,2019,25228,1.66,51140.82394,14.01,12.45
3507100,2019,25448,2.22,51140.82394,14.01,12.45
3538907,2019,25492,1.52,51140.82394,14.01,12.45
3537404,2019,25669,3.05,51140.82394,14.01,12.45
3553401,2019,25967,2.06,51140.82394,14.01,12.45
3509403,2019,26167,2.38,51140.82394,14.01,12.45
3529203,2019,26461,4.51,51140.82394,14.01,12.45
3556305,2019,26480,3.74,51140.82394,14.01,12.45
3547601,2019,26540,2.7,51140.82394,14.01,12.45
3520442,2019,26686,2.92,51140.82394,14.01,12.45
3546702,2019,26898,2.54,51140.82394,14.01,12.45
3521804,2019,27125,2.56,51140.82394,14.01,12.45
3538600,2019,27303,1.84,51140.82394,14.01,12.45
3514106,2019,27315,5.77,51140.82394,14.01,12.45
3539202,2019,27527,5.07,51140.82394,14.01,12.45
3547502,2019,27557,4.94,51140.82394,14.01,12.45
3512209,2019,28050,1.85,51140.82394,14.01,12.45
3526407,2019,28516,0.96,51140.82394,14.01,12.45
3509254,2019,28549,3.21,51140.82394,14.01,12.45
3537909,2019,29185,2.88,51140.82394,14.01,12.45
3551603,2019,29229,2.26,51140.82394,14.01,12.45
3530102,2019,29564,0.0,51140.82394,14.01,12.45
3542206,2019,29707,4.720000000000001,51140.82394,14.01,12.45
3518305,2019,29798,1.76,51140.82394,14.01,12.45
3538808,2019,29806,2.61,51140.82394,14.01,12.45
3525201,2019,30044,1.86,51140.82394,14.01,12.45
3510807,2019,30380,1.4,51140.82394,14.01,12.45
3520103,2019,30432,4.56,51140.82394,14.01,12.45
3520301,2019,30857,3.08,51140.82394,14.01,12.45
3510005,2019,31280,3.47,51140.82394,14.01,12.45
3526209,2019,31444,4.65,51140.82394,14.01,12.45
3546603,2019,32322,2.8,51140.82394,14.01,12.45
3506607,2019,32598,3.3600000000000003,51140.82394,14.01,12.45
3505609,2019,32812,1.91,51140.82394,14.01,12.45
3534609,2019,32879,3.26,51140.82394,14.01,12.45
3550209,2019,32931,2.73,51140.82394,14.01,12.45
3518206,2019,32939,2.66,51140.82394,14.01,12.45
3531902,2019,32968,3.09,51140.82394,14.01,12.45
3508603,2019,33327,4.49,51140.82394,14.01,12.45
3513702,2019,33718,2.31,51140.82394,14.01,12.45
3502903,2019,34146,1.92,51140.82394,14.01,12.45
3546306,2019,34361,1.18,51140.82394,14.01,12.45
3520400,2019,34970,2.69,51140.82394,14.01,12.45
3500105,2019,35068,4.52,51140.82394,14.01,12.45
3519303,2019,35104,3.45,51140.82394,14.01,12.45
3544004,2019,35228,2.0,51140.82394,14.01,12.45
3505203,2019,35264,1.8,51140.82394,14.01,12.45
3513108,2019,35292,2.5,51140.82394,14.01,12.45
3505302,2019,36126,4.48,51140.82394,14.01,12.45
3505302,2019,36126,0.78,51140.82394,14.01,12.45
3500303,2019,36305,3.95,51140.82394,14.01,12.45
3525706,2019,37015,4.65,51140.82394,14.01,12.45
3521002,2019,37133,2.56,51140.82394,14.01,12.45
3500709,2019,37214,3.56,51140.82394,14.01,12.45
3541505,2019,39516,3.34,51140.82394,14.01,12.45
3539509,2019,39719,2.87,51140.82394,14.01,12.45
3539509,2019,39719,0.0,51140.82394,14.01,12.45
3518602,2019,40105,2.65,51140.82394,14.01,12.45
3541604,2019,40432,4.16,51140.82394,14.01,12.45
3501707,2019,40504,3.85,51140.82394,14.01,12.45
3517406,2019,40790,3.93,51140.82394,14.01,12.45
3517406,2019,40790,2.35,51140.82394,14.01,12.45
3550100,2019,40954,4.87,51140.82394,14.01,12.45
3552106,2019,41005,1.33,51140.82394,14.01,12.45
3524105,2019,41824,3.35,51140.82394,14.01,12.45
3554508,2019,42076,3.31,51140.82394,14.01,12.45
3556404,2019,42845,3.42,51140.82394,14.01,12.45
3522703,2019,43120,7.36,51140.82394,14.01,12.45
3534302,2019,44028,4.91,51140.82394,14.01,12.45
3541307,2019,44200,3.5700000000000003,51140.82394,14.01,12.45
3515186,2019,44330,3.86,51140.82394,14.01,12.45
3525102,2019,44380,4.11,51140.82394,14.01,12.45
3525102,2019,44380,2.31,51140.82394,14.01,12.45
3516705,2019,44390,4.38,51140.82394,14.01,12.45
3551504,2019,45107,4.25,51140.82394,14.01,12.45
3545308,2019,45422,2.56,51140.82394,14.01,12.45
3535507,2019,45703,3.47,51140.82394,14.01,12.45
3536703,2019,46687,3.75,51140.82394,14.01,12.45
3514403,2019,46793,3.24,51140.82394,14.01,12.45
3510203,2019,47138,2.76,51140.82394,14.01,12.45
3528403,2019,47150,2.99,51140.82394,14.01,12.45
3554805,2019,47185,1.2000000000000002,51140.82394,14.01,12.45
3546405,2019,47673,4.6,51140.82394,14.01,12.45
3537107,2019,47919,3.53,51140.82394,14.01,12.45
3527306,2019,48885,1.89,51140.82394,14.01,12.45
3511508,2019,48949,5.83,51140.82394,14.01,12.45
3524808,2019,49107,3.02,51140.82394,14.01,12.45
3508405,2019,49707,2.04,51140.82394,14.01,12.45
3540200,2019,49961,2.8200000000000003,51140.82394,14.01,12.45
3531308,2019,50498,2.58,51140.82394,14.01,12.45
3523206,2019,50503,2.89,51140.82394,14.01,12.45
3544103,2019,50846,4.71,51140.82394,14.01,12.45
3549409,2019,51888,4.5,51140.82394,14.01,12.45
3509700,2019,52088,2.8600000000000003,51140.82394,14.01,12.45
3556453,2019,52597,2.69,51140.82394,14.01,12.45
3540606,2019,53098,2.24,51140.82394,14.01,12.45
3503802,2019,54408,1.82,51140.82394,14.01,12.45
3533908,2019,54772,2.33,51140.82394,14.01,12.45
3549706,2019,54946,3.57,51140.82394,14.01,12.45
3537800,2019,55348,0.0,51140.82394,14.01,12.45
3510401,2019,55768,3.4,51140.82394,14.01,12.45
3540705,2019,56150,4.14,51140.82394,14.01,12.45
3542602,2019,56322,3.32,51140.82394,14.01,12.45
3531100,2019,56702,3.12,51140.82394,14.01,12.45
3502101,2019,57157,4.08,51140.82394,14.01,12.45
3553708,2019,57177,4.71,51140.82394,14.01,12.45
3546801,2019,57386,6.59,51140.82394,14.01,12.45
3546801,2019,57386,3.13,51140.82394,14.01,12.45
3524709,2019,57488,1.07,51140.82394,14.01,12.45
3531803,2019,59772,4.47,51140.82394,14.01,12.45
3530300,2019,59824,1.46,51140.82394,14.01,12.45
3519600,2019,60033,4.42,51140.82394,14.01,12.45
3533403,2019,60174,2.55,51140.82394,14.01,12.45
3507001,2019,60997,2.98,51140.82394,14.01,12.45
3524006,2019,61252,2.77,51140.82394,14.01,12.45
3505906,2019,62508,3.04,51140.82394,14.01,12.45
3506359,2019,63249,1.61,51140.82394,14.01,12.45
3537305,2019,63407,2.6500000000000004,51140.82394,14.01,12.45
3555000,2019,65524,6.93,51140.82394,14.01,12.45
3537602,2019,68284,2.31,51140.82394,14.01,12.45
3526803,2019,68432,4.15,51140.82394,14.01,12.45
3530508,2019,68885,4.41,51140.82394,14.01,12.45
3515509,2019,69116,4.25,51140.82394,14.01,12.45
3515103,2019,69385,2.09,51140.82394,14.01,12.45
3512803,2019,72252,4.800000000000001,51140.82394,14.01,12.45
3522604,2019,74773,4.75,51140.82394,14.01,12.45
3539301,2019,76409,2.94,51140.82394,14.01,12.45
3509205,2019,76801,2.57,51140.82394,14.01,12.45
3524303,2019,77263,4.22,51140.82394,14.01,12.45
3506102,2019,77496,3.13,51140.82394,14.01,12.45
3527108,2019,78013,3.53,51140.82394,14.01,12.45
3556701,2019,78728,4.25,51140.82394,14.01,12.45
3519709,2019,78878,1.77,51140.82394,14.01,12.45
3513405,2019,82238,5.53,51140.82394,14.01,12.45
3529302,2019,83170,3.25,51140.82394,14.01,12.45
3509601,2019,84650,5.0600000000000005,51140.82394,14.01,12.45
3527207,2019,88706,5.78,51140.82394,14.01,12.45
3503901,2019,89824,3.13,51140.82394,14.01,12.45
3504503,2019,90655,2.8400000000000003,51140.82394,14.01,12.45
3555406,2019,90799,4.470000000000001,51140.82394,14.01,12.45
3550605,2019,91016,2.41,51140.82394,14.01,12.45
3549102,2019,91211,3.93,51140.82394,14.01,12.45
3530805,2019,93189,2.2,51140.82394,14.01,12.45
3508504,2019,94263,2.75,51140.82394,14.01,12.45
3557105,2019,94547,2.77,51140.82394,14.01,12.45
3528502,2019,100179,3.03,51140.82394,14.01,12.45
3509007,2019,101470,0.0,51140.82394,14.01,12.45
3522109,2019,101816,2.7,51140.82394,14.01,12.45
3526704,2019,103391,3.3200000000000003,51140.82394,14.01,12.45
3504008,2019,104386,2.96,51140.82394,14.01,12.45
3536505,2019,109424,5.52,51140.82394,14.01,12.45
3534708,2019,113542,5.630000000000001,51140.82394,14.01,12.45
3539806,2019,117452,4.29,51140.82394,14.01,12.45
3545209,2019,118663,2.2,51140.82394,14.01,12.45
3523404,2019,120858,3.31,51140.82394,14.01,12.45
3510500,2019,121532,3.89,51140.82394,14.01,12.45
3554003,2019,121766,5.59,51140.82394,14.01,12.45
3518404,2019,121798,2.93,51140.82394,14.01,12.45
3556503,2019,121838,4.18,51140.82394,14.01,12.45
3511102,2019,121862,4.09,51140.82394,14.01,12.45
3505500,2019,122098,2.97,51140.82394,14.01,12.45
3557006,2019,122480,3.98,51140.82394,14.01,12.45
3543303,2019,123393,3.62,51140.82394,14.01,12.45
3506508,2019,123638,3.5500000000000003,51140.82394,14.01,12.45
3525003,2019,124937,6.67,51140.82394,14.01,12.45
3556206,2019,129193,2.26,51140.82394,14.01,12.45
3513504,2019,130705,5.4,51140.82394,14.01,12.45
3503307,2019,134236,2.63,51140.82394,14.01,12.45
3547304,2019,139447,2.9000000000000004,51140.82394,14.01,12.45
3504107,2019,142761,3.03,51140.82394,14.01,12.45
3507506,2019,146497,3.3200000000000003,51140.82394,14.01,12.45
3525300,2019,150252,3.14,51140.82394,14.01,12.45
3530706,2019,151888,3.47,51140.82394,14.01,12.45
3516408,2019,154489,3.07,51140.82394,14.01,12.45
3548807,2019,161127,2.14,51140.82394,14.01,12.45
3522307,2019,163901,2.56,51140.82394,14.01,12.45
3538006,2019,168328,3.27,51140.82394,14.01,12.45
3507605,2019,168668,3.1,51140.82394,14.01,12.45
3523909,2019,173939,3.41,51140.82394,14.01,12.45
3522208,2019,175693,4.17,51140.82394,14.01,12.45
3516309,2019,175844,3.08,51140.82394,14.01,12.45
3545803,2019,193475,2.27,51140.82394,14.01,12.45
3515707,2019,194276,2.89,51140.82394,14.01,12.45
3502804,2019,197016,4.79,51140.82394,14.01,12.45
3541406,2019,228743,4.21,51140.82394,14.01,12.45
3519071,2019,230851,3.33,51140.82394,14.01,12.45
3524402,2019,233662,4.109999999999999,51140.82394,14.01,12.45
3503208,2019,236072,3.45,51140.82394,14.01,12.45
3522505,2019,237700,4.3,51140.82394,14.01,12.45
3529005,2019,238882,3.68,51140.82394,14.01,12.45
3501608,2019,239597,2.93,51140.82394,14.01,12.45
3513009,2019,249210,4.55,51140.82394,14.01,12.45
3520509,2019,251627,3.09,51140.82394,14.01,12.45
3548906,2019,251983,2.6500000000000004,51140.82394,14.01,12.45
3548906,2019,251983,1.05,51140.82394,14.01,12.45
3515004,2019,273726,5.3,51140.82394,14.01,12.45
3505708,2019,274182,3.0700000000000003,51140.82394,14.01,12.45
3552403,2019,282441,4.66,51140.82394,14.01,12.45
3552809,2019,289664,3.5,51140.82394,14.01,12.45
3552502,2019,297637,3.6,51140.82394,14.01,12.45
3526902,2019,306114,3.69,51140.82394,14.01,12.45
3554102,2019,314924,3.59,51140.82394,14.01,12.45
3518701,2019,320459,2.68,51140.82394,14.01,12.45
3541000,2019,325073,2.56,51140.82394,14.01,12.45
3541000,2019,325073,4.43,51140.82394,14.01,12.45
3516200,2019,353187,5.76,51140.82394,14.01,12.45
3523107,2019,370821,4.43,51140.82394,14.01,12.45
3506003,2019,376818,3.52,51140.82394,14.01,12.45
3510609,2019,400927,2.63,51140.82394,14.01,12.45
3538709,2019,404142,2.84,51140.82394,14.01,12.45
3525904,2019,418962,2.27,51140.82394,14.01,12.45
3513801,2019,423884,3.63,51140.82394,14.01,12.45
3548500,2019,433311,2.47,51140.82394,14.01,12.45
3530607,2019,445842,3.39,51140.82394,14.01,12.45
3549805,2019,460671,4.62,51140.82394,14.01,12.45
3529401,2019,472912,2.82,51140.82394,14.01,12.45
3552205,2019,679378,3.1100000000000003,51140.82394,14.01,12.45
3534401,2019,698418,5.8,51140.82394,14.01,12.45
3543402,2019,703293,3.12,51140.82394,14.01,12.45
3549904,2019,721944,3.54,51140.82394,14.01,12.45
3548708,2019,838936,3.03,51140.82394,14.01,12.45
3509502,2019,1204073,3.73,51140.82394,14.01,12.45
3518800,2019,1379182,3.73,51140.82394,14.01,12.45
3550308,2019,12252023,2.85,51140.82394,14.01,12.45
3507209,2016,838,0.0,45559.13061,13.25,12.35
3555901,2016,1218,5.26,45559.13061,13.25,12.35
3532868,2016,1228,3.28,45559.13061,13.25,12.35
3547650,2016,1530,5.1,45559.13061,13.25,12.35
3547205,2016,1573,0.0,45559.13061,13.25,12.35
3515806,2016,1602,3.06,45559.13061,13.25,12.35
3554755,2016,1677,0.0,45559.13061,13.25,12.35
3515657,2016,1680,6.26,45559.13061,13.25,12.35
3555703,2016,1773,0.0,45559.13061,13.25,12.35
3513850,2016,1779,0.0,45559.13061,13.25,12.35
3556958,2016,1827,8.33,45559.13061,13.25,12.35
3536570,2016,1840,1.63,45559.13061,13.25,12.35
3503950,2016,1845,0.0,45559.13061,13.25,12.35
3503356,2016,1873,7.689999999999999,45559.13061,13.25,12.35
3549250,2016,1894,0.78,45559.13061,13.25,12.35
3529658,2016,1928,2.63,45559.13061,13.25,12.35
3532843,2016,2005,9.26,45559.13061,13.25,12.35
3555208,2016,2013,0.0,45559.13061,13.25,12.35
3518008,2016,2018,0.0,45559.13061,13.25,12.35
3546256,2016,2097,0.0,45559.13061,13.25,12.35
3546108,2016,2136,3.41,45559.13061,13.25,12.35
3549300,2016,2136,2.48,45559.13061,13.25,12.35
3514205,2016,2139,1.89,45559.13061,13.25,12.35
3536257,2016,2142,11.11,45559.13061,13.25,12.35
3529104,2016,2145,2.44,45559.13061,13.25,12.35
3513306,2016,2185,6.16,45559.13061,13.25,12.35
3531001,2016,2242,9.09,45559.13061,13.25,12.35
3543238,2016,2244,1.56,45559.13061,13.25,12.35
3527256,2016,2260,1.28,45559.13061,13.25,12.35
3533106,2016,2296,0.0,45559.13061,13.25,12.35
3527504,2016,2372,4.55,45559.13061,13.25,12.35
3554656,2016,2385,1.41,45559.13061,13.25,12.35
3544707,2016,2454,1.83,45559.13061,13.25,12.35
3514957,2016,2479,3.45,45559.13061,13.25,12.35
3503158,2016,2516,0.0,45559.13061,13.25,12.35
3507456,2016,2548,2.3,45559.13061,13.25,12.35
3547403,2016,2554,0.0,45559.13061,13.25,12.35
3536901,2016,2558,2.9,45559.13061,13.25,12.35
3540309,2016,2593,3.5700000000000003,45559.13061,13.25,12.35
3533809,2016,2605,2.17,45559.13061,13.25,12.35
3557154,2016,2605,0.0,45559.13061,13.25,12.35
3510906,2016,2607,3.66,45559.13061,13.25,12.35
3549201,2016,2607,0.0,45559.13061,13.25,12.35
3534500,2016,2615,3.76,45559.13061,13.25,12.35
3554607,2016,2695,4.44,45559.13061,13.25,12.35
3527900,2016,2717,1.28,45559.13061,13.25,12.35
3515301,2016,2765,0.0,45559.13061,13.25,12.35
3515301,2016,2765,3.45,45559.13061,13.25,12.35
3516101,2016,2778,1.41,45559.13061,13.25,12.35
3510104,2016,2786,5.41,45559.13061,13.25,12.35
3507753,2016,2790,3.41,45559.13061,13.25,12.35
3516507,2016,2791,2.8,45559.13061,13.25,12.35
3553658,2016,2821,6.39,45559.13061,13.25,12.35
3506201,2016,2902,2.38,45559.13061,13.25,12.35
3528858,2016,2917,9.31,45559.13061,13.25,12.35
3547106,2016,2941,2.33,45559.13061,13.25,12.35
3515905,2016,2996,2.5,45559.13061,13.25,12.35
3532157,2016,3014,0.0,45559.13061,13.25,12.35
3544400,2016,3015,3.97,45559.13061,13.25,12.35
3530003,2016,3027,3.91,45559.13061,13.25,12.35
3548302,2016,3035,2.47,45559.13061,13.25,12.35
3537156,2016,3079,1.89,45559.13061,13.25,12.35
3544509,2016,3081,0.0,45559.13061,13.25,12.35
3501509,2016,3182,3.9,45559.13061,13.25,12.35
3515129,2016,3186,4.49,45559.13061,13.25,12.35
3525854,2016,3190,0.0,45559.13061,13.25,12.35
3528304,2016,3200,4.0,45559.13061,13.25,12.35
3500600,2016,3205,0.0,45559.13061,13.25,12.35
3525409,2016,3209,4.55,45559.13061,13.25,12.35
3541802,2016,3217,1.37,45559.13061,13.25,12.35
3522158,2016,3339,0.0,45559.13061,13.25,12.35
3551306,2016,3373,3.39,45559.13061,13.25,12.35
3505005,2016,3380,3.57,45559.13061,13.25,12.35
3542800,2016,3399,2.42,45559.13061,13.25,12.35
3530904,2016,3456,3.08,45559.13061,13.25,12.35
3539707,2016,3461,0.9,45559.13061,13.25,12.35
3514924,2016,3494,5.26,45559.13061,13.25,12.35
3540101,2016,3494,1.96,45559.13061,13.25,12.35
3543600,2016,3608,4.71,45559.13061,13.25,12.35
3500204,2016,3616,4.0,45559.13061,13.25,12.35
3541653,2016,3634,2.63,45559.13061,13.25,12.35
3522000,2016,3655,2.17,45559.13061,13.25,12.35
3540853,2016,3659,0.0,45559.13061,13.25,12.35
3533205,2016,3667,1.33,45559.13061,13.25,12.35
3538303,2016,3686,6.890000000000001,45559.13061,13.25,12.35
3551207,2016,3687,2.4,45559.13061,13.25,12.35
3528205,2016,3741,3.5,45559.13061,13.25,12.35
3552551,2016,3790,1.67,45559.13061,13.25,12.35
3501202,2016,3824,2.74,45559.13061,13.25,12.35
3507159,2016,3860,2.01,45559.13061,13.25,12.35
3503505,2016,3869,2.4,45559.13061,13.25,12.35
3533304,2016,3899,4.65,45559.13061,13.25,12.35
3529609,2016,3902,1.06,45559.13061,13.25,12.35
3520806,2016,3907,4.76,45559.13061,13.25,12.35
3542305,2016,3919,5.38,45559.13061,13.25,12.35
3520707,2016,3960,3.28,45559.13061,13.25,12.35
3502408,2016,4026,4.55,45559.13061,13.25,12.35
3535903,2016,4035,9.68,45559.13061,13.25,12.35
3512704,2016,4045,7.7,45559.13061,13.25,12.35
3528908,2016,4079,4.1,45559.13061,13.25,12.35
3500907,2016,4085,0.0,45559.13061,13.25,12.35
3500808,2016,4118,3.3200000000000003,45559.13061,13.25,12.35
3545506,2016,4126,6.21,45559.13061,13.25,12.35
3522653,2016,4161,1.83,45559.13061,13.25,12.35
3541109,2016,4167,1.45,45559.13061,13.25,12.35
3549607,2016,4183,3.8,45559.13061,13.25,12.35
3531605,2016,4189,0.69,45559.13061,13.25,12.35
3531605,2016,4189,1.95,45559.13061,13.25,12.35
3508900,2016,4208,3.09,45559.13061,13.25,12.35
3534005,2016,4248,14.28,45559.13061,13.25,12.35
3540408,2016,4254,1.96,45559.13061,13.25,12.35
3533700,2016,4305,0.0,45559.13061,13.25,12.35
3521200,2016,4316,0.58,45559.13061,13.25,12.35
3502606,2016,4362,4.44,45559.13061,13.25,12.35
3508306,2016,4371,1.42,45559.13061,13.25,12.35
3546207,2016,4371,5.41,45559.13061,13.25,12.35
3508207,2016,4377,6.06,45559.13061,13.25,12.35
3532108,2016,4434,2.47,45559.13061,13.25,12.35
3525607,2016,4442,2.86,45559.13061,13.25,12.35
3540259,2016,4476,3.74,45559.13061,13.25,12.35
3531704,2016,4509,2.0,45559.13061,13.25,12.35
3527801,2016,4561,3.69,45559.13061,13.25,12.35
3543204,2016,4572,3.61,45559.13061,13.25,12.35
3543105,2016,4612,2.67,45559.13061,13.25,12.35
3516804,2016,4634,4.55,45559.13061,13.25,12.35
