Código_IBGE,Ano,Populacao,Magreza_total_%,PIB,Poverty_%,Unemployed_%
4313508,2013,43256,1.38,29764.5509,12.13,4.8
4318804,2013,44498,1.37,29764.5509,12.13,4.8
4321600,2013,45079,0.46,29764.5509,12.13,4.8
4307609,2013,45500,1.91,29764.5509,12.13,4.8
4304630,2013,45744,1.23,29764.5509,12.13,4.8
4317400,2013,50608,1.23,29764.5509,12.13,4.8
4314050,2013,54599,2.58,29764.5509,12.13,4.8
4304507,2013,55462,1.59,29764.5509,12.13,4.8
4321204,2013,56896,2.41,29764.5509,12.13,4.8
4304705,2013,61702,0.0,29764.5509,12.13,4.8
4312401,2013,62484,1.62,29764.5509,12.13,4.8
4318002,2013,63194,2.03,29764.5509,12.13,4.8
4303905,2013,63339,1.58,29764.5509,12.13,4.8
4306106,2013,64126,0.85,29764.5509,12.13,4.8
4322509,2013,64252,2.0700000000000003,29764.5509,12.13,4.8
4303509,2013,65409,2.65,29764.5509,12.13,4.8
4307906,2013,67465,0.41,29764.5509,12.13,4.8
4322608,2013,69154,2.5,29764.5509,12.13,4.8
4317202,2013,71665,1.45,29764.5509,12.13,4.8
4319901,2013,78718,1.23,29764.5509,12.13,4.8
4317509,2013,78836,3.0700000000000003,29764.5509,12.13,4.8
4300406,2013,79054,1.4300000000000002,29764.5509,12.13,4.8
4310207,2013,82276,2.53,29764.5509,12.13,4.8
4307708,2013,83700,7.46,29764.5509,12.13,4.8
4317103,2013,83702,4.2,29764.5509,12.13,4.8
4303004,2013,85955,1.84,29764.5509,12.13,4.8
4309308,2013,98688,3.68,29764.5509,12.13,4.8
4307005,2013,101122,5.28,29764.5509,12.13,4.8
4302105,2013,111384,0.77,29764.5509,12.13,4.8
4301602,2013,121235,2.54,29764.5509,12.13,4.8
4316808,2013,124577,4.64,29764.5509,12.13,4.8
4322400,2013,129504,1.78,29764.5509,12.13,4.8
4320008,2013,137104,2.35,29764.5509,12.13,4.8
4314100,2013,194432,2.94,29764.5509,12.13,4.8
4315602,2013,206161,1.85,29764.5509,12.13,4.8
4318705,2013,225520,2.94,29764.5509,12.13,4.8
4313409,2013,247781,2.04,29764.5509,12.13,4.8
4323002,2013,250028,8.649999999999999,29764.5509,12.13,4.8
4309209,2013,269022,3.03,29764.5509,12.13,4.8
4304606,2013,338531,2.2,29764.5509,12.13,4.8
4314407,2013,341180,2.41,29764.5509,12.13,4.8
4305108,2013,465304,1.78,29764.5509,12.13,4.8
4314902,2013,1467816,1.75,29764.5509,12.13,4.8
4300661,2014,1286,11.11,31927.15943,11.88,5.0
4306924,2014,1428,2.86,31927.15943,11.88,5.0
4322350,2014,1434,0.0,31927.15943,11.88,5.0
4312351,2014,1562,0.0,31927.15943,11.88,5.0
4305835,2014,1564,20.0,31927.15943,11.88,5.0
4304853,2014,1588,0.0,31927.15943,11.88,5.0
4322186,2014,1591,2.04,31927.15943,11.88,5.0
4323606,2014,1613,5.26,31927.15943,11.88,5.0
4309258,2014,1618,0.0,31927.15943,11.88,5.0
4311270,2014,1649,15.38,31927.15943,11.88,5.0
4311643,2014,1697,0.0,31927.15943,11.88,5.0
4316733,2014,1699,0.0,31927.15943,11.88,5.0
4308854,2014,1714,0.0,31927.15943,11.88,5.0
4314787,2014,1743,0.0,31927.15943,11.88,5.0
4305934,2014,1747,6.67,31927.15943,11.88,5.0
4312674,2014,1760,0.0,31927.15943,11.88,5.0
4315073,2014,1764,8.11,31927.15943,11.88,5.0
4304622,2014,1776,0.0,31927.15943,11.88,5.0
4317251,2014,1781,0.0,31927.15943,11.88,5.0
4313466,2014,1798,2.86,31927.15943,11.88,5.0
4312179,2014,1808,1.85,31927.15943,11.88,5.0
4304614,2014,1834,0.0,31927.15943,11.88,5.0
4315313,2014,1846,0.0,31927.15943,11.88,5.0
4315131,2014,1862,0.0,31927.15943,11.88,5.0
4312625,2014,1890,7.5,31927.15943,11.88,5.0
4312955,2014,1965,12.5,31927.15943,11.88,5.0
4301925,2014,1972,0.0,31927.15943,11.88,5.0
4319364,2014,1977,2.83,31927.15943,11.88,5.0
4310462,2014,1985,0.0,31927.15943,11.88,5.0
4322855,2014,1986,3.7,31927.15943,11.88,5.0
4308250,2014,2004,4.76,31927.15943,11.88,5.0
4315172,2014,2044,0.0,31927.15943,11.88,5.0
4317756,2014,2055,0.0,31927.15943,11.88,5.0
4306759,2014,2079,1.47,31927.15943,11.88,5.0
4322558,2014,2080,11.11,31927.15943,11.88,5.0
4300471,2014,2098,0.0,31927.15943,11.88,5.0
4314753,2014,2099,0.0,31927.15943,11.88,5.0
4319752,2014,2107,0.0,31927.15943,11.88,5.0
4306130,2014,2115,0.0,31927.15943,11.88,5.0
4314464,2014,2138,0.0,31927.15943,11.88,5.0
4320578,2014,2142,0.0,31927.15943,11.88,5.0
4310751,2014,2149,0.0,31927.15943,11.88,5.0
4302154,2014,2171,4.0,31927.15943,11.88,5.0
4306429,2014,2183,1.05,31927.15943,11.88,5.0
4323358,2014,2197,6.67,31927.15943,11.88,5.0
4317558,2014,2199,0.0,31927.15943,11.88,5.0
4315453,2014,2200,0.0,31927.15943,11.88,5.0
4318465,2014,2201,0.0,31927.15943,11.88,5.0
4314175,2014,2210,1.66,31927.15943,11.88,5.0
4312005,2014,2223,0.0,31927.15943,11.88,5.0
4318499,2014,2228,8.620000000000001,31927.15943,11.88,5.0
4318614,2014,2240,4.2,31927.15943,11.88,5.0
4302584,2014,2243,0.0,31927.15943,11.88,5.0
4319711,2014,2253,0.0,31927.15943,11.88,5.0
4320453,2014,2256,0.0,31927.15943,11.88,5.0
4309126,2014,2282,1.43,31927.15943,11.88,5.0
4322343,2014,2283,0.0,31927.15943,11.88,5.0
4302055,2014,2284,0.71,31927.15943,11.88,5.0
4302378,2014,2285,2.0,31927.15943,11.88,5.0
4314134,2014,2291,6.25,31927.15943,11.88,5.0
4310413,2014,2321,0.0,31927.15943,11.88,5.0
4313441,2014,2325,4.54,31927.15943,11.88,5.0
4310579,2014,2341,2.63,31927.15943,11.88,5.0
4321626,2014,2388,3.17,31927.15943,11.88,5.0
4313334,2014,2453,11.11,31927.15943,11.88,5.0
4305157,2014,2457,1.22,31927.15943,11.88,5.0
4316972,2014,2483,3.92,31927.15943,11.88,5.0
4305850,2014,2486,2.0,31927.15943,11.88,5.0
4301958,2014,2487,0.0,31927.15943,11.88,5.0
4322376,2014,2489,0.9,31927.15943,11.88,5.0
4320651,2014,2491,4.34,31927.15943,11.88,5.0
4317954,2014,2494,7.15,31927.15943,11.88,5.0
4302220,2014,2522,0.44,31927.15943,11.88,5.0
4308433,2014,2532,0.0,31927.15943,11.88,5.0
4302238,2014,2549,2.56,31927.15943,11.88,5.0
4305871,2014,2549,3.13,31927.15943,11.88,5.0
4313086,2014,2551,0.0,31927.15943,11.88,5.0
4315958,2014,2556,5.0,31927.15943,11.88,5.0
4312138,2014,2563,0.0,31927.15943,11.88,5.0
4315057,2014,2568,1.3,31927.15943,11.88,5.0
4308052,2014,2570,0.0,31927.15943,11.88,5.0
4311429,2014,2583,5.48,31927.15943,11.88,5.0
4314456,2014,2606,0.0,31927.15943,11.88,5.0
4310652,2014,2613,1.76,31927.15943,11.88,5.0
4306551,2014,2621,0.0,31927.15943,11.88,5.0
4310876,2014,2634,4.88,31927.15943,11.88,5.0
4311791,2014,2649,0.0,31927.15943,11.88,5.0
4318432,2014,2654,0.0,31927.15943,11.88,5.0
4316428,2014,2675,8.43,31927.15943,11.88,5.0
4315149,2014,2679,1.92,31927.15943,11.88,5.0
4307864,2014,2699,0.0,31927.15943,11.88,5.0
4314555,2014,2707,1.52,31927.15943,11.88,5.0
4303558,2014,2710,0.0,31927.15943,11.88,5.0
4312385,2014,2712,0.0,31927.15943,11.88,5.0
4318457,2014,2748,1.22,31927.15943,11.88,5.0
4319737,2014,2748,1.83,31927.15943,11.88,5.0
4304697,2014,2749,4.2,31927.15943,11.88,5.0
4316477,2014,2766,20.0,31927.15943,11.88,5.0
4307831,2014,2769,5.0,31927.15943,11.88,5.0
4314548,2014,2800,0.0,31927.15943,11.88,5.0
4311239,2014,2810,6.41,31927.15943,11.88,5.0
4315321,2014,2812,1.69,31927.15943,11.88,5.0
4313011,2014,2817,4.76,31927.15943,11.88,5.0
4306353,2014,2823,2.22,31927.15943,11.88,5.0
4318440,2014,2848,5.77,31927.15943,11.88,5.0
4302253,2014,2859,0.0,31927.15943,11.88,5.0
4323705,2014,2867,2.88,31927.15943,11.88,5.0
4301073,2014,2871,0.0,31927.15943,11.88,5.0
4321634,2014,2885,0.0,31927.15943,11.88,5.0
4320321,2014,2887,3.66,31927.15943,11.88,5.0
4305975,2014,2889,0.0,31927.15943,11.88,5.0
4316436,2014,2890,6.98,31927.15943,11.88,5.0
4321469,2014,2893,1.96,31927.15943,11.88,5.0
4323507,2014,2893,0.0,31927.15943,11.88,5.0
4306072,2014,2916,5.15,31927.15943,11.88,5.0
4312427,2014,2928,3.53,31927.15943,11.88,5.0
4321832,2014,2938,2.91,31927.15943,11.88,5.0
4323770,2014,2940,0.0,31927.15943,11.88,5.0
4319372,2014,2979,0.0,31927.15943,11.88,5.0
4321493,2014,2997,0.0,31927.15943,11.88,5.0
4300570,2014,3017,0.0,31927.15943,11.88,5.0
4318051,2014,3056,0.0,31927.15943,11.88,5.0
4309571,2014,3060,0.0,31927.15943,11.88,5.0
4306973,2014,3064,7.35,31927.15943,11.88,5.0
4320230,2014,3070,1.43,31927.15943,11.88,5.0
4323200,2014,3080,0.71,31927.15943,11.88,5.0
4321329,2014,3084,0.0,31927.15943,11.88,5.0
4311734,2014,3085,0.0,31927.15943,11.88,5.0
4306957,2014,3088,2.15,31927.15943,11.88,5.0
4312617,2014,3127,0.0,31927.15943,11.88,5.0
4306379,2014,3140,0.0,31927.15943,11.88,5.0
4310363,2014,3141,0.0,31927.15943,11.88,5.0
4304952,2014,3152,3.3000000000000003,31927.15943,11.88,5.0
4306320,2014,3173,1.68,31927.15943,11.88,5.0
4307054,2014,3202,5.41,31927.15943,11.88,5.0
4312443,2014,3209,4.0,31927.15943,11.88,5.0
4301859,2014,3226,0.0,31927.15943,11.88,5.0
4312377,2014,3229,1.54,31927.15943,11.88,5.0
4308656,2014,3239,2.02,31927.15943,11.88,5.0
4307450,2014,3268,2.63,31927.15943,11.88,5.0
4307401,2014,3294,0.0,31927.15943,11.88,5.0
4319125,2014,3305,1.88,31927.15943,11.88,5.0
4313003,2014,3320,0.0,31927.15943,11.88,5.0
4323309,2014,3353,0.0,31927.15943,11.88,5.0
4304655,2014,3354,3.27,31927.15943,11.88,5.0
4303673,2014,3384,14.28,31927.15943,11.88,5.0
4306700,2014,3397,0.0,31927.15943,11.88,5.0
4312757,2014,3404,5.13,31927.15943,11.88,5.0
4306452,2014,3410,0.0,31927.15943,11.88,5.0
4322525,2014,3420,1.72,31927.15943,11.88,5.0
4318622,2014,3456,2.78,31927.15943,11.88,5.0
4315552,2014,3473,2.86,31927.15943,11.88,5.0
4323754,2014,3486,0.0,31927.15943,11.88,5.0
4305371,2014,3518,2.74,31927.15943,11.88,5.0
4313359,2014,3543,0.0,31927.15943,11.88,5.0
4304101,2014,3546,0.0,31927.15943,11.88,5.0
4310553,2014,3550,0.0,31927.15943,11.88,5.0
4319356,2014,3554,0.0,31927.15943,11.88,5.0
4322327,2014,3601,0.0,31927.15943,11.88,5.0
4319703,2014,3642,6.5,31927.15943,11.88,5.0
4311130,2014,3660,1.52,31927.15943,11.88,5.0
4314035,2014,3706,2.29,31927.15943,11.88,5.0
4302600,2014,3711,2.66,31927.15943,11.88,5.0
4301552,2014,3740,0.0,31927.15943,11.88,5.0
4307815,2014,3743,1.92,31927.15943,11.88,5.0
4300851,2014,3769,1.89,31927.15943,11.88,5.0
4315354,2014,3803,0.0,31927.15943,11.88,5.0
4300059,2014,3839,0.0,31927.15943,11.88,5.0
4313425,2014,3866,8.54,31927.15943,11.88,5.0
4320602,2014,3902,0.0,31927.15943,11.88,5.0
4311981,2014,3913,0.0,31927.15943,11.88,5.0
4314779,2014,3984,6.51,31927.15943,11.88,5.0
4305959,2014,4014,7.59,31927.15943,11.88,5.0
4308078,2014,4048,0.0,31927.15943,11.88,5.0
4310702,2014,4049,3.88,31927.15943,11.88,5.0
4314308,2014,4062,1.59,31927.15943,11.88,5.0
4313391,2014,4067,0.0,31927.15943,11.88,5.0
4305405,2014,4080,2.6,31927.15943,11.88,5.0
4310850,2014,4136,3.47,31927.15943,11.88,5.0
4313490,2014,4150,3.08,31927.15943,11.88,5.0
4312153,2014,4161,1.2,31927.15943,11.88,5.0
4309951,2014,4166,3.4000000000000004,31927.15943,11.88,5.0
4311122,2014,4167,1.33,31927.15943,11.88,5.0
4312054,2014,4171,18.18,31927.15943,11.88,5.0
4300455,2014,4188,0.0,31927.15943,11.88,5.0
4301875,2014,4189,5.08,31927.15943,11.88,5.0
4309159,2014,4190,3.16,31927.15943,11.88,5.0
4315206,2014,4200,0.0,31927.15943,11.88,5.0
4310306,2014,4212,0.0,31927.15943,11.88,5.0
4304671,2014,4227,2.78,31927.15943,11.88,5.0
4313607,2014,4248,0.94,31927.15943,11.88,5.0
4322251,2014,4309,2.17,31927.15943,11.88,5.0
4312807,2014,4339,8.51,31927.15943,11.88,5.0
4323457,2014,4362,3.75,31927.15943,11.88,5.0
4323408,2014,4385,8.33,31927.15943,11.88,5.0
4318481,2014,4419,2.13,31927.15943,11.88,5.0
4320859,2014,4424,0.0,31927.15943,11.88,5.0
4321857,2014,4478,7.14,31927.15943,11.88,5.0
4309753,2014,4517,1.92,31927.15943,11.88,5.0
4315750,2014,4552,0.0,31927.15943,11.88,5.0
4309555,2014,4557,5.26,31927.15943,11.88,5.0
4314472,2014,4568,0.85,31927.15943,11.88,5.0
4322152,2014,4576,3.89,31927.15943,11.88,5.0
4308458,2014,4636,0.0,31927.15943,11.88,5.0
4305132,2014,4654,5.75,31927.15943,11.88,5.0
4300034,2014,4671,0.0,31927.15943,11.88,5.0
4314498,2014,4739,0.78,31927.15943,11.88,5.0
4311718,2014,4834,0.0,31927.15943,11.88,5.0
4306304,2014,4837,6.25,31927.15943,11.88,5.0
4318424,2014,4846,0.0,31927.15943,11.88,5.0
4309803,2014,4848,0.0,31927.15943,11.88,5.0
4312203,2014,4901,4.51,31927.15943,11.88,5.0
4302659,2014,4928,0.0,31927.15943,11.88,5.0
4312609,2014,4980,0.0,31927.15943,11.88,5.0
4312302,2014,4985,3.55,31927.15943,11.88,5.0
4313037,2014,5006,1.25,31927.15943,11.88,5.0
4305504,2014,5017,1.45,31927.15943,11.88,5.0
4303301,2014,5066,2.94,31927.15943,11.88,5.0
4303202,2014,5068,0.0,31927.15943,11.88,5.0
4311908,2014,5074,1.32,31927.15943,11.88,5.0
4320305,2014,5124,4.0,31927.15943,11.88,5.0
4312104,2014,5178,0.55,31927.15943,11.88,5.0
4307203,2014,5227,1.74,31927.15943,11.88,5.0
4305447,2014,5233,0.73,31927.15943,11.88,5.0
4300877,2014,5249,3.3,31927.15943,11.88,5.0
4306734,2014,5249,1.59,31927.15943,11.88,5.0
4323101,2014,5264,0.0,31927.15943,11.88,5.0
4310538,2014,5299,1.32,31927.15943,11.88,5.0
4322905,2014,5306,0.0,31927.15943,11.88,5.0
4304002,2014,5338,3.7,31927.15943,11.88,5.0
4315008,2014,5360,4.24,31927.15943,11.88,5.0
4314068,2014,5457,1.28,31927.15943,11.88,5.0
4320354,2014,5463,1.79,31927.15943,11.88,5.0
4314423,2014,5498,0.0,31927.15943,11.88,5.0
4322541,2014,5499,0.0,31927.15943,11.88,5.0
4316204,2014,5569,0.0,31927.15943,11.88,5.0
4311627,2014,5621,3.96,31927.15943,11.88,5.0
4303806,2014,5653,0.0,31927.15943,11.88,5.0
4311700,2014,5654,4.25,31927.15943,11.88,5.0
4319208,2014,5762,3.07,31927.15943,11.88,5.0
4311601,2014,5789,2.53,31927.15943,11.88,5.0
4308706,2014,5940,1.15,31927.15943,11.88,5.0
4315909,2014,5949,0.0,31927.15943,11.88,5.0
4321956,2014,5962,1.32,31927.15943,11.88,5.0
4322103,2014,6008,0.0,31927.15943,11.88,5.0
4301651,2014,6035,0.0,31927.15943,11.88,5.0
4312476,2014,6056,0.93,31927.15943,11.88,5.0
4303707,2014,6112,0.0,31927.15943,11.88,5.0
4316758,2014,6127,4.9,31927.15943,11.88,5.0
4307559,2014,6173,10.81,31927.15943,11.88,5.0
4320552,2014,6207,1.54,31927.15943,11.88,5.0
4320503,2014,6225,2.21,31927.15943,11.88,5.0
4300703,2014,6228,2.27,31927.15943,11.88,5.0
4316956,2014,6312,0.0,31927.15943,11.88,5.0
4305439,2014,6320,2.16,31927.15943,11.88,5.0
4314076,2014,6340,0.66,31927.15943,11.88,5.0
4315156,2014,6368,3.08,31927.15943,11.88,5.0
4310439,2014,6374,0.0,31927.15943,11.88,5.0
4319307,2014,6385,1.8,31927.15943,11.88,5.0
4321477,2014,6432,2.8,31927.15943,11.88,5.0
4309654,2014,6434,2.22,31927.15943,11.88,5.0
4311254,2014,6480,1.77,31927.15943,11.88,5.0
4305124,2014,6501,2.94,31927.15943,11.88,5.0
4312450,2014,6509,1.41,31927.15943,11.88,5.0
4313102,2014,6579,0.76,31927.15943,11.88,5.0
4304309,2014,6631,0.0,31927.15943,11.88,5.0
4300901,2014,6663,4.16,31927.15943,11.88,5.0
4303608,2014,6703,4.66,31927.15943,11.88,5.0
4300638,2014,6737,5.23,31927.15943,11.88,5.0
4301701,2014,6749,1.39,31927.15943,11.88,5.0
4305702,2014,6804,1.06,31927.15943,11.88,5.0
4302204,2014,6808,0.0,31927.15943,11.88,5.0
4308003,2014,6870,0.69,31927.15943,11.88,5.0
4302501,2014,6912,0.0,31927.15943,11.88,5.0
4300307,2014,6935,3.63,31927.15943,11.88,5.0
4307104,2014,6972,2.79,31927.15943,11.88,5.0
4311775,2014,7053,1.01,31927.15943,11.88,5.0
4318606,2014,7116,4.08,31927.15943,11.88,5.0
4308409,2014,7119,2.64,31927.15943,11.88,5.0
4313805,2014,7163,1.35,31927.15943,11.88,5.0
4301503,2014,7175,1.92,31927.15943,11.88,5.0
4316501,2014,7251,2.22,31927.15943,11.88,5.0
4314001,2014,7257,0.0,31927.15943,11.88,5.0
4316303,2014,7313,1.84,31927.15943,11.88,5.0
4311759,2014,7347,2.33,31927.15943,11.88,5.0
4301750,2014,7360,4.55,31927.15943,11.88,5.0
4320263,2014,7366,1.82,31927.15943,11.88,5.0
4300208,2014,7403,6.58,31927.15943,11.88,5.0
4309902,2014,7432,1.23,31927.15943,11.88,5.0
4309050,2014,7443,1.96,31927.15943,11.88,5.0
4300646,2014,7565,4.04,31927.15943,11.88,5.0
4314027,2014,7632,0.96,31927.15943,11.88,5.0
4306056,2014,7706,1.92,31927.15943,11.88,5.0
4319158,2014,7714,0.45,31927.15943,11.88,5.0
4300505,2014,7752,1.33,31927.15943,11.88,5.0
4304713,2014,7804,0.0,31927.15943,11.88,5.0
4307302,2014,7834,3.26,31927.15943,11.88,5.0
4311502,2014,7847,1.85,31927.15943,11.88,5.0
4305900,2014,7855,2.33,31927.15943,11.88,5.0
4302451,2014,7911,1.97,31927.15943,11.88,5.0
4312252,2014,7984,1.6,31927.15943,11.88,5.0
4314209,2014,8017,1.42,31927.15943,11.88,5.0
4310504,2014,8074,3.41,31927.15943,11.88,5.0
4309506,2014,8187,2.24,31927.15943,11.88,5.0
4314159,2014,8410,0.0,31927.15943,11.88,5.0
4317004,2014,8444,0.0,31927.15943,11.88,5.0
4322301,2014,8617,20.0,31927.15943,11.88,5.0
4301057,2014,8641,3.51,31927.15943,11.88,5.0
4311155,2014,8643,2.32,31927.15943,11.88,5.0
4308805,2014,8679,3.17,31927.15943,11.88,5.0
4319802,2014,8771,2.65,31927.15943,11.88,5.0
4316709,2014,8847,3.01,31927.15943,11.88,5.0
4304903,2014,9016,0.0,31927.15943,11.88,5.0
4306932,2014,9068,1.39,31927.15943,11.88,5.0
4304358,2014,9266,0.0,31927.15943,11.88,5.0
4312906,2014,9412,0.47,31927.15943,11.88,5.0
4305009,2014,9438,3.58,31927.15943,11.88,5.0
4305306,2014,9622,0.0,31927.15943,11.88,5.0
4313953,2014,9979,0.69,31927.15943,11.88,5.0
4305801,2014,10086,3.41,31927.15943,11.88,5.0
4320677,2014,10395,1.48,31927.15943,11.88,5.0
4321436,2014,10553,2.54,31927.15943,11.88,5.0
4301404,2014,10585,1.28,31927.15943,11.88,5.0
4316105,2014,10633,0.0,31927.15943,11.88,5.0
4321667,2014,10761,0.0,31927.15943,11.88,5.0
4315107,2014,10779,4.34,31927.15943,11.88,5.0
4321006,2014,10796,4.62,31927.15943,11.88,5.0
4315800,2014,10909,0.0,31927.15943,11.88,5.0
4308300,2014,10916,0.54,31927.15943,11.88,5.0
4315404,2014,10938,1.31,31927.15943,11.88,5.0
4305173,2014,11141,0.77,31927.15943,11.88,5.0
4320206,2014,11176,3.6,31927.15943,11.88,5.0
4304689,2014,11198,2.08,31927.15943,11.88,5.0
4317707,2014,11241,3.14,31927.15943,11.88,5.0
4313656,2014,11393,1.53,31927.15943,11.88,5.0
4302006,2014,11480,0.0,31927.15943,11.88,5.0
4322533,2014,11608,1.46,31927.15943,11.88,5.0
4311106,2014,11631,2.0,31927.15943,11.88,5.0
4302402,2014,12058,33.33,31927.15943,11.88,5.0
4301636,2014,12106,1.38,31927.15943,11.88,5.0
4312708,2014,12321,2.8,31927.15943,11.88,5.0
4316451,2014,12395,0.0,31927.15943,11.88,5.0
4312500,2014,12679,4.7,31927.15943,11.88,5.0
4302352,2014,12792,0.0,31927.15943,11.88,5.0
4314506,2014,13011,2.84,31927.15943,11.88,5.0
4308102,2014,13068,2.17,31927.15943,11.88,5.0
4301909,2014,13208,0.0,31927.15943,11.88,5.0
4300802,2014,13274,9.68,31927.15943,11.88,5.0
4301206,2014,13277,2.24,31927.15943,11.88,5.0
4302907,2014,13757,0.99,31927.15943,11.88,5.0
4305207,2014,13926,2.88,31927.15943,11.88,5.0
4323804,2014,13951,0.0,31927.15943,11.88,5.0
4321402,2014,14056,0.0,31927.15943,11.88,5.0
4305454,2014,14079,11.3,31927.15943,11.88,5.0
4301107,2014,14166,0.0,31927.15943,11.88,5.0
4306007,2014,14315,33.33,31927.15943,11.88,5.0
4317806,2014,14357,6.15,31927.15943,11.88,5.0
4317905,2014,14767,4.51,31927.15943,11.88,5.0
4306502,2014,15103,1.5699999999999998,31927.15943,11.88,5.0
4320404,2014,15614,1.64,31927.15943,11.88,5.0
4307500,2014,15790,0.0,31927.15943,11.88,5.0
4316600,2014,16086,1.64,31927.15943,11.88,5.0
4315503,2014,16345,1.2,31927.15943,11.88,5.0
4308904,2014,16647,3.4000000000000004,31927.15943,11.88,5.0
4319406,2014,16802,4.27,31927.15943,11.88,5.0
4312658,2014,16894,0.0,31927.15943,11.88,5.0
4300109,2014,17140,0.45,31927.15943,11.88,5.0
4309001,2014,17269,2.64,31927.15943,11.88,5.0
4321105,2014,17315,3.5,31927.15943,11.88,5.0
4301305,2014,18964,1.94,31927.15943,11.88,5.0
4309605,2014,19174,0.0,31927.15943,11.88,5.0
4318101,2014,19556,1.6700000000000002,31927.15943,11.88,5.0
4310330,2014,19676,1.55,31927.15943,11.88,5.0
4313060,2014,19834,2.56,31927.15943,11.88,5.0
4301008,2014,19923,3.03,31927.15943,11.88,5.0
4311205,2014,20074,1.02,31927.15943,11.88,5.0
4310009,2014,20181,3.09,31927.15943,11.88,5.0
4313201,2014,20275,0.0,31927.15943,11.88,5.0
4316006,2014,20599,1.58,31927.15943,11.88,5.0
4314605,2014,20664,2.22,31927.15943,11.88,5.0
4319000,2014,21117,1.72,31927.15943,11.88,5.0
4302709,2014,21163,3.24,31927.15943,11.88,5.0
4310801,2014,21739,0.7,31927.15943,11.88,5.0
4306809,2014,21750,4.29,31927.15943,11.88,5.0
4318408,2014,23399,1.94,31927.15943,11.88,5.0
4322202,2014,23421,1.28,31927.15943,11.88,5.0
4315305,2014,23604,0.0,31927.15943,11.88,5.0
4309407,2014,24331,0.0,31927.15943,11.88,5.0
4319604,2014,24448,3.14,31927.15943,11.88,5.0
4322806,2014,24476,1.23,31927.15943,11.88,5.0
4321808,2014,24478,2.56,31927.15943,11.88,5.0
4319505,2014,24517,1.52,31927.15943,11.88,5.0
4321907,2014,24656,1.03,31927.15943,11.88,5.0
4313300,2014,24785,2.15,31927.15943,11.88,5.0
4304663,2014,25321,1.41,31927.15943,11.88,5.0
4306908,2014,25647,2.29,31927.15943,11.88,5.0
4321709,2014,25822,1.63,31927.15943,11.88,5.0
4318507,2014,26853,0.95,31927.15943,11.88,5.0
4321303,2014,27084,3.16,31927.15943,11.88,5.0
4304804,2014,27279,2.63,31927.15943,11.88,5.0
4311007,2014,28393,1.59,31927.15943,11.88,5.0
4311304,2014,28419,1.2,31927.15943,11.88,5.0
4308201,2014,28974,2.21,31927.15943,11.88,5.0
4321451,2014,29802,2.1,31927.15943,11.88,5.0
4306403,2014,29862,2.58,31927.15943,11.88,5.0
4308508,2014,30409,4.08,31927.15943,11.88,5.0
4304200,2014,31407,4.17,31927.15943,11.88,5.0
4317301,2014,31524,8.33,31927.15943,11.88,5.0
4307807,2014,32535,0.0,31927.15943,11.88,5.0
4308607,2014,32862,0.0,31927.15943,11.88,5.0
4314803,2014,33615,0.73,31927.15943,11.88,5.0
4310108,2014,34035,1.34,31927.15943,11.88,5.0
4309100,2014,34365,2.97,31927.15943,11.88,5.0
4302808,2014,34665,3.45,31927.15943,11.88,5.0
4313706,2014,35045,3.14,31927.15943,11.88,5.0
4318903,2014,35266,2.0,31927.15943,11.88,5.0
4321501,2014,36859,1.81,31927.15943,11.88,5.0
4306767,2014,37366,1.71,31927.15943,11.88,5.0
4305355,2014,37946,5.550000000000001,31927.15943,11.88,5.0
4315701,2014,38899,0.95,31927.15943,11.88,5.0
4310603,2014,39129,1.84,31927.15943,11.88,5.0
4306601,2014,39920,2.52,31927.15943,11.88,5.0
4316402,2014,40798,1.12,31927.15943,11.88,5.0
4313904,2014,40804,1.13,31927.15943,11.88,5.0
4317608,2014,41784,1.05,31927.15943,11.88,5.0
4304408,2014,42057,1.53,31927.15943,11.88,5.0
4313508,2014,43586,1.23,31927.15943,11.88,5.0
4318804,2014,44520,1.2000000000000002,31927.15943,11.88,5.0
4321600,2014,45744,1.36,31927.15943,11.88,5.0
4307609,2014,45986,2.28,31927.15943,11.88,5.0
4304630,2014,46467,1.43,31927.15943,11.88,5.0
4317400,2014,50622,1.3199999999999998,31927.15943,11.88,5.0
4314050,2014,55056,1.46,31927.15943,11.88,5.0
4304507,2014,55637,1.7,31927.15943,11.88,5.0
4321204,2014,57072,1.55,31927.15943,11.88,5.0
4304705,2014,61875,4.17,31927.15943,11.88,5.0
4312401,2014,62861,2.02,31927.15943,11.88,5.0
4318002,2014,63089,2.62,31927.15943,11.88,5.0
4303905,2014,63767,1.67,31927.15943,11.88,5.0
4306106,2014,63946,1.86,31927.15943,11.88,5.0
4322509,2014,64564,3.03,31927.15943,11.88,5.0
4303509,2014,65628,2.24,31927.15943,11.88,5.0
4307906,2014,68030,8.0,31927.15943,11.88,5.0
4322608,2014,69521,2.21,31927.15943,11.88,5.0
4317202,2014,71961,1.95,31927.15943,11.88,5.0
4300406,2014,78768,2.8200000000000003,31927.15943,11.88,5.0
4317509,2014,78908,1.79,31927.15943,11.88,5.0
4319901,2014,79152,12.5,31927.15943,11.88,5.0
4310207,2014,82563,1.94,31927.15943,11.88,5.0
4317103,2014,83324,2.95,31927.15943,11.88,5.0
4307708,2014,83846,12.5,31927.15943,11.88,5.0
4303004,2014,85830,2.17,31927.15943,11.88,5.0
