Ano,Código_IBGE,Aprovação,Reprovação,Abandono,Matrículas,Docentes,Estabelecimentos,Turmas
2010,4306205,69.8,16.8,13.4,231,20,1,8
2010,4306304,80.5,13.9,5.6,252,28,1,13
2010,4306320,75.6,17.6,6.8,134,13,1,5
2010,4306353,79.4,8.4,12.2,131,16,1,6
2010,4306379,80.4,10.3,9.3,97,14,1,6
2010,4306403,59.9,27.1,13,795,39,1,28
2010,4306429,65.3,28,6.7,125,16,1,7
2010,4306452,88,5.6,6.4,125,14,1,6
2010,4306502,53,32.9,14.1,368,24,1,12
2010,4306551,84.8,5.1,10.1,79,15,1,4
2010,4306601,51.7,39,9.3,1375,72,3,42
2010,4306700,62.9,22.9,14.2,141,18,1,6
2010,4306734,92,6.5,1.5,200,20,1,8
2010,4306759,86,8,6,97,10,1,3
2010,4306767,51,43.9,5.1,996,30,2,25
2010,4306809,65.9,15.4,18.7,768,46,1,28
2010,4306908,71,15,14,958,58,2,32
2010,4306924,74.5,7.3,18.2,59,10,1,3
2010,4306932,84.6,1.8,13.6,284,21,1,12
2010,4306957,85,6.8,8.2,135,16,1,6
2010,4306973,73.4,17,9.6,97,8,1,3
2010,4307005,72.7,17.8,9.5,2957,203,9,103
2010,4307054,82.9,15.3,1.8,105,13,1,4
2010,4307104,61.4,11.4,27.2,238,22,1,9
2010,4307203,80.1,5.1,14.8,160,18,1,7
2010,4307302,76.3,17.4,6.3,237,20,1,9
2010,4307401,71.9,16.3,11.8,140,14,1,8
2010,4307450,58.7,29.3,12,92,10,1,4
2010,4307500,58.7,23.6,17.7,586,47,2,25
2010,4307559,77.1,15.4,7.5,189,15,1,8
2010,4307609,61.5,22.6,15.9,1416,54,2,39
2010,4307708,59.5,28.1,12.4,2872,150,8,103
2010,4307807,67.7,18,14.3,1093,83,4,45
2010,4307815,72,23.5,4.5,129,12,1,5
2010,4307831,76.4,13.9,9.7,74,14,1,3
2010,4307864,77.5,19.1,3.4,89,9,1,4
2010,4307906,76.3,17.1,6.6,2063,94,4,62
2010,4308003,72.8,25.3,1.9,166,16,1,6
2010,4308052,77.6,12.9,9.5,121,15,1,4
2010,4308078,74.6,2.8,22.6,146,10,1,5
2010,4308102,74.6,17.5,7.9,435,30,1,17
2010,4308201,70.4,18.4,11.2,861,30,1,25
2010,4308250,95.2,1.6,3.2,64,9,1,3
2010,4308300,81,9.2,9.8,430,30,1,15
2010,4308409,59.4,40.6,0,325,18,1,13
2010,4308433,66.7,5.3,28,76,9,1,4
2010,4308458,72.3,23.1,4.6,193,16,1,8
2010,4308508,68.1,24,7.9,1149,65,2,36
2010,4308607,74.1,18.1,7.8,1071,58,2,40
2010,4308656,79.7,10.1,10.2,137,10,1,6
2010,4308706,91.9,1.7,6.4,176,18,1,7
2010,4308805,70.3,10.3,19.4,296,33,1,14
2010,4308854,75,25,0,64,10,1,4
2010,4308904,72,23,5,477,33,1,17
2010,4309001,65.8,15,19.2,794,40,1,26
2010,4309050,72.1,16.1,11.8,295,21,1,10
2010,4309100,77,10.8,12.2,1153,57,3,36
2010,4309126,71,21.5,7.5,109,12,1,4
2010,4309159,88,6,6,169,15,1,7
2010,4309209,62.3,23.6,14.1,8109,410,15,251
2010,4309258,77.8,19,3.2,64,9,1,3
2010,4309308,61.4,27.4,11.2,3797,193,9,130
2010,4309407,83.3,13.6,3.1,1014,44,3,32
2010,4309506,89.3,3.2,7.5,592,35,2,22
2010,4309555,81.8,7.9,10.3,167,17,1,7
2010,4309571,70.4,11.3,18.3,117,9,1,4
2010,4309605,60,29.1,10.9,463,33,1,14
2010,4309704,77.6,8.1,14.3,247,28,1,16
2010,4309753,67.8,20.7,11.5,170,18,1,7
2010,4309803,73.3,22.2,4.5,177,16,1,8
2010,4309902,87.9,9.1,3,233,15,1,8
2010,4309951,85.1,9.2,5.7,184,13,1,8
2010,4310009,68,17,15,713,48,2,28
2010,4310108,70.7,13.1,16.2,1329,53,2,40
2010,4310207,64.5,20.5,15,3438,225,10,121
2010,4310306,87.2,3.9,8.9,183,14,1,7
2010,4310330,65.4,23.2,11.4,777,28,1,23
2010,4310363,89.4,4.3,6.3,92,15,1,6
2010,4310405,69.7,24.2,6.1,236,23,1,9
2010,4310413,58.8,16.8,24.4,127,13,1,6
2010,4310439,77.5,11.8,10.7,200,16,1,8
2010,4310462,96,1.3,2.7,76,12,1,5
2010,4310504,76.2,18.5,5.3,284,31,1,17
2010,4310553,79.4,14.9,5.7,143,15,1,6
2010,4310579,69.6,13.7,16.7,105,10,1,5
2010,4310603,58.5,35.1,6.4,1436,98,3,46
2010,4310652,79.4,16.7,3.9,103,14,1,6
2010,4310702,90.9,2.1,7,191,23,1,10
2010,4310751,75,21,4,101,15,1,5
2010,4310801,74.8,15.2,10,579,31,1,18
2010,4310850,72.8,15.2,12,148,20,1,8
2010,4310876,60,27.7,12.3,132,14,1,6
2010,4310900,91.2,4.1,4.7,149,18,1,9
2010,4311007,60.7,27.8,11.5,863,62,3,30
2010,4311106,72.5,22.9,4.6,368,28,1,14
2010,4311122,83.2,7.7,9.1,142,11,1,6
2010,4311130,68.6,22.5,8.9,102,12,1,4
2010,4311155,68.7,24.4,6.9,222,18,1,8
2010,4311205,63.6,25.6,10.8,565,44,2,21
2010,4311239,94,2,4,106,13,1,5
2010,4311254,71.5,14.6,13.9,245,15,1,9
2010,4311270,88.2,11.8,0,49,9,1,3
2010,4311304,68.5,23.8,7.7,863,57,3,29
2010,4311403,58.4,23.1,18.5,2274,118,3,72
2010,4311429,73.8,3.6,22.6,89,12,1,5
2010,4311502,62.6,21,16.4,292,26,1,12
2010,4311601,85.8,6.4,7.8,226,16,1,10
2010,4311627,66.2,21.9,11.9,220,16,1,8
2010,4311643,96,4,0,53,11,1,3
2010,4311700,90.1,4.3,5.6,161,15,1,8
2010,4311718,67.2,7.7,25.1,202,20,1,10
2010,4311759,59.3,27.6,13.1,249,20,1,9
2010,4311775,57.9,17.6,24.5,295,21,1,11
2010,4311791,96,2,2,100,8,1,3
2010,4311809,61.5,34.5,4,1367,71,2,44
2010,4311908,86.2,5.4,8.4,164,24,1,10
2010,4311981,78.8,12.2,9,165,8,1,5
2010,4312005,93.3,3.3,3.4,90,9,1,3
2010,4312054,89.5,3.2,7.3,95,18,1,6
2010,4312104,82.6,13,4.4,186,15,1,9
2010,4312138,93.5,2.2,4.3,98,12,1,5
2010,4312153,88.8,9.7,1.5,136,17,1,6
2010,4312179,83.1,15.3,1.6,60,8,1,3
2010,4312203,84.6,8.5,6.9,184,14,1,8
2010,4312252,62.6,37.4,0,223,20,1,8
2010,4312302,67.4,14.1,18.5,489,33,1,20
2010,4312351,89.1,6.3,4.6,65,9,1,3
2010,4312377,81.2,13.5,5.3,133,9,1,5
2010,4312385,90.2,7.3,2.5,84,14,1,5
2010,4312401,69.5,14.5,16,2139,113,4,61
2010,4312427,76.9,13.5,9.6,102,14,1,5
2010,4312443,97.8,1.5,0.7,137,14,1,6
2010,4312450,71.9,18.9,9.2,232,22,1,10
2010,4312476,76.3,14.2,9.5,220,18,1,8
2010,4312500,84.1,12.5,3.4,320,18,1,15
2010,4312609,83.2,9.6,7.2,168,20,1,7
2010,4312617,83.7,5.8,10.5,107,12,1,4
2010,4312625,86.8,8.8,4.4,70,8,1,3
2010,4312658,50.7,28.5,20.8,556,34,1,17
2010,4312674,87.9,6.9,5.2,57,8,1,3
2010,4312708,78.5,7.4,14.1,367,37,1,14
2010,4312757,76,13.2,10.8,130,12,1,6
2010,4312807,87.9,5.3,6.8,126,16,1,6
2010,4312906,85.8,6.2,8,324,29,1,12
2010,4312955,90.6,5.7,3.7,108,14,1,5
2010,4313003,92.9,5.8,1.3,157,20,1,7
2010,4313011,84.5,7.3,8.2,112,11,1,4
2010,4313037,70.8,21.5,7.7,221,23,1,10
2010,4313060,73.2,12.6,14.2,993,34,1,23
2010,4313086,100,0,0,89,9,1,4
2010,4313102,81.8,17.6,0.6,199,19,1,8
2010,4313201,77,15.4,7.6,484,34,1,18
2010,4313300,75.8,11.3,12.9,852,52,2,31
2010,4313359,87.1,4.5,8.4,155,13,1,6
2010,4313375,42.2,48.9,8.9,768,33,1,25
2010,4313391,83,11.3,5.7,161,13,1,7
2010,4313409,69.6,19.6,10.8,7506,388,11,235
2010,4313425,77.3,17.4,5.3,133,11,1,5
2010,4313441,91.3,5,3.7,102,14,1,6
2010,4313466,95.2,4.8,0,84,14,1,4
2010,4313490,72.1,10.5,17.4,170,21,1,9
2010,4313508,73.3,18.1,8.6,1667,110,4,64
2010,4313607,64.7,30,5.3,172,16,1,9
2010,4313656,55.3,37.1,7.6,307,26,1,12
2010,4313706,67.4,21.5,11.1,1204,105,4,50
2010,4313805,75.9,10,14.1,324,34,1,16
2010,4313904,67.8,19.7,12.5,1295,100,4,48
2010,4313953,61.9,24.8,13.3,379,25,1,12
2010,4314001,88.8,8.1,3.1,286,25,1,11
2010,4314027,67,10.8,22.2,178,18,1,8
2010,4314035,82.2,15.9,1.9,108,12,1,5
2010,4314050,60.9,20.3,18.8,1868,72,4,55
2010,4314068,74.2,14.2,11.6,237,19,1,8
2010,4314076,66.7,12.4,20.9,235,16,1,8
2010,4314100,67,23.4,9.6,5851,375,17,191
2010,4314134,95.3,3.1,1.6,65,10,1,3
2010,4314159,88.2,3.6,8.2,222,16,1,10
2010,4314175,68.2,15.2,16.6,66,6,1,3
2010,4314209,70.3,24.8,4.9,258,23,1,9
2010,4314308,70.6,11.2,18.2,199,18,1,8
2010,4314407,62.2,22.4,15.4,10786,830,22,397
2010,4314423,90.5,5.9,3.6,222,21,1,9
2010,4314456,69.7,22,8.3,109,17,1,7
2010,4314464,75.6,15.4,9,75,10,1,4
2010,4314472,88,6.8,5.2,198,16,1,7
2010,4314498,86.4,5.4,8.2,154,14,1,6
2010,4314506,53.9,18.3,27.8,360,22,1,11
2010,4314555,76.9,11.5,11.6,132,17,1,7
2010,4314605,62.8,20.5,16.7,674,38,1,20
2010,4314704,80.9,4.8,14.3,469,35,1,18
2010,4314753,82.9,9.8,7.3,82,10,1,3
2010,4314779,71.2,12.3,16.5,144,12,1,5
2010,4314787,85.7,8.9,5.4,60,9,1,3
2010,4314803,63.9,28.1,8,968,32,2,27
2010,4314902,58.8,27.3,13.9,37059,"2,230",74,"1,252"
2010,4315008,72.9,16.3,10.8,170,15,1,6
2010,4315057,86.1,13.9,0,102,9,1,3
2010,4315073,80.9,11.7,7.4,96,8,1,3
2010,4315107,75.8,12.6,11.6,470,43,2,19
2010,4315131,92.8,0,7.2,71,8,1,3
2010,4315149,84,10,6,96,9,1,4
2010,4315156,68.6,19.3,12.1,305,18,1,11
2010,4315172,97.4,1.3,1.3,76,8,1,3
2010,4315206,85.4,8.2,6.4,162,14,1,6
2010,4315305,64.6,16.3,19.1,924,49,2,33
2010,4315313,85.4,10.4,4.2,46,11,1,3
2010,4315321,68.4,30.5,1.1,102,13,1,4
2010,4315354,76.7,10.1,13.2,131,17,1,7
2010,4315404,81.4,8.3,10.3,157,20,1,9
2010,4315453,91.5,4.2,4.3,71,8,1,3
2010,4315503,57,25.5,17.5,466,27,1,16
2010,4315552,81.3,6.3,12.4,145,16,1,6
2010,4315602,62.8,23.3,13.9,6458,418,13,211
2010,4315701,76.8,12.2,11,1111,76,4,38
2010,4315750,84.9,11.6,3.5,150,14,1,7
2010,4315800,60.6,22.9,16.5,283,22,1,10
2010,4315909,68.4,15.5,16.1,196,19,1,9
2010,4315958,85.9,12.1,2,99,10,1,4
2010,4316006,66.2,17.5,16.3,586,33,1,27
2010,4316105,71.1,18.7,10.2,319,21,1,13
2010,4316204,91.3,6.6,2.1,288,32,1,13
2010,4316303,71.1,15.4,13.5,236,23,1,10
2010,4316402,66.2,19.1,14.7,1440,69,3,45
2010,4316428,78,1.7,20.3,116,15,1,6
2010,4316436,81.2,15.2,3.6,139,12,1,6
2010,4316451,63.7,25.2,11.1,476,42,2,19
2010,4316477,93.3,6.7,0,88,11,1,3
2010,4316501,80.4,13.7,5.9,290,23,1,10
2010,4316600,67.6,25,7.4,527,35,1,20
2010,4316709,77.3,11.5,11.2,434,23,1,14
2010,4316733,87.5,11.1,1.4,69,11,1,3
2010,4316758,78.6,12.1,9.3,206,20,1,8
2010,4316808,67.6,18.7,13.7,3336,210,9,106
2010,4316907,58.1,30.2,11.7,8489,709,26,324
2010,4316956,84.5,8.7,6.8,208,17,1,8
2010,4317004,68.9,21.4,9.7,308,26,1,14
2010,4317103,63,28.1,8.9,3219,221,11,113
2010,4317202,67.8,18.1,14.1,2494,184,8,84
2010,4317251,89.2,10.8,0,39,6,1,3
2010,4317301,63.4,23.6,13,1062,61,2,38
2010,4317400,65.3,24.1,10.6,1759,150,5,63
2010,4317509,71.5,22.5,6,2565,190,9,92
2010,4317558,80.5,19.5,0,84,10,1,5
2010,4317608,79.9,12.2,7.9,1359,70,3,45
2010,4317707,37.6,42.8,19.6,334,22,1,10
2010,4317756,85.5,10.1,4.4,70,11,1,3
2010,4317806,80.7,10.6,8.7,674,69,3,26
2010,4317905,77.5,17.4,5.1,504,28,1,15
2010,4317954,96.9,1.6,1.5,130,15,1,6
2010,4318002,61.7,28.6,9.7,2393,166,7,77
2010,4318051,82.8,10.7,6.5,125,14,1,6
2010,4318101,67.1,27.4,5.5,660,43,1,25
2010,4318200,79.2,7.8,13,461,36,1,15
2010,4318309,56.9,32.8,10.3,2300,138,7,80
2010,4318408,61.8,27.3,10.9,450,36,1,18
2010,4318424,88.4,7.7,3.9,208,15,1,9
2010,4318432,94.6,4.3,1.1,95,15,1,4
2010,4318440,90.3,5.2,4.5,135,15,1,7
2010,4318457,78.6,12.2,9.2,127,12,1,7
2010,4318465,81.8,11.1,7.1,101,12,1,5
2010,4318481,67.6,20.6,11.8,135,13,1,6
2010,4318499,94.7,5.3,0,74,10,1,3
2010,4318507,49.7,27.3,23,895,42,1,28
2010,4318606,85.6,9.4,5,282,23,1,10
2010,4318622,90,8.3,1.7,123,9,1,4
2010,4318705,65.5,20.6,13.9,6075,311,14,192
2010,4318804,59.1,22.1,18.8,1056,59,2,37
2010,4318903,73.8,16.2,10,1470,112,5,58
2010,4319000,62.9,27.6,9.5,732,53,2,28
2010,4319109,81.6,14.1,4.3,185,25,1,10
2010,4319125,83.7,10.5,5.8,87,19,1,4
2010,4319158,60,20.8,19.2,274,17,1,9
2010,4319208,68.3,10.1,21.6,199,19,1,9
2010,4319307,77.8,19.9,2.3,266,19,1,9
2010,4319364,75.5,9.6,14.9,97,13,1,6
2010,4319372,83.3,13.3,3.4,124,16,1,6
2010,4319406,52.5,38,9.5,565,36,1,18
2010,4319505,72.6,16.8,10.6,827,48,2,30
2010,4319604,57.9,26.3,15.8,669,64,3,30
2010,4319703,96.2,3.8,0,161,16,1,8
2010,4319711,75.3,17.6,7.1,82,10,1,4
2010,4319737,68.4,14,17.6,58,12,1,4
2010,4319752,75.7,14,10.3,106,11,1,3
2010,4319802,66.3,22.6,11.1,278,24,1,11
2010,4319901,61.3,25.4,13.3,3470,124,4,93
2010,4320008,73,17.6,9.4,4691,215,8,137
2010,4320107,60.8,25,14.2,693,39,1,25
2010,4320206,61.9,19.7,18.4,437,32,1,17
2010,4320230,77.6,13.3,9.1,97,13,1,5
2010,4320263,52.4,39,8.6,237,16,1,9
2010,4320305,75.5,20.1,4.4,161,19,1,8
2010,4320321,78.4,9,12.6,114,9,1,4
2010,4320354,78.4,20.1,1.5,211,17,1,7
2010,4320404,62.8,29.8,7.4,508,27,1,18
2010,4320453,89.7,2.6,7.7,79,12,1,3
2010,4320503,87.3,9.5,3.2,255,16,1,11
2010,4320552,79.1,11.1,9.8,238,12,1,8
2010,4320578,94.3,3.4,2.3,87,12,1,4
2010,4320602,94.5,4.3,1.2,163,16,1,7
2010,4320651,81.3,13.2,5.5,90,16,1,4
2010,4320677,83.3,11.1,5.6,252,16,1,8
2010,4320701,65.4,18,16.6,574,42,1,21
2010,4320800,67.8,15.8,16.4,1150,105,4,44
2010,4320859,91.6,3.7,4.7,115,16,1,7
2010,4320909,74.9,14.9,10.2,651,32,1,22
2010,4321006,81.7,13,5.3,455,63,3,23
2010,4321105,50.1,25,24.9,571,32,1,18
2010,4321204,62.6,20.8,16.6,1912,101,5,64
2010,4321303,74.1,10.7,15.2,1047,78,3,37
2010,4321329,63.5,18.8,17.7,102,13,1,6
2010,4321352,77.3,9.3,13.4,196,18,1,10
2010,4321402,74.6,11.5,13.9,498,54,2,23
2010,4321436,76.6,17.8,5.6,305,20,1,11
2010,4321451,78,11,11,982,68,2,40
2010,4321469,69.2,19.6,11.2,107,11,1,4
2010,4321477,88.6,8.9,2.5,203,22,1,10
2010,4321493,74.2,14.8,11,133,16,1,6
2010,4321501,71.3,21.7,7,1122,69,3,42
2010,4321600,59.2,23.1,17.7,1642,80,3,54
2010,4321626,84.1,13,2.9,67,9,1,3
2010,4321634,97,0.7,2.3,137,12,1,6
2010,4321667,89.6,6.3,4.1,367,31,1,15
2010,4321709,48,19.6,32.4,834,37,1,23
2010,4321808,74.1,18.8,7.1,882,70,2,29
2010,4321832,86,8,6,101,13,1,5
2010,4321857,75,16.1,8.9,234,17,1,9
2010,4321907,70,19.5,10.5,924,78,3,35
2010,4321956,68,14.1,17.9,214,18,1,10
2010,4322004,67.7,11.5,20.8,1335,92,6,45
2010,4322103,62.6,32.5,4.9,215,17,1,7
2010,4322152,84.4,6.7,8.9,223,12,1,6
2010,4322186,93.8,4.7,1.5,64,13,1,3
2010,4322202,57.1,18.5,24.4,775,55,2,28
2010,4322251,85.4,8.9,5.7,128,12,1,5
2010,4322301,81.9,15.6,2.5,270,25,1,10
2010,4322327,56.5,27.1,16.4,171,11,1,7
2010,4322343,94.9,1,4.1,102,16,1,6
2010,4322350,81.3,14.6,4.1,49,7,1,3
2010,4322376,80.3,14.8,4.9,143,18,1,7
2010,4322400,57.9,28.6,13.5,5285,262,9,166
2010,4322509,63.7,19.9,16.4,2122,109,5,66
2010,4322525,89.4,5.7,4.9,124,10,1,5
2010,4322533,79.7,11.7,8.6,196,17,1,7
2010,4322541,73.8,20.8,5.4,148,17,1,6
2010,4322558,86.5,2.1,11.4,96,14,1,5
2010,4322608,79,12.5,8.5,1741,110,5,52
2010,4322707,62.9,16,21.1,918,43,1,23
2010,4322806,62.3,32.4,5.3,562,43,1,24
2010,4322855,98.1,1.9,0,50,9,1,3
2010,4322905,93.7,0.9,5.4,227,24,1,9
2010,4323002,64.1,23.7,12.2,7098,372,15,220
2010,4323101,81.4,3.8,14.8,187,16,1,7
2010,4323200,86.6,7.9,5.5,127,10,1,6
2010,4323309,91,4.5,4.5,109,16,1,6
2010,4323358,86.4,9.1,4.5,89,11,1,4
2010,4323408,81.9,15.2,2.9,176,17,1,7
2010,4323457,75.6,14.5,9.9,132,12,1,5
2010,4323507,76.7,23.3,0,115,15,1,7
2010,4323606,96,4,0,52,7,1,3
2010,4323705,88.6,2.1,9.3,142,18,1,8
2010,4323754,75,18.6,6.4,146,13,1,5
2010,4323770,87,6.5,6.5,108,8,1,6
2010,4323804,81.3,6,12.7,399,18,1,13
2010,5000203,74.2,7.1,18.7,476,27,1,15
2010,5000252,83.5,7.4,9.1,176,19,1,9
2010,5000609,67.7,16.8,15.5,983,74,4,33
2010,5000708,70.1,8,21.9,780,71,3,30
2010,5000807,87.2,5.2,7.6,300,42,3,15
2010,5000856,79.6,9.6,10.8,263,24,2,9
2010,5000906,73.4,14.6,12,370,26,1,12
2010,5001003,69.1,15.9,15,759,70,3,27
2010,5001102,66.9,16.4,16.7,1010,68,4,32
2010,5001243,67.9,12.5,19.6,311,30,2,12
2010,5001508,84.6,4.6,10.8,303,30,2,12
2010,5001904,63.1,24.7,12.2,745,54,2,27
2010,5002001,67.5,17.9,14.6,452,34,2,13
2010,5002100,69.5,19.5,11,1023,62,4,32
2010,5002159,81.6,10.7,7.7,378,36,2,20
2010,5002209,68.9,8,23.1,659,50,2,20
2010,5002308,64.3,15,20.7,461,32,1,14
2010,5002407,64.5,22.8,12.7,801,41,2,23
2010,5002605,74.2,14.8,11,527,32,2,15
2010,5002704,66.8,21.4,11.8,27506,"1,539",65,845
2010,5002803,73.5,12.7,13.8,208,26,1,11
2010,5002902,67.9,19.3,12.8,697,56,3,24
2010,5002951,69.5,19.3,11.2,736,60,2,28
2010,5003108,80.3,15.5,4.2,155,18,1,8
2010,5003157,80.5,12.6,6.9,453,34,2,13
2010,5003207,59.1,30.1,10.8,3109,174,10,94
2010,5003256,76.2,15.5,8.3,676,58,2,24
2010,5003306,64,27.9,8.1,960,68,5,29
2010,5003454,82.6,12.7,4.7,370,45,2,17
2010,5003488,90.9,4.7,4.4,348,22,1,13
2010,5003504,68.2,28,3.8,263,22,1,9
2010,5003702,64.6,22,13.4,5732,355,14,174
2010,5003751,63.6,25.7,10.7,457,28,1,15
2010,5003801,76.4,17.4,6.2,536,42,3,17
2010,5003900,71.8,8.4,19.8,137,15,1,6
2010,5004007,81.6,9.1,9.3,354,37,3,13
2010,5004106,84.5,12.6,2.9,362,27,2,12
2010,5004304,78.5,10,11.5,630,63,3,22
2010,5004403,73.6,22.1,4.3,235,26,1,12
2010,5004502,64.3,21.2,14.5,637,44,2,21
2010,5004601,77.6,10.4,12,634,47,3,23
2010,5004700,70.9,18.5,10.6,827,67,3,27
2010,5004809,76.5,16.9,6.6,245,17,1,9
2010,5004908,85.5,11.5,3,171,16,1,8
2010,5005004,68.2,14.3,17.5,965,71,3,30
2010,5005103,55.8,29.5,14.7,158,20,2,6
2010,5005152,73.6,18.8,7.6,260,25,1,10
2010,5005202,60.8,31.3,7.9,555,41,2,21
2010,5005251,56,25.9,18.1,199,11,1,8
2010,5005400,60.1,26.1,13.8,1177,69,4,34
2010,5005608,65.5,26.2,8.3,660,66,3,24
2010,5005681,70.8,14.8,14.4,595,57,3,21
2010,5005707,59.2,26.2,14.6,1872,83,3,50
2010,5005806,66.3,11.4,22.3,424,39,1,21
2010,5006002,67.7,20.7,11.6,539,58,2,24
2010,5006200,78.4,7.9,13.7,1691,140,6,62
2010,5006259,79.6,9.3,11.1,215,20,1,8
2010,5006309,61.9,30.9,7.2,1373,103,6,45
2010,5006358,65.1,16.6,18.3,437,26,1,13
2010,5006408,80.6,12.1,7.3,271,15,1,9
2010,5006606,59.2,22.1,18.7,2992,177,7,90
2010,5006903,47.1,23.1,29.8,580,27,1,17
2010,5007109,78.6,5.9,15.5,600,31,2,16
2010,5007208,68.4,19.2,12.4,973,48,2,27
2010,5007307,70.5,17.1,12.4,223,13,1,7
2010,5007406,64.1,25,10.9,526,41,2,18
2010,5007505,79.4,16.3,4.3,162,16,1,7
2010,5007554,65,19.2,15.8,340,27,1,16
2010,5007695,65.5,26.6,7.9,676,41,3,23
2010,5007703,77.4,8.8,13.8,353,33,3,12
2010,5007802,51.2,29,19.8,229,21,1,8
2010,5007901,67.7,19.7,12.6,1579,66,2,38
2010,5007935,69.7,17.5,12.8,431,21,1,12
2010,5007950,70.3,14.3,15.4,430,36,1,15
2010,5007976,76.7,8,15.3,161,18,1,7
2010,5008008,69.1,20.8,10.1,521,36,1,18
2010,5008305,69.5,19.3,11.2,2723,181,10,86
2010,5008404,83.5,10,6.5,173,23,1,7
2010,5100102,72.5,3.9,23.6,212,16,1,8
2010,5100201,87.3,12.7,0,856,42,1,31
2010,5100250,67.9,14.3,17.8,1978,105,6,65
2010,5100300,59.4,24.5,16.1,481,35,2,18
2010,5100359,65,30.8,4.2,270,16,1,9
2010,5100409,68.4,26.4,5.2,320,21,1,12
2010,5100508,77.1,4.2,18.7,235,14,1,8
2010,5100607,59.9,23.3,16.8,275,18,1,9
2010,5100805,74.7,15.3,10,406,27,2,14
2010,5101001,81.3,5.1,13.6,210,13,1,7
2010,5101209,78.9,7,14.1,60,5,1,3
2010,5101258,78.4,17.8,3.8,867,40,2,27
2010,5101308,82.5,8.7,8.8,448,18,1,15
2010,5101407,60.2,12.9,26.9,806,61,2,30
2010,5101605,75.6,2.4,22,256,24,2,11
2010,5101704,71.4,24.7,3.9,1200,65,2,45
2010,5101803,67.8,22,10.2,2795,153,9,93
2010,5101852,87.1,12.9,0,152,16,1,6
2010,5101902,66.4,33.6,0,824,39,1,30
2010,5102504,73.1,15.6,11.3,2937,185,8,108
2010,5102603,67.1,9.4,23.5,510,31,1,18
2010,5102637,56.1,33.7,10.2,1165,63,2,39
2010,5102678,63.7,17.4,18.9,1497,70,2,50
2010,5102686,84,6.2,9.8,204,15,1,7
2010,5102694,79.4,4.8,15.8,212,20,1,9
2010,5102702,67.7,18,14.3,813,36,1,31
2010,5102793,78.2,5.5,16.3,376,20,1,12
2010,5102850,77.5,3.7,18.8,356,18,1,13
2010,5103007,79.4,6.9,13.7,514,49,2,22
2010,5103056,74.3,24.9,0.8,414,28,1,16
2010,5103106,59.8,37.6,2.6,281,17,1,9
2010,5103205,75.8,14.1,10.1,1209,51,2,39
2010,5103254,68.1,2.5,29.4,1294,71,2,50
2010,5103304,60.1,22.2,17.7,613,35,2,19
2010,5103353,76.2,9.8,14,881,56,3,29
2010,5103361,78.6,0,21.4,207,12,1,9
2010,5103379,78.3,13.4,8.3,323,18,1,13
2010,5103403,66.6,20.8,12.6,19880,"1,048",41,640
2010,5103437,74.7,25.3,0,318,26,1,12
2010,5103452,68.3,20.1,11.6,457,21,1,14
2010,5103502,69.4,22.3,8.3,783,46,2,29
2010,5103601,59.7,16.1,24.2,289,15,1,10
2010,5103700,73.5,12,14.5,333,26,1,12
2010,5103809,75.8,24.2,0,197,10,1,7
2010,5103858,79.6,8.8,11.6,191,14,1,7
2010,5103908,85.9,6.5,7.6,92,10,1,4
2010,5103957,84.8,11.6,3.6,115,11,1,6
2010,5104104,62.1,35,2.9,1074,61,2,36
2010,5104203,70.9,11.2,17.9,674,24,1,21
2010,5104500,84,16,0,79,7,1,4
2010,5104526,65.7,16.7,17.6,267,19,1,10
2010,5104542,69.4,30.6,0,283,15,1,9
2010,5104559,63.2,10.7,26.1,242,22,1,8
2010,5104609,56.6,43.4,0,268,12,1,9
2010,5104807,77.1,10.1,12.8,1097,43,2,33
2010,5104906,73,14.9,12.1,219,11,1,8
2010,5105002,78.3,8.6,13.1,373,29,1,14
2010,5105101,70.5,11.4,18.1,1283,56,2,44
2010,5105150,63.7,24.8,11.5,1335,51,2,46
2010,5105176,64.8,29.2,6,497,28,1,15
2010,5105200,83.1,8.1,8.8,326,20,1,13
2010,5105234,66.5,13.5,20,335,19,1,11
2010,5105259,80.3,12.8,6.9,1718,79,2,61
2010,5105309,79.7,18.8,1.5,64,8,1,5
2010,5105507,75.1,24.6,0.3,649,49,1,26
2010,5105580,70.6,19.8,9.6,867,42,1,31
2010,5105606,65.5,12,22.5,630,16,1,18
2010,5105622,71.7,14.3,14,1006,40,2,31
2010,5105903,65.1,16.3,18.6,646,27,1,20
2010,5106000,71.6,15.8,12.6,343,12,1,12
2010,5106109,76.2,21.8,2,304,27,1,14
2010,5106158,72.2,16.3,11.5,425,21,1,14
2010,5106174,87.8,12.2,0,58,7,1,3
2010,5106182,75.5,7.6,16.9,255,10,1,8
2010,5106190,80.3,3.3,16.4,225,13,1,9
2010,5106208,73.9,17.6,8.5,143,14,1,6
2010,5106216,68.5,22.8,8.7,354,26,1,11
2010,5106224,69.7,14.4,15.9,1096,44,1,37
2010,5106232,76.8,13.7,9.5,739,39,2,25
2010,5106240,72.3,6.2,21.5,385,33,1,16
2010,5106257,76.6,20.9,2.5,735,55,4,30
2010,5106265,76.1,13.4,10.5,217,14,1,9
2010,5106273,75.9,3.9,20.2,285,16,1,8
2010,5106281,62,15.4,22.6,304,20,1,14
2010,5106299,83.2,5.3,11.5,355,24,1,12
2010,5106307,61.4,22.9,15.7,812,40,1,28
