Ano,Código_IBGE,Aprovação_Rural,Aprovação_Urbana,Reprovação_Rural,Reprovação_Urbana,Abandono_Rural,Abandono_Urbana,Matrículas_Rural,Matrículas_Urbana,Docentes_Rural,Docentes_Urbana,Estabelecimentos_Rural,Estabelecimentos_Urbana,Turmas_Rural,Turmas_Urbana
2017,4205100,87.1,83.0,6.5,12.8,6.4,4.2,34.0,92.0,9,17,1,1,2.0,5.0
2017,4205175,87.1,81.3,4.8,10.9,8.1,7.8,61.0,68.0,13,12,1,1,3.0,4.0
2017,4205308,90.5,84.6,7.1,12.1,2.4,3.3,39.0,253.0,10,21,1,1,3.0,9.0
2017,4205456,93.5,77.8,3.2,14.9,3.3,7.3,31.0,582.0,13,53,1,2,2.0,21.0
2017,4205506,90.5,84.7,9.5,9.0,0.0,6.3,47.0,1.427,15,111,1,4,3.0,50.0
2017,4207205,82.1,88.9,14.7,4.6,3.2,6.5,161.0,158.0,31,24,3,1,10.0,7.0
2017,4207304,94.8,79.5,0.0,12.6,5.2,7.9,77.0,1.054,12,93,1,5,4.0,42.0
2017,4207650,95.0,92.3,0.0,3.3,5.0,4.4,40.0,211.0,13,24,1,1,2.0,9.0
2017,4207684,79.8,89.0,6.7,7.0,13.5,4.0,180.0,104.0,20,13,1,1,6.0,5.0
2017,4207700,100.0,88.8,0.0,9.5,0.0,1.7,14.0,183.0,11,19,1,1,2.0,9.0
2017,4208104,94.3,90.8,3.5,6.1,2.2,3.1,140.0,496.0,33,25,3,1,8.0,16.0
2017,4208401,97.2,92.8,1.4,4.6,1.4,2.6,145.0,240.0,31,35,3,1,7.0,10.0
2017,4208906,89.9,86.8,5.4,9.0,4.7,4.2,133.0,5.001,20,291,1,15,5.0,178.0
2017,4209102,82.8,82.3,16.3,10.4,0.9,7.3,224.0,15.493,27,843,2,35,9.0,543.0
2017,4209151,65.7,85.7,8.8,7.1,25.5,7.2,104.0,105.0,25,16,2,1,8.0,6.0
2017,4209300,88.2,75.6,9.8,13.6,2.0,10.8,55.0,4.418,10,404,1,19,6.0,184.0
2017,4209409,84.7,80.2,7.9,7.3,7.4,12.5,202.0,797.0,39,99,3,4,12.0,34.0
2017,4209706,100.0,82.2,0.0,2.8,0.0,15.0,14.0,339.0,11,41,1,2,2.0,16.0
2017,4210209,100.0,76.2,0.0,23.8,0.0,0.0,39.0,45.0,10,11,1,1,3.0,2.0
2017,4210605,93.9,92.6,3.5,5.7,2.6,1.7,116.0,292.0,20,18,2,1,6.0,10.0
2017,4211801,90.0,86.9,3.3,9.0,6.7,4.1,33.0,121.0,8,14,1,1,2.0,5.0
2017,4211900,85.0,77.8,10.0,16.3,5.0,5.9,131.0,4.475,20,297,1,10,6.0,152.0
2017,4212007,97.1,93.4,0.0,3.6,2.9,3.0,35.0,175.0,10,24,1,1,3.0,9.0
2017,4212106,95.1,95.0,4.9,2.4,0.0,2.6,38.0,337.0,11,47,1,2,3.0,19.0
2017,4212205,86.0,94.2,12.3,3.1,1.7,2.7,56.0,509.0,10,42,1,2,3.0,19.0
2017,4212700,97.2,88.1,0.0,6.7,2.8,5.2,35.0,132.0,11,19,1,1,2.0,7.0
2017,4214003,86.8,89.2,7.9,8.7,5.3,2.1,36.0,398.0,9,40,1,2,3.0,17.0
2017,4214805,94.1,79.7,4.8,13.8,1.1,6.5,391.0,1.487,80,130,1,7,14.0,59.0
2017,4215653,90.1,77.8,9.7,14.4,0.2,7.8,425.0,177.0,46,18,1,1,13.0,7.0
2017,4215679,94.1,89.8,5.3,7.6,0.6,2.6,172.0,121.0,13,14,1,1,7.0,4.0
2017,4215703,97.5,87.2,1.7,9.9,0.8,2.9,112.0,589.0,18,66,1,2,5.0,23.0
2017,4216255,91.2,96.4,0.0,2.4,8.8,1.2,35.0,82.0,15,13,1,1,3.0,4.0
2017,4216305,95.1,78.4,4.9,12.2,0.0,9.4,38.0,694.0,11,36,1,1,2.0,24.0
2017,4216602,64.7,81.5,20.3,14.8,15.0,3.7,143.0,5.018,16,372,1,12,5.0,176.0
2017,4216701,84.6,88.6,3.8,5.7,11.6,5.7,24.0,330.0,13,35,1,1,3.0,17.0
2017,4216800,86.4,85.5,8.5,10.5,5.1,4.0,207.0,126.0,31,24,3,1,12.0,8.0
2017,4217204,96.2,85.0,1.3,7.6,2.5,7.4,159.0,1.025,10,122,1,7,7.0,40.0
2017,4217303,90.5,91.1,4.8,2.7,4.7,6.2,22.0,288.0,12,26,1,1,3.0,14.0
2017,4217501,100.0,85.6,0.0,9.9,0.0,4.5,27.0,476.0,11,62,1,3,3.0,22.0
2017,4218004,71.7,76.2,14.2,11.1,14.1,12.7,126.0,791.0,20,45,1,2,5.0,28.0
2017,4218707,82.0,83.6,2.5,8.0,15.5,8.4,121.0,2.08,17,193,1,8,6.0,86.0
2017,4300109,78.6,70.7,21.4,23.2,0.0,6.1,44.0,391.0,13,30,1,1,3.0,16.0
2017,4300406,71.5,71.1,21.2,21.5,7.3,7.4,422.0,2.201,83,184,5,8,23.0,94.0
2017,4300802,97.0,74.7,0.0,14.9,3.0,10.4,34.0,317.0,10,34,1,2,3.0,15.0
2017,4302055,76.0,86.0,24.0,6.0,0.0,8.0,75.0,51.0,10,11,1,1,4.0,6.0
2017,4302378,98.5,66.3,1.5,28.8,0.0,4.9,145.0,104.0,19,14,1,1,7.0,7.0
2017,4302501,93.3,75.4,6.7,15.2,0.0,9.4,31.0,175.0,11,12,1,1,3.0,9.0
2017,4302808,83.0,58.8,16.4,30.3,0.6,10.9,263.0,774.0,37,67,3,2,15.0,29.0
2017,4303004,70.9,68.3,24.4,20.2,4.7,11.5,87.0,1.949,19,165,1,8,6.0,78.0
2017,4303509,81.5,63.7,3.7,26.4,14.8,9.9,108.0,2.098,9,157,1,6,5.0,76.0
2017,4304200,74.7,61.5,16.8,32.0,8.5,6.5,95.0,547.0,14,38,1,2,5.0,19.0
2017,4304358,63.5,82.5,30.8,8.8,5.7,8.7,102.0,205.0,10,25,1,2,4.0,9.0
2017,4304507,81.9,71.5,11.5,21.2,6.6,7.3,542.0,826.0,48,66,5,2,24.0,28.0
2017,4304705,75.6,69.0,2.2,19.2,22.2,11.8,41.0,1.68,7,144,1,7,3.0,68.0
2017,4305108,71.1,65.0,21.2,27.4,7.7,7.6,436.0,12.772,30,679,2,29,18.0,447.0
2017,4305124,54.0,70.6,2.7,27.5,43.3,1.9,110.0,107.0,12,29,1,1,5.0,10.0
2017,4306205,68.9,74.2,9.5,17.4,21.6,8.4,73.0,203.0,15,22,1,1,6.0,8.0
2017,4306601,77.5,57.3,21.9,38.8,0.6,3.9,162.0,811.0,23,64,1,4,6.0,30.0
2017,4306767,57.5,70.6,16.9,20.7,25.6,8.7,217.0,792.0,12,33,1,2,8.0,22.0
2017,4306908,93.1,76.3,0.7,18.3,6.2,5.4,148.0,740.0,17,57,1,2,7.0,31.0
2017,4307005,96.5,74.1,3.5,19.1,0.0,6.8,240.0,2.693,20,224,1,9,9.0,110.0
2017,4307104,76.7,43.7,2.3,31.0,21.0,25.3,45.0,252.0,6,21,1,1,3.0,12.0
2017,4307500,74.7,77.9,25.3,17.1,0.0,5.0,91.0,371.0,18,44,1,2,5.0,22.0
2017,4308102,87.3,85.6,11.6,11.6,1.1,2.8,192.0,318.0,37,23,1,1,7.0,16.0
2017,4308300,72.2,69.9,11.3,29.6,16.5,0.5,100.0,359.0,20,30,1,1,6.0,13.0
2017,4308508,95.3,75.4,4.4,21.5,0.3,3.1,356.0,804.0,38,73,1,3,11.0,35.0
2017,4309209,75.6,68.0,17.1,20.0,7.3,12.0,489.0,6.98,34,388,2,17,16.0,232.0
2017,4310603,79.4,72.7,12.7,23.8,7.9,3.5,57.0,1.22,30,95,3,3,8.0,45.0
2017,4311007,67.5,68.2,25.0,24.2,7.5,7.6,43.0,699.0,11,65,1,4,3.0,29.0
2017,4311106,92.0,81.7,7.3,16.7,0.7,1.6,139.0,176.0,33,28,2,1,7.0,11.0
2017,4311155,69.4,58.1,11.3,32.3,19.3,9.6,64.0,162.0,8,22,1,1,3.0,8.0
2017,4311205,82.5,64.0,17.2,20.5,0.3,15.5,274.0,458.0,51,40,1,2,11.0,19.0
2017,4311304,96.4,83.2,2.2,8.3,1.4,8.5,148.0,801.0,18,63,1,3,7.0,32.0
2017,4311601,83.3,81.3,16.7,9.3,0.0,9.4,35.0,153.0,9,18,1,1,3.0,9.0
2017,4311718,73.1,74.8,14.6,20.3,12.3,4.9,136.0,145.0,32,18,2,1,11.0,9.0
2017,4311775,90.0,76.4,0.0,9.9,10.0,13.7,40.0,191.0,9,21,1,1,3.0,9.0
2017,4312500,78.0,66.5,14.3,20.7,7.7,12.8,92.0,361.0,9,21,1,1,6.0,14.0
2017,4313375,68.1,65.6,19.4,21.4,12.5,13.0,74.0,698.0,12,26,1,1,4.0,22.0
2017,4313409,77.0,74.5,11.3,19.2,11.7,6.3,270.0,6.854,22,414,1,11,11.0,230.0
2017,4313706,97.7,74.3,0.8,21.2,1.5,4.5,272.0,970.0,29,108,1,4,9.0,47.0
2017,4314407,68.8,69.8,18.8,23.2,12.4,7.0,456.0,9.557,39,959,3,23,19.0,386.0
2017,4314605,80.1,59.5,18.3,34.1,1.6,6.4,190.0,403.0,16,30,2,1,9.0,17.0
2017,4314704,61.4,77.4,5.7,13.8,32.9,8.8,71.0,326.0,7,33,1,1,3.0,15.0
2017,4314779,91.3,80.2,0.0,9.9,8.7,9.9,23.0,104.0,21,13,1,1,1.0,6.0
2017,4315107,72.1,86.6,20.9,8.8,7.0,4.6,45.0,306.0,11,39,1,2,3.0,16.0
2017,4315404,72.6,71.8,19.7,2.4,7.7,25.8,270.0,126.0,30,23,2,1,12.0,8.0
2017,4315701,64.9,78.8,27.0,14.5,8.1,6.7,109.0,886.0,14,72,1,4,4.0,35.0
2017,4316105,78.8,84.8,9.1,13.0,12.1,2.2,34.0,227.0,11,23,1,1,3.0,11.0
2017,4316907,74.1,66.7,25.9,23.5,0.0,9.8,51.0,6.738,11,685,1,27,3.0,296.0
2017,4317103,53.2,72.7,46.8,23.8,0.0,3.5,64.0,2.612,4,237,1,12,3.0,106.0
2017,4317202,87.3,65.6,11.4,26.3,1.3,8.1,238.0,2.21,21,182,1,8,9.0,85.0
2017,4317301,85.4,64.0,5.7,31.8,8.9,4.2,124.0,1.002,16,66,1,2,7.0,37.0
2017,4317509,86.0,71.5,4.0,21.0,10.0,7.5,51.0,2.303,10,209,1,10,3.0,88.0
2017,4317608,72.4,70.8,14.1,23.5,13.5,5.7,156.0,1.164,15,71,1,3,7.0,40.0
2017,4317707,72.2,62.3,16.5,16.4,11.3,21.3,96.0,161.0,31,24,2,1,8.0,7.0
2017,4317806,80.4,70.9,5.9,21.5,13.7,7.6,426.0,362.0,53,37,1,2,15.0,14.0
2017,4318002,80.9,77.0,18.3,18.2,0.8,4.8,130.0,1.907,18,196,2,8,8.0,80.0
2017,4318101,93.7,75.1,1.1,18.0,5.2,6.9,97.0,532.0,15,34,2,1,6.0,21.0
2017,4318200,86.5,55.6,7.9,44.4,5.6,0.0,92.0,410.0,11,30,1,1,5.0,14.0
2017,4318408,79.4,59.9,11.1,35.2,9.5,4.9,127.0,456.0,9,34,1,1,6.0,18.0
2017,4318507,69.2,60.0,21.2,38.1,9.6,1.9,159.0,810.0,25,36,2,1,10.0,22.0
2017,4318804,64.3,60.4,20.6,23.5,15.1,16.1,407.0,754.0,44,56,2,2,18.0,25.0
2017,4318903,70.5,76.2,20.5,16.8,9.0,7.0,44.0,1.246,8,129,1,5,3.0,56.0
2017,4319208,78.3,69.0,8.7,25.9,13.0,5.1,24.0,122.0,11,16,1,1,3.0,6.0
2017,4319604,70.0,53.5,30.0,36.3,0.0,10.2,46.0,593.0,11,59,1,3,3.0,27.0
2017,4319737,58.4,65.6,12.3,12.5,29.3,21.9,154.0,30.0,18,9,1,1,10.0,4.0
2017,4319802,93.5,74.7,5.8,14.7,0.7,10.6,736.0,151.0,89,20,1,1,27.0,7.0
2017,4320503,85.6,89.8,12.7,7.1,1.7,3.1,419.0,98.0,68,14,1,1,6.0,6.0
2017,4320859,89.7,98.2,5.2,0.0,5.1,1.8,60.0,56.0,22,13,2,1,4.0,3.0
2017,4321204,73.8,74.9,18.5,18.4,7.7,6.7,66.0,1.821,10,143,1,5,3.0,92.0
2017,4322400,63.7,72.3,20.2,18.9,16.1,8.8,174.0,4.438,21,296,3,10,11.0,168.0
2017,4322608,82.9,74.8,8.5,19.2,8.6,6.0,243.0,1.57,34,144,3,6,11.0,59.0
2017,4323002,75.1,70.1,20.3,22.1,4.6,7.8,733.0,5.972,82,354,3,15,30.0,189.0
2017,5000609,79.6,72.6,5.9,19.8,14.5,7.6,269.0,989.0,22,81,1,4,9.0,31.0
2017,5000856,89.2,77.7,6.2,19.6,4.6,2.7,69.0,343.0,11,28,1,2,3.0,13.0
2017,5001102,70.4,80.7,18.8,14.9,10.8,4.4,585.0,1.358,59,122,4,5,28.0,49.0
2017,5001243,88.3,78.7,5.0,3.9,6.7,17.4,57.0,321.0,15,39,1,2,3.0,11.0
2017,5001904,78.3,87.6,19.6,6.3,2.1,6.1,96.0,673.0,13,63,1,2,4.0,25.0
2017,5002308,69.6,82.4,8.7,16.9,21.7,0.7,24.0,379.0,10,23,1,1,6.0,12.0
2017,5002407,85.1,92.1,9.7,7.9,5.2,0.0,156.0,740.0,23,50,2,2,8.0,25.0
2017,5002605,89.4,81.7,0.0,12.2,10.6,6.1,49.0,406.0,12,42,1,3,6.0,15.0
2017,5002704,90.1,79.2,3.2,12.0,6.7,8.8,295.0,28.45,41,1.773,2,66,14.0,885.0
2017,5003207,81.8,76.1,18.2,16.0,0.0,7.9,12.0,3.732,6,295,1,11,3.0,115.0
2017,5003454,72.4,65.2,26.8,34.5,0.8,0.3,142.0,421.0,37,41,3,2,9.0,17.0
2017,5003488,70.6,88.1,29.4,5.0,0.0,6.9,155.0,277.0,27,25,2,1,8.0,10.0
2017,5003702,65.6,78.5,13.9,13.7,20.5,7.8,657.0,5.339,73,402,3,16,30.0,174.0
2017,5003751,75.0,75.5,12.5,12.0,12.5,12.5,16.0,351.0,6,24,1,1,3.0,11.0
2017,5003801,85.4,84.0,14.6,6.2,0.0,9.8,84.0,501.0,14,44,1,3,5.0,17.0
2017,5004007,75.0,80.7,6.8,6.3,18.2,13.0,49.0,332.0,11,27,1,3,3.0,12.0
2017,5004403,95.7,89.2,0.0,8.1,4.3,2.7,23.0,229.0,13,30,1,1,3.0,13.0
2017,5004502,86.1,77.2,6.6,17.3,7.3,5.5,170.0,540.0,38,51,3,3,10.0,19.0
2017,5004700,57.8,71.5,8.9,14.3,33.3,14.2,93.0,828.0,11,67,1,3,3.0,26.0
2017,5004908,70.7,90.6,3.4,4.7,25.9,4.7,62.0,129.0,9,14,1,1,3.0,6.0
2017,5005103,88.9,81.3,5.6,1.0,5.5,17.7,38.0,102.0,11,19,1,1,3.0,6.0
2017,5005608,73.3,75.3,8.4,20.4,18.3,4.3,339.0,518.0,37,45,3,3,13.0,19.0
2017,5005806,86.0,75.8,3.1,4.2,10.9,20.0,195.0,334.0,25,33,3,1,9.0,13.0
2017,5006200,67.2,94.3,24.6,5.0,8.2,0.7,521.0,1.41,60,114,2,6,18.0,46.0
2017,5006606,87.8,68.5,6.1,20.9,6.1,10.6,1.055,2.654,123,178,5,7,44.0,81.0
2017,5007695,90.9,78.6,9.1,20.1,0.0,1.3,10.0,769.0,9,57,1,3,1.0,23.0
2017,5007802,95.7,65.5,4.3,14.2,0.0,20.3,46.0,150.0,11,20,1,1,3.0,7.0
2017,5007901,77.6,77.8,4.9,11.9,17.5,10.3,698.0,1.113,72,57,3,2,36.0,32.0
2017,5008008,73.1,77.6,10.4,10.5,16.5,11.9,64.0,554.0,11,45,1,1,3.0,21.0
2017,5008305,73.6,82.2,26.4,12.2,0.0,5.6,74.0,3.464,14,287,1,12,6.0,109.0
2017,5008404,90.4,82.4,4.1,7.2,5.5,10.4,76.0,127.0,25,26,2,1,6.0,5.0
2017,5100102,82.9,74.8,13.3,8.6,3.8,16.6,107.0,172.0,27,20,2,1,8.0,7.0
2017,5100201,81.6,74.4,10.7,15.4,7.7,10.2,223.0,662.0,32,37,1,1,15.0,24.0
2017,5100250,90.1,80.3,5.8,10.3,4.1,9.4,202.0,2.188,37,176,5,7,13.0,83.0
2017,5100300,82.6,65.6,13.0,21.8,4.4,12.6,32.0,548.0,7,39,1,2,3.0,20.0
2017,5100508,80.0,72.2,7.5,11.2,12.5,16.6,123.0,213.0,23,15,3,1,9.0,8.0
2017,5100805,68.7,84.1,31.3,10.6,0.0,5.3,83.0,338.0,12,32,2,2,6.0,13.0
2017,5101258,79.8,78.5,4.3,10.2,15.9,11.3,99.0,647.0,24,52,2,2,8.0,22.0
2017,5101407,76.4,57.9,11.0,24.6,12.6,17.5,347.0,560.0,37,45,1,2,21.0,22.0
2017,5101605,87.1,75.4,12.9,9.6,0.0,15.0,70.0,229.0,13,30,2,2,5.0,10.0
2017,5101704,70.1,60.5,13.5,30.3,16.4,9.2,290.0,1.057,62,83,5,2,24.0,43.0
2017,5101803,63.7,73.5,35.3,16.1,1.0,10.4,378.0,2.395,65,221,5,10,31.0,100.0
2017,5101852,94.6,52.1,5.4,31.8,0.0,16.1,74.0,297.0,8,30,1,1,7.0,12.0
2017,5101902,90.6,70.1,5.5,7.2,3.9,22.7,128.0,566.0,19,48,2,1,15.0,29.0
2017,5102504,80.1,69.2,14.0,20.6,5.9,10.2,935.0,2.836,113,207,4,8,48.0,98.0
2017,5102603,53.4,60.1,46.1,12.8,0.5,27.1,820.0,529.0,89,41,9,1,63.0,23.0
2017,5102637,87.8,66.3,6.6,18.9,5.6,14.8,447.0,903.0,60,74,4,2,20.0,34.0
2017,5102678,77.1,72.4,16.1,16.7,6.8,10.9,607.0,1.234,78,76,3,3,26.0,44.0
2017,5102694,76.9,65.3,15.4,32.3,7.7,2.4,54.0,180.0,14,19,1,1,6.0,10.0
2017,5102793,83.7,73.5,9.8,20.3,6.5,6.2,192.0,325.0,28,27,1,1,15.0,13.0
2017,5102850,81.4,60.3,17.8,17.4,0.8,22.3,129.0,223.0,20,20,2,1,10.0,9.0
2017,5103007,75.0,70.6,9.6,15.4,15.4,14.0,278.0,524.0,45,36,2,1,17.0,20.0
2017,5103056,51.3,74.3,23.1,21.5,25.6,4.2,75.0,365.0,19,37,3,1,6.0,16.0
2017,5103205,85.6,83.2,8.1,11.3,6.3,5.5,117.0,904.0,30,57,3,2,9.0,34.0
2017,5103254,63.8,68.7,15.4,17.4,20.8,13.9,687.0,738.0,78,51,2,2,39.0,27.0
2017,5103304,80.2,73.1,6.4,14.2,13.4,12.7,202.0,469.0,32,34,2,1,17.0,17.0
2017,5103353,82.1,68.2,8.1,12.8,9.8,19.0,366.0,1.183,66,81,5,3,28.0,43.0
2017,5103379,76.5,75.2,12.7,13.5,10.8,11.3,333.0,242.0,33,19,2,1,17.0,9.0
2017,5103502,85.8,69.7,14.2,17.7,0.0,12.6,116.0,753.0,26,59,3,3,9.0,27.0
2017,5103700,78.2,59.9,1.8,20.7,20.0,19.4,59.0,398.0,6,24,1,1,3.0,15.0
2017,5103858,73.3,65.5,20.9,21.0,5.8,13.5,229.0,204.0,20,25,4,1,17.0,11.0
2017,5103908,79.1,54.8,17.7,30.1,3.2,15.1,246.0,93.0,41,9,5,1,23.0,4.0
2017,5103957,95.2,78.2,4.8,14.9,0.0,6.9,23.0,91.0,11,17,1,1,2.0,4.0
2017,5104104,81.4,57.6,14.7,23.8,3.9,18.6,368.0,908.0,52,53,2,1,22.0,31.0
2017,5104203,78.8,68.0,13.5,22.1,7.7,9.9,50.0,411.0,7,25,1,1,3.0,14.0
2017,5104542,81.1,79.7,15.1,10.2,3.8,10.1,50.0,205.0,8,18,1,1,4.0,8.0
2017,5104609,57.7,54.6,23.0,17.4,19.3,28.0,266.0,301.0,21,18,1,1,12.0,12.0
2017,5104807,80.6,79.2,11.1,15.9,8.3,4.9,37.0,988.0,8,60,1,2,3.0,35.0
2017,5104906,77.4,77.9,14.3,14.2,8.3,7.9,170.0,194.0,34,24,3,1,13.0,9.0
2017,5105002,94.8,70.9,2.6,17.7,2.6,11.4,79.0,366.0,8,30,1,1,5.0,14.0
2017,5105101,75.8,73.4,21.2,12.8,3.0,13.8,206.0,1.242,24,72,5,3,18.0,39.0
2017,5105150,88.4,71.3,9.1,22.3,2.5,6.4,636.0,1.203,73,81,2,2,27.0,45.0
2017,5105200,74.4,71.2,9.1,8.7,16.5,20.1,225.0,238.0,40,26,4,2,16.0,11.0
2017,5105309,41.2,75.0,58.8,9.8,0.0,15.2,17.0,92.0,4,10,1,1,2.0,5.0
2017,5105507,81.1,64.1,3.3,23.0,15.6,12.9,98.0,617.0,13,53,1,1,6.0,30.0
2017,5105606,83.0,66.4,14.5,20.0,2.5,13.6,217.0,625.0,28,24,2,1,17.0,21.0
2017,5105622,78.1,65.4,11.4,19.2,10.5,15.4,117.0,1.0,26,56,2,2,7.0,34.0
2017,5105903,71.5,72.2,9.5,15.1,19.0,12.7,162.0,590.0,15,26,1,1,8.0,21.0
2017,5106109,83.1,81.0,8.7,11.4,8.2,7.6,446.0,186.0,62,16,5,1,32.0,6.0
2017,5106158,84.9,77.3,10.7,13.0,4.4,9.7,170.0,352.0,18,31,1,1,10.0,13.0
2017,5106216,93.0,68.7,1.3,21.8,5.7,9.5,165.0,342.0,25,33,2,1,14.0,13.0
2017,5106224,84.7,76.9,9.1,10.0,6.2,13.1,225.0,1.45,22,69,1,2,12.0,48.0
2017,5106232,93.9,69.4,3.0,18.6,3.1,12.0,35.0,764.0,12,67,1,3,3.0,28.0
2017,5106240,69.6,59.1,1.8,16.4,28.6,24.5,60.0,355.0,9,24,1,1,3.0,15.0
2017,5106265,93.5,74.7,1.6,20.1,4.9,5.2,72.0,193.0,15,16,1,1,7.0,8.0
2017,5106281,65.4,66.5,17.3,17.6,17.3,15.9,80.0,171.0,9,15,1,1,8.0,8.0
2017,5106299,93.7,78.7,4.2,10.2,2.1,11.1,111.0,273.0,11,17,1,1,5.0,11.0
2017,5106307,83.3,71.0,7.6,12.7,9.1,16.3,128.0,768.0,20,53,3,1,12.0,30.0
2017,5106422,67.0,81.4,14.8,10.0,18.2,8.6,365.0,1.026,34,51,2,2,19.0,36.0
2017,5106505,75.5,75.3,13.0,17.1,11.5,7.6,332.0,1.131,37,75,2,3,17.0,40.0
2017,5106778,82.3,59.6,12.7,17.9,5.0,22.5,83.0,309.0,23,20,2,1,8.0,13.0
2017,5106802,89.2,76.5,5.4,11.2,5.4,12.3,79.0,168.0,14,23,2,1,5.0,7.0
2017,5106828,87.0,65.9,10.1,17.4,2.9,16.7,289.0,271.0,41,30,4,1,23.0,11.0
2017,5107008,72.4,64.5,14.4,27.1,13.2,8.4,185.0,459.0,36,31,4,2,14.0,18.0
2017,5107040,64.8,58.9,28.7,33.1,6.5,8.0,142.0,2.284,36,176,3,6,10.0,80.0
2017,5107065,79.2,71.5,11.9,22.6,8.9,5.9,360.0,430.0,34,36,2,1,19.0,17.0
2017,5107107,93.8,77.0,2.7,12.0,3.5,11.0,114.0,607.0,36,40,3,1,10.0,20.0
2017,5107263,78.4,69.1,5.4,16.4,16.2,14.5,35.0,56.0,9,11,1,1,2.0,3.0
2017,5107297,86.2,76.8,13.8,17.1,0.0,6.1,25.0,89.0,10,10,1,1,3.0,4.0
2017,5107305,75.3,70.7,4.5,9.6,20.2,19.7,99.0,588.0,13,27,1,1,6.0,19.0
2017,5107354,79.1,62.6,13.9,29.0,7.0,8.4,194.0,139.0,24,13,3,1,11.0,5.0
2017,5107578,81.6,56.3,0.0,16.2,18.4,27.5,54.0,152.0,11,12,3,1,3.0,5.0
2017,5107602,70.4,71.6,12.9,19.8,16.7,8.6,328.0,7.927,46,562,2,21,21.0,277.0
2017,5107701,82.7,76.4,9.2,21.1,8.1,2.5,117.0,543.0,23,45,2,1,8.0,28.0
2017,5107776,68.1,66.9,24.1,16.9,7.8,16.2,228.0,138.0,36,23,4,2,17.0,7.0
2017,5107800,57.8,69.3,22.4,26.7,19.8,4.0,471.0,374.0,89,31,9,1,33.0,14.0
2017,5107909,87.0,69.3,7.4,18.9,5.6,11.8,53.0,4.834,12,270,1,8,4.0,160.0
2017,5107925,64.5,71.3,21.5,21.2,14.0,7.5,128.0,2.993,18,220,1,7,9.0,103.0
2017,5107941,75.2,74.6,4.3,17.3,20.5,8.1,170.0,277.0,22,21,2,1,11.0,12.0
2017,5107958,78.1,73.7,13.6,15.4,8.3,10.9,367.0,3.308,71,225,7,6,28.0,110.0
2017,5108055,89.2,73.1,6.0,13.1,4.8,13.8,370.0,269.0,35,28,2,1,16.0,11.0
2017,5108402,47.2,70.7,19.7,18.9,33.1,10.4,151.0,10.749,14,750,1,28,6.0,362.0
2017,5108907,50.8,69.5,20.3,13.9,28.9,16.6,57.0,234.0,9,17,1,1,4.0,8.0
2017,5108956,91.4,83.8,2.9,9.3,5.7,6.9,42.0,301.0,8,23,1,1,3.0,12.0
2017,5200175,100.0,96.7,0.0,3.3,0.0,0.0,30.0,134.0,7,12,1,1,3.0,5.0
2017,5201108,97.1,91.1,0.8,5.9,2.1,3.0,245.0,11.331,18,635,2,33,10.0,376.0
2017,5203104,98.1,89.7,0.0,0.0,1.9,10.3,61.0,45.0,8,6,1,1,3.0,5.0
2017,5204706,100.0,94.4,0.0,3.9,0.0,1.7,26.0,351.0,7,17,1,1,2.0,13.0
2017,5205109,91.4,87.7,7.0,10.0,1.6,2.3,194.0,2.001,20,138,2,8,9.0,71.0
2017,5205307,95.0,87.3,1.3,6.0,3.7,6.7,80.0,275.0,27,22,1,1,12.0,10.0
2017,5205406,94.3,94.5,4.7,5.5,1.0,0.0,643.0,397.0,69,25,1,1,18.0,15.0
2017,5205901,100.0,85.1,0.0,5.7,0.0,9.2,17.0,203.0,9,17,1,1,3.0,7.0
2017,5206206,99.5,98.0,0.0,1.5,0.5,0.5,212.0,1.521,8,67,1,4,8.0,42.0
2017,5206404,97.7,97.3,0.0,1.6,2.3,1.1,47.0,528.0,6,44,1,3,2.0,21.0
2017,5208004,89.5,91.1,5.4,7.7,5.1,1.2,413.0,3.28,43,219,5,11,21.0,113.0
2017,5208301,97.2,96.3,2.8,1.2,0.0,2.5,37.0,86.0,6,11,1,1,2.0,4.0
2017,5209705,88.2,86.1,10.5,9.4,1.3,4.5,162.0,453.0,17,40,1,3,5.0,20.0
2017,5210208,81.6,83.4,18.4,6.0,0.0,10.6,306.0,834.0,44,49,1,2,10.0,31.0
2017,5212303,72.7,90.5,18.2,9.5,9.1,0.0,34.0,230.0,8,11,1,1,2.0,9.0
2017,5212501,94.0,95.1,5.4,4.2,0.6,0.7,171.0,6.34,18,357,3,25,9.0,187.0
2017,5213087,95.5,92.1,3.4,5.8,1.1,2.1,89.0,958.0,11,51,1,2,4.0,36.0
2017,5213509,98.3,95.4,1.7,3.0,0.0,1.6,61.0,195.0,12,14,2,1,5.0,11.0
2017,5213806,86.9,84.2,10.8,10.6,2.3,5.2,323.0,1.254,51,92,1,4,12.0,43.0
2017,5214051,75.0,85.4,17.9,14.6,7.1,0.0,49.0,122.0,13,14,1,1,6.0,6.0
2017,5214861,100.0,100.0,0.0,0.0,0.0,0.0,37.0,225.0,7,21,1,1,3.0,11.0
2017,5215306,98.8,98.0,1.2,2.0,0.0,0.0,110.0,324.0,20,14,1,1,12.0,10.0
2017,5215603,94.7,99.1,3.0,0.7,2.3,0.2,328.0,504.0,28,29,2,1,14.0,17.0
2017,5217104,95.2,83.0,2.4,9.5,2.4,7.5,43.0,533.0,10,28,1,1,3.0,23.0
