Ano,Código_IBGE,Aprovação_Rural,Aprovação_Urbana,Reprovação_Rural,Reprovação_Urbana,Abandono_Rural,Abandono_Urbana,Matrículas_Rural,Matrículas_Urbana,Docentes_Rural,Docentes_Urbana,Estabelecimentos_Rural,Estabelecimentos_Urbana,Turmas_Rural,Turmas_Urbana
2011,1507458,77.8,79.2,2.8,2.8,19.4,18,268,1046,4,36,1,2,7,42
2011,1507904,78.8,84.1,12.8,8,8.4,7.9,703,206,37,17,2,1,20,6
2011,1507961,61.8,60,8.4,10.7,29.8,29.3,280,476,21,22,1,1,9,11
2011,1508209,75.5,75.4,1.9,8.4,22.6,16.2,546,1626,48,63,4,2,23,44
2011,1600055,82.2,73.9,0,4.2,17.8,21.9,192,150,21,12,2,1,7,6
2011,1600154,51.6,65.8,12.5,33,35.9,1.2,64,434,4,18,1,1,3,11
2011,1600204,66.2,63.3,8.6,4.9,25.2,31.8,155,352,7,13,2,1,6,9
2011,1600212,100,61,0,10.7,0,28.3,107,205,9,14,1,1,4,6
2011,1600253,62.7,88.7,2.4,1.9,34.9,9.4,100,163,10,14,2,1,6,5
2011,1600303,76.8,67.4,8.6,17.5,14.6,15.1,1099,19575,92,913,15,24,60,536
2011,1600402,68.8,73.1,10.8,14.9,20.4,12,256,340,21,13,4,1,12,14
2011,1600501,94.4,68.8,0,11.5,5.6,19.7,278,874,24,35,5,1,15,22
2011,1600535,57.8,72.9,2.6,9.9,39.6,17.2,123,736,9,44,2,2,4,27
2011,1600550,75,71.1,1.3,4.1,23.7,24.8,78,104,3,11,1,1,3,4
2011,1600600,80.5,75.4,3,12.9,16.5,11.7,406,4913,38,285,4,9,21,150
2011,1600709,69.6,80.6,5.2,8.2,25.2,11.2,115,359,15,16,4,1,12,10
2011,1600808,82.2,63.3,6.7,19.5,11.1,17.2,50,516,1,26,1,1,3,16
2011,1701002,97,81.9,3,6.5,0,11.6,36,504,7,17,1,1,3,18
2011,1702208,85.7,78.5,10,14.3,4.3,7.2,836,1110,80,31,5,1,30,32
2011,1702406,94.7,90.4,1.8,3.8,3.5,5.8,126,448,19,23,2,1,6,13
2011,1703073,95.2,79.4,1.6,9.5,3.2,11.1,65,126,7,14,1,1,4,6
2011,1703800,90.7,88.1,4.2,8.3,5.1,3.6,122,446,11,15,2,1,6,14
2011,1703891,93.8,86.8,6.2,5,0,8.2,50,132,8,12,1,1,3,5
2011,1705508,74.5,79,3.9,10.7,21.6,10.3,52,1377,7,70,1,4,2,48
2011,1706001,87.5,83.2,0,12.3,12.5,4.5,25,225,2,14,1,1,1,8
2011,1707009,92,71.2,8,14.5,0,14.3,29,1064,8,65,1,3,3,37
2011,1707405,92.1,85.3,5.6,5.9,2.3,8.8,179,295,10,12,1,1,6,9
2011,1708205,76.7,86.3,5.6,10.4,17.7,3.3,90,682,20,34,3,2,9,27
2011,1709005,82.4,66.8,4.2,15.7,13.4,17.5,173,373,27,27,4,1,9,18
2011,1711902,85.3,63.6,4,19.9,10.7,16.5,73,369,21,20,3,1,7,9
2011,1713601,93.4,88.6,1.3,10.8,5.3,0.6,152,180,9,12,1,1,7,8
2011,1714302,94.4,89.8,1.9,2.4,3.7,7.8,109,128,12,12,2,1,6,5
2011,1716208,90.1,72.2,2.8,13.9,7.1,13.9,73,380,12,20,2,1,6,12
2011,1716505,100,89.3,0,6,0,4.7,46,598,8,38,2,2,5,22
2011,1716604,97.8,85.7,1.1,9.3,1.1,5,101,312,4,16,1,1,5,11
2011,1716703,90,90.7,0,2.4,10,6.9,24,388,2,17,1,1,2,13
2011,1717800,90,71.9,3.3,17.6,6.7,10.5,38,158,7,14,1,1,3,6
2011,1718204,87.9,74.4,5.9,13.4,6.2,12.2,386,2461,44,94,4,6,19,79
2011,1718758,95,91.2,5,5.7,0,3.1,19,172,5,14,1,1,3,8
2011,1718840,94.4,89,0,2.2,5.6,8.8,21,95,6,10,1,1,3,4
2011,1718865,91.3,75.1,0,10.8,8.7,14.1,23,357,6,15,1,1,3,12
2011,1720101,87.5,85.2,8.9,8.6,3.6,6.2,54,166,6,14,1,1,3,7
2011,1720200,72.6,87.3,14.6,6.5,12.8,6.2,219,245,16,15,1,1,8,8
2011,1720259,96.4,84.9,3.6,11.3,0,3.8,56,52,7,6,1,1,3,3
2011,1720804,93.8,88,3.1,6.9,3.1,5.1,98,362,5,16,2,1,5,11
2011,1721109,88,86.4,2.4,7.6,9.6,6,86,202,14,21,1,1,6,10
2011,1721208,73.5,67.8,1,14,25.5,18.2,102,1294,20,57,2,3,7,38
2011,2100055,76.6,79.2,7.3,7.6,16.1,13.2,1015,4481,67,227,8,9,34,127
2011,2100154,81.2,77.7,8.1,5.2,10.7,17.1,346,283,19,15,2,2,10,8
2011,2100204,85.2,78.5,7,4,7.8,17.5,129,447,17,48,2,2,5,15
2011,2100402,73.8,82.4,7.1,1.9,19.1,15.7,87,272,5,19,1,2,4,13
2011,2100477,83.1,75.8,6.8,11.7,10.1,12.5,1223,703,62,26,7,1,37,17
2011,2100600,70.7,69.9,4.1,7.8,25.2,22.3,541,1047,85,65,13,5,31,28
2011,2100709,67.2,77.4,12.5,10.3,20.3,12.3,440,459,43,33,5,1,17,15
2011,2100907,70.2,63.8,5.1,14,24.7,22.2,1196,728,76,53,5,3,35,25
2011,2100956,30.4,77.7,28.3,4.6,41.3,17.7,48,934,20,36,3,2,8,23
2011,2101202,85.7,71.5,5.9,13.5,8.4,15,547,3976,59,231,7,10,28,118
2011,2101251,67.5,63.1,9.1,19.9,23.4,17,311,511,27,27,1,1,9,12
2011,2101301,74.4,81.3,4.1,6.6,21.5,12.1,392,689,23,45,3,2,14,19
2011,2101509,91,90.8,1.7,5.2,7.3,4,179,553,19,48,1,2,10,20
2011,2101608,81.6,76,3.8,7.7,14.6,16.3,838,3412,42,188,10,8,30,100
2011,2101731,88.9,78.1,0,0.3,11.1,21.6,111,314,10,13,2,1,5,7
2011,2101806,86.5,86.7,3.8,10.2,9.7,3.1,53,129,5,13,1,1,3,6
2011,2101939,87.9,91.5,6.9,0,5.2,8.5,64,198,6,13,1,1,3,7
2011,2102002,90,72.9,1.8,4.2,8.2,22.9,335,1108,24,47,3,2,20,29
2011,2102036,79.4,83.1,6.3,3.5,14.3,13.4,177,794,22,36,2,1,6,20
2011,2102150,84.8,73.7,0,10.3,15.2,16,138,244,10,11,1,1,6,7
2011,2102200,68.5,70.3,1.8,14.5,29.7,15.2,220,836,24,42,3,2,12,22
2011,2102309,93.1,83.6,5.2,5.9,1.7,10.5,126,1092,6,64,1,3,4,33
2011,2102325,80.1,75.9,9.2,9,10.7,15.1,739,1729,45,99,4,3,20,49
2011,2102358,79.8,56,13,11.3,7.2,32.7,242,289,16,15,2,2,9,7
2011,2102408,65.4,69.3,7.6,16.2,27,14.5,263,183,11,9,1,1,8,6
2011,2102507,76.7,66.9,8.2,11.6,15.1,21.5,75,409,5,19,1,1,3,12
2011,2102606,86.6,83.1,0,2.5,13.4,14.4,129,753,7,53,1,3,4,21
2011,2102754,77.4,84.7,9.7,5.5,12.9,9.8,92,325,6,19,1,1,4,12
2011,2102804,87.7,72.3,11,11.2,1.3,16.5,76,871,9,46,1,2,3,29
2011,2102903,79.6,71.2,6.8,12.3,13.6,16.5,104,1207,8,53,1,3,4,34
2011,2103000,81.6,75.7,4.7,10.1,13.7,14.2,907,6427,76,418,8,12,34,198
2011,2103174,82.1,71.5,2.8,10.2,15.1,18.3,468,570,29,24,2,1,18,15
2011,2103208,80.5,75.7,2.4,7.9,17.1,16.4,41,2757,4,117,1,3,2,69
2011,2103257,77.8,85.2,3.7,2,18.5,12.8,112,514,5,33,1,1,3,14
2011,2103307,97.4,77.4,0.7,7.7,1.9,14.9,725,3650,67,185,3,8,22,104
2011,2103505,86.7,85.6,0,5.1,13.3,9.3,184,1582,15,90,1,5,8,47
2011,2103554,83.1,73.6,0,9.7,16.9,16.7,71,418,7,21,1,2,3,10
2011,2103604,87,85.2,12.4,7.4,0.6,7.4,216,2140,23,147,4,7,12,68
2011,2103703,100,75.7,0,11.2,0,13.1,9,1420,4,75,1,4,1,41
2011,2103802,100,83.8,0,9.3,0,6.9,53,940,8,75,1,4,3,33
2011,2104008,77.9,76.7,6.7,11.5,15.4,11.8,414,635,38,44,4,3,23,22
2011,2104057,59.3,78.5,11.1,9.2,29.6,12.3,123,1129,6,62,1,3,6,30
2011,2104081,80.3,74.7,2.8,11.1,16.9,14.2,181,104,18,8,3,1,10,3
2011,2104099,91.7,88.4,0.4,6,7.9,5.6,228,600,11,22,2,1,10,16
2011,2104206,78.2,75,5.9,24.9,15.9,0.1,201,547,10,28,1,2,6,15
2011,2104404,92.7,76.2,4.9,13.9,2.4,9.9,121,481,11,27,2,2,6,17
2011,2104552,60.7,77.7,16.1,14.5,23.2,7.8,288,401,13,18,1,1,8,12
2011,2104602,85.1,80.9,5.7,9.5,9.2,9.6,322,534,19,34,2,2,11,19
2011,2104800,88.6,76,0.6,9.9,10.8,14.1,651,2622,40,117,8,7,25,70
2011,2104909,80.7,60.5,8.7,21.4,10.6,18.1,255,494,27,23,1,1,12,14
2011,2105005,100,73.7,0,9.1,0,17.2,286,822,15,30,1,1,11,22
2011,2105104,86.5,78.3,6,16.1,7.5,5.6,385,1017,18,41,1,1,11,24
2011,2105153,77.7,76,0.8,3.4,21.5,20.6,122,599,5,19,1,1,3,12
2011,2105203,73.5,87.7,0,7.7,26.5,4.6,105,366,10,27,2,3,6,12
2011,2105302,75,77.4,4.8,9.7,20.2,12.9,250,11017,17,599,4,21,12,318
2011,2105351,87.2,72.6,3.7,10.1,9.1,17.3,326,313,24,17,4,1,14,10
2011,2105401,80.8,69.2,3.5,15.8,15.7,15,867,2499,58,123,9,4,26,70
2011,2105450,78.7,88.7,4.9,1.2,16.4,10.1,172,279,12,13,2,1,6,7
2011,2105476,74.2,64.7,11,25.8,14.8,9.5,530,197,43,11,7,1,22,7
2011,2105500,74.7,72,12.6,14,12.7,14,100,949,7,47,1,2,3,26
2011,2105708,79.4,80.3,2.6,5.6,18,14.1,464,1735,35,117,2,5,19,57
2011,2105807,88.9,72,3.8,10.4,7.3,17.6,244,365,20,22,2,1,9,12
2011,2105948,78.3,81.8,15.1,10.3,6.6,7.9,110,379,5,17,1,1,3,10
2011,2105963,100,81.8,0,0,0,18.2,13,429,6,20,1,1,1,10
2011,2106102,83.3,81.6,2.6,11,14.1,7.4,116,395,7,34,1,2,3,15
2011,2106300,67.8,70.8,6,11.6,26.2,17.6,353,350,24,22,4,1,12,12
2011,2106326,54.1,64,22.4,9.1,23.5,26.9,100,909,10,39,1,1,3,20
2011,2106409,85,76.1,2.1,5.2,12.9,18.7,141,812,16,47,2,1,9,28
2011,2106508,100,88.3,0,5.5,0,6.2,120,978,11,48,2,3,6,27
2011,2106607,78.2,69,6,8.7,15.8,22.3,286,757,22,35,1,2,12,20
2011,2106631,80.2,81.8,0,1.9,19.8,16.3,127,216,13,11,2,1,6,6
2011,2106706,89.6,80.8,1.6,5.3,8.8,13.9,186,599,24,48,3,3,11,23
2011,2106755,83.5,70.8,16.5,24,0,5.2,115,759,9,39,1,1,3,21
2011,2106805,57,65.6,20.5,14.7,22.5,19.7,202,638,16,26,1,2,9,17
2011,2106904,78.3,70.8,2.4,7.8,19.3,21.4,91,1130,9,50,1,2,5,28
2011,2107001,58.8,90.1,2.9,4,38.3,5.9,34,302,9,24,1,1,3,9
2011,2107209,73.3,82.4,0,3.3,26.7,14.3,86,402,4,19,1,2,3,13
2011,2107308,94.9,77.7,5.1,19.8,0,2.5,40,120,10,16,1,1,3,5
2011,2107407,83.5,78.4,9.8,17.5,6.7,4.1,208,464,15,41,2,2,9,18
2011,2107456,86.1,69.1,4.6,11.1,9.3,19.8,155,767,14,38,2,2,6,23
2011,2107506,80.5,69.9,9.3,10.1,10.2,20,658,2844,49,165,3,4,18,81
2011,2107605,91.3,81.1,0.7,7.2,8,11.7,139,491,16,37,3,3,5,17
2011,2107803,62.1,71.3,17.4,17.2,20.5,11.5,563,592,32,43,1,3,16,18
2011,2108009,88.4,87.8,3.5,5.5,8.1,6.7,89,684,15,60,3,3,9,24
2011,2108058,86.6,71.4,1.7,15,11.7,13.6,709,443,44,19,5,1,24,12
2011,2108207,54.8,70.1,4.3,9.3,40.9,20.6,89,1639,6,114,1,5,3,53
2011,2108256,98.3,87.6,0,0,1.7,12.4,287,575,22,19,4,1,16,17
2011,2108306,78.7,68.4,2.3,15.1,19,16.5,181,1181,9,38,1,2,5,26
2011,2108405,87.8,78.1,0,5.3,12.2,16.6,41,555,5,27,1,2,3,14
2011,2108454,61.1,60.5,2.1,4.2,36.8,35.3,482,634,23,36,2,2,13,19
2011,2108504,56.1,75.4,14.4,9.3,29.5,15.3,292,1184,20,64,3,4,12,35
2011,2108603,73.4,81.5,3.7,6.2,22.9,12.3,1227,3056,73,155,11,7,40,79
2011,2108900,81.8,82.7,2,6.4,16.2,10.9,413,559,60,42,4,2,33,21
2011,2109056,86.9,86.2,0,7.5,13.1,6.3,122,174,7,12,1,1,3,6
2011,2109106,90.3,75.5,3.7,9.9,6,14.6,358,1517,23,68,2,4,11,41
2011,2109205,74.8,80.8,10.1,11.3,15.1,7.9,141,451,11,22,2,2,6,12
2011,2109270,67.2,66.1,11.1,13.1,21.7,20.8,180,631,8,32,1,1,5,19
2011,2109502,71.8,74.7,9.2,14.1,19,11.2,179,611,11,35,2,2,6,17
2011,2109551,68.1,74.3,0,5.8,31.9,19.9,98,272,10,14,2,1,6,7
2011,2109601,81.5,65.2,9.4,15.5,9.1,19.3,321,1790,23,88,3,5,12,50
2011,2109809,86.8,68.1,8.6,10.5,4.6,21.4,151,1222,12,90,2,4,6,39
2011,2109908,81.7,77.5,9,7.8,9.3,14.7,374,3961,29,278,4,14,17,120
2011,2110005,77.6,81.4,5.1,6.6,17.3,12,1117,1762,54,106,6,4,30,54
2011,2110104,97.5,87.4,0,3.7,2.5,8.9,173,969,20,37,1,1,12,27
2011,2110203,82.9,65.7,6,5.6,11.1,28.7,199,1486,13,77,2,3,5,43
2011,2110237,65.2,65.6,7.8,7,27,27.4,242,175,16,12,1,1,7,5
2011,2110302,93.6,79,0,11.2,6.4,9.8,141,440,10,24,2,1,6,13
2011,2110609,73,75.1,3.8,10.2,23.2,14.7,483,915,33,50,5,2,18,26
2011,2110658,93.3,89.9,2.2,6,4.5,4.1,45,180,6,13,1,1,3,7
2011,2110708,79.4,73.8,2.3,10,18.3,16.2,306,1255,14,52,1,2,7,32
2011,2110807,97.1,93.2,2.9,0,0,6.8,36,79,4,6,1,1,3,3
2011,2110856,75.3,67.3,10.1,12,14.6,20.7,88,335,7,16,1,1,3,9
2011,2110906,91.1,71.5,0,25.4,8.9,3.1,94,287,6,23,1,1,3,10
2011,2111029,62.2,95.6,8.9,3.4,28.9,1,145,307,10,16,2,1,6,7
2011,2111052,85.7,72.9,0,15.6,14.3,11.5,14,375,4,24,1,1,1,11
2011,2111078,71.9,70,3.5,3.6,24.6,26.4,172,475,20,31,2,1,8,18
2011,2111201,77.1,70,6.6,14,16.3,16,1253,2023,103,109,5,3,42,51
2011,2111300,68.8,74.4,14.7,12.8,16.5,12.8,3076,44936,210,"2,315",12,62,85,"1,188"
2011,2111532,100,85.2,0,2.8,0,12,23,606,6,31,1,1,3,18
2011,2111607,73.5,83.6,23.5,10,3,6.4,200,710,16,40,1,2,5,21
2011,2111631,81.8,71.2,0.9,6.8,17.3,22,113,122,9,8,2,1,6,4
2011,2111706,65.5,73.5,1.4,12.3,33.1,14.2,149,719,9,38,1,4,6,21
2011,2111763,58.7,67.5,3.5,11.3,37.8,21.2,294,601,16,27,2,1,9,15
2011,2111789,54.4,73,3.3,6.3,42.3,20.7,89,304,10,16,2,2,4,7
2011,2111805,100,88.3,0,8.2,0,3.5,60,713,4,33,1,2,3,18
2011,2111904,81.6,83.5,6.7,7.3,11.7,9.2,184,327,27,34,3,2,10,14
2011,2112100,70.5,85.2,0,3.4,29.5,11.4,62,1008,4,60,1,2,2,32
2011,2112209,67.8,69.2,5.2,14,27,16.8,619,4924,35,353,2,11,18,135
2011,2112233,84.4,75.5,2.2,11.3,13.4,13.2,45,524,5,33,1,1,3,15
2011,2112274,68.1,78.5,1.6,17.1,30.3,4.4,185,160,8,7,1,1,5,4
2011,2112308,79.4,80.9,5.9,10.4,14.7,8.7,487,903,27,57,4,3,17,32
2011,2112407,69.7,72.8,1,4.9,29.3,22.3,484,771,39,39,6,1,22,22
2011,2112456,71.6,60.3,6.8,21.9,21.6,17.8,90,513,6,28,1,1,3,15
2011,2112506,82.2,68.5,4.7,10.1,13.1,21.4,874,2188,54,61,10,5,33,60
2011,2112605,94.2,81.2,3.5,2.3,2.3,16.5,86,1237,11,73,2,3,4,35
2011,2112704,72.7,77.4,0,5.6,27.3,17,145,1335,25,60,5,4,14,36
2011,2112803,76.6,72.4,0.9,8.3,22.5,19.3,235,1922,20,90,2,4,16,51
2011,2112852,74.2,84.1,3,1.9,22.8,14,132,359,10,13,2,1,6,9
2011,2112902,78.6,74.5,0.7,7.3,20.7,18.2,651,1125,35,52,3,3,20,31
2011,2113009,79.4,81.1,3.3,14.2,17.3,4.7,332,998,30,66,1,3,18,30
2011,2200509,84.4,66.8,0,13.5,15.6,19.7,32,665,6,39,1,1,3,22
2011,2201051,41,62.7,7.7,14.9,51.3,22.4,39,272,5,14,1,1,3,10
2011,2201200,81.4,82.3,2.6,4.9,16,12.8,406,1460,29,104,3,6,17,48
2011,2201606,55.4,47.3,18.5,22.5,26.1,30.2,97,353,16,20,1,1,4,10
2011,2202000,74.1,73.1,4.4,13.4,21.5,13.5,159,687,22,46,2,1,7,22
2011,2202075,100,85.7,0,1.8,0,12.5,14,112,7,14,1,1,2,5
2011,2202307,78.8,91.2,5,4.2,16.2,4.6,82,716,13,47,1,2,3,24
2011,2202406,90,70.2,2.5,16,7.5,13.8,40,396,10,29,1,1,3,12
2011,2202901,89.5,76.6,7.9,9.2,2.6,14.2,39,1188,7,116,1,4,3,49
2011,2203503,81.8,71.5,12.7,4.7,5.5,23.8,55,510,19,23,2,1,6,13
2011,2203701,72.9,70.1,6.7,8.4,20.4,21.5,317,1472,21,85,2,3,12,46
2011,2205003,83.6,80.6,0,4.6,16.4,14.8,76,337,6,24,1,2,3,10
2011,2205276,94.1,82.1,0,4,5.9,13.9,89,224,5,11,1,1,3,6
2011,2205508,90,78.2,0,8.4,10,13.4,90,1832,18,104,1,2,5,58
2011,2205706,81.5,64.9,7.3,9.4,11.2,25.7,392,1004,25,70,1,4,11,28
2011,2205854,81.1,87.1,1.4,2,17.5,10.9,226,207,18,16,3,2,8,8
2011,2206209,88.6,77.6,3.2,9.2,8.2,13.2,375,894,19,45,2,2,11,24
2011,2206605,85.5,52.9,3.6,17.6,10.9,29.5,56,484,6,30,1,1,3,17
2011,2206654,84.8,89.6,0,1.5,15.2,8.9,82,145,15,16,2,1,6,6
2011,2206803,65.7,79,1,5.8,33.3,15.2,102,304,14,26,1,1,3,9
2011,2207504,78.4,72.7,3.9,15.7,17.7,11.6,52,515,8,36,1,2,3,18
2011,2207603,80.9,74,1.5,6.1,17.6,19.9,71,372,9,24,1,1,3,11
2011,2207702,42.1,69.2,52.6,9.4,5.3,21.4,20,6243,8,355,1,12,2,174
2011,2207777,72.5,89.4,16.3,2.1,11.2,8.5,80,103,7,11,1,1,3,3
2011,2207900,70.8,79.4,5,6.8,24.2,13.8,200,1352,34,109,5,9,12,53
2011,2208304,92,79.1,0,3.9,8,17,87,1232,15,60,1,2,7,40
2011,2208403,87.4,86.5,3.7,3.8,8.9,9.7,217,2931,27,189,2,7,10,88
2011,2209500,42.4,82.7,0,17.3,57.6,0,59,84,6,10,1,1,3,3
2011,2209955,70,79.9,0,5.4,30,14.7,20,228,9,22,1,1,3,9
2011,2209971,89.3,51.8,0.8,22.7,9.9,25.5,122,368,12,19,1,1,4,10
2011,2210003,88.1,70.2,1.1,3.6,10.8,26.2,292,1081,27,69,4,3,12,39
2011,2210409,74.5,69.6,14.5,10.9,11,19.5,159,616,11,36,1,2,6,21
2011,2210656,86.3,69.3,0,6.8,13.7,23.9,109,263,5,13,1,1,3,9
2011,2210805,83.9,74.6,3.4,14.1,12.7,11.3,87,527,8,44,1,2,3,21
2011,2211001,67.8,64.1,10.8,14.9,21.4,21,2502,39940,156,"2,369",11,100,77,"1,139"
2011,2211100,78.4,75.3,7.6,7.5,14,17.2,577,1707,37,91,3,4,19,47
2011,2211209,68.9,81.7,25.4,2.6,5.7,15.7,134,894,29,70,1,4,4,28
2011,2301000,78.6,75.2,7.6,5,13.8,19.8,634,2504,25,94,1,4,15,69
2011,2301208,86.8,85.7,11.4,2.8,1.8,11.5,388,855,19,32,1,1,13,21
2011,2301406,66.7,91.1,33.3,3.1,0,5.8,12,708,8,34,1,1,1,25
2011,2302305,89.3,90.2,5.4,6.9,5.3,2.9,422,1134,19,57,1,2,14,29
2011,2302800,75.5,90.5,14.5,2.2,10,7.3,112,3213,20,141,1,3,4,95
2011,2303709,67.4,70.6,6.5,9.1,26.1,20.3,446,12635,20,370,2,15,15,313
2011,2304202,78.1,79.3,14,6.1,7.9,14.6,384,5242,41,238,1,10,12,146
2011,2305407,80.9,80.6,2.5,7.4,16.6,12,323,1490,21,51,1,2,13,40
2011,2306256,60.8,75.1,11.4,7.6,27.8,17.3,301,1417,15,60,1,3,8,38
2011,2306405,81.8,91.7,5,1.6,13.2,6.7,629,5054,33,186,2,6,20,130
2011,2306553,86.9,86.1,4.7,4.8,8.4,9.1,445,1979,47,69,4,3,18,56
2011,2306702,93.7,84.2,1.6,12.6,4.7,3.2,128,611,9,18,1,1,5,17
2011,2307635,94.1,81.2,0.5,2.3,5.4,16.5,194,670,12,34,1,1,7,23
2011,2307700,68.2,76.3,13.1,5.8,18.7,17.9,932,4344,35,156,1,7,24,114
2011,2308104,93.9,88.9,0.3,1.3,5.8,9.8,328,2077,15,77,1,3,11,55
2011,2308609,96.4,90.8,0,2.2,3.6,7,196,722,18,43,2,2,9,27
2011,2311306,80.2,78.1,4.2,7.7,15.6,14.2,346,4150,23,191,1,6,16,113
2011,2311405,93.5,85.1,0.5,3.5,6,11.4,400,2908,17,123,1,4,11,85
2011,2312205,96.2,87.7,0,1.2,3.8,11.1,184,1817,10,102,1,3,6,62
2011,2312304,92.5,88.2,1.4,3.6,6.1,8.2,150,2112,13,85,1,5,5,57
2011,2312908,72.5,82,15.1,7.4,12.4,10.6,481,9958,15,391,1,16,12,265
2011,2313302,96.1,83,1,3,2.9,14,211,2121,10,87,1,2,8,60
2011,2401008,75,69,10,18.6,15,12.4,79,1593,15,82,2,4,4,48
2011,2402204,80.6,65.2,1,3.9,18.4,30.9,301,901,17,30,1,1,8,23
2011,2402600,76.2,69.5,5.2,7.7,18.6,22.8,348,2946,12,70,1,3,9,68
2011,2403103,56.8,78.4,2.7,7.8,40.5,13.8,35,1998,11,132,1,6,4,65
2011,2403251,48,67.7,2.4,12.2,49.6,20.1,130,6543,6,203,1,8,4,170
2011,2403608,99.3,65.7,0.3,6.2,0.4,28.1,297,858,6,48,1,2,5,25
2011,2404705,81.7,63.2,11,6.9,7.3,29.9,650,514,60,22,3,1,22,17
2011,2407104,82.8,65.8,2.8,11.8,14.4,22.4,699,1756,63,54,3,2,23,47
2011,2408003,61.6,72.6,5.4,7,33,20.4,316,9749,18,424,1,20,9,298
2011,2412203,57.1,64.5,14.7,3.5,28.2,32,197,1154,8,56,1,2,6,35
2011,2501401,80.1,74.7,1.1,2.1,18.8,23.2,191,306,24,22,2,1,8,10
2011,2501500,89.2,71.8,9.2,7.1,1.6,21.1,261,1062,49,58,1,2,9,35
2011,2501575,90.8,84.1,6.7,8,2.5,7.9,121,290,11,18,1,1,4,9
2011,2504009,66.6,68,8.9,12.1,24.5,19.9,496,10765,63,853,5,35,22,375
2011,2504306,87.6,74.4,11,2.4,1.4,23.2,146,928,23,37,1,1,5,24
2011,2511103,57.4,63.9,2.6,8.8,40,27.3,118,221,8,13,1,1,3,8
2011,2511905,77.1,91.4,12.9,5.3,10,3.3,144,156,18,7,1,1,7,5
2011,2512408,90.7,75.8,2.7,17.1,6.6,7.1,76,296,11,29,1,1,3,9
2011,2513109,61.8,74,0,12.1,38.2,13.9,69,229,6,20,1,1,3,8
2011,2515005,90.9,74.7,0,0.6,9.1,24.7,10,170,5,14,1,1,1,6
2011,2516201,79.2,68.1,1.8,13.5,19,18.4,223,1883,25,132,3,5,9,61
2011,2516607,44.1,78.4,20.6,10.2,35.3,11.4,105,584,6,40,1,2,4,21
2011,2516904,93.5,82.3,0,3.4,6.5,14.3,32,523,6,42,1,2,3,22
2011,2600401,87.2,79.3,2.5,6.6,10.3,14.1,227,890,18,41,1,1,10,25
2011,2600500,63.8,82.2,5.9,9.9,30.3,7.9,195,1418,9,59,1,2,5,33
2011,2600708,77.9,85.5,4.2,4.8,17.9,9.7,106,1424,16,76,1,3,5,40
2011,2601409,87,66.3,9.6,10.8,3.4,22.9,801,1601,72,89,3,3,23,48
2011,2601607,81.2,87.2,1.6,4.5,17.2,8.3,251,944,15,66,2,4,12,31
2011,2601706,91,77.1,8.5,6.8,0.5,16.1,407,3246,15,160,1,6,10,86
2011,2602209,85.6,95.4,6.6,3.5,7.8,1.1,413,1108,22,44,1,2,12,34
2011,2602308,84.7,84,0,5.2,15.3,10.8,61,1562,10,72,1,4,4,44
2011,2602902,89.6,75.6,2.7,11,7.7,13.4,1653,7924,50,322,1,13,41,209
2011,2603009,75,92.4,25,3.2,0,4.4,12,1743,5,72,1,3,1,45
2011,2603454,77.1,75.3,19,13.9,3.9,10.8,1196,6114,59,337,3,13,30,168
2011,2603926,77.1,91.1,5.3,3.3,17.6,5.6,133,530,22,30,4,1,6,18
2011,2604205,82.7,85.9,1.4,7.1,15.9,7,390,1146,36,76,2,4,12,39
2011,2605152,81.8,95.5,5.2,3.3,13,1.2,200,591,9,25,1,1,6,16
2011,2605707,78.6,83.3,3.8,7.6,17.6,9.1,139,1397,8,103,2,5,6,44
2011,2605806,82.5,88.4,11.3,3.3,6.2,8.3,264,339,19,30,1,2,11,12
2011,2606606,97.8,94.4,2.2,1.1,0,4.5,56,1109,9,54,1,3,3,32
2011,2606804,79.6,76.9,6.2,9.2,14.2,13.9,226,4589,14,170,1,5,7,109
2011,2607000,96.6,76,0,19.6,3.4,4.4,29,689,3,30,1,1,1,18
2011,2607208,86.8,81.9,3.2,10.2,10,7.9,612,2678,22,114,1,5,17,71
2011,2607752,79.9,88.4,2,6.8,18.1,4.8,249,863,18,37,1,2,9,23
2011,2607901,69.6,71.6,16.5,11.1,13.9,17.3,3444,16993,186,819,8,35,94,470
2011,2608057,51.6,95.9,9.4,2.5,39,1.6,164,542,18,40,2,2,8,18
2011,2608750,90.6,72.8,5.9,7,3.5,20.2,570,581,25,25,2,1,17,15
2011,2609402,59.1,75.7,30.7,10.8,10.2,13.5,348,1817,26,86,1,3,9,51
2011,2609709,98.6,98,0.7,1.1,0.7,0.9,304,1272,13,60,1,2,10,37
2011,2609808,84.8,87.9,3.7,8.9,11.5,3.2,224,615,8,29,1,1,7,19
2011,2610004,94.3,82.9,5.7,8.9,0,8.2,202,2399,16,145,1,8,10,75
2011,2610509,83.3,88.3,11.3,9.1,5.4,2.6,372,890,12,39,1,2,9,23
2011,2610608,61.2,80.3,12.3,6.6,26.5,13.1,827,1533,35,78,2,4,22,42
2011,2610707,81.3,72.2,5.2,11.6,13.5,16.2,93,9717,12,492,1,22,4,273
2011,2610905,73.8,74.3,5.5,10.9,20.7,14.8,238,3353,34,217,3,9,11,105
2011,2611002,97.6,91,0.4,3.4,2,5.6,305,1432,28,66,2,3,11,39
