Ano,Código_IBGE,Aprovação,Reprovação,Abandono,Matrículas,Docentes,Estabelecimentos,Turmas
2011,2113009,79.4,3.3,17.3,332,30,1,18
2011,2200509,84.4,0,15.6,32,6,1,3
2011,2201051,41,7.7,51.3,39,5,1,3
2011,2201200,81.4,2.6,16,406,29,3,17
2011,2201606,55.4,18.5,26.1,97,16,1,4
2011,2202000,74.1,4.4,21.5,159,22,2,7
2011,2202075,100,0,0,14,7,1,2
2011,2202307,78.8,5,16.2,82,13,1,3
2011,2202406,90,2.5,7.5,40,10,1,3
2011,2202901,89.5,7.9,2.6,39,7,1,3
2011,2203503,81.8,12.7,5.5,55,19,2,6
2011,2203701,72.9,6.7,20.4,317,21,2,12
2011,2205003,83.6,0,16.4,76,6,1,3
2011,2205276,94.1,0,5.9,89,5,1,3
2011,2205508,90,0,10,90,18,1,5
2011,2205706,81.5,7.3,11.2,392,25,1,11
2011,2205854,81.1,1.4,17.5,226,18,3,8
2011,2206209,88.6,3.2,8.2,375,19,2,11
2011,2206605,85.5,3.6,10.9,56,6,1,3
2011,2206654,84.8,0,15.2,82,15,2,6
2011,2206753,86.4,2.3,11.3,180,9,1,6
2011,2206803,65.7,1,33.3,102,14,1,3
2011,2207504,78.4,3.9,17.7,52,8,1,3
2011,2207603,80.9,1.5,17.6,71,9,1,3
2011,2207702,42.1,52.6,5.3,20,8,1,2
2011,2207777,72.5,16.3,11.2,80,7,1,3
2011,2207900,70.8,5,24.2,200,34,5,12
2011,2208304,92,0,8,87,15,1,7
2011,2208403,87.4,3.7,8.9,217,27,2,10
2011,2209500,42.4,0,57.6,59,6,1,3
2011,2209955,70,0,30,20,9,1,3
2011,2209971,89.3,0.8,9.9,122,12,1,4
2011,2210003,88.1,1.1,10.8,292,27,4,12
2011,2210409,74.5,14.5,11,159,11,1,6
2011,2210656,86.3,0,13.7,109,5,1,3
2011,2210805,83.9,3.4,12.7,87,8,1,3
2011,2211001,67.8,10.8,21.4,2502,156,11,77
2011,2211100,78.4,7.6,14,577,37,3,19
2011,2211209,68.9,25.4,5.7,134,29,1,4
2011,2301000,78.6,7.6,13.8,634,25,1,15
2011,2301208,86.8,11.4,1.8,388,19,1,13
2011,2301406,66.7,33.3,0,12,8,1,1
2011,2302305,89.3,5.4,5.3,422,19,1,14
2011,2302800,75.5,14.5,10,112,20,1,4
2011,2303709,67.4,6.5,26.1,446,20,2,15
2011,2304202,78.1,14,7.9,384,41,1,12
2011,2305407,80.9,2.5,16.6,323,21,1,13
2011,2306256,60.8,11.4,27.8,301,15,1,8
2011,2306405,81.8,5,13.2,629,33,2,20
2011,2306553,86.9,4.7,8.4,445,47,4,18
2011,2306702,93.7,1.6,4.7,128,9,1,5
2011,2307635,94.1,0.5,5.4,194,12,1,7
2011,2307700,68.2,13.1,18.7,932,35,1,24
2011,2308104,93.9,0.3,5.8,328,15,1,11
2011,2308609,96.4,0,3.6,196,18,2,9
2011,2311306,80.2,4.2,15.6,346,23,1,16
2011,2311405,93.5,0.5,6,400,17,1,11
2011,2312205,96.2,0,3.8,184,10,1,6
2011,2312304,92.5,1.4,6.1,150,13,1,5
2011,2312908,72.5,15.1,12.4,481,15,1,12
2011,2313302,96.1,1,2.9,211,10,1,8
2011,2401008,75,10,15,79,15,2,4
2011,2402204,80.6,1,18.4,301,17,1,8
2011,2402600,76.2,5.2,18.6,348,12,1,9
2011,2403103,56.8,2.7,40.5,35,11,1,4
2011,2403251,48,2.4,49.6,130,6,1,4
2011,2403608,99.3,0.3,0.4,297,6,1,5
2011,2404705,81.7,11,7.3,650,60,3,22
2011,2407104,82.8,2.8,14.4,699,63,3,23
2011,2408003,61.6,5.4,33,316,18,1,9
2011,2412203,57.1,14.7,28.2,197,8,1,6
2011,2501401,80.1,1.1,18.8,191,24,2,8
2011,2501500,89.2,9.2,1.6,261,49,1,9
2011,2501575,90.8,6.7,2.5,121,11,1,4
2011,2504009,66.6,8.9,24.5,496,63,5,22
2011,2504306,87.6,11,1.4,146,23,1,5
2011,2511103,57.4,2.6,40,118,8,1,3
2011,2511905,77.1,12.9,10,144,18,1,7
2011,2512408,90.7,2.7,6.6,76,11,1,3
2011,2513109,61.8,0,38.2,69,6,1,3
2011,2515005,90.9,0,9.1,10,5,1,1
2011,2516201,79.2,1.8,19,223,25,3,9
2011,2516607,44.1,20.6,35.3,105,6,1,4
2011,2516904,93.5,0,6.5,32,6,1,3
2011,2600401,87.2,2.5,10.3,227,18,1,10
2011,2600500,63.8,5.9,30.3,195,9,1,5
2011,2600708,77.9,4.2,17.9,106,16,1,5
2011,2601409,87,9.6,3.4,801,72,3,23
2011,2601607,81.2,1.6,17.2,251,15,2,12
2011,2601706,91,8.5,0.5,407,15,1,10
2011,2602209,85.6,6.6,7.8,413,22,1,12
2011,2602308,84.7,0,15.3,61,10,1,4
2011,2602902,89.6,2.7,7.7,1653,50,1,41
2011,2603009,75,25,0,12,5,1,1
2011,2603454,77.1,19,3.9,1196,59,3,30
2011,2603926,77.1,5.3,17.6,133,22,4,6
2011,2604205,82.7,1.4,15.9,390,36,2,12
2011,2605152,81.8,5.2,13,200,9,1,6
2011,2605707,78.6,3.8,17.6,139,8,2,6
2011,2605806,82.5,11.3,6.2,264,19,1,11
2011,2606606,97.8,2.2,0,56,9,1,3
2011,2606804,79.6,6.2,14.2,226,14,1,7
2011,2607000,96.6,0,3.4,29,3,1,1
2011,2607208,86.8,3.2,10,612,22,1,17
2011,2607752,79.9,2,18.1,249,18,1,9
2011,2607901,69.6,16.5,13.9,3444,186,8,94
2011,2608057,51.6,9.4,39,164,18,2,8
2011,2608750,90.6,5.9,3.5,570,25,2,17
2011,2609402,59.1,30.7,10.2,348,26,1,9
2011,2609709,98.6,0.7,0.7,304,13,1,10
2011,2609808,84.8,3.7,11.5,224,8,1,7
2011,2610004,94.3,5.7,0,202,16,1,10
2011,2610509,83.3,11.3,5.4,372,12,1,9
2011,2610608,61.2,12.3,26.5,827,35,2,22
2011,2610707,81.3,5.2,13.5,93,12,1,4
2011,2610905,73.8,5.5,20.7,238,34,3,11
2011,2611002,97.6,0.4,2,305,28,2,11
2011,2611101,80.1,9.7,10.2,3857,259,18,122
2011,2611533,86.4,9.6,4,203,17,1,6
2011,2611804,78.8,8,13.2,112,16,1,6
2011,2611903,84.9,5.4,9.7,471,19,1,13
2011,2612208,79,14,7,198,29,2,7
2011,2612604,70.3,7.7,22,492,15,1,11
2011,2613107,86.9,10.4,2.7,411,27,2,9
2011,2613800,74,8.3,17.7,93,7,1,3
2011,2614204,88.1,4.8,7.1,176,10,1,8
2011,2614808,84.4,3.2,12.4,675,56,6,27
2011,2615904,73.3,13.3,13.4,76,11,1,3
2011,2616407,84.4,12.9,2.7,704,66,2,23
2011,2616506,86.7,4.2,9.1,144,8,1,5
2011,2702306,65.9,15.8,18.3,1237,30,1,29
2011,2702900,64.1,14.1,21.8,709,17,1,15
2011,2703106,77.4,8.2,14.4,386,29,2,11
2011,2705002,81.5,1.1,17.4,185,7,1,5
2011,2706307,77.3,11,11.7,552,38,3,21
2011,2706422,82.7,1.9,15.4,53,7,1,3
2011,2707107,79.7,5.6,14.7,505,18,1,14
2011,2707206,80.4,4.8,14.8,172,7,1,4
2011,2707701,61.3,21.2,17.5,654,37,2,17
2011,2708402,77.9,1.3,20.8,245,8,1,6
2011,2800704,54.1,7.4,38.5,137,6,1,3
2011,2802403,86.2,0,13.8,120,13,1,6
2011,2802700,78.2,5.9,15.9,101,10,1,4
2011,2803401,71.8,4,24.2,327,34,4,17
2011,2803500,74.7,13.9,11.4,1465,116,4,49
2011,2804409,80.5,9.8,9.7,40,4,1,2
2011,2804706,82.6,2.2,15.2,46,8,1,3
2011,2804904,77.7,2.1,20.2,94,9,1,3
2011,2805406,79.7,7,13.3,274,18,2,11
2011,2805604,81.6,4.5,13.9,519,37,5,20
2011,2805802,82.9,5.9,11.2,197,12,1,6
2011,2806404,90.8,1.8,7.4,109,12,1,6
2011,2806701,79.1,11.9,9,485,65,1,15
2011,2807105,82.5,9.6,7.9,113,12,1,3
2011,2900207,84.2,8.1,7.7,279,18,1,10
2011,2900702,72.3,12,15.7,300,14,2,10
2011,2901007,86.9,2.3,10.8,131,14,1,7
2011,2901155,81.8,4.1,14.1,817,23,1,25
2011,2901205,61.7,23.9,14.4,183,9,1,8
2011,2901304,90.6,7.5,1.9,53,9,1,2
2011,2901403,91,3.6,5.4,111,12,1,4
2011,2902252,58.1,0.4,41.5,229,16,1,8
2011,2902906,86.9,1.6,11.5,313,17,1,11
2011,2903805,91.4,5,3.6,223,9,2,11
2011,2903904,60.4,4,35.6,215,7,1,9
2011,2904050,91.5,0.9,7.6,247,40,3,10
2011,2904308,69.3,14.2,16.5,347,17,1,11
2011,2904902,80.3,5.3,14.4,287,20,3,12
2011,2905008,91.9,5.9,2.2,135,7,1,5
2011,2905503,90.8,0,9.2,89,12,1,4
2011,2906808,71.2,2.9,25.9,209,10,1,8
2011,2907301,99.2,0,0.8,132,12,1,5
2011,2907509,62.5,30.4,7.1,57,13,1,3
2011,2907707,84.5,10.5,5,314,31,3,16
2011,2908408,77.2,11.4,11.4,641,72,6,30
2011,2908804,91.8,4.7,3.5,234,7,1,9
2011,2908903,86.1,8,5.9,322,20,1,8
2011,2909307,67.9,4.6,27.5,105,4,1,3
2011,2909901,83.3,16.7,0,415,16,1,12
2011,2910602,80.5,5.3,14.2,342,21,2,10
2011,2910800,70,15.3,14.7,924,55,3,32
2011,2911709,85,10.6,4.4,692,56,2,20
2011,2912400,85.4,3.3,11.3,159,8,1,5
2011,2913002,92.7,2.1,5.2,287,16,1,11
2011,2913200,69.2,0,30.8,13,3,1,1
2011,2913457,96.4,3.6,0,86,14,1,3
2011,2913606,84.2,11.4,4.4,212,27,2,8
2011,2913903,72.7,3,24.3,34,4,1,2
2011,2914406,90.6,0,9.4,196,16,1,7
2011,2914505,100,0,0,26,15,1,1
2011,2915353,81.4,6.8,11.8,545,20,1,19
2011,2916500,83.6,5.3,11.1,155,16,1,5
2011,2916906,89.5,2.6,7.9,42,7,1,3
2011,2917003,79.9,0.6,19.5,185,13,1,8
2011,2917508,77.6,11.2,11.2,280,21,1,11
2011,2917706,71.4,15.6,13,381,40,1,20
2011,2917805,73.8,10.9,15.3,613,50,5,22
2011,2918100,52.6,38.8,8.6,153,4,1,6
2011,2918407,63.7,7.2,29.1,594,17,1,17
2011,2918605,87.3,10.1,2.6,79,14,1,6
2011,2919157,78.4,3.9,17.7,284,10,1,8
2011,2919801,88.2,7.8,4,52,4,1,3
2011,2920403,80.8,5.1,14.1,275,26,2,11
2011,2920502,94.6,1.4,4,75,15,1,3
2011,2920601,84,8.7,7.3,374,35,2,13
2011,2920700,76.1,23.9,0,263,11,1,12
2011,2921005,58.9,37.8,3.3,520,24,1,14
2011,2921500,88.8,4,7.2,755,44,2,23
2011,2921708,77.1,9,13.9,377,25,2,13
2011,2922003,61.7,25.7,12.6,1245,59,2,36
2011,2922250,85.4,4.6,10,301,19,1,15
2011,2922300,68.5,5.5,26,492,20,1,15
2011,2923704,78.8,5.3,15.9,908,62,5,29
2011,2923902,59.4,0,40.6,155,18,1,6
2011,2924603,76.1,21.5,2.4,163,10,1,7
2011,2925303,88.2,0.7,11.1,155,29,2,6
2011,2925402,81.8,9.5,8.7,145,13,1,7
2011,2925501,39.1,4.6,56.3,87,7,1,6
2011,2925931,100,0,0,102,11,1,3
2011,2925956,90.8,1.8,7.4,220,8,1,9
2011,2926301,88.9,7.1,4,308,41,3,15
2011,2926707,95.5,1.1,3.4,265,23,2,10
2011,2927309,61.3,22.2,16.5,221,13,1,8
2011,2927903,93.3,2.8,3.9,482,51,1,15
2011,2928000,83.2,0.5,16.3,227,9,1,10
2011,2928208,99,1,0,110,6,1,4
2011,2928604,51.2,9.1,39.7,243,26,2,9
2011,2928901,81.5,2.3,16.2,419,36,5,16
2011,2929206,76.7,6.4,16.9,455,24,1,13
2011,2929305,64.7,19,16.3,259,48,2,11
2011,2929602,85.9,2.5,11.6,201,9,1,6
2011,2929909,100,0,0,19,8,1,1
2011,2930105,80.6,13.4,6,745,66,4,29
2011,2930501,79.9,3.8,16.3,865,93,8,39
2011,2930758,80.8,0,19.2,160,10,1,6
2011,2931350,49.6,41.7,8.7,136,21,1,4
2011,2931509,86.4,0,13.6,44,8,1,2
2011,2932002,85.7,12.3,2,387,27,3,16
2011,2933000,92.8,1.2,6,81,5,1,4
2011,2933257,87.3,0.9,11.8,110,7,1,5
2011,2933307,86.8,7.5,5.7,609,37,1,23
2011,2933604,86.7,7.6,5.7,107,11,1,4
2011,5000609,82.4,13.6,4,126,13,1,6
2011,5000856,86.8,0,13.2,70,9,1,3
2011,5001102,87,6.9,6.1,522,49,4,23
2011,5001243,92.3,2.6,5.1,41,9,1,3
2011,5001904,81.8,2,16.2,97,10,1,4
2011,5002308,93.2,2.3,4.5,45,10,1,3
2011,5002407,82.5,10.8,6.7,122,18,2,6
2011,5002605,88.5,5.8,5.7,56,12,1,6
2011,5002704,74.4,9.4,16.2,323,35,2,12
2011,5003207,85,0,15,20,6,1,3
2011,5003256,72.4,8.1,19.5,120,15,1,6
2011,5003454,77.4,16.8,5.8,157,36,3,9
2011,5003488,79.2,20.8,0,128,16,2,6
2011,5003702,70.1,15.5,14.4,434,47,4,15
2011,5003801,89.9,8.5,1.6,131,17,1,7
2011,5004007,73.3,10,16.7,32,12,1,3
2011,5004502,77.3,13.4,9.3,173,29,3,9
2011,5004700,71.7,16.7,11.6,120,14,1,4
2011,5004908,81.1,18.9,0,39,8,1,3
2011,5005103,71.2,25,3.8,52,11,1,2
2011,5005608,64.8,6,29.2,397,31,2,15
2011,5005806,76.2,7.2,16.6,193,25,2,6
2011,5006200,65.5,24.7,9.8,421,38,2,18
2011,5006606,74.8,13.4,11.8,807,92,5,31
2011,5006903,94.1,0,5.9,17,4,1,3
2011,5007695,93.5,6.5,0,35,12,1,3
2011,5007802,100,0,0,16,8,1,2
2011,5007901,78.2,6.7,15.1,334,35,3,15
2011,5008008,35.3,29.4,35.3,69,10,1,3
2011,5008305,75.3,12.9,11.8,103,21,1,7
2011,5008404,95.3,3.5,1.2,87,21,2,6
2011,5100102,93,2.8,4.2,147,21,2,9
2011,5100250,83.7,12.5,3.8,286,29,2,14
2011,5100300,81.3,18.7,0,16,5,1,2
2011,5100508,72.2,20.3,7.5,144,15,3,8
2011,5101407,75.2,1.7,23.1,432,32,1,20
2011,5101605,91.5,8.5,0,66,10,2,5
2011,5101704,74.9,8.2,16.9,374,50,5,22
2011,5101803,74.9,21.2,3.9,209,34,4,14
2011,5101852,100,0,0,75,3,1,3
2011,5101902,84.1,15.9,0,91,12,2,9
2011,5102504,77.7,9.6,12.7,971,100,3,50
2011,5102603,82.9,15.8,1.3,78,11,2,7
2011,5102637,65.4,9.6,25,460,52,3,15
2011,5102678,89.4,3.7,6.9,215,25,1,12
2011,5102694,71.6,28.4,0,78,9,1,5
2011,5102793,78.3,6.8,14.9,308,37,1,16
2011,5102850,79.2,13.1,7.7,174,18,2,8
2011,5103007,72.5,4.1,23.4,305,40,2,19
2011,5103205,82.4,8,9.6,216,28,4,12
2011,5103254,71.7,28.3,0,678,59,1,40
2011,5103304,86.5,0.6,12.9,162,27,1,12
2011,5103353,93.3,3.5,3.2,315,45,5,22
2011,5103379,71,25.3,3.7,261,30,2,14
2011,5103502,71.1,21.1,7.8,182,21,3,9
2011,5103908,80.3,10.6,9.1,198,36,4,13
2011,5103957,84,16,0,29,8,1,3
2011,5104104,75.8,11.5,12.7,259,31,1,13
2011,5104542,66.2,11.3,22.5,80,15,1,5
2011,5104609,74,13.9,12.1,304,17,1,11
2011,5104807,88.9,7.4,3.7,29,5,1,2
2011,5104906,88.5,5.8,5.7,159,23,3,8
2011,5105002,93.8,0,6.2,65,8,1,3
2011,5105101,72.4,12.1,15.5,126,24,4,11
2011,5105150,85.9,11.9,2.2,410,53,2,21
2011,5105200,66.8,26.8,6.4,265,32,4,14
2011,5105309,60,20,20,7,4,1,1
2011,5105606,84.2,15.2,0.6,169,17,2,9
2011,5105622,85.3,1.1,13.6,108,15,2,7
2011,5105903,75.7,10.4,13.9,154,12,1,8
2011,5106109,77.8,17.5,4.7,422,63,5,26
2011,5106158,71.8,2.2,26,204,20,1,8
2011,5106216,83.6,0,16.4,360,36,2,20
2011,5106224,89.5,7.6,2.9,127,8,1,5
2011,5106232,96.7,0,3.3,37,8,1,3
2011,5106265,69.6,3.6,26.8,151,16,1,7
2011,5106281,67.7,15.2,17.1,106,9,1,7
2011,5106299,90.2,3.8,6,148,10,1,6
2011,5106307,98.6,0,1.4,71,16,3,6
2011,5106422,80.7,5.2,14.1,410,37,2,19
2011,5106505,90.3,8.8,0.9,247,25,2,10
2011,5106778,89.4,2.1,8.5,105,19,2,9
2011,5106802,59.7,30.6,9.7,69,14,2,4
2011,5106828,76.6,4.1,19.3,387,26,3,19
2011,5107008,85.2,3.8,11,193,26,4,11
2011,5107040,68,1.9,30.1,121,17,1,9
2011,5107065,89.3,9.5,1.2,208,27,2,9
2011,5107107,90.6,9.4,0,120,28,3,10
2011,5107263,81.5,3.7,14.8,30,5,1,2
2011,5107297,70,17.5,12.5,44,13,1,4
2011,5107354,69.7,30.3,0,76,14,1,5
2011,5107578,75,25,0,52,8,2,7
2011,5107602,72.9,11.1,16,220,31,2,14
2011,5107776,73.8,3.5,22.7,169,36,3,14
2011,5107800,74.4,10.1,15.5,707,113,9,37
2011,5107925,51.6,16.7,31.7,136,6,1,6
2011,5107941,66.7,25,8.3,201,21,2,10
2011,5107958,71.9,9.7,18.4,459,70,6,32
2011,5108055,96.5,3.5,0,255,27,2,13
2011,5108352,81.2,13.5,5.3,150,13,1,7
2011,5108402,61.4,5.5,33.1,300,17,1,10
2011,5108907,66.2,21.5,12.3,71,13,1,5
2011,5108956,76.6,2.6,20.8,77,6,1,3
2011,5200175,93.3,6.7,0,66,11,1,6
2011,5201108,83.7,16.3,0,56,9,1,3
2011,5203104,95.6,0,4.4,51,6,1,3
2011,5203203,89,1.4,9.6,75,11,1,4
2011,5205109,80.1,11.3,8.6,167,22,2,9
2011,5205406,90.2,9.8,0,479,49,1,15
2011,5205901,92.3,7.7,0,14,8,1,3
2011,5206206,70,8,22,102,5,1,6
2011,5206404,98.4,0,1.6,68,10,1,5
2011,5208004,93.1,3.8,3.1,465,54,5,28
2011,5208301,81.5,13,5.5,54,7,1,3
2011,5208905,71.9,12.5,15.6,35,12,1,4
2011,5210802,91.7,0,8.3,16,7,1,3
2011,5212303,64.2,1.9,33.9,54,9,1,3
2011,5212501,91.2,1.5,7.3,216,20,3,12
2011,5213087,95.2,2.4,2.4,132,10,1,6
2011,5213509,78,7.3,14.7,43,6,1,3
2011,5214051,82,3,15,109,15,1,7
2011,5214861,95.6,1.5,2.9,71,9,1,3
2011,5215306,87.4,4,8.6,177,30,1,18
2011,5215603,69,13.4,17.6,457,29,2,21
2011,5217104,100,0,0,52,9,1,3
2011,5217302,95,4,1,106,13,2,7
2011,5217609,88.7,2.6,8.7,121,9,1,6
2011,5218300,87.9,8.6,3.5,60,7,1,3
2011,5218904,94.3,1.9,3.8,50,14,2,6
2011,5219456,88.9,0,11.1,28,5,1,2
2011,5219803,88.6,4.3,7.1,73,8,1,3
2011,5221809,86.7,11.1,2.2,414,42,1,13
2011,5222302,92.1,7.9,0,94,7,1,3
2011,5300108,76.5,17.3,6.2,1757,155,10,63
2011,3100609,95.1,2.4,2.5,41,8,1,3
2011,3101003,95.7,1.4,2.9,72,11,1,3
2011,3103405,86.1,7.4,6.5,254,42,3,10
2011,3104205,97.6,0,2.4,42,10,1,3
2011,3104502,100,0,0,40,8,1,3
2011,3104908,92.5,0,7.5,41,10,1,3
2011,3105103,90.3,6.9,2.8,155,24,1,6
2011,3106507,95,1,4,99,26,2,9
2011,3107307,71.5,7.6,20.9,281,19,2,9
2011,3108255,96.7,0,3.3,31,8,1,3
2011,3108602,86.4,1.5,12.1,291,26,2,10
2011,3108909,82.3,6.3,11.4,96,8,1,3
2011,3112307,95.1,0,4.9,111,18,2,6
2011,3114204,92.3,0,7.7,26,13,1,2
2011,3116001,78.3,8.3,13.4,61,11,1,3
2011,3116100,93,2.3,4.7,131,20,2,6
2011,3116159,93.8,5.2,1,97,11,1,3
2011,3117836,95.2,1.6,3.2,63,12,1,3
2011,3118601,46.8,50.7,2.5,282,14,1,7
2011,3118809,90.8,1.8,7.4,289,47,4,15
2011,3119302,95.1,0,4.9,42,8,1,3
2011,3120904,88.4,2.9,8.7,68,12,1,3
2011,3121001,80.6,8.3,11.1,144,11,1,5
2011,3121100,96.6,3.4,0,31,11,1,3
2011,3123106,89.9,0,10.1,92,12,1,4
2011,3124104,80.2,13,6.8,364,26,2,10
2011,3124203,86.5,1.5,12,137,11,1,5
2011,3126000,97.3,1.4,1.3,78,9,1,2
2011,3126505,95.6,2.2,2.2,93,11,1,3
2011,3126703,89,4.7,6.3,129,11,1,4
2011,3127206,82.1,0,17.9,47,7,1,3
2011,3127339,94.7,2.6,2.7,76,15,1,3
2011,3127354,93.8,0,6.2,32,12,1,3
2011,3130051,89.9,2.3,7.8,235,32,3,9
2011,3130655,95.8,0,4.2,75,12,1,3
2011,3130903,87.4,3.9,8.7,125,19,1,6
2011,3132107,78.2,4.5,17.3,205,33,2,7
2011,3132503,96.9,0.8,2.3,137,21,1,9
2011,3133006,92,8,0,25,6,1,3
2011,3134004,87.5,5.8,6.7,101,15,1,4
2011,3134202,95.8,0,4.2,25,8,1,3
2011,3135050,83.3,2.9,13.8,574,56,4,20
2011,3135209,86.3,8.8,4.9,916,115,6,38
2011,3135456,100,0,0,36,9,1,2
2011,3136553,100,0,0,76,11,1,3
2011,3137106,93.2,1.9,4.9,111,10,1,6
2011,3137403,80.6,14.3,5.1,98,11,1,4
2011,3138351,81.8,4.5,13.7,48,9,1,3
2011,3138609,93.2,6.8,0,74,12,1,3
2011,3138682,90.6,1.4,8,138,15,1,6
2011,3139003,79.9,16.2,3.9,467,50,1,15
2011,3139300,80.5,10.2,9.3,126,12,1,4
2011,3140001,83.3,6.5,10.2,170,25,2,10
2011,3140852,88.1,3,8.9,76,10,1,3
2011,3141405,98.2,0,1.8,57,12,1,3
2011,3141504,88.6,2.9,8.5,116,15,1,5
2011,3141801,93.5,2.9,3.6,279,30,3,12
2011,3142700,91,2.7,6.3,113,18,2,6
2011,3142809,96,0,4,26,9,1,3
2011,3142908,96.2,0.8,3,270,21,1,10
2011,3143302,81.2,8.7,10.1,347,49,2,19
2011,3143906,100,0,0,42,10,1,3
2011,3144003,94.9,0,5.1,34,10,1,3
2011,3144102,87.7,11.7,0.6,597,55,1,18
2011,3144656,95.7,0,4.3,97,22,2,6
2011,3145059,92.2,2.6,5.2,155,25,2,7
2011,3145307,86.7,8.8,4.5,441,47,3,16
2011,3145356,67.6,0,32.4,102,13,1,4
2011,3146255,88.4,1.7,9.9,123,20,1,6
2011,3146305,85.2,9.3,5.5,109,10,1,4
2011,3147006,90.6,8.9,0.5,219,24,1,7
2011,3148004,85.8,10.1,4.1,372,19,2,11
2011,3148103,98.6,0,1.4,105,10,1,4
2011,3148509,91.3,0.7,8,141,18,1,6
2011,3149309,69.9,30.1,0,210,15,1,7
2011,3149804,95.9,2.7,1.4,82,17,2,6
2011,3150570,93.7,1.6,4.7,65,13,1,3
2011,3150802,90.8,0,9.2,66,13,1,4
2011,3151404,95.6,2.2,2.2,91,9,1,3
2011,3152204,71.7,15.7,12.6,330,22,1,10
2011,3152501,87.4,8.2,4.4,208,15,1,9
2011,3154200,84.9,12.3,2.8,74,14,1,3
2011,3154457,95.7,2.6,1.7,122,17,2,6
2011,3155603,89.6,3.5,6.9,573,35,2,16
2011,3156007,97.6,0,2.4,127,13,1,3
2011,3156502,93.1,0,6.9,226,30,2,10
2011,3156809,95.1,0,4.9,81,13,1,3
2011,3156908,88.8,6.3,4.9,83,18,2,6
2011,3157005,91.1,5.9,3,563,59,2,26
2011,3160306,97.8,0,2.2,53,12,1,3
2011,3161106,89.6,4,6.4,538,56,4,22
2011,3162401,90.3,0.5,9.2,377,34,1,15
2011,3162450,89.8,0.2,10,410,61,7,27
2011,3162708,87.3,5.9,6.8,222,15,2,8
2011,3162807,89.2,7.7,3.1,443,55,1,16
2011,3162948,85,7,8,98,14,1,4
2011,3163508,87.9,12.1,0,70,10,1,3
2011,3163805,75,16.2,8.8,69,10,1,3
2011,3164100,75.8,9.7,14.5,68,9,1,3
2011,3164209,83.1,3.9,13,84,15,1,4
2011,3164506,95.2,0,4.8,62,14,1,3
2011,3165206,97.6,2.4,0,40,12,1,3
2011,3165552,79.8,15.5,4.7,86,9,1,3
2011,3165701,95.7,0,4.3,23,9,1,2
2011,3167202,87.5,0,12.5,15,14,1,3
2011,3168606,82.4,6.6,11,259,44,3,12
2011,3169604,94.3,5.7,0,35,15,1,3
2011,3170206,92.9,6.1,1,313,44,1,6
2011,3170404,93.5,2.5,4,208,14,1,6
2011,3170909,82.7,5.7,11.6,383,33,3,14
2011,3171600,99.1,0,0.9,106,25,2,6
2011,3171709,86.7,3.3,10,59,10,1,3
2011,3171808,90.7,3.5,5.8,89,11,1,3
2011,3200136,96.8,3.2,0,68,17,1,3
2011,3200904,92.6,5,2.4,129,10,1,4
2011,3201001,98.9,1.1,0,104,16,1,5
2011,3201159,86.1,8.3,5.6,229,33,3,13
2011,3201209,77,9.1,13.9,564,51,3,18
2011,3201506,76,23,1,462,40,1,12
2011,3202256,97.7,0,2.3,90,10,1,3
2011,3202405,93.1,6.2,0.7,164,16,1,5
2011,3202652,84.4,0,15.6,45,12,1,3
2011,3202702,97.4,0,2.6,37,10,1,3
2011,3202900,95.7,0,4.3,90,11,1,4
2011,3203205,95.6,2.2,2.2,95,10,1,4
2011,3203320,84,16,0,438,25,1,13
2011,3203403,87.5,3.5,9,312,26,2,13
2011,3203908,73.1,20.4,6.5,99,12,1,4
2011,3204054,86.3,3.9,9.8,51,9,1,3
2011,3204401,77.5,5,17.5,44,11,1,3
2011,3204500,86.4,1.9,11.7,104,10,1,3
2011,3204559,74.9,13.1,12,292,37,3,12
2011,3204609,86.6,13,0.4,315,39,1,9
2011,3204906,75.3,10.2,14.5,239,23,1,11
2011,3204955,85.6,14.4,0,113,11,1,4
2011,3205150,80.3,18.2,1.5,70,21,1,3
2011,3300100,89.7,8.8,1.5,67,7,1,6
2011,3300209,82.3,11.5,6.2,100,20,2,5
2011,3300605,83.1,7.3,9.6,129,31,3,8
2011,3300704,85.2,9,5.8,226,38,1,6
2011,3300803,86.3,11.3,2.4,88,13,1,3
2011,3300902,95,0,5,20,8,1,3
2011,3301009,77.4,12.9,9.7,2316,260,16,91
2011,3301306,74.4,10.9,14.7,160,15,1,6
2011,3301405,92.9,0,7.1,18,8,1,3
2011,3301603,95,5,0,61,10,1,3
2011,3301702,76,7,17,204,15,1,6
2011,3301850,68.3,16.9,14.8,267,20,1,9
2011,3301900,76.9,10.2,12.9,639,71,5,23
2011,3302007,66,7.7,26.3,513,61,2,19
2011,3302056,94.9,2.6,2.5,38,15,1,4
2011,3302403,79.1,14,6.9,44,11,1,3
2011,3302502,71.9,12.2,15.9,450,43,3,17
2011,3302908,62.4,37.6,0,102,10,1,5
2011,3303401,82.4,12.8,4.8,442,64,4,21
2011,3304144,52.2,4.3,43.5,24,9,1,3
2011,3304201,78.3,11.4,10.3,167,23,1,6
2011,3304524,56.6,15.7,27.7,87,12,1,6
2011,3304557,50.7,7.9,41.4,303,25,1,9
2011,3304706,100,0,0,137,21,2,7
2011,3304755,77.3,12,10.7,232,26,2,9
2011,3305000,88.1,6.9,5,268,39,2,11
2011,3305505,47.1,41.2,11.7,17,9,1,1
