Município,Ano,UF,Código IBGE,Valor Consolidado
Itacaré,2016,BA,2914901,16556199.24
Itacaré,2017,BA,2914901,15796371.27
Itacaré,2018,BA,2914901,19320241.07
Itacaré,2019,BA,2914901,21599130.05
Itacaré,2020,BA,2914901,21545893.86
Itacaré,2021,BA,2914901,27913151.83
Itacaré,2022,BA,2914901,35261329.5
Itacaré,2023,BA,2914901,24170716.94
Itacoatiara,2007,AM,1301902,17520920.8
Itacoatiara,2008,AM,1301902,24801859.12
Itacoatiara,2009,AM,1301902,24662647.71
Itacoatiara,2010,AM,1301902,31946311.429999996
Itacoatiara,2011,AM,1301902,34953397.79
Itacoatiara,2012,AM,1301902,43138239.53
Itacoatiara,2013,AM,1301902,47653708.05
Itacoatiara,2014,AM,1301902,50809147.7
Itacoatiara,2015,AM,1301902,52728873.17
Itacoatiara,2016,AM,1301902,55458983.6
Itacoatiara,2017,AM,1301902,71646973.33
Itacoatiara,2018,AM,1301902,70726146.12
Itacoatiara,2019,AM,1301902,72952392.63
Itacoatiara,2020,AM,1301902,75087763.31
Itacoatiara,2021,AM,1301902,92609543.36999999
Itacoatiara,2022,AM,1301902,107776730.16
Itacoatiara,2023,AM,1301902,66752345.04
Itacuruba,2007,PE,2607406,1601922.6300000001
Itacuruba,2008,PE,2607406,1791316.54
Itacuruba,2009,PE,2607406,2031292.76
Itacuruba,2010,PE,2607406,2357697.57
Itacuruba,2011,PE,2607406,3187621.86
Itacuruba,2012,PE,2607406,3433107.45
Itacuruba,2013,PE,2607406,3597894.0999999996
Itacuruba,2014,PE,2607406,4075302.8400000003
Itacuruba,2015,PE,2607406,4125746.81
Itacuruba,2016,PE,2607406,4345438.09
Itacuruba,2017,PE,2607406,4016178.9299999997
Itacuruba,2018,PE,2607406,4580736.5
Itacuruba,2019,PE,2607406,5006654.46
Itacuruba,2020,PE,2607406,4526032.82
Itacuruba,2021,PE,2607406,4983540.32
Itacuruba,2022,PE,2607406,5547106.890000001
Itacuruba,2023,PE,2607406,3767987.0
Itacurubi,2007,RS,4310553,686277.6699999999
Itacurubi,2008,RS,4310553,961419.17
Itacurubi,2009,RS,4310553,1040303.28
Itacurubi,2010,RS,4310553,1124983.3800000001
Itacurubi,2011,RS,4310553,1222732.1600000001
Itacurubi,2012,RS,4310553,1225275.3
Itacurubi,2013,RS,4310553,1409274.32
Itacurubi,2014,RS,4310553,1446559.25
Itacurubi,2015,RS,4310553,1500127.53
Itacurubi,2016,RS,4310553,1501735.08
Itacurubi,2017,RS,4310553,1474091.24
Itacurubi,2018,RS,4310553,1532258.4
Itacurubi,2019,RS,4310553,1763231.29
Itacurubi,2020,RS,4310553,1997639.35
Itacurubi,2021,RS,4310553,2719468.0700000003
Itacurubi,2022,RS,4310553,2865661.06
Itacurubi,2023,RS,4310553,1955817.69
Itaeté,2007,BA,2915007,3808296.44
Itaeté,2008,BA,2915007,4801804.49
Itaeté,2009,BA,2915007,4875027.92
Itaeté,2010,BA,2915007,5804252.2
Itaeté,2011,BA,2915007,7286462.62
Itaeté,2012,BA,2915007,8479901.53
Itaeté,2013,BA,2915007,8681335.57
Itaeté,2014,BA,2915007,9094473.25
Itaeté,2015,BA,2915007,10695366.59
Itaeté,2016,BA,2915007,11871499.17
Itaeté,2017,BA,2915007,10619722.82
Itaeté,2018,BA,2915007,10588165.62
Itaeté,2019,BA,2915007,11358647.75
Itaeté,2020,BA,2915007,11223706.93
Itaeté,2021,BA,2915007,14168421.040000001
Itaeté,2022,BA,2915007,16267577.8
Itaeté,2023,BA,2915007,12446873.38
Itagi,2007,BA,2915106,2756931.64
Itagi,2008,BA,2915106,3497063.1100000003
Itagi,2009,BA,2915106,3634851.27
Itagi,2010,BA,2915106,3976134.72
Itagi,2011,BA,2915106,4949411.2700000005
Itagi,2012,BA,2915106,5593150.3
Itagi,2013,BA,2915106,5634239.25
Itagi,2014,BA,2915106,6000601.449999999
Itagi,2015,BA,2915106,6669980.74
Itagi,2016,BA,2915106,7716376.100000001
Itagi,2017,BA,2915106,8255662.23
Itagi,2018,BA,2915106,8604298.08
Itagi,2019,BA,2915106,10471365.19
Itagi,2020,BA,2915106,11116360.61
Itagi,2021,BA,2915106,15445554.370000001
Itagi,2022,BA,2915106,22920549.04
Itagi,2023,BA,2915106,11287762.32
Itagibá,2007,BA,2915205,4243831.67
Itagibá,2008,BA,2915205,4797670.51
Itagibá,2009,BA,2915205,5187027.739999999
Itagibá,2010,BA,2915205,5767861.25
Itagibá,2011,BA,2915205,7152759.22
Itagibá,2012,BA,2915205,8205823.63
Itagibá,2013,BA,2915205,8043262.79
Itagibá,2014,BA,2915205,8803412.69
Itagibá,2015,BA,2915205,10437109.17
Itagibá,2016,BA,2915205,11595485.54
Itagibá,2017,BA,2915205,11135149.08
Itagibá,2018,BA,2915205,12026173.64
Itagibá,2019,BA,2915205,12152737.469999999
Itagibá,2020,BA,2915205,12777684.66
Itagibá,2021,BA,2915205,17080758.48
Itagibá,2022,BA,2915205,19363692.47
Itagibá,2023,BA,2915205,11509884.45
Itagimirim,2007,BA,2915304,2318090.9
Itagimirim,2008,BA,2915304,3055225.54
Itagimirim,2009,BA,2915304,2637474.1999999997
Itagimirim,2010,BA,2915304,2951651.14
Itagimirim,2011,BA,2915304,3879402.37
Itagimirim,2012,BA,2915304,4369887.55
Itagimirim,2013,BA,2915304,4433066.97
Itagimirim,2014,BA,2915304,4752095.66
Itagimirim,2015,BA,2915304,5047065.97
Itagimirim,2016,BA,2915304,6368507.54
Itagimirim,2017,BA,2915304,6199555.61
Itagimirim,2018,BA,2915304,6217906.16
Itagimirim,2019,BA,2915304,6817206.95
Itagimirim,2020,BA,2915304,6438526.11
Itagimirim,2021,BA,2915304,7298452.390000001
Itagimirim,2022,BA,2915304,11444701.81
Itagimirim,2023,BA,2915304,7416586.680000001
Itaguajé,2007,PR,4110904,576345.51
Itaguajé,2008,PR,4110904,716505.54
Itaguajé,2009,PR,4110904,780882.86
Itaguajé,2010,PR,4110904,869863.42
Itaguajé,2011,PR,4110904,888883.66
Itaguajé,2012,PR,4110904,909025.83
Itaguajé,2013,PR,4110904,1397452.54
Itaguajé,2014,PR,4110904,1637254.3
Itaguajé,2015,PR,4110904,1997262.77
Itaguajé,2016,PR,4110904,2229391.36
Itaguajé,2017,PR,4110904,2165772.39
Itaguajé,2018,PR,4110904,2339375.38
Itaguajé,2019,PR,4110904,2426808.17
Itaguajé,2020,PR,4110904,2355043.5
Itaguajé,2021,PR,4110904,2927596.88
Itaguajé,2022,PR,4110904,3150101.45
Itaguajé,2023,PR,4110904,2232473.89
Itaguara,2007,MG,3132206,1023186.72
Itaguara,2008,MG,3132206,1380586.83
Itaguara,2009,MG,3132206,1359532.76
Itaguara,2010,MG,3132206,1673450.03
Itaguara,2011,MG,3132206,1856179.6
Itaguara,2012,MG,3132206,2165778.44
Itaguara,2013,MG,3132206,2468777.8499999996
Itaguara,2014,MG,3132206,2580806.0
Itaguara,2015,MG,3132206,2753235.97
Itaguara,2016,MG,3132206,3083927.59
Itaguara,2017,MG,3132206,3175827.0399999996
Itaguara,2018,MG,3132206,2344425.5
Itaguara,2019,MG,3132206,3906584.23
Itaguara,2020,MG,3132206,4351275.47
Itaguara,2021,MG,3132206,5737640.96
Itaguara,2022,MG,3132206,5835978.0600000005
Itaguara,2023,MG,3132206,4292830.04
Itaguari,2007,GO,5210562,495330.51
Itaguari,2008,GO,5210562,706084.39
Itaguari,2009,GO,5210562,802486.78
Itaguari,2010,GO,5210562,970703.6599999999
Itaguari,2011,GO,5210562,1177314.71
Itaguari,2012,GO,5210562,1377189.6600000001
Itaguari,2013,GO,5210562,1514179.78
Itaguari,2014,GO,5210562,1688517.7100000002
Itaguari,2015,GO,5210562,1843496.1
Itaguari,2016,GO,5210562,2035448.91
Itaguari,2017,GO,5210562,2090221.86
Itaguari,2018,GO,5210562,2075035.67
Itaguari,2019,GO,5210562,2273768.4699999997
Itaguari,2020,GO,5210562,2528980.45
Itaguari,2021,GO,5210562,3116773.39
Itaguari,2022,GO,5210562,3550148.7999999993
Itaguari,2023,GO,5210562,1958534.3299999998
Itaguaru,2007,GO,5210604,558386.12
Itaguaru,2008,GO,5210604,817999.52
Itaguaru,2009,GO,5210604,825860.26
Itaguaru,2010,GO,5210604,926337.62
Itaguaru,2011,GO,5210604,969553.9699999999
Itaguaru,2012,GO,5210604,1242755.77
Itaguaru,2013,GO,5210604,1297827.6
Itaguaru,2014,GO,5210604,1360207.1400000001
Itaguaru,2015,GO,5210604,1378305.66
Itaguaru,2016,GO,5210604,1365421.1500000001
Itaguaru,2017,GO,5210604,1351885.68
Itaguaru,2018,GO,5210604,1263142.1
Itaguaru,2019,GO,5210604,1318657.37
Itaguaru,2020,GO,5210604,1679873.08
Itaguaru,2021,GO,5210604,2130560.78
Itaguaru,2022,GO,5210604,2383896.88
Itaguaru,2023,GO,5210604,1466494.49
Itaguatins,2007,TO,1710706,2433895.1300000004
Itaguatins,2008,TO,1710706,2491385.77
Itaguatins,2009,TO,1710706,2270003.37
Itaguatins,2010,TO,1710706,2531576.98
Itaguatins,2011,TO,1710706,3757098.33
Itaguatins,2012,TO,1710706,3426042.2800000003
Itaguatins,2013,TO,1710706,3439151.2600000002
Itaguatins,2014,TO,1710706,3618128.7399999998
Itaguatins,2015,TO,1710706,4347221.89
Itaguatins,2016,TO,1710706,4943966.43
Itaguatins,2017,TO,1710706,4610700.1
Itaguatins,2018,TO,1710706,5089048.41
Itaguatins,2019,TO,1710706,5076354.61
Itaguatins,2020,TO,1710706,5053826.069999999
Itaguatins,2021,TO,1710706,6145186.35
Itaguatins,2022,TO,1710706,9635497.58
Itaguatins,2023,TO,1710706,6012084.5
Itaguaçu,2007,ES,3202702,2397354.02
Itaguaçu,2008,ES,3202702,3150813.1999999997
Itaguaçu,2009,ES,3202702,3140912.1399999997
Itaguaçu,2010,ES,3202702,3505801.72
Itaguaçu,2011,ES,3202702,4043235.57
Itaguaçu,2012,ES,3202702,4375472.649999999
Itaguaçu,2013,ES,3202702,4677647.98
Itaguaçu,2014,ES,3202702,4733243.38
Itaguaçu,2015,ES,3202702,4825854.46
Itaguaçu,2016,ES,3202702,4709735.470000001
Itaguaçu,2017,ES,3202702,4813574.9399999995
Itaguaçu,2018,ES,3202702,5353603.5
Itaguaçu,2019,ES,3202702,6117676.68
Itaguaçu,2020,ES,3202702,6415227.59
Itaguaçu,2021,ES,3202702,7830052.96
Itaguaçu,2022,ES,3202702,8585130.18
Itaguaçu,2023,ES,3202702,5335252.66
Itaguaçu da Bahia,2007,BA,2915353,3207511.44
Itaguaçu da Bahia,2008,BA,2915353,3963737.4099999997
Itaguaçu da Bahia,2009,BA,2915353,4207328.14
Itaguaçu da Bahia,2010,BA,2915353,5160120.62
Itaguaçu da Bahia,2011,BA,2915353,6536664.19
Itaguaçu da Bahia,2012,BA,2915353,7826055.46
Itaguaçu da Bahia,2013,BA,2915353,8197720.09
Itaguaçu da Bahia,2014,BA,2915353,8381160.319999999
Itaguaçu da Bahia,2015,BA,2915353,9469924.16
Itaguaçu da Bahia,2016,BA,2915353,9960044.36
Itaguaçu da Bahia,2017,BA,2915353,9957354.17
Itaguaçu da Bahia,2018,BA,2915353,9970390.94
Itaguaçu da Bahia,2019,BA,2915353,10426051.24
Itaguaçu da Bahia,2020,BA,2915353,11254026.16
Itaguaçu da Bahia,2021,BA,2915353,13325523.09
Itaguaçu da Bahia,2022,BA,2915353,14834835.45
Itaguaçu da Bahia,2023,BA,2915353,9523138.709999999
Itaguaí,2007,RJ,3302007,21080466.74
Itaguaí,2008,RJ,3302007,27456546.74
Itaguaí,2009,RJ,3302007,30955646.279999997
Itaguaí,2010,RJ,3302007,38191999.720000006
Itaguaí,2011,RJ,3302007,43805148.51
Itaguaí,2012,RJ,3302007,49825677.93
Itaguaí,2013,RJ,3302007,60024878.59
Itaguaí,2014,RJ,3302007,65315659.62
Itaguaí,2015,RJ,3302007,69822401.73
Itaguaí,2016,RJ,3302007,69655890.11
Itaguaí,2017,RJ,3302007,73936744.3
Itaguaí,2018,RJ,3302007,81846379.91
Itaguaí,2019,RJ,3302007,76537973.50000001
Itaguaí,2020,RJ,3302007,79029343.76
Itaguaí,2021,RJ,3302007,105275780.48
Itaguaí,2022,RJ,3302007,105368317.02999999
Itaguaí,2023,RJ,3302007,68188006.82
Itainópolis,2007,PI,2205003,2682247.42
Itainópolis,2008,PI,2205003,3268628.32
Itainópolis,2009,PI,2205003,3812765.86
Itainópolis,2010,PI,2205003,4433818.61
Itainópolis,2011,PI,2205003,5852956.37
Itainópolis,2012,PI,2205003,5849373.29
Itainópolis,2013,PI,2205003,6540983.66
Itainópolis,2014,PI,2205003,6103611.71
Itainópolis,2015,PI,2205003,6113752.99
Itainópolis,2016,PI,2205003,8940475.61
Itainópolis,2017,PI,2205003,7387748.76
Itainópolis,2018,PI,2205003,9237932.059999999
Itainópolis,2019,PI,2205003,8823917.53
Itainópolis,2020,PI,2205003,6729254.56
Itainópolis,2021,PI,2205003,7443992.87
Itainópolis,2022,PI,2205003,11271752.709999999
Itainópolis,2023,PI,2205003,8960924.0
Itaipava do Grajaú,2007,MA,2105351,4262670.65
Itaipava do Grajaú,2008,MA,2105351,4875739.25
Itaipava do Grajaú,2009,MA,2105351,5560957.95
Itaipava do Grajaú,2010,MA,2105351,5790884.94
Itaipava do Grajaú,2011,MA,2105351,9172603.41
Itaipava do Grajaú,2012,MA,2105351,9678061.84
Itaipava do Grajaú,2013,MA,2105351,9276366.67
Itaipava do Grajaú,2014,MA,2105351,11161572.82
Itaipava do Grajaú,2015,MA,2105351,11735217.73
Itaipava do Grajaú,2016,MA,2105351,12115926.56
Itaipava do Grajaú,2017,MA,2105351,10954030.5
Itaipava do Grajaú,2018,MA,2105351,12253233.33
Itaipava do Grajaú,2019,MA,2105351,13543685.040000001
Itaipava do Grajaú,2020,MA,2105351,12979862.52
Itaipava do Grajaú,2021,MA,2105351,16682255.05
Itaipava do Grajaú,2022,MA,2105351,24007717.55
Itaipava do Grajaú,2023,MA,2105351,14513420.84
Itaipulândia,2007,PR,4110953,1230918.91
Itaipulândia,2008,PR,4110953,1967799.93
Itaipulândia,2009,PR,4110953,2024323.38
Itaipulândia,2010,PR,4110953,2214614.14
Itaipulândia,2011,PR,4110953,2639418.88
Itaipulândia,2012,PR,4110953,2983385.12
Itaipulândia,2013,PR,4110953,3714621.16
Itaipulândia,2014,PR,4110953,4151890.94
Itaipulândia,2015,PR,4110953,4728627.21
Itaipulândia,2016,PR,4110953,4903144.260000001
Itaipulândia,2017,PR,4110953,5399070.59
Itaipulândia,2018,PR,4110953,5905854.61
Itaipulândia,2019,PR,4110953,6429805.48
Itaipulândia,2020,PR,4110953,6659214.06
Itaipulândia,2021,PR,4110953,8447067.69
Itaipulândia,2022,PR,4110953,11021133.05
Itaipulândia,2023,PR,4110953,7094722.720000001
Itaipé,2007,MG,3132305,1757028.21
Itaipé,2008,MG,3132305,2080659.88
Itaipé,2009,MG,3132305,2525487.55
Itaipé,2010,MG,3132305,3283760.75
Itaipé,2011,MG,3132305,3878401.4000000004
Itaipé,2012,MG,3132305,4275580.59
Itaipé,2013,MG,3132305,4744405.61
Itaipé,2014,MG,3132305,5128499.2700000005
Itaipé,2015,MG,3132305,5124523.54
Itaipé,2016,MG,3132305,5571911.2
Itaipé,2017,MG,3132305,5221733.77
Itaipé,2018,MG,3132305,4112252.18
Itaipé,2019,MG,3132305,6398873.2700000005
Itaipé,2020,MG,3132305,7416232.59
Itaipé,2021,MG,3132305,9365808.48
Itaipé,2022,MG,3132305,9786310.69
Itaipé,2023,MG,3132305,5166327.84
Itaitinga,2007,CE,2306256,6802018.43
Itaitinga,2008,CE,2306256,8867009.58
Itaitinga,2009,CE,2306256,9872004.42
Itaitinga,2010,CE,2306256,12021465.03
Itaitinga,2011,CE,2306256,15893514.57
Itaitinga,2012,CE,2306256,16603667.870000001
Itaitinga,2013,CE,2306256,19608095.31
Itaitinga,2014,CE,2306256,21641665.43
Itaitinga,2015,CE,2306256,23879376.419999998
Itaitinga,2016,CE,2306256,26724011.2
Itaitinga,2017,CE,2306256,25749085.48
Itaitinga,2018,CE,2306256,29152139.150000002
Itaitinga,2019,CE,2306256,33093770.43
Itaitinga,2020,CE,2306256,33314455.41
Itaitinga,2021,CE,2306256,47976320.0
Itaitinga,2022,CE,2306256,65796185.18
Itaitinga,2023,CE,2306256,50382185.0
Itaituba,2007,PA,1503606,23997640.39
Itaituba,2008,PA,1503606,31089177.68
Itaituba,2009,PA,1503606,35517955.85
Itaituba,2010,PA,1503606,41113438.98
Itaituba,2011,PA,1503606,55599568.85
Itaituba,2012,PA,1503606,66251517.470000006
Itaituba,2013,PA,1503606,62405005.88
Itaituba,2014,PA,1503606,69042539.55
Itaituba,2015,PA,1503606,77465637.24
Itaituba,2016,PA,1503606,78157618.4
Itaituba,2017,PA,1503606,84267072.14
Itaituba,2018,PA,1503606,88548054.35
Itaituba,2019,PA,1503606,102548578.96
Itaituba,2020,PA,1503606,104706083.02000001
Itaituba,2021,PA,1503606,135229387.48000002
Itaituba,2022,PA,1503606,175546389.12
Itaituba,2023,PA,1503606,117596495.68
Itaiçaba,2007,CE,2306207,1144754.33
Itaiçaba,2008,CE,2306207,1705156.11
Itaiçaba,2009,CE,2306207,1921504.35
Itaiçaba,2010,CE,2306207,2195240.58
Itaiçaba,2011,CE,2306207,2902628.18
Itaiçaba,2012,CE,2306207,2879107.04
Itaiçaba,2013,CE,2306207,3070530.8699999996
Itaiçaba,2014,CE,2306207,3212721.85
Itaiçaba,2015,CE,2306207,3606608.7199999997
Itaiçaba,2016,CE,2306207,4310635.04
Itaiçaba,2017,CE,2306207,3907472.48
Itaiçaba,2018,CE,2306207,4195346.25
Itaiçaba,2019,CE,2306207,5789051.6899999995
Itaiçaba,2020,CE,2306207,5705241.3
Itaiçaba,2021,CE,2306207,7819896.760000001
Itaiçaba,2022,CE,2306207,9095034.209999999
Itaiçaba,2023,CE,2306207,5387760.82
Itaiópolis,2007,SC,4208104,2602447.74
Itaiópolis,2008,SC,4208104,3072413.53
Itaiópolis,2009,SC,4208104,3680803.3000000003
Itaiópolis,2010,SC,4208104,4575070.16
Itaiópolis,2011,SC,4208104,5266917.0
Itaiópolis,2012,SC,4208104,5851297.2
Itaiópolis,2013,SC,4208104,6798340.34
Itaiópolis,2014,SC,4208104,7520783.77
Itaiópolis,2015,SC,4208104,7571126.59
Itaiópolis,2016,SC,4208104,8929663.26
Itaiópolis,2017,SC,4208104,10142415.729999999
Itaiópolis,2018,SC,4208104,11368268.84
Itaiópolis,2019,SC,4208104,12439154.930000002
Itaiópolis,2020,SC,4208104,11548044.58
Itaiópolis,2021,SC,4208104,14016193.730000002
Itaiópolis,2022,SC,4208104,15837861.7
Itaiópolis,2023,SC,4208104,10088994.43
Itajaí,2007,SC,4208203,30628877.2
Itajaí,2008,SC,4208203,40555985.02
Itajaí,2009,SC,4208203,48623971.74
Itajaí,2010,SC,4208203,57770839.330000006
Itajaí,2011,SC,4208203,68986603.99
Itajaí,2012,SC,4208203,75022919.24000001
Itajaí,2013,SC,4208203,86058342.31
Itajaí,2014,SC,4208203,95703264.55
Itajaí,2015,SC,4208203,100850897.63000001
Itajaí,2016,SC,4208203,114038859.4
Itajaí,2017,SC,4208203,125987313.2
Itajaí,2018,SC,4208203,139447680.23
Itajaí,2019,SC,4208203,154509535.63
Itajaí,2020,SC,4208203,159871473.64000002
Itajaí,2021,SC,4208203,196271079.42
Itajaí,2022,SC,4208203,240724490.99
Itajaí,2023,SC,4208203,152273741.15
Itajobi,2007,SP,3521903,374306.81
Itajobi,2008,SP,3521903,2203113.02
Itajobi,2009,SP,3521903,2963818.2199999997
Itajobi,2010,SP,3521903,3761223.28
Itajobi,2011,SP,3521903,5783543.72
Itajobi,2012,SP,3521903,6359524.17
Itajobi,2013,SP,3521903,7061027.5
Itajobi,2014,SP,3521903,7389142.86
Itajobi,2015,SP,3521903,7807471.49
Itajobi,2016,SP,3521903,8781718.729999999
Itajobi,2017,SP,3521903,9020230.88
Itajobi,2018,SP,3521903,9795306.27
Itajobi,2019,SP,3521903,10649803.9
Itajobi,2020,SP,3521903,10719186.160000002
Itajobi,2021,SP,3521903,13189772.68
Itajobi,2022,SP,3521903,14021243.13
Itajobi,2023,SP,3521903,9532519.75
Itaju,2007,SP,3522000,483170.3599999999
Itaju,2008,SP,3522000,674736.2
Itaju,2009,SP,3522000,734823.9099999999
Itaju,2010,SP,3522000,913186.14
Itaju,2011,SP,3522000,1049851.42
Itaju,2012,SP,3522000,1136931.84
Itaju,2013,SP,3522000,1249826.73
Itaju,2014,SP,3522000,1389585.83
Itaju,2015,SP,3522000,1429559.0999999999
Itaju,2016,SP,3522000,1474945.7999999998
Itaju,2017,SP,3522000,1652503.95
Itaju,2018,SP,3522000,1764910.5799999998
Itaju,2019,SP,3522000,1789906.72
Itaju,2020,SP,3522000,1996879.26
Itaju,2021,SP,3522000,2509929.94
Itaju,2022,SP,3522000,2832769.0500000003
Itaju,2023,SP,3522000,1664404.21
Itaju do Colônia,2007,BA,2915403,1788280.5799999998
Itaju do Colônia,2008,BA,2915403,2472441.25
Itaju do Colônia,2009,BA,2915403,2660242.67
Itaju do Colônia,2010,BA,2915403,3193180.6900000004
Itaju do Colônia,2011,BA,2915403,3824199.7
Itaju do Colônia,2012,BA,2915403,4368347.92
Itaju do Colônia,2013,BA,2915403,4721440.07
Itaju do Colônia,2014,BA,2915403,4840225.22
Itaju do Colônia,2015,BA,2915403,5470621.01
Itaju do Colônia,2016,BA,2915403,5550755.83
Itaju do Colônia,2017,BA,2915403,5364937.1
Itaju do Colônia,2018,BA,2915403,5833248.97
Itaju do Colônia,2019,BA,2915403,6174862.31
Itaju do Colônia,2020,BA,2915403,5833242.35
Itaju do Colônia,2021,BA,2915403,7224006.649999999
Itaju do Colônia,2022,BA,2915403,9257150.83
Itaju do Colônia,2023,BA,2915403,5424854.57
Itajubá,2007,MG,3132404,8045505.48
Itajubá,2008,MG,3132404,10955703.08
Itajubá,2009,MG,3132404,11132734.58
Itajubá,2010,MG,3132404,12973871.76
Itajubá,2011,MG,3132404,14596847.9
Itajubá,2012,MG,3132404,15774690.55
Itajubá,2013,MG,3132404,17601526.91
Itajubá,2014,MG,3132404,18716259.41
Itajubá,2015,MG,3132404,19291269.36
Itajubá,2016,MG,3132404,21710130.03
Itajubá,2017,MG,3132404,22140531.869999997
Itajubá,2018,MG,3132404,17565702.5
Itajubá,2019,MG,3132404,28543432.880000003
Itajubá,2020,MG,3132404,32280500.7
Itajubá,2021,MG,3132404,42829722.07
Itajubá,2022,MG,3132404,49291401.47
Itajubá,2023,MG,3132404,30589706.91
Itajuípe,2007,BA,2915502,4716659.08
Itajuípe,2008,BA,2915502,5137695.3
Itajuípe,2009,BA,2915502,6260119.2700000005
Itajuípe,2010,BA,2915502,6614817.28
Itajuípe,2011,BA,2915502,8220973.42
Itajuípe,2012,BA,2915502,9141782.11
Itajuípe,2013,BA,2915502,8974047.39
Itajuípe,2014,BA,2915502,10602173.55
Itajuípe,2015,BA,2915502,11358121.31
Itajuípe,2016,BA,2915502,13550905.32
Itajuípe,2017,BA,2915502,11298756.360000001
Itajuípe,2018,BA,2915502,13013303.76
Itajuípe,2019,BA,2915502,14166507.91
Itajuípe,2020,BA,2915502,14305593.84
Itajuípe,2021,BA,2915502,17577855.41
Itajuípe,2022,BA,2915502,22479336.55
Itajuípe,2023,BA,2915502,13455859.32
Itajá,2007,GO,5210802,977904.0
Itajá,2007,RN,2404853,1490512.84
Itajá,2008,GO,5210802,1371798.45
Itajá,2008,RN,2404853,1887197.07
Itajá,2009,GO,5210802,1413550.1099999999
Itajá,2009,RN,2404853,1809191.6800000002
Itajá,2010,GO,5210802,1619285.57
Itajá,2010,RN,2404853,2137710.2199999997
Itajá,2011,GO,5210802,1667016.31
Itajá,2011,RN,2404853,2534801.9
Itajá,2012,GO,5210802,1621219.61
Itajá,2012,RN,2404853,2706878.84
Itajá,2013,GO,5210802,1848076.4200000002
Itajá,2013,RN,2404853,2761149.63
Itajá,2014,GO,5210802,1944354.69
Itajá,2014,RN,2404853,2766168.2
Itajá,2015,GO,5210802,1916977.22
Itajá,2015,RN,2404853,3900627.48
Itajá,2016,GO,5210802,1976056.59
Itajá,2016,RN,2404853,4384371.71
Itajá,2017,GO,5210802,2150838.08
Itajá,2017,RN,2404853,4572196.04
Itajá,2018,GO,5210802,2146167.0
Itajá,2018,RN,2404853,4959710.84
Itajá,2019,GO,5210802,2197144.79
Itajá,2019,RN,2404853,5539783.07
Itajá,2020,GO,5210802,2581365.44
Itajá,2020,RN,2404853,5152873.81
Itajá,2021,GO,5210802,3018385.9
Itajá,2021,RN,2404853,6698200.59
Itajá,2022,GO,5210802,3304706.44
Itajá,2022,RN,2404853,9091372.98
Itajá,2023,GO,5210802,1901974.3
Itajá,2023,RN,2404853,5717197.25
Italva,2007,RJ,3302056,1502825.67
Italva,2008,RJ,3302056,2012476.31
Italva,2009,RJ,3302056,2356881.0700000003
Italva,2010,RJ,3302056,2786925.42
Italva,2011,RJ,3302056,3058492.51
Italva,2012,RJ,3302056,3493615.67
Italva,2013,RJ,3302056,4084549.1300000004
Italva,2014,RJ,3302056,4301517.08
Italva,2015,RJ,3302056,4872695.140000001
Italva,2016,RJ,3302056,4877913.58
Italva,2017,RJ,3302056,4621109.9799999995
Italva,2018,RJ,3302056,5697971.62
Italva,2019,RJ,3302056,5711280.2299999995
Italva,2020,RJ,3302056,5809932.5200000005
Italva,2021,RJ,3302056,7945867.83
Italva,2022,RJ,3302056,9024554.09
Italva,2023,RJ,3302056,5574733.18
Itamaraju,2007,BA,2915601,12180868.32
Itamaraju,2008,BA,2915601,14499196.05
Itamaraju,2009,BA,2915601,15062986.18
Itamaraju,2010,BA,2915601,17384856.93
Itamaraju,2011,BA,2915601,21675146.51
Itamaraju,2012,BA,2915601,26121382.23
Itamaraju,2013,BA,2915601,26756672.82
Itamaraju,2014,BA,2915601,32303323.17
Itamaraju,2015,BA,2915601,38396129.28
Itamaraju,2016,BA,2915601,41071246.02
Itamaraju,2017,BA,2915601,37732497.39
Itamaraju,2018,BA,2915601,41763956.699999996
Itamaraju,2019,BA,2915601,42047506.29
Itamaraju,2020,BA,2915601,43198750.77
Itamaraju,2021,BA,2915601,59129997.45
Itamaraju,2022,BA,2915601,69826899.06
Itamaraju,2023,BA,2915601,43334389.42
Itamarandiba,2007,MG,3132503,2979469.57
Itamarandiba,2008,MG,3132503,4080872.19
Itamarandiba,2009,MG,3132503,4519526.54
Itamarandiba,2010,MG,3132503,5855273.159999999
Itamarandiba,2011,MG,3132503,6710692.100000001
Itamarandiba,2012,MG,3132503,6894493.1
Itamarandiba,2013,MG,3132503,8119921.470000001
Itamarandiba,2014,MG,3132503,8731690.15
Itamarandiba,2015,MG,3132503,9358423.229999999
Itamarandiba,2016,MG,3132503,10342239.92
Itamarandiba,2017,MG,3132503,10843103.61
Itamarandiba,2018,MG,3132503,8115989.89
Itamarandiba,2019,MG,3132503,12619647.39
Itamarandiba,2020,MG,3132503,15233374.180000002
Itamarandiba,2021,MG,3132503,21188829.05
Itamarandiba,2022,MG,3132503,24910798.59
Itamarandiba,2023,MG,3132503,15296857.760000002
Itamarati,2007,AM,1301951,1464791.22
Itamarati,2008,AM,1301951,2297666.92
Itamarati,2009,AM,1301951,2513687.7899999996
Itamarati,2010,AM,1301951,3991619.2399999998
Itamarati,2011,AM,1301951,4246449.03
Itamarati,2012,AM,1301951,5536538.87
Itamarati,2013,AM,1301951,6518152.2700000005
Itamarati,2014,AM,1301951,7564988.71
Itamarati,2015,AM,1301951,7689677.529999999
