Município,Ano,UF,Código IBGE,Valor Consolidado
Abadia de Goiás,2007,GO,5200050,1261780.19
Abadia de Goiás,2008,GO,5200050,1755502.19
Abadia de Goiás,2009,GO,5200050,1880883.04
Abadia de Goiás,2010,GO,5200050,2324131.0999999996
Abadia de Goiás,2011,GO,5200050,2850424.86
Abadia de Goiás,2012,GO,5200050,3758558.9099999997
Abadia de Goiás,2013,GO,5200050,4356758.350000001
Abadia de Goiás,2014,GO,5200050,5104522.22
Abadia de Goiás,2015,GO,5200050,5715251.09
Abadia de Goiás,2016,GO,5200050,6519049.279999999
Abadia de Goiás,2017,GO,5200050,7382913.420000001
Abadia de Goiás,2018,GO,5200050,7983245.36
Abadia de Goiás,2019,GO,5200050,9456763.250000002
Abadia de Goiás,2020,GO,5200050,11342540.049999999
Abadia de Goiás,2021,GO,5200050,15049991.07
Abadia de Goiás,2022,GO,5200050,17311317.47
Abadia de Goiás,2023,GO,5200050,10522602.96
Abadia dos Dourados,2007,MG,3100104,740099.98
Abadia dos Dourados,2008,MG,3100104,882164.3799999999
Abadia dos Dourados,2009,MG,3100104,979393.24
Abadia dos Dourados,2010,MG,3100104,1100970.31
Abadia dos Dourados,2011,MG,3100104,1196298.96
Abadia dos Dourados,2012,MG,3100104,1279295.06
Abadia dos Dourados,2013,MG,3100104,1360948.04
Abadia dos Dourados,2014,MG,3100104,1599916.0
Abadia dos Dourados,2015,MG,3100104,1607693.0000000002
Abadia dos Dourados,2016,MG,3100104,1872685.4699999997
Abadia dos Dourados,2017,MG,3100104,1879877.28
Abadia dos Dourados,2018,MG,3100104,1367159.67
Abadia dos Dourados,2019,MG,3100104,1973482.75
Abadia dos Dourados,2020,MG,3100104,2263398.5900000003
Abadia dos Dourados,2021,MG,3100104,2852449.12
Abadia dos Dourados,2022,MG,3100104,2995730.2600000002
Abadia dos Dourados,2023,MG,3100104,1875787.4999999998
Abadiânia,2007,GO,5200100,1367442.59
Abadiânia,2008,GO,5200100,1840409.4899999998
Abadiânia,2009,GO,5200100,2177049.61
Abadiânia,2010,GO,5200100,2664112.62
Abadiânia,2011,GO,5200100,3134557.38
Abadiânia,2012,GO,5200100,3751395.1300000004
Abadiânia,2013,GO,5200100,4236154.680000001
Abadiânia,2014,GO,5200100,4213423.34
Abadiânia,2015,GO,5200100,4213546.12
Abadiânia,2016,GO,5200100,4598066.7299999995
Abadiânia,2017,GO,5200100,4470434.8
Abadiânia,2018,GO,5200100,4841748.27
Abadiânia,2019,GO,5200100,5154789.37
Abadiânia,2020,GO,5200100,5254025.32
Abadiânia,2021,GO,5200100,6531746.709999999
Abadiânia,2022,GO,5200100,8171177.109999999
Abadiânia,2023,GO,5200100,4758591.970000001
Abaetetuba,2007,PA,1500107,21179788.08
Abaetetuba,2008,PA,1500107,29523323.67
Abaetetuba,2009,PA,1500107,33604743.089999996
Abaetetuba,2010,PA,1500107,39172525.25
Abaetetuba,2011,PA,1500107,52425186.55
Abaetetuba,2012,PA,1500107,58790649.42
Abaetetuba,2013,PA,1500107,58748200.28
Abaetetuba,2014,PA,1500107,68064270.03
Abaetetuba,2015,PA,1500107,75752861.96000001
Abaetetuba,2016,PA,1500107,76150096.13
Abaetetuba,2017,PA,1500107,76430636.25
Abaetetuba,2018,PA,1500107,84654090.82000001
Abaetetuba,2019,PA,1500107,95039941.52
Abaetetuba,2020,PA,1500107,90902409.51
Abaetetuba,2021,PA,1500107,107977797.61000001
Abaetetuba,2022,PA,1500107,143111811.01
Abaetetuba,2023,PA,1500107,105908055.47
Abaeté,2007,MG,3100203,2442666.84
Abaeté,2008,MG,3100203,3410831.08
Abaeté,2009,MG,3100203,3664881.7399999993
Abaeté,2010,MG,3100203,4410024.0200000005
Abaeté,2011,MG,3100203,4873198.88
Abaeté,2012,MG,3100203,5207072.01
Abaeté,2013,MG,3100203,5432460.99
Abaeté,2014,MG,3100203,5879857.600000001
Abaeté,2015,MG,3100203,5703623.88
Abaeté,2016,MG,3100203,6287822.42
Abaeté,2017,MG,3100203,5926149.7
Abaeté,2018,MG,3100203,4359563.37
Abaeté,2019,MG,3100203,7121446.12
Abaeté,2020,MG,3100203,8004717.47
Abaeté,2021,MG,3100203,9817135.34
Abaeté,2022,MG,3100203,10754142.49
Abaeté,2023,MG,3100203,6952627.75
Abaiara,2007,CE,2300101,1648047.4700000002
Abaiara,2008,CE,2300101,2275846.66
Abaiara,2009,CE,2300101,2499130.55
Abaiara,2010,CE,2300101,3051996.35
Abaiara,2011,CE,2300101,4313225.69
Abaiara,2012,CE,2300101,4097909.6799999997
Abaiara,2013,CE,2300101,4059247.2399999998
Abaiara,2014,CE,2300101,4605127.65
Abaiara,2015,CE,2300101,5174249.24
Abaiara,2016,CE,2300101,6130827.92
Abaiara,2017,CE,2300101,5641335.45
Abaiara,2018,CE,2300101,6332130.05
Abaiara,2019,CE,2300101,7112856.69
Abaiara,2020,CE,2300101,6640793.13
Abaiara,2021,CE,2300101,9219120.39
Abaiara,2022,CE,2300101,12597927.25
Abaiara,2023,CE,2300101,7780469.43
Abaré,2007,BA,2900207,2991831.9899999998
Abaré,2008,BA,2900207,4146999.9200000004
Abaré,2009,BA,2900207,5187191.75
Abaré,2010,BA,2900207,6386739.76
Abaré,2011,BA,2900207,8619805.18
Abaré,2012,BA,2900207,10039959.48
Abaré,2013,BA,2900207,8844949.33
Abaré,2014,BA,2900207,11119029.14
Abaré,2015,BA,2900207,12606706.48
Abaré,2016,BA,2900207,14011141.21
Abaré,2017,BA,2900207,14780459.780000001
Abaré,2018,BA,2900207,15202992.75
Abaré,2019,BA,2900207,16822758.59
Abaré,2020,BA,2900207,15851695.749999998
Abaré,2021,BA,2900207,20630809.599999998
Abaré,2022,BA,2900207,22994576.54
Abaré,2023,BA,2900207,15444887.74
Abatiá,2007,PR,4100103,876677.7499999999
Abatiá,2008,PR,4100103,1150909.6400000001
Abatiá,2009,PR,4100103,957031.5299999999
Abatiá,2010,PR,4100103,1159732.3800000001
Abatiá,2011,PR,4100103,1398446.59
Abatiá,2012,PR,4100103,1485419.98
Abatiá,2013,PR,4100103,1773597.76
Abatiá,2014,PR,4100103,2146708.46
Abatiá,2015,PR,4100103,2505803.7199999997
Abatiá,2016,PR,4100103,2252740.5500000003
Abatiá,2017,PR,4100103,2542875.47
Abatiá,2018,PR,4100103,2742839.64
Abatiá,2019,PR,4100103,3070359.0100000002
Abatiá,2020,PR,4100103,3299690.4200000004
Abatiá,2021,PR,4100103,4992095.66
Abatiá,2022,PR,4100103,5194497.15
Abatiá,2023,PR,4100103,3216834.33
Abaíra,2007,BA,2900108,1218606.75
Abaíra,2008,BA,2900108,1595457.82
Abaíra,2009,BA,2900108,1713276.46
Abaíra,2010,BA,2900108,2074107.86
Abaíra,2011,BA,2900108,2620676.07
Abaíra,2012,BA,2900108,2935340.6
Abaíra,2013,BA,2900108,2758419.54
Abaíra,2014,BA,2900108,2891183.03
Abaíra,2015,BA,2900108,3165701.62
Abaíra,2016,BA,2900108,3933431.06
Abaíra,2017,BA,2900108,3871169.1
Abaíra,2018,BA,2900108,3572886.9
Abaíra,2019,BA,2900108,4569244.99
Abaíra,2020,BA,2900108,4142560.6799999997
Abaíra,2021,BA,2900108,5122208.069999999
Abaíra,2022,BA,2900108,6144276.59
Abaíra,2023,BA,2900108,3630685.56
Abdon Batista,2007,SC,4200051,253685.42
Abdon Batista,2008,SC,4200051,317257.62
Abdon Batista,2009,SC,4200051,373174.85
Abdon Batista,2010,SC,4200051,473593.42
Abdon Batista,2011,SC,4200051,657198.4400000001
Abdon Batista,2012,SC,4200051,816512.7799999999
Abdon Batista,2013,SC,4200051,974425.6599999999
Abdon Batista,2014,SC,4200051,1134521.56
Abdon Batista,2015,SC,4200051,1084051.26
Abdon Batista,2016,SC,4200051,1170189.32
Abdon Batista,2017,SC,4200051,1195447.0
Abdon Batista,2018,SC,4200051,1260252.77
Abdon Batista,2019,SC,4200051,1416584.5399999998
Abdon Batista,2020,SC,4200051,1404641.45
Abdon Batista,2021,SC,4200051,1709552.0899999999
Abdon Batista,2022,SC,4200051,2012687.6800000002
Abdon Batista,2023,SC,4200051,1198802.23
Abel Figueiredo,2007,PA,1500131,1452736.1
Abel Figueiredo,2008,PA,1500131,2145849.2800000003
Abel Figueiredo,2009,PA,1500131,2433288.19
Abel Figueiredo,2010,PA,1500131,2855319.48
Abel Figueiredo,2011,PA,1500131,3788011.84
Abel Figueiredo,2012,PA,1500131,4134674.42
Abel Figueiredo,2013,PA,1500131,4020744.25
Abel Figueiredo,2014,PA,1500131,4572518.82
Abel Figueiredo,2015,PA,1500131,5109525.75
Abel Figueiredo,2016,PA,1500131,5417292.18
Abel Figueiredo,2017,PA,1500131,5482231.97
Abel Figueiredo,2018,PA,1500131,6241369.8100000005
Abel Figueiredo,2019,PA,1500131,6650240.16
Abel Figueiredo,2020,PA,1500131,6467874.67
Abel Figueiredo,2021,PA,1500131,7582084.32
Abel Figueiredo,2022,PA,1500131,9528820.5
Abel Figueiredo,2023,PA,1500131,5799523.38
Abelardo Luz,2007,SC,4200101,4026288.9400000004
Abelardo Luz,2008,SC,4200101,4668317.72
Abelardo Luz,2009,SC,4200101,5228464.180000001
Abelardo Luz,2010,SC,4200101,6437431.95
Abelardo Luz,2011,SC,4200101,7324105.35
Abelardo Luz,2012,SC,4200101,7632108.63
Abelardo Luz,2013,SC,4200101,9013589.26
Abelardo Luz,2014,SC,4200101,9768909.63
Abelardo Luz,2015,SC,4200101,9553771.5
Abelardo Luz,2016,SC,4200101,11288998.83
Abelardo Luz,2017,SC,4200101,11957690.77
Abelardo Luz,2018,SC,4200101,12482495.54
Abelardo Luz,2019,SC,4200101,12729038.05
Abelardo Luz,2020,SC,4200101,12482587.069999998
Abelardo Luz,2021,SC,4200101,15198982.74
Abelardo Luz,2022,SC,4200101,18620220.23
Abelardo Luz,2023,SC,4200101,11678062.629999999
Abre Campo,2007,MG,3100302,1267844.97
Abre Campo,2008,MG,3100302,1659695.06
Abre Campo,2009,MG,3100302,1926742.37
Abre Campo,2010,MG,3100302,2227397.88
Abre Campo,2011,MG,3100302,2252920.0
Abre Campo,2012,MG,3100302,2354525.98
Abre Campo,2013,MG,3100302,2458595.06
Abre Campo,2014,MG,3100302,2685719.85
Abre Campo,2015,MG,3100302,2541485.43
Abre Campo,2016,MG,3100302,2806590.09
Abre Campo,2017,MG,3100302,2726339.2
Abre Campo,2018,MG,3100302,1891154.91
Abre Campo,2019,MG,3100302,2775889.8299999996
Abre Campo,2020,MG,3100302,3205903.67
Abre Campo,2021,MG,3100302,4093837.3900000006
Abre Campo,2022,MG,3100302,4366686.7
Abre Campo,2023,MG,3100302,2593638.51
Abreu e Lima,2007,PE,2600054,6206089.42
Abreu e Lima,2008,PE,2600054,6737536.920000001
Abreu e Lima,2009,PE,2600054,8887109.31
Abreu e Lima,2010,PE,2600054,9166554.38
Abreu e Lima,2011,PE,2600054,11458012.81
Abreu e Lima,2012,PE,2600054,11648292.899999999
Abreu e Lima,2013,PE,2600054,12905649.8
Abreu e Lima,2014,PE,2600054,15267166.120000001
Abreu e Lima,2015,PE,2600054,17140098.810000002
Abreu e Lima,2016,PE,2600054,20114571.66
Abreu e Lima,2017,PE,2600054,18992786.3
Abreu e Lima,2018,PE,2600054,21544929.82
Abreu e Lima,2019,PE,2600054,23731753.91
Abreu e Lima,2020,PE,2600054,22872831.27
Abreu e Lima,2021,PE,2600054,29390354.58
Abreu e Lima,2022,PE,2600054,32939903.42
Abreu e Lima,2023,PE,2600054,23827615.88
Abreulândia,2007,TO,1700251,820702.41
Abreulândia,2008,TO,1700251,828128.65
Abreulândia,2009,TO,1700251,803757.76
Abreulândia,2010,TO,1700251,772999.43
Abreulândia,2011,TO,1700251,792650.51
Abreulândia,2012,TO,1700251,800556.98
Abreulândia,2013,TO,1700251,910312.0399999999
Abreulândia,2014,TO,1700251,1067055.73
Abreulândia,2015,TO,1700251,1343041.46
Abreulândia,2016,TO,1700251,1405544.55
Abreulândia,2017,TO,1700251,1303557.84
Abreulândia,2018,TO,1700251,1523653.79
Abreulândia,2019,TO,1700251,1689477.04
Abreulândia,2020,TO,1700251,2038058.87
Abreulândia,2021,TO,1700251,2595377.82
Abreulândia,2022,TO,1700251,3387457.77
Abreulândia,2023,TO,1700251,2105562.25
Acaiaca,2007,MG,3100401,661980.36
Acaiaca,2008,MG,3100401,861539.11
Acaiaca,2009,MG,3100401,813652.41
Acaiaca,2010,MG,3100401,937536.9400000001
Acaiaca,2011,MG,3100401,1085468.9000000001
Acaiaca,2012,MG,3100401,1138052.25
Acaiaca,2013,MG,3100401,1193526.57
Acaiaca,2014,MG,3100401,1267849.8699999999
Acaiaca,2015,MG,3100401,1344639.35
Acaiaca,2016,MG,3100401,1546860.78
Acaiaca,2017,MG,3100401,1607122.54
Acaiaca,2018,MG,3100401,1225693.0
Acaiaca,2019,MG,3100401,1869004.74
Acaiaca,2020,MG,3100401,2074675.34
Acaiaca,2021,MG,3100401,2607676.41
Acaiaca,2022,MG,3100401,2621382.45
Acaiaca,2023,MG,3100401,1676893.74
Acajutiba,2007,BA,2900306,2222785.83
Acajutiba,2008,BA,2900306,2982294.95
Acajutiba,2009,BA,2900306,3166432.13
Acajutiba,2010,BA,2900306,3991070.48
Acajutiba,2011,BA,2900306,5295637.59
Acajutiba,2012,BA,2900306,6005658.31
Acajutiba,2013,BA,2900306,6944789.71
Acajutiba,2014,BA,2900306,6399153.66
Acajutiba,2015,BA,2900306,7902657.69
Acajutiba,2016,BA,2900306,8766289.59
Acajutiba,2017,BA,2900306,9901632.84
Acajutiba,2018,BA,2900306,10988116.2
Acajutiba,2019,BA,2900306,11376526.1
Acajutiba,2020,BA,2900306,11168724.969999999
Acajutiba,2021,BA,2900306,14640595.64
Acajutiba,2022,BA,2900306,19759863.85
Acajutiba,2023,BA,2900306,10725756.01
Acarapé,2007,CE,2300150,2415013.9099999997
Acarapé,2008,CE,2300150,3051462.73
Acarapé,2009,CE,2300150,3595740.18
Acarapé,2010,CE,2300150,4246161.76
Acarapé,2011,CE,2300150,5385833.83
Acarapé,2012,CE,2300150,5269769.41
Acarapé,2013,CE,2300150,5694149.9799999995
Acarapé,2014,CE,2300150,6842523.63
Acarapé,2015,CE,2300150,7978108.57
Acarapé,2016,CE,2300150,9393030.77
Acarapé,2017,CE,2300150,8783762.77
Acarapé,2018,CE,2300150,10498035.59
Acarapé,2019,CE,2300150,11353207.44
Acarapé,2020,CE,2300150,11091547.41
Acarapé,2021,CE,2300150,14641983.61
Acarapé,2022,CE,2300150,17928007.55
Acarapé,2023,CE,2300150,10602674.72
Acaraú,2007,CE,2300200,11480653.3
Acaraú,2008,CE,2300200,15287960.969999999
Acaraú,2009,CE,2300200,17216287.87
Acaraú,2010,CE,2300200,21788581.59
Acaraú,2011,CE,2300200,27867575.69
Acaraú,2012,CE,2300200,28063140.92
Acaraú,2013,CE,2300200,30282280.97
Acaraú,2014,CE,2300200,32650182.25
Acaraú,2015,CE,2300200,35865424.54
Acaraú,2016,CE,2300200,41198980.25
Acaraú,2017,CE,2300200,37240618.63
Acaraú,2018,CE,2300200,42089259.62
Acaraú,2019,CE,2300200,49610121.92
Acaraú,2020,CE,2300200,47386360.980000004
Acaraú,2021,CE,2300200,61348837.83
Acaraú,2022,CE,2300200,84599106.42
Acaraú,2023,CE,2300200,56104183.52
Acari,2007,RN,2400109,1545604.49
Acari,2008,RN,2400109,1888079.1099999999
Acari,2009,RN,2400109,1886689.88
Acari,2010,RN,2400109,2198633.16
Acari,2011,RN,2400109,2645114.61
Acari,2012,RN,2400109,2803543.14
Acari,2013,RN,2400109,2883343.75
Acari,2014,RN,2400109,3133648.21
Acari,2015,RN,2400109,4607189.28
Acari,2016,RN,2400109,4675966.04
Acari,2017,RN,2400109,4539697.109999999
Acari,2018,RN,2400109,5471018.640000001
Acari,2019,RN,2400109,5254737.12
Acari,2020,RN,2400109,5400648.05
Acari,2021,RN,2400109,7532975.14
Acari,2022,RN,2400109,9066784.5
Acari,2023,RN,2400109,6008546.69
Acará,2007,PA,1500206,17553173.77
Acará,2008,PA,1500206,22531459.6
Acará,2009,PA,1500206,26403116.16
Acará,2010,PA,1500206,31183342.16
Acará,2011,PA,1500206,42240961.97
Acará,2012,PA,1500206,46357023.37
Acará,2013,PA,1500206,45661662.169999994
Acará,2014,PA,1500206,52629801.38
Acará,2015,PA,1500206,57651294.19
Acará,2016,PA,1500206,62952268.39
Acará,2017,PA,1500206,62037259.89
Acará,2018,PA,1500206,67357512.32000001
Acará,2019,PA,1500206,77887201.8
Acará,2020,PA,1500206,77938441.21
Acará,2021,PA,1500206,97848454.42
Acará,2022,PA,1500206,134491243.31
Acará,2023,PA,1500206,88155393.66
Acauã,2007,PI,2200053,1544226.08
Acauã,2008,PI,2200053,1704795.81
Acauã,2009,PI,2200053,1826500.73
Acauã,2010,PI,2200053,2064622.39
Acauã,2011,PI,2200053,2776385.67
Acauã,2012,PI,2200053,3017102.89
Acauã,2013,PI,2200053,3202324.2600000002
Acauã,2014,PI,2200053,3575073.1300000004
Acauã,2015,PI,2200053,3901687.79
Acauã,2016,PI,2200053,3991137.25
Acauã,2017,PI,2200053,3882075.69
Acauã,2018,PI,2200053,4257489.529999999
Acauã,2019,PI,2200053,4204052.819999999
Acauã,2020,PI,2200053,4215180.08
Acauã,2021,PI,2200053,5273666.96
Acauã,2022,PI,2200053,6780779.28
Acauã,2023,PI,2200053,5156388.42
Aceguá,2007,RS,4300034,744696.7799999999
Aceguá,2008,RS,4300034,870396.45
Aceguá,2009,RS,4300034,1359489.79
Aceguá,2010,RS,4300034,1765763.53
Aceguá,2011,RS,4300034,1939346.97
Aceguá,2012,RS,4300034,2072901.39
Aceguá,2013,RS,4300034,2442745.5300000003
Aceguá,2014,RS,4300034,2651288.4
Aceguá,2015,RS,4300034,2751568.88
Aceguá,2016,RS,4300034,3242207.79
Aceguá,2017,RS,4300034,3398055.1500000004
Aceguá,2018,RS,4300034,3957011.86
Aceguá,2019,RS,4300034,4140012.59
Aceguá,2020,RS,4300034,4090997.63
Aceguá,2021,RS,4300034,5384639.99
Aceguá,2022,RS,4300034,5488577.61
Aceguá,2023,RS,4300034,3402139.93
Acopiara,2007,CE,2300309,9668532.48
Acopiara,2008,CE,2300309,13016528.64
Acopiara,2009,CE,2300309,14494589.15
Acopiara,2010,CE,2300309,16991399.89
Acopiara,2011,CE,2300309,22894860.15
Acopiara,2012,CE,2300309,22505766.36
Acopiara,2013,CE,2300309,25085980.009999998
Acopiara,2014,CE,2300309,26775570.96
Acopiara,2015,CE,2300309,29601255.07
Acopiara,2016,CE,2300309,33193807.939999998
Acopiara,2017,CE,2300309,30321687.66
Acopiara,2018,CE,2300309,32266736.96
Acopiara,2019,CE,2300309,35531059.81
Acopiara,2020,CE,2300309,33260764.97
Acopiara,2021,CE,2300309,40283588.46
Acopiara,2022,CE,2300309,50874652.25
Acopiara,2023,CE,2300309,30262631.18
Acorizal,2007,MT,5100102,476656.37999999995
Acorizal,2008,MT,5100102,667820.11
Acorizal,2009,MT,5100102,886612.89
Acorizal,2010,MT,5100102,956446.5
Acorizal,2011,MT,5100102,846317.92
Acorizal,2012,MT,5100102,914676.03
Acorizal,2013,MT,5100102,1021879.53
Acorizal,2014,MT,5100102,1197874.74
Acorizal,2015,MT,5100102,1329226.57
Acorizal,2016,MT,5100102,1542685.93
Acorizal,2017,MT,5100102,1356611.3
Acorizal,2018,MT,5100102,1666933.81
Acorizal,2019,MT,5100102,1972354.84
Acorizal,2020,MT,5100102,2157233.79
Acorizal,2021,MT,5100102,2987642.9899999998
Acorizal,2022,MT,5100102,3109082.5500000003
Acorizal,2023,MT,5100102,1813893.93
Acrelândia,2007,AC,1200013,3773651.0999999996
Acrelândia,2008,AC,1200013,5089382.67
Acrelândia,2009,AC,1200013,5259220.39
Acrelândia,2010,AC,1200013,5682387.1
Acrelândia,2011,AC,1200013,6687641.83
Acrelândia,2012,AC,1200013,6535497.109999999
Acrelândia,2013,AC,1200013,6880002.100000001
Acrelândia,2014,AC,1200013,7481952.53
Acrelândia,2015,AC,1200013,7602625.99
Acrelândia,2016,AC,1200013,8385945.55
Acrelândia,2017,AC,1200013,8485707.1
Acrelândia,2018,AC,1200013,8667956.89
Acrelândia,2019,AC,1200013,9197075.83
Acrelândia,2020,AC,1200013,9162398.180000002
Acrelândia,2021,AC,1200013,12173445.45
Acrelândia,2022,AC,1200013,17163312.5
Acrelândia,2023,AC,1200013,10458344.200000001
Acreúna,2007,GO,5200134,2720872.1999999997
Acreúna,2008,GO,5200134,3225020.65
Acreúna,2009,GO,5200134,3887833.58
Acreúna,2010,GO,5200134,5240550.25
Acreúna,2011,GO,5200134,5972164.8
Acreúna,2012,GO,5200134,6671240.110000001
Acreúna,2013,GO,5200134,7455249.37
Acreúna,2014,GO,5200134,7749095.319999999
Acreúna,2015,GO,5200134,7408461.51
Acreúna,2016,GO,5200134,8244696.369999999
Acreúna,2017,GO,5200134,8106623.180000001
Acreúna,2018,GO,5200134,8118425.580000001
Acreúna,2019,GO,5200134,8803385.719999999
Acreúna,2020,GO,5200134,9911981.5
Acreúna,2021,GO,5200134,12269186.27
Acreúna,2022,GO,5200134,13276379.51
Acreúna,2023,GO,5200134,8247852.39
Adamantina,2007,SP,3500105,3638037.7099999995
Adamantina,2008,SP,3500105,5068242.819999999
Adamantina,2009,SP,3500105,5668706.31
Adamantina,2010,SP,3500105,6722976.0
Adamantina,2011,SP,3500105,7133206.31
Adamantina,2012,SP,3500105,7668145.28
Adamantina,2013,SP,3500105,9405210.709999999
Adamantina,2014,SP,3500105,9321506.46
Adamantina,2015,SP,3500105,9599618.68
Adamantina,2016,SP,3500105,9674489.280000001
Adamantina,2017,SP,3500105,10023530.32
Adamantina,2018,SP,3500105,10622889.940000001
Adamantina,2019,SP,3500105,11916345.86
Adamantina,2020,SP,3500105,12008070.45
Adamantina,2021,SP,3500105,14452608.59
Adamantina,2022,SP,3500105,16640749.139999999
Adamantina,2023,SP,3500105,9865321.06
Adelândia,2007,GO,5200159,122666.06
Adelândia,2008,GO,5200159,231642.93
Adelândia,2009,GO,5200159,272669.37
Adelândia,2010,GO,5200159,314550.38
Adelândia,2011,GO,5200159,353224.34
Adelândia,2012,GO,5200159,416724.18
Adelândia,2013,GO,5200159,396073.93
Adelândia,2014,GO,5200159,480273.93
Adelândia,2015,GO,5200159,669577.64
Adelândia,2016,GO,5200159,781046.57
Adelândia,2017,GO,5200159,968364.3899999999
Adelândia,2018,GO,5200159,863884.82
Adelândia,2019,GO,5200159,957585.06
Adelândia,2020,GO,5200159,1114400.72
Adelândia,2021,GO,5200159,1374007.3699999999
Adelândia,2022,GO,5200159,1474584.34
Adelândia,2023,GO,5200159,833062.1
Adolfo,2007,SP,3500204,945457.25
Adolfo,2008,SP,3500204,1270686.55
Adolfo,2009,SP,3500204,1256141.56
Adolfo,2010,SP,3500204,1569495.07
Adolfo,2011,SP,3500204,1735187.0799999998
Adolfo,2012,SP,3500204,1884183.94
Adolfo,2013,SP,3500204,2060630.92
Adolfo,2014,SP,3500204,2138264.71
Adolfo,2015,SP,3500204,2201015.85
Adolfo,2016,SP,3500204,2166479.49
Adolfo,2017,SP,3500204,2392375.6
Adolfo,2018,SP,3500204,2723119.19
Adolfo,2019,SP,3500204,3228213.6300000004
Adolfo,2020,SP,3500204,3361173.99
Adolfo,2021,SP,3500204,4134125.86
Adolfo,2022,SP,3500204,4367720.82
Adolfo,2023,SP,3500204,2460936.9499999997
Adrianópolis,2007,PR,4100202,945241.8400000001
Adrianópolis,2008,PR,4100202,1174565.3599999999
Adrianópolis,2009,PR,4100202,1203324.84
Adrianópolis,2010,PR,4100202,1545653.62
Adrianópolis,2011,PR,4100202,1614177.52
Adrianópolis,2012,PR,4100202,1620616.41
Adrianópolis,2013,PR,4100202,1915724.36
Adrianópolis,2014,PR,4100202,2394857.67
Adrianópolis,2015,PR,4100202,2352736.34
Adrianópolis,2016,PR,4100202,2388626.83
Adrianópolis,2017,PR,4100202,2732683.0
Adrianópolis,2018,PR,4100202,2537461.75
Adrianópolis,2019,PR,4100202,2550632.38
Adrianópolis,2020,PR,4100202,2705724.1100000003
Adrianópolis,2021,PR,4100202,3343313.2
Adrianópolis,2022,PR,4100202,3917872.9699999997
Adrianópolis,2023,PR,4100202,2552940.59
Adustina,2007,BA,2900355,3121907.16
Adustina,2008,BA,2900355,4237766.79
Adustina,2009,BA,2900355,4448360.24
Adustina,2010,BA,2900355,5311960.5
Adustina,2011,BA,2900355,6720857.450000001
Adustina,2012,BA,2900355,7764750.4
Adustina,2013,BA,2900355,7699934.79
Adustina,2014,BA,2900355,7766710.75
Adustina,2015,BA,2900355,8858995.65
Adustina,2016,BA,2900355,9109047.24
Adustina,2017,BA,2900355,8633324.74
Adustina,2018,BA,2900355,9690221.56
Adustina,2019,BA,2900355,10465879.85
Adustina,2020,BA,2900355,10203438.17
Adustina,2021,BA,2900355,12853073.69
Adustina,2022,BA,2900355,13521215.65
Adustina,2023,BA,2900355,10197482.11
Afogados da Ingazeira,2007,PE,2600104,4563685.61
Afogados da Ingazeira,2008,PE,2600104,5847498.87
Afogados da Ingazeira,2009,PE,2600104,7279726.18
Afogados da Ingazeira,2010,PE,2600104,8058053.609999999
Afogados da Ingazeira,2011,PE,2600104,10378620.719999999
Afogados da Ingazeira,2012,PE,2600104,10866951.17
Afogados da Ingazeira,2013,PE,2600104,12273715.040000001
Afogados da Ingazeira,2014,PE,2600104,14373129.52
Afogados da Ingazeira,2015,PE,2600104,15972981.12
Afogados da Ingazeira,2016,PE,2600104,18426887.65
Afogados da Ingazeira,2017,PE,2600104,18507650.48
Afogados da Ingazeira,2018,PE,2600104,21150045.02
Afogados da Ingazeira,2019,PE,2600104,24611695.95
Afogados da Ingazeira,2020,PE,2600104,25370240.32
Afogados da Ingazeira,2021,PE,2600104,36235436.11
Afogados da Ingazeira,2022,PE,2600104,40283847.050000004
Afogados da Ingazeira,2023,PE,2600104,28026785.93
Afonso Bezerra,2007,RN,2400307,2133502.02
Afonso Bezerra,2008,RN,2400307,2732505.67
Afonso Bezerra,2009,RN,2400307,2847087.85
Afonso Bezerra,2010,RN,2400307,3183595.77
Afonso Bezerra,2011,RN,2400307,3794287.44
Afonso Bezerra,2012,RN,2400307,3622454.1
Afonso Bezerra,2013,RN,2400307,3543111.9999999995
Afonso Bezerra,2014,RN,2400307,3408134.27
Afonso Bezerra,2015,RN,2400307,4893279.0
Afonso Bezerra,2016,RN,2400307,5083372.92
Afonso Bezerra,2017,RN,2400307,5314027.47
Afonso Bezerra,2018,RN,2400307,5984203.55
Afonso Bezerra,2019,RN,2400307,6523610.100000001
Afonso Bezerra,2020,RN,2400307,5766256.079999999
Afonso Bezerra,2021,RN,2400307,7272167.53
Afonso Bezerra,2022,RN,2400307,10386514.790000001
Afonso Bezerra,2023,RN,2400307,7193940.029999999
Afonso Cláudio,2007,ES,3200102,6631598.86
Afonso Cláudio,2008,ES,3200102,8231441.259999999
Afonso Cláudio,2009,ES,3200102,8601767.23
Afonso Cláudio,2010,ES,3200102,9835418.33
Afonso Cláudio,2011,ES,3200102,10903067.83
Afonso Cláudio,2012,ES,3200102,12119138.73
Afonso Cláudio,2013,ES,3200102,13290542.58
Afonso Cláudio,2014,ES,3200102,13294548.47
Afonso Cláudio,2015,ES,3200102,14140370.199999997
Afonso Cláudio,2016,ES,3200102,13924196.700000001
Afonso Cláudio,2017,ES,3200102,14110970.02
Afonso Cláudio,2018,ES,3200102,14385848.77
Afonso Cláudio,2019,ES,3200102,15972390.21
Afonso Cláudio,2020,ES,3200102,16367284.63
Afonso Cláudio,2021,ES,3200102,20413888.9
