Estado,Codigo UF,UF,Código_IBGE,Região,Ano,PIB
São Paulo,35,SP,3500105,Sudeste,2011,"34546,04616"
São Paulo,35,SP,3500105,Sudeste,2012,"37207,35293"
São Paulo,35,SP,3500105,Sudeste,2013,"39282,96581"
São Paulo,35,SP,3500105,Sudeste,2014,"42197,8705"
São Paulo,35,SP,3500105,Sudeste,2015,"43694,94456"
São Paulo,35,SP,3500105,Sudeste,2016,"45559,13061"
São Paulo,35,SP,3500105,Sudeste,2017,"47028,89316"
São Paulo,35,SP,3500105,Sudeste,2018,"48542,23975"
São Paulo,35,SP,3500105,Sudeste,2019,"51140,82394"
São Paulo,35,SP,3500105,Sudeste,2020,"51364,73"
Tocantins,17,TO,1700251,Norte,2000,"3173,22"
Tocantins,17,TO,1700251,Norte,2001,"4087,64"
Tocantins,17,TO,1700251,Norte,2002,"4645,51"
Tocantins,17,TO,1700251,Norte,2003,"5886,21"
Tocantins,17,TO,1700251,Norte,2004,"6605,05"
Tocantins,17,TO,1700251,Norte,2005,"6939,47"
Tocantins,17,TO,1700251,Norte,2006,"7208,33"
Tocantins,17,TO,1700251,Norte,2007,"8164,07"
Tocantins,17,TO,1700251,Norte,2008,"10222,71"
Tocantins,17,TO,1700251,Norte,2009,"11277,6"
Tocantins,17,TO,1700251,Norte,2010,"11857,87742"
Tocantins,17,TO,1700251,Norte,2011,"13095,71882"
Tocantins,17,TO,1700251,Norte,2012,"14590,19361"
Tocantins,17,TO,1700251,Norte,2013,"16098,79311"
Tocantins,17,TO,1700251,Norte,2014,"17495,93998"
Tocantins,17,TO,1700251,Norte,2015,"19094,31347"
Tocantins,17,TO,1700251,Norte,2016,"20604,58933"
Tocantins,17,TO,1700251,Norte,2017,"22002,49258"
Tocantins,17,TO,1700251,Norte,2018,"22933,07486"
Tocantins,17,TO,1700251,Norte,2019,"25021,80174"
Tocantins,17,TO,1700251,Norte,2020,"27448,43"
