UF,Município,Código IBGE,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
PE,Agrestina,2600302,4608864.34,5788733.090000001,7006473.390000001,8297152.15,9819302.5,9803299.44,10543764.82,12228899.57,12937801.57,14547377.83,15010359.51,15078693.33,16475693.559999999,15889766.41,19133389.37,23187484.650000002,16325880.96
PE,Alagoinha,2600609,2131673.5500000003,2904658.8000000003,3314463.6599999997,3840568.94,5249188.42,5878932.609999999,5847003.100000001,7433539.5,8451026.42,9447194.139999999,9416551.950000001,10246437.040000001,10986321.33,10081947.19,12455862.43,15373693.31,11183657.52
PE,Aliança,2600708,6822338.71,9044719.42,11035122.940000001,12431459.39,15351493.19,15208696.340000002,15148277.459999999,18497400.830000002,18489755.77,19835878.95,16961237.95,20920279.77,22754183.55,21604912.85,27694883.89,35817074.9,23293160.2
PE,Altinho,2600807,3421300.85,4152357.6300000004,4663196.08,5359523.52,6864840.88,6965218.78,7497926.32,8528809.56,8565387.53,9230915.559999999,8405691.35,8656550.760000002,8856777.46,8647653.64,10774860.58,12490561.53,9141282.09
PE,Amaraji,2600906,4510135.92,5430200.97,6111997.67,6860292.99,8533679.76,8472587.26,9000349.049999999,11164138.450000001,11972702.61,13069825.370000001,11207780.42,14688487.12,14641944.48,13458021.25,16572106.93,18748897.31,11435346.030000001
PE,Angelim,2601003,2045197.1700000002,2572253.59,3111313.57,3261870.8,3888717.76,4188722.4699999997,4658276.0,5776133.74,6033839.75,7067588.109999999,7314164.77,7606703.89,8150314.3,7776374.34,9933827.219999999,12701026.540000001,7557245.94
PE,Araripina,2601102,10501414.93,13923721.33,15980798.879999999,21591963.79,27727600.74,27592579.25,30665466.95,37120731.78,41000814.03,42017963.83,40125575.37,47205939.15,50115012.279999994,47373716.86,62665136.26,79596974.25,53784041.52
PE,Araçoiaba,2601052,3239569.38,4316560.87,4875820.08,5341121.94,6807069.62,6996113.7299999995,7887766.88,9200731.84,9907727.33,11416673.77,11275628.29,13525892.83,14249669.11,14297057.129999999,20011010.37,25077245.82,17126511.73
PE,Arcoverde,2601201,4980121.52,7229690.41,8802475.99,9354936.04,12114480.969999999,13002794.93,14697903.459999999,16825093.759999998,17905302.22,20710626.64,21588791.630000003,24184846.17,27553368.64,26483556.36,33693023.78,40340405.5,27871548.31
PE,Barra de Guabiraba,2601300,2055011.91,3290643.63,3445780.24,3744350.12,4763414.87,4314558.93,4885574.33,5460945.279999999,6805612.699999999,7006604.859999999,6937741.91,7972647.87,7952494.2,7835117.03,9288106.67,11482527.24,8502165.459999999
PE,Barreiros,2601409,6183079.35,8760311.55,10364345.91,11681038.96,13872658.6,13630096.59,14918198.59,17253499.51,18526681.97,20475938.869999997,20243885.5,21914710.52,25957858.43,26321866.19,34969695.43,45779228.410000004,29046615.18
PE,Belo Jardim,2601706,9444462.62,12428846.73,15776226.8,18556903.150000002,23383853.19,23409709.29,27009632.5,31436370.47,32365682.93,37643601.39,38820826.55,40016260.2,40881012.28,38590737.34,47859075.06999999,52496654.53,41317609.84
PE,Belém de Maria,2601508,2617332.87,3465575.8200000003,3613651.79,4396807.15,5485023.7700000005,5505518.77,5724369.850000001,6681569.21,7372611.699999999,8463681.09,7251940.49,7426019.72,8424629.58,8497174.870000001,10153663.1,13453873.89,9191054.7
PE,Belém de São Francisco,2601607,3834465.98,4875795.58,6146371.92,7048023.61,8368699.64,8878832.97,8928133.29,9862829.81,10105916.58,10216193.23,10238414.02,11032129.54,11582975.35,10003708.47,11771809.44,14469133.1,11801094.66
PE,Betânia,2601805,2620464.02,3642624.9,4350179.62,4902983.140000001,6119839.64,6241117.75,6529551.78,7819372.79,8268794.91,9593917.68,8813083.700000001,9187505.06,10226078.33,9728758.23,11987798.69,15271063.19,10155770.44
PE,Bezerros,2601904,7163071.88,9292133.49,11096524.25,11877543.08,14707303.440000001,15610423.79,17997304.11,22061523.15,23215147.06,25520484.340000004,24190700.96,27184024.81,28134608.68,27676655.4,34280685.23,37093774.46,25059617.52
PE,Bodocó,2602001,6936542.9799999995,9459345.13,11321568.6,12590790.11,16045579.15,16530374.530000001,18510893.62,20454956.46,22032528.029999997,23370357.86,21915932.55,22005175.75,24551416.59,21569360.200000003,26957576.56,35559736.37,24931044.64
PE,Bom Conselho,2602100,8167396.97,10339209.200000001,11759627.32,13525315.93,17430853.76,19001803.72,21710517.84,26933083.429999996,28324223.439999998,32000385.29,29866928.01,32894870.55,34293193.51,32726210.61,39428527.480000004,41705897.52,28751382.9
PE,Bom Jardim,2602209,7305040.99,9040801.059999999,10333233.77,11361440.52,14357591.29,14725471.32,15517430.389999999,17613495.93,18710168.0,22467060.69,21556138.569999997,22865414.59,23783624.23,23301012.49,28304270.26,36511227.66,23767517.08
PE,Bonito,2602308,7849057.43,9530205.61,11192370.040000001,13445175.9,17422451.83,17434560.75,18989300.24,22174161.31,23506677.82,25668975.54,23842650.630000003,23970957.07,26364533.16,25978832.22,31757231.19,36495516.589999996,26586218.84
PE,Brejinho,2602506,1677314.2100000002,2206931.99,2336177.31,2598540.18,3674478.86,3639007.59,3314347.25,4155189.51,4432834.43,5108235.92,5236071.510000001,5661494.78,6196653.16,5877650.08,7512669.08,8666686.61,5886809.97
PE,Brejo da Madre de Deus,2602605,9075697.15,12307158.190000001,14232619.870000001,16729796.52,20817117.55,21290446.51,23568287.02,26373168.2,28438323.3,31642889.57,31599831.27,35552687.7,37551795.089999996,33669306.199999996,43762442.04,52630914.730000004,35047620.63
PE,Brejão,2602407,2149716.44,2814798.12,3221052.39,3648635.39,4546598.21,4900360.83,6011400.76,7242270.390000001,7562741.2,8515155.84,8150762.140000001,8196832.32,8949288.29,8808083.76,11845458.52,14319793.17,10022918.37
PE,Buenos Aires,2602704,1381966.56,1887708.66,2655202.41,2705124.0,3777891.87,4218110.6899999995,4702754.46,5480328.63,6316845.22,6834321.9399999995,6869031.21,6921345.63,8019618.96,8061610.699999999,11717728.26,15379156.959999999,9442557.39
PE,Buíque,2602803,9991668.43,12243386.16,14121346.41,16711391.99,21031748.9,22527574.96,24157462.450000003,27157281.23,29363111.98,33818854.79,32049568.849999998,33611854.35,38140143.43,35975361.64,46186464.32,54687280.23,36462983.29
PE,Cabo de Santo Agostinho,2602902,27103312.45,36166882.64,40175582.81,46913468.279999994,59360305.370000005,61948386.779999994,68897867.23,80626507.81,88262241.71000001,100669229.52,101566456.14,110138888.53,121026960.36,119025730.13,153220917.29000002,168915013.62,118988257.43
PE,Cabrobó,2603009,5031917.62,6115794.65,7189008.14,8354537.9799999995,10481342.2,11207805.14,11785207.04,13998178.78,15335883.88,17757143.45,18242019.0,18194801.310000002,18837120.91,18440610.380000003,23235166.02,28678822.28,17268424.13
PE,Cachoeirinha,2603108,1859517.02,2507470.43,3151711.4699999997,3477061.83,4396916.350000001,4379817.0600000005,4850598.5200000005,5796365.31,6260641.79,7130065.9799999995,7778666.29,8141992.84,8447647.36,8412890.43,11435774.75,13883007.9,9381731.290000001
PE,Caetés,2603207,6061352.9399999995,7666960.96,9650215.59,10667752.17,12439537.96,12868230.18,13759409.28,15181084.06,16464899.49,18450425.3,18510298.16,18360196.020000003,20553561.759999998,19247885.99,25106711.94,32168903.52,20975871.82
PE,Calumbi,2603405,1422296.05,1681741.52,1563792.22,2266907.38,2414202.37,2370769.61,2601751.61,2876178.81,3170996.19,3474026.73,3950587.38,4795487.37,4719020.12,4341260.47,5509106.0600000005,7611405.11,5704523.85
PE,Calçado,2603306,1886091.65,2513942.8400000003,3092233.92,2903146.89,4256787.13,4422490.58,4783665.83,5553830.46,5979851.34,6608649.26,6774611.68,7006369.02,7790243.319999999,7573251.39,9998056.23,11118440.98,7167323.55
PE,Camaragibe,2603454,9558660.540000001,12269749.870000001,14342547.700000001,16132987.49,19175582.52,19932290.490000002,20051516.74,24394997.82,24921918.330000002,25218362.27,27542616.55,29686008.91,33358801.290000003,34207633.79,45052348.67,58199277.3,38647480.25
PE,Camocim de São Félix,2603504,2813650.86,3783294.75,4405113.35,4973627.069999999,6235046.44,6595651.45,7372531.84,8273852.69,9994767.09,11080362.43,9945669.59,10083126.799999999,10657515.26,10218968.85,12642668.74,14225997.11,9806211.64
PE,Camutanga,2603603,1909041.3800000001,2448111.06,2714046.5100000002,3143838.12,3452398.75,3440058.8699999996,3571963.68,4186424.64,4450864.96,5330751.69,5318563.25,5419963.37,5409476.5600000005,5144766.83,6288546.21,6822999.69,4959163.27
PE,Canhotinho,2603702,4172092.1599999997,4860575.18,6276851.37,7334366.1,8855046.16,9180910.559999999,10161423.66,12449749.49,13008345.200000001,14623671.01,13844833.61,14988453.58,16867623.82,16406385.94,21818317.24,27851755.14,18833355.47
PE,Capoeiras,2603801,4609771.26,5608259.9,6434934.0600000005,7716494.06,9647914.37,9727904.53,10549231.819999998,11632826.59,11745525.19,12578645.75,12233653.3,12826593.0,13164428.88,12704745.09,16432202.91,19205610.93,14126271.77
PE,Carnaubeira da Penha,2603926,1707221.74,2003894.48,3667094.48,2944234.0600000005,4080854.79,3575512.9499999997,3585437.55,5532443.6,6176543.6,7177782.95,6114959.17,6147445.0600000005,7049402.59,6140646.76,8780384.07,10531122.700000001,6310777.33
PE,Carnaíba,2603900,3677896.85,4647878.02,5296457.84,6331510.24,8822593.67,9076633.82,10326998.83,11875132.18,11932877.42,12900130.9,13052326.89,15355178.94,15828373.26,15768228.64,20694143.31,23046829.5,17728363.44
PE,Carpina,2604007,6833832.56,9062097.72,11487961.02,13189340.62,16090037.27,16705847.43,18168560.39,21478572.51,24008854.189999998,25425659.35,23543726.3,26525782.09,29507276.860000003,30875144.59,40509376.22,48568065.269999996,33322469.049999997
PE,Caruaru,2604106,25913997.18,36995557.9,43694513.57,52656339.58,69283986.67,73692630.28,85596065.00999999,103236539.62,109234600.17,122396937.88,126975820.47,145324994.88,167423352.22,168742378.75,216820372.74,285446530.68,211142709.87
PE,Casinhas,2604155,3583685.61,4576781.08,5497362.57,5732745.79,6940027.19,7189185.640000001,7598855.5600000005,8483576.78,8684328.39,9888164.85,9467854.99,9892419.5,10975887.25,10540912.05,13532938.370000001,16167339.14,11230355.21
PE,Catende,2604205,6908398.36,7047240.470000001,9093332.450000001,10321340.57,12691001.49,13517260.58,14769214.3,17113554.38,18924743.24,20298057.86,19903841.54,22017183.97,21026126.05,18192101.36,22941886.17,27073983.84,17369353.419999998
PE,Cedro,2604304,2236699.44,2755795.04,3106001.62,3475177.5799999996,4177935.66,4212421.35,4519478.49,5804480.87,6138125.15,6671607.7,6617769.17,6569423.319999999,7302416.64,6945671.850000001,8749111.01,11277407.61,6855650.029999999
PE,Chã Grande,2604502,5429375.91,6704125.19,7963250.470000001,8905853.39,11577868.22,11290167.85,12254762.469999999,11909544.95,11980056.27,13673344.82,13201922.25,16760608.67,19357001.900000002,18698253.09,23559182.49,27192736.74,21837711.59
PE,Chã de Alegria,2604403,2648105.91,3383394.85,4035949.5,4856029.489999999,6048400.5600000005,6130044.42,6709776.46,7728328.21,7853575.7700000005,8584013.59,8510446.62,9905651.53,10191125.559999999,9446611.2,11792011.26,13208033.11,8501131.82
PE,Condado,2604601,3352140.6700000004,4622344.44,6233568.89,7033026.19,9071695.85,9255534.08,9866362.61,11219001.44,11627848.12,13076331.15,12767315.75,13087265.959999999,14930984.53,14412357.53,19361535.23,22791263.31,16382129.82
PE,Correntes,2604700,3331304.08,4292334.14,4896819.32,5357569.44,6648711.25,7000736.149999999,7941532.93,9843524.0,9884775.63,11742001.049999999,11902592.52,11835119.83,12903073.770000001,11701949.440000001,14516795.860000001,18074306.41,12044415.81
PE,Cortês,2604809,3816334.75,5368999.81,5868707.77,6271160.76,7728538.09,8431352.92,9152546.379999999,9570938.35,9676251.94,10415052.58,10457486.85,11373361.16,11299100.4,10148009.66,12409633.520000001,15338558.6,9379869.98
PE,Cumaru,2604908,2974241.23,4112196.7800000003,4408382.35,4954136.800000001,6220041.8100000005,6400263.46,6945688.19,8061411.9,8085496.3,8900054.75,8837166.46,8963666.28,10144127.020000001,9537146.409999998,12160818.79,19327483.86,16167969.770000001
PE,Cupira,2605004,4881828.75,5853912.08,6506450.949999999,7842131.390000001,9139918.85,9197498.780000001,9863374.02,11213208.29,12189845.74,13583492.69,12496156.97,13126273.44,13483638.64,14657922.86,21161909.76,29992308.73,24432886.98
PE,Custódia,2605103,7895451.569999999,7859728.44,9876796.93,11625896.33,13026911.36,12700875.950000001,13719036.26,14893145.5,15700863.02,17864300.67,16969761.919999998,19103785.35,20595378.26,22113315.05,29379029.4,112263609.75,50594816.660000004
PE,Dormentes,2605152,3614711.63,4862118.279999999,5574898.34,6750156.85,8338089.33,8411706.540000001,8886111.99,9931444.959999999,9885299.3,10969554.65,11284388.36,11717627.99,12447163.36,11919581.34,15017088.74,18135320.86,12099850.27
PE,Escada,2605202,10682109.53,12776533.889999999,15381910.28,17261262.98,21897007.29,22919108.63,24716021.99,27702699.23,27447649.209999997,30307283.799999997,30512218.950000003,31281730.7,32336402.94,30079505.990000002,37881168.72,40602626.88,30199766.7
PE,Exu,2605301,5703545.4799999995,7161939.74,8810350.07,10127086.8,12049211.06,11783938.74,13345954.659999998,15780215.95,17055249.18,18325052.509999998,17593842.12,20778624.27,22347349.599999998,20739488.07,25671376.34,31832454.76,21584663.54
PE,Feira Nova,2605400,3343251.2800000003,4460991.100000001,5219563.58,5940326.21,7267317.15,7388517.53,7819330.05,9559403.389999999,10207469.4,11144145.26,11169273.52,12067553.26,13580197.709999999,12271408.129999999,15550228.48,18988882.5,12742815.45
PE,Ferreiros,2605509,1897049.77,2342673.22,2903682.68,3389026.91,4277114.59,4362517.37,4698889.899999999,5417860.3,5646200.37,6750972.0600000005,6506734.760000001,6210679.38,6951728.33,6473088.28,7892548.31,8436987.64,5752226.55
PE,Flores,2605608,3826802.27,5252596.62,5868642.36,6573007.49,8044858.24,8069500.8,8182259.49,9636867.26,10967593.680000002,11268117.79,10845642.04,11222281.35,12902915.64,11948333.790000001,15601184.110000001,18723302.38,11384418.41
PE,Floresta,2605707,4240857.33,5815492.84,7065055.25,8590522.12,10259009.26,11234067.64,12371967.41,14078935.17,14362229.99,15947192.72,15885711.229999999,17115536.330000002,18653046.11,18423992.19,26591523.12,34388108.53,23335315.15
PE,Frei Miguelinho,2605806,2022031.43,2409395.89,2848879.4200000004,3491549.9699999997,4367662.07,4604414.5,5154402.68,6318325.180000001,6922536.66,7664713.05,7955743.029999999,8343550.109999999,9146367.2,8909639.86,10931205.52,12489212.26,8021191.1
PE,Gameleira,2605905,4259223.98,5991552.38,6825673.53,7811630.78,9524008.94,9438644.4,9389867.99,10700303.87,11836032.27,12574736.17,12629313.42,12003406.02,13449807.48,12563225.71,15090965.26,22109187.63,15261613.49
PE,Garanhuns,2606002,12341525.82,16476893.81,20248631.86,22244530.85,27505355.43,29369032.98,33602548.120000005,38830659.339999996,47919952.25,54797034.230000004,53951129.15,57234756.9,65467104.67,63875157.1,81515892.74,104267190.35000001,74059001.6
PE,Glória do Goitá,2606101,4434899.27,5591554.09,5804558.9399999995,7204377.909999999,9032323.22,9093522.05,10036675.940000001,11853359.65,12480826.41,13528700.13,13038560.249999998,14494674.700000001,16218768.19,15382748.76,19416423.15,25511859.4,17686738.63
PE,Goiana,2606200,12618138.57,16642226.01,19438673.06,20295851.82,24889059.76,25575372.009999998,27032325.48,30225747.72,31902176.150000002,35796023.58,33499654.720000003,37178081.699999996,40499843.559999995,41085324.05,50724699.87,62568230.32,45897492.739999995
PE,Granito,2606309,1532852.2499999998,2072200.19,2247759.4,2722871.61,3458699.17,3578799.59,3979078.78,4672655.4799999995,4833641.91,5458458.32,5299714.109999999,5862019.649999999,6355962.71,6015252.4399999995,7867634.62,10841799.55,6682815.37
PE,Gravatá,2606408,10047628.04,12965042.33,13405188.3,16835717.9,21469575.25,21299648.84,23068549.79,25450542.02,26200502.08,28182814.75,28592385.9,31763142.14,35376414.88,34516596.09,42722155.56999999,47721281.18,33031459.72
PE,Iati,2606507,4717587.51,6540633.1899999995,7777580.609999999,8748045.28,10896829.290000001,10916174.950000001,12186246.93,13241700.049999999,13375746.05,15287660.459999999,15517412.41,15521589.78,16082149.770000001,14745425.36,18647068.32,19830394.25,13763568.83
PE,Ibimirim,2606606,3912806.01,5352551.92,6592812.9799999995,7173809.21,8600539.21,9555146.85,10726438.47,11296668.620000001,10913129.329999998,12536399.91,12782610.08,13288752.28,14972985.700000001,14125073.02,17729393.29,21378898.53,14517504.72
PE,Ibirajuba,2606705,1786021.49,2342831.48,2673774.47,2833513.9299999997,3406466.96,3784753.72,3937493.46,4201596.38,4579318.640000001,5142607.02,4695754.58,5472333.31,6180067.699999999,4949857.83,6200340.47,9380801.48,6276429.81
PE,Igarassu,2606804,11216233.48,14710517.38,16281397.94,19149008.520000003,23650821.15,24818123.37,27369909.07,33070169.51,35633470.04,41421401.54,40749047.04,44728963.0,48724205.07,49771854.9,67607074.76,88822360.92999999,62398819.33
PE,Iguaraci,2606903,1861245.88,2423092.55,2925259.5100000002,3176517.24,3948233.96,3754045.78,3966961.5100000002,5081676.25,5568841.92,6548460.53,6638032.61,6859215.210000001,7781383.03,7509732.49,9639451.139999999,13229408.93,8170423.9799999995
PE,Ilha de Itamaracá,2607604,1949371.0,2667854.05,3187118.3400000003,3175287.9499999997,4011072.61,4435631.71,4771357.51,5746705.51,5384137.88,6164396.220000001,6294775.39,8006957.54,7729164.95,7370452.75,9451276.540000001,10462308.469999999,7492296.73
PE,Inajá,2607000,2875587.83,4090166.75,4914871.75,5331848.18,6890594.12,7211263.1,7611126.7,10022377.34,11139750.329999998,12512330.940000001,11998876.64,12447193.68,14239199.27,13412434.399999999,15468576.24,21216610.89,16903081.529999997
PE,Ingazeira,2607109,770078.39,972455.26,1166006.29,1466640.45,1850786.05,1803007.1500000001,2036727.46,2472628.3,2767875.0500000003,3236095.1,3157304.01,3239678.9699999997,3703901.4000000004,3580045.45,4836094.53,6192529.99,3784427.18
PE,Ipojuca,2607208,14170731.34,19271938.0,23964841.48,28899030.07,35609228.46,37072299.33,40154599.16,48046848.17,50295190.5,57846360.449999996,61671873.15,66667460.79,80042683.97,81132233.13000001,104249286.52,115911645.17999999,79986365.89999999
PE,Ipubi,2607307,5196651.06,7969556.49,8461239.49,10179975.57,12988965.73,13755609.81,14352470.16,16928723.14,17490620.64,19682310.31,19332514.96,20520673.0,22597935.34,22926854.88,33253141.1,38944418.07,28514443.17
PE,Itacuruba,2607406,1601922.6300000001,1791316.54,2031292.76,2357697.57,3187621.86,3433107.45,3597894.0999999996,4075302.8400000003,4125746.81,4345438.09,4016178.9299999997,4580736.5,5006654.46,4526032.82,4983540.32,5547106.890000001,3767987.0
PE,Itambé,2607653,5054550.66,6491823.93,7778284.2700000005,9580043.639999999,12294555.17,12726191.24,14002121.32,16567366.65,16577544.33,19085353.099999998,17630145.720000003,16175589.62,21549207.38,19784606.650000002,24364953.48,30877842.44,20080514.86
PE,Itapetim,2607703,2029318.35,2652811.44,2987621.0900000003,3382144.49,4215945.52,4363799.109999999,5287165.5,6500965.55,6992155.35,8250787.08,8131163.75,9142245.040000001,10174123.540000001,10072919.15,13341025.53,13964577.38,8831283.47
PE,Itapissuma,2607752,2681161.14,3641021.98,4945213.52,5811933.95,7490223.95,8099798.619999999,8578964.61,10246659.21,9980219.92,10706456.52,10424782.14,11546578.33,13774964.87,13735506.6,18084663.0,21817223.85,14938627.68
PE,Itaquitinga,2607802,2735763.79,3589164.0700000003,4081920.83,4758867.99,6042033.399999999,6189475.89,6599486.83,6921453.24,7518564.34,8687149.2,8466458.98,8964258.74,9718862.02,9021253.07,11667307.98,12745588.16,8308571.75
PE,Itaíba,2607505,6746852.7299999995,8989892.41,11298066.48,12198519.479999999,15762451.42,15936714.129999999,17105703.71,18786154.77,18297463.39,19284551.7,18486942.7,18648707.73,20813178.14,20296543.82,26501063.77,31578790.35,18482773.1
PE,Jaboatão dos Guararapes,2607901,40702794.97,44403281.48,65843064.93,72673555.26,91036035.96,100057572.74,110113052.49,138730281.28,154547450.67,182379725.42,189677123.64000002,210809518.75,232268260.35,233686117.39000002,301976356.09,362245408.27,248983942.04000002
PE,Jaqueira,2607950,2378410.79,3255531.18,4023847.69,4308995.67,5280892.14,5427437.85,5780184.71,6860002.19,7562379.06,9182759.5,8835983.03,9929268.77,10703116.82,9772136.98,12778398.82,14282442.01,8882039.18
PE,Jataúba,2608008,3885497.13,5205310.96,6012758.65,7057441.45,9112122.01,8696381.64,9398664.43,10089723.06,11199629.22,12496075.69,12277585.889999999,13701572.61,15276253.94,13467755.2,16536041.97,21451712.36,15265510.51
PE,Jatobá,2608057,1484763.5999999999,2079622.59,2466911.71,2999361.21,3284956.58,3337662.66,3565639.25,4242040.73,4233787.82,4739615.5,5240359.58,5981924.91,6985682.01,6985512.819999999,9001272.48,10009551.709999999,6491481.63
PE,Joaquim Nabuco,2608206,3819618.06,4710661.84,5251962.29,5976191.600000001,7173851.42,7301046.15,7977593.86,9054443.34,9816109.26,10953642.97,11117171.33,10767317.83,11024917.64,10347873.040000001,12656619.15,13005669.55,8979522.56
PE,João Alfredo,2608107,5359788.95,6665093.02,7636410.34,8491626.66,11113196.29,11234810.75,11993324.83,14090232.49,14681772.68,17071515.66,17324591.71,17450085.64,18560320.23,18394867.2,22053793.86,25265407.39,17895784.18
PE,Jucati,2608255,2796278.89,3609194.65,3925447.66,4547588.43,5772948.76,6006601.51,6660775.26,7761701.98,8205978.94,9809244.81,9465459.28,10075674.93,10346567.89,10156197.67,13031930.62,16283554.879999999,9585018.69
PE,Jupi,2608305,3047711.45,2972015.81,4622271.68,5419878.03,7175069.3,7567343.65,8717911.93,10072142.17,10394921.41,12006601.030000001,12107478.9,13079272.85,14766043.31,14659632.33,19333294.37,22073399.26,16846218.93
PE,Jurema,2608404,3210290.04,4251085.33,4968077.12,5260408.12,6278545.5,6048595.67,6746444.7700000005,8495130.73,9532059.1,10726976.139999999,10124856.73,11745049.76,11924709.19,10937804.93,13505645.55,16450191.56,10741595.4
PE,Lagoa Grande,2608750,4473960.95,5525959.989999999,6530456.12,7693961.680000001,9884394.82,10089048.96,10702621.440000001,12547557.99,14099900.85,15789023.049999999,14694294.08,15045673.08,12986885.55,16375598.76,26108919.19,26745364.01,20890121.91
PE,Lagoa do Carro,2608453,2434801.92,2872772.55,3397757.85,4106768.71,5050635.2,5506089.97,5971209.37,6819393.76,7431245.2,8146805.99,8352967.0600000005,9512348.620000001,9995594.940000001,9782493.83,13227524.36,17388765.86,12217205.68
PE,Lagoa do Itaenga,2608503,4564912.21,6108431.12,6997129.7,7427332.17,9092289.83,8976023.91,9623900.89,11620238.17,11968084.65,13099000.76,11127724.35,11307921.14,12067078.72,11140423.18,13811097.68,15892978.4,10769338.440000001
PE,Lagoa do Ouro,2608602,2889892.65,3574101.65,3860271.32,4988185.46,6411259.57,6754226.03,7510249.58,8738062.94,8768555.209999999,10439407.030000001,10968110.49,11282849.73,11817821.84,11544696.799999999,14348243.77,16174746.26,9911851.41
PE,Lagoa dos Gatos,2608701,4115577.54,4726991.58,5724199.4,6393897.81,7446779.1,7576590.12,8416765.09,9380580.6,9078448.1,9496527.02,9642223.03,10606839.850000001,11636639.63,10784566.840000002,13405211.84,16418745.97,10616631.219999999
PE,Lajedo,2608800,8610826.85,10725135.34,13921703.81,15843381.99,21926871.55,21024218.63,21772379.13,24946074.53,25132503.02,30513547.41,29862806.14,30784945.97,32781652.01,33019994.550000004,43157135.0,57914154.52,36554551.42
PE,Limoeiro,2608909,5380184.640000001,6988809.05,9052036.69,10304965.45,13366769.28,13485375.65,13707547.28,15226186.75,16790243.75,18908987.58,19154706.27,21482579.35,24509242.97,22906707.84,28488075.27,36793068.28,24986465.57
PE,Macaparana,2609006,3780267.56,4945625.52,5784640.13,6121323.51,7641410.38,7839141.91,8734513.0,10711440.069999998,11158490.46,12123634.67,12009515.03,12480909.76,14525191.26,14166655.979999999,20516533.5,25454204.02,15806104.33
PE,Machados,2609105,1688704.8800000001,2284758.36,2786903.2600000002,3220206.3499999996,4011682.48,3812270.2800000003,4092295.3200000003,4975688.84,5773907.67,6503154.49,6806701.25,6679144.99,7247703.22,7185949.090000001,9243445.61,12243654.74,8910162.5
PE,Manari,2609154,3749279.7700000005,5269460.1899999995,6865103.74,7963569.08,10074063.53,10937589.1,12226105.32,13424010.86,14501657.47,15879492.87,15790160.3,15948602.91,17785580.28,16869171.330000002,20592250.62,22359095.78,14704936.5
PE,Maraial,2609204,2700096.96,3385275.2800000003,3902588.68,4746476.67,5829108.75,5470398.96,5793191.1899999995,6856614.86,7596312.99,8326093.33,7953456.45,8756517.19,9322476.76,7778865.01,9285340.33,10175909.06,7463985.76
PE,Mirandiba,2609303,2040096.0399999998,2853196.67,3211769.4699999997,3488582.62,4533736.38,5078364.32,5596265.819999999,6571231.7,7595187.06,7510396.5600000005,8381178.09,8633482.94,9445065.74,8719486.74,10922914.28,15921389.0,11925993.5
PE,Moreilândia,2614303,2014176.53,2828791.6799999997,3333861.94,3765868.37,4736700.03,4786148.83,4897850.67,5933155.42,6029612.22,6683674.63,6462345.21,6725021.42,7117823.85,7033024.399999999,9331610.870000001,10870836.72,7005830.23
PE,Moreno,2609402,7751348.97,9812237.46,12740972.51,14588598.93,18186159.88,18719021.790000003,19898883.88,22773108.419999998,21714251.990000002,23809917.16,23650349.66,25559163.009999998,28508932.68,27130916.81,34206579.3,37988133.32,24322165.23
PE,Nazaré da Mata,2609501,3214968.58,4055846.08,4788488.96,5465018.89,6397936.1899999995,6563395.59,7101083.6899999995,8339469.63,8595439.63,9265790.51,9447730.85,10407920.290000001,11041515.24,10398836.06,13205223.52,15529946.579999998,11254968.79
PE,Olinda,2609600,22296242.779999997,30103124.09,34904462.0,37657392.980000004,44759180.08,46278939.7,49885846.269999996,60277167.129999995,62588686.01,66466026.96,70507235.30999999,77273912.72999999,90287593.36,91165138.30000001,120660522.27,139774834.6,97335250.30999999
PE,Orobó,2609709,5830899.57,7098344.61,8457067.87,8949983.06,10904288.88,11645930.17,12168116.5,13814404.89,15138523.51,16458836.23,17418575.29,16351078.82,19192367.35,18472417.009999998,21544326.0,27057035.919999998,17206572.3
PE,Orocó,2609808,3113105.86,4230223.15,4846880.38,5415967.65,6476565.850000001,6463270.36,7709679.03,7919224.149999999,9115503.44,9867618.069999998,10872934.88,10955218.56,12963351.49,11538195.26,14450006.68,16267192.61,12127862.91
PE,Ouricuri,2609907,11730343.94,15123283.17,17061592.57,20478271.04,27311628.37,27745208.98,32017109.25,30938608.54,33111477.939999998,35325578.67,35714963.46,36465473.89,38966146.589999996,36747993.22,51397132.410000004,65851661.04,41145735.19
PE,Palmares,2610004,8117798.21,10465706.65,12556016.37,14883778.159999998,18936595.439999998,18632723.43,20456516.330000002,23693494.2,24297799.439999998,27126749.86,27083146.81,28852565.83,31012661.12,29402711.580000002,36357869.489999995,41973348.9,30036155.5
PE,Palmeirina,2610103,1839573.7,2423270.67,2782871.47,3141158.07,4068421.73,4104188.22,4623369.51,5719888.2,5878544.82,6226616.37,5898840.93,6488508.16,6477050.05,5814849.63,7047969.7299999995,7996632.52,4960521.34
PE,Panelas,2610202,7828826.91,10312171.31,10947617.34,14056184.719999999,17758739.830000002,17819299.5,19720155.48,22334945.28,23248414.869999997,27712655.02,20732302.59,25401509.58,25882931.17,24107821.169999998,34043996.83,47111146.949999996,27921538.97
PE,Paranatama,2610301,2648786.1999999997,3425237.58,4250684.65,5229825.61,6956454.34,6972532.87,7528951.28,8829445.34,9547928.27,10471449.68,10228482.86,10440792.45,11375532.19,11260380.19,14274839.1,16626315.399999999,10516795.77
