UF,Município,Código IBGE,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BA,Teodoro Sampaio,2931400,1566260.15,2023459.1199999999,2277612.94,2612263.25,3058296.47,3327646.8899999997,3757675.2399999998,4007281.68,4510262.55,4789601.85,4287511.97,5007181.67,5816911.47,5262999.7299999995,6195144.27,6061604.100000001,3675203.36
BA,Teofilândia,2931509,6726703.859999999,8651542.69,9063088.41,10409985.6,13906636.24,15844365.49,16053854.020000001,17266039.45,18628908.04,19324534.54,18941830.17,20623037.04,20818629.23,20190530.84,25568334.32,34013751.95,21145813.080000002
BA,Teolândia,2931608,3691253.66,4775837.2,4937333.8100000005,5801436.25,7303755.38,8951401.13,9476471.1,10990693.97,12466774.1,15328830.54,15003851.63,15907335.11,15680356.09,14661030.66,16579807.15,24036055.19,14760195.75
BA,Terra Nova,2931707,3014870.68,4084271.52,4367429.29,5345561.92,6549707.279999999,6477078.81,6460268.899999999,6456811.79,7553538.46,7852467.07,7817273.58,9011319.56,9029950.37,9530297.1,11932463.040000001,12760618.21,7638953.96
BA,Tremedal,2931806,4477007.1,5585081.83,5487915.91,6384880.64,8036691.7700000005,8871785.35,8668270.5,9417364.92,10357398.68,11072837.68,11141061.43,11315394.68,12064538.21,11344208.38,13882628.38,15527518.940000001,14122948.799999999
BA,Tucano,2931905,12742079.02,16543568.01,16182721.799999999,19629090.68,24499440.75,27258649.05,27296735.8,30403706.240000002,33042653.52,36656217.83,36221186.21,39149658.61,40716270.84,40308385.800000004,53786647.94,71972665.64,44525784.22
BA,Uauá,2932002,4524692.99,5813690.85,6876811.66,7627495.28,9706590.76,10716245.74,11172557.41,12084082.030000001,13694710.27,15450833.44,13969649.120000001,16696836.48,18863568.76,18144618.27,22236567.07,31299858.0,28728105.099999998
BA,Ubaitaba,2932200,4480793.33,6136610.98,6022214.340000001,7168575.69,8953952.129999999,10117406.01,10577615.55,11187233.9,13931683.37,15098961.33,14268888.53,15301132.68,15689682.49,15961439.84,18722181.76,22505971.08,14595200.629999999
BA,Ubatã,2932309,4154105.7600000002,4623163.7,5058371.220000001,5888961.04,7562436.7,9063499.35,7349345.739999999,8354551.6899999995,10181664.24,11256641.68,9824563.03,13724895.250000002,13706112.6,13156898.12,15523077.41,21920328.84,13099631.16
BA,Ubaíra,2932101,4355467.45,5674408.25,6251697.03,7218946.46,9330059.37,10752751.78,10832274.07,11755741.4,13211571.33,14453953.89,13351752.48,14519148.13,14776151.870000001,14664717.88,17888284.64,25741044.2,16340115.14
BA,Uibaí,2932408,2149766.83,3278880.8,3450622.3000000003,3851125.41,4846129.66,5691370.0200000005,5464361.24,6233090.98,6614066.99,7170756.16,7133748.95,7515474.22,7926769.72,7658276.26,9464445.25,12125241.67,7131319.53
BA,Umburanas,2932457,3249564.72,4216390.22,5133377.53,5982132.98,7103301.03,8083350.75,8500093.89,9386336.83,9753919.6,9484804.52,9378975.77,11511109.38,12078096.66,11829134.63,14940672.05,16660883.5,9256942.34
BA,Una,2932507,5678345.38,7911629.579999999,7809629.37,8697094.58,11135372.02,12123360.059999999,11977298.83,12910661.23,12945280.709999999,13968031.469999999,13967924.569999998,15179106.39,16067084.31,16989326.150000002,21409638.26,27704449.580000002,17189279.43
BA,Urandi,2932606,2671877.58,3329405.25,3431240.22,4530081.2299999995,6005081.5600000005,6914442.36,7158208.34,7914393.13,9383569.76,9847264.53,9553374.12,9752297.02,10563934.59,10736531.19,13116005.93,15857425.950000001,10122840.629999999
BA,Uruçuca,2932705,4965296.28,6527080.96,7647104.04,8964930.44,11312348.120000001,13266111.569999998,12862351.44,13248459.19,11407860.3,16210655.69,15259924.370000001,18493180.9,19076045.78,17841835.45,20665701.220000003,28446658.46,19162939.2
BA,Utinga,2932804,3881589.47,5640925.1899999995,6121403.5200000005,6711586.92,8540304.85,9104114.16,9604035.45,10222287.11,10991321.23,11536943.25,11290235.12,11159646.92,11352928.19,10760637.139999999,13921371.44,16816812.58,8705604.39
BA,Valente,2933000,4050878.38,5736583.46,6012252.21,7165545.17,8854200.52,10043881.56,10243292.52,11582219.969999999,13052393.55,16213847.59,15434988.5,16305579.15,17483425.24,15646211.43,16919541.32,37017291.5,29497693.34
BA,Valença,2932903,11408926.72,17033967.74,20167171.939999998,27353133.970000003,35070847.24,39861023.61,39818564.18,41457479.85,45043852.88,51125052.6,47653974.870000005,50640777.98,55484218.97,54643319.43,72922065.53999999,97411675.82000001,64960813.03
BA,Varzedo,2933174,1946992.34,2555232.74,2669437.9,3285805.17,4023628.69,4499857.0200000005,4520319.31,4546466.39,4853661.5,5178805.86,5046563.71,5699069.94,6031190.1899999995,6122075.19,8152764.16,10186451.98,5873345.930000001
BA,Vera Cruz,2933208,6137485.53,9727752.0,10815824.31,13352287.0,18196347.01,20136558.16,20612293.740000002,21963445.66,22441223.23,23171600.11,21663213.75,26473382.01,30863945.779999997,30499723.509999998,39594840.31,59204573.51,33678356.05
BA,Vereda,2933257,1564619.87,2031130.6800000002,2316613.03,2785402.5999999996,3480808.31,3810219.3200000003,3903047.41,4116106.0000000005,4830341.68,5210362.59,4586748.87,5230641.74,5080303.49,5548813.92,7340376.779999999,8560674.35,4513372.45
BA,Vitória da Conquista,2933307,31942726.81,43914752.16,48780949.16,58234356.86,75917344.8,89587844.4,96288921.96,106469902.32000001,129339048.02999999,142498162.83,135848775.53,147515559.69,164399041.6,172450197.22,229898790.32999998,289396091.79,175708175.73
BA,Várzea Nova,2933158,3534930.19,4563022.8,4296640.82,5023174.36,5956213.5200000005,6536655.66,6536547.99,7030587.91,7903290.61,8734115.75,8477596.41,9637010.8,9965219.37,9632022.31,12137645.290000001,18866210.96,10202672.01
BA,Várzea da Roça,2933059,3442567.75,4428794.68,4752985.2299999995,5202364.95,6665062.67,7437460.779999999,7485695.05,7498827.08,7908909.78,8824705.37,8186507.88,9177920.29,9413043.27,9132494.459999999,10581289.96,15516362.09,12870246.74
BA,Várzea do Poço,2933109,1524397.78,1899740.39,2268826.91,2990244.88,3534399.26,3897558.83,3871259.5,4092146.31,4363711.13,5042852.100000001,4692773.36,5167250.28,5624519.91,5682235.8,7019768.550000001,10632479.649999999,6771104.43
BA,Wagner,2933406,1340236.61,1814735.43,1993775.78,2134488.94,2749174.2199999997,2921036.85,2888009.12,3038202.09,4133362.04,4936084.66,4952688.6,5259588.37,5901809.25,5994728.94,8427524.98,10186054.13,5665261.87
BA,Wanderley,2933455,2552331.43,3312957.4,3643280.48,4310834.14,5593648.28,5863801.95,6080075.97,7636849.4,8209174.67,9506052.56,9640424.07,10435004.44,11267965.22,10935189.48,13780093.93,19305969.919999998,13440012.26
BA,Wenceslau Guimarães,2933505,7256392.8,8533190.74,9144599.46,11721992.92,14701931.61,17958573.23,15843136.67,19333132.919999998,20946420.19,21668841.59,20857757.8,24044523.47,23411358.09,22073613.19,26887965.96,32625310.2,20015030.16
BA,Xique-Xique,2933604,11633459.4,16351499.8,18749983.7,20846354.15,25727716.89,29930886.43,30725839.119999997,34483309.52,35759534.88,40339396.66,37471061.019999996,42930989.75,43730459.14,44291538.78,60574490.18,74795970.84,52517439.059999995
BA,Água Fria,2900405,4703465.35,5758563.51,6069991.140000001,6677695.93,8444809.620000001,9456027.73,9533522.95,10402059.35,11465462.870000001,11935225.42,11938205.020000001,12449392.48,12683254.370000001,11967369.219999999,14414947.62,20035776.43,11992933.58
BA,Érico Cardoso,2900504,2421977.9899999998,2897166.47,2969381.0799999996,3578588.86,4501092.51,5113212.26,5163028.600000001,5513343.399999999,6312134.75,6483219.7,6369833.78,6438884.08,7434067.45,7449032.94,8739685.9,14090435.95,8180708.01
CE,Abaiara,2300101,1648047.4700000002,2275846.66,2499130.55,3051996.35,4313225.69,4097909.6799999997,4059247.2399999998,4605127.65,5174249.24,6130827.92,5641335.45,6332130.05,7112856.69,6640793.13,9219120.39,12597927.25,7780469.43
CE,Acarapé,2300150,2415013.9099999997,3051462.73,3595740.18,4246161.76,5385833.83,5269769.41,5694149.9799999995,6842523.63,7978108.57,9393030.77,8783762.77,10498035.59,11353207.44,11091547.41,14641983.61,17928007.55,10602674.72
CE,Acaraú,2300200,11480653.3,15287960.969999999,17216287.87,21788581.59,27867575.69,28063140.92,30282280.97,32650182.25,35865424.54,41198980.25,37240618.63,42089259.62,49610121.92,47386360.980000004,61348837.83,84599106.42,56104183.52
CE,Acopiara,2300309,9668532.48,13016528.64,14494589.15,16991399.89,22894860.15,22505766.36,25085980.009999998,26775570.96,29601255.07,33193807.939999998,30321687.66,32266736.96,35531059.81,33260764.97,40283588.46,50874652.25,30262631.18
CE,Aiuaba,2300408,3593229.51,4552353.47,4625021.98,5718666.78,7521736.43,8173362.569999999,8462203.94,9062103.27,9551919.85,10325394.08,9364367.38,9617061.059999999,10919766.120000001,10752400.290000001,13365972.48,16681435.45,10026670.21
CE,Alcântaras,2300507,2266873.6,2860223.18,3597137.28,4088082.22,5545003.8100000005,5788914.32,6163575.04,7093118.109999999,7705575.5600000005,8413366.0,7240526.149999999,7991491.72,8755573.93,8802285.87,11145816.27,14051264.66,8536978.87
CE,Altaneira,2300606,1599932.22,2074090.6300000001,2451682.53,2852291.21,3877746.71,3892400.23,4271788.83,4628890.69,5265697.59,5946297.5,5083390.6,5850392.41,6918123.11,6587229.08,8824824.47,11950329.270000001,7614861.34
CE,Alto Santo,2300705,2479824.66,3589292.59,4429328.8,4958039.69,6784587.52,7155219.5,7539641.180000001,8019082.26,9049227.42,10257837.389999999,8831712.19,9128347.620000001,11507296.45,11410543.54,15169510.15,20815279.14,13068023.46
CE,Amontada,2300754,10458861.7,13879554.88,15115649.12,17365781.48,22948967.05,23385059.59,24734273.36,26533207.42,27885000.36,31086316.82,28462346.07,30774797.36,35087852.31,34503532.05,48425178.63,64021379.13,43417991.65
CE,Antonina do Norte,2300804,1683527.97,2281520.31,2547427.6,2626908.69,3603148.5500000003,3585930.93,4041679.23,4460789.92,4716935.13,4993320.5600000005,4698008.51,5116662.0,6321466.75,5990826.19,6987927.83,9159492.9,5706256.529999999
CE,Apuiarés,2300903,3320793.1599999997,4023970.6199999996,4563884.25,4983690.69,6305446.01,6240552.649999999,6800676.7299999995,7473307.109999999,8266796.89,9319441.940000001,8073576.3,8466164.29,9135507.91,8132794.64,10202118.62,15677045.26,10519576.5
CE,Aquiraz,2301000,12848360.56,16915338.12,18786572.17,22072129.51,30334621.23,31139645.52,35040714.13,38383020.39,42977496.699999996,48375928.410000004,45711216.46,48627298.07,55248637.03,54536563.4,69330935.14,86209851.39,56922182.38
CE,Aracati,2301109,11610826.16,15396441.67,17681255.96,19433542.39,25629095.0,25788702.560000002,27152780.13,31597420.95,35618055.43,40319625.14,36446058.75,43270123.74,51320317.17,50756249.839999996,63337349.779999994,79388403.98,53570081.1
CE,Aracoiaba,2301208,5508504.11,7575805.6899999995,8300750.4399999995,9617628.34,12895241.93,12370461.28,13689207.31,15418452.16,17642649.2,19268576.490000002,17236185.67,19436177.33,21126759.54,20246535.42,25433996.26,37116726.31,27333141.53
CE,Ararendá,2301257,2624441.0,3475082.86,3759675.59,4279690.09,5560265.51,5565403.5600000005,5820417.53,6494367.1899999995,7271911.1899999995,8315351.64,7790235.470000001,8174261.7299999995,9125105.860000001,9590447.94,14373288.27,22059597.400000002,15328683.559999999
CE,Araripe,2301307,5590506.859999999,7525292.38,8214739.58,9847405.56,13112790.209999999,13093495.92,14401280.809999999,16082683.26,17360172.259999998,18959798.2,17253904.53,17978274.72,19458042.88,19097397.849999998,24501816.27,29118594.09,20424336.91
CE,Aratuba,2301406,3266843.86,4414046.93,4846859.14,5545720.71,7227325.49,7137328.46,7675850.37,8459049.53,9239439.05,9813090.81,8955397.52,9460561.99,10592875.120000001,10303199.85,12709816.03,15912052.209999999,12573982.69
CE,Arneiroz,2301505,1872879.0699999998,2567969.71,2810267.1999999997,3300730.36,4217321.66,4592678.850000001,4693381.86,5139955.41,5498319.4,6281523.29,5196319.13,6203859.57,6381245.27,5534637.95,6686814.8,8135398.34,4960266.1
CE,Assaré,2301604,4703038.49,6506271.81,7085888.2,8081750.069999999,10461639.31,10596982.14,11093923.19,11698848.88,12293702.020000001,13263559.27,11860249.79,13213947.15,14838625.77,14279056.67,17743069.45,21921726.31,14530046.76
CE,Aurora,2301703,4841713.74,6286655.66,6732233.57,7601173.01,9815974.15,9891662.83,10732447.959999999,11111168.52,13081039.77,14309259.48,12224637.5,14159415.91,13693329.62,13366982.49,15956461.52,19920653.03,11761520.709999999
CE,Baixio,2301802,1192290.43,1660704.8800000001,1930992.9600000002,1922807.43,2610733.99,2452784.95,2634473.02,2980131.0999999996,3129076.55,3585387.4899999998,3392263.6,3822448.54,4066968.95,3860884.0300000003,4813631.97,5839819.31,3152643.38
CE,Banabuiú,2301851,4418342.71,5932786.6,6164585.850000001,7157536.1,9157574.05,8900999.62,9340431.0,10666874.459999999,11766021.35,13577652.21,11317666.549999999,12545296.99,13532407.79,13877698.06,17773399.72,26167541.52,17920421.87
CE,Barbalha,2301901,9024113.31,13666542.62,14460350.38,16659133.18,21510711.91,22030165.58,24042238.16,27398891.21,29167156.66,33319811.2,29055211.38,37379883.93,43549374.22,42270097.94,55278919.66,74719755.2,45343851.78
CE,Barreira,2301950,4449892.5,5699860.85,5903085.03,6974775.85,9327001.32,9966161.89,11224219.61,12331927.25,13737505.59,15820838.6,13840212.08,15480540.190000001,18010523.18,17415616.63,22850331.46,30757133.99,21112772.67
CE,Barro,2302008,4173856.37,5413372.2700000005,5892011.45,7080405.0600000005,8806218.48,8466456.09,9536146.6,10103517.88,11113600.21,12058201.02,10558059.52,11681510.67,12955151.379999999,12497660.07,15935275.45,18769584.9,11202798.61
CE,Barroquinha,2302057,4262867.3,5392144.71,6091769.09,7006195.7,9159473.19,8989827.49,9204084.89,10172147.9,10893746.1,11985407.24,10884593.28,11663550.13,13878797.25,13427985.43,17448048.8,20871154.89,13597228.73
CE,Baturité,2302107,5099903.35,7523830.19,7705246.84,9171304.17,12164796.64,12510027.45,13424242.43,14488741.290000001,15885562.629999999,17572185.69,16469719.18,18865473.47,21958398.38,20589023.12,27684116.080000002,43205081.14,31585384.48
CE,Beberibe,2302206,11413871.1,14082400.15,15679888.700000001,18825733.169999998,24952976.6,25043991.14,26924217.639999997,30416480.69,32993008.169999998,35416086.52,32853925.17,33767543.2,39877589.89,38577988.76,50613868.62,67195209.38,39940689.78
CE,Bela Cruz,2302305,6774108.069999999,8660266.81,9327837.85,10149523.1,13355469.83,13220120.19,14212459.709999999,15962523.78,16154886.01,18185474.5,16489441.24,17901190.46,20811734.73,18959230.419999998,22622802.169999998,29696304.82,22146439.42
CE,Boa Viagem,2302404,11328934.36,15065368.15,15666152.59,18785436.23,25065717.21,25883723.259999998,28077081.169999998,30056333.6,32441440.04,34363847.16,31185158.26,32755408.529999997,36847334.63,34659038.11,41583089.3,69018457.88,47873610.97
CE,Brejo Santo,2302503,7213932.49,10304957.85,11662239.97,15525369.299999999,21158600.36,21814404.63,25565470.06,29412203.7,32997528.860000003,38755817.33,34007533.190000005,37206456.199999996,45914624.11,43428610.78,55224744.85,94682060.83,64459694.69
CE,Camocim,2302602,12438846.040000001,16159876.01,18319711.44,21432957.64,28503328.900000002,29587177.849999998,31118857.18,33740096.33,37703973.32,42343684.04,36150813.410000004,41688923.879999995,43152047.64,44064539.7,55397803.33,67673358.0,43933050.69
CE,Campos Sales,2302701,5889525.84,7449908.17,8594425.16,9620418.14,12895676.61,12640880.93,13465520.51,14058507.56,15411342.86,17223320.38,15438802.030000001,15806822.31,17108564.83,17958042.32,23469822.99,26723865.51,16190881.66
CE,Canindé,2302800,15895024.82,20960169.31,22561582.65,26271339.67,34423401.06,34960568.629999995,38301361.449999996,42254794.92,43197687.42,47296573.14,42914105.42,46946891.51,52296196.18,54589036.65,79526159.85,107101959.03,69896535.52
CE,Capistrano,2302909,3949138.2500000005,5646885.85,6334048.83,7308964.01,9790531.82,10056841.8,10557687.94,11585983.17,12746253.67,12500317.040000001,11024980.01,12283095.02,13971579.37,12692274.63,15421985.24,21283142.13,11749059.61
CE,Caridade,2303006,3712759.01,5193706.11,5720718.180000001,6486449.04,8434073.89,8768971.38,9227606.65,9949185.29,12418467.03,13582748.0,11090738.530000001,13311981.27,15970207.459999999,15354217.39,19890662.22,34736053.43,22634297.63
CE,Caririaçu,2303204,6639022.160000001,8545533.85,9335196.7,10754835.889999999,14218029.610000001,13519828.46,14702895.87,16619697.479999999,16820489.78,18948798.68,17128756.63,18556255.37,20934592.02,19799807.9,26485011.36,37326045.3,23386529.669999998
CE,Cariré,2303105,4049033.18,5130749.15,5831606.25,6690382.86,8675313.73,8496317.620000001,8777580.76,9640575.65,10480141.52,12304204.91,11654662.96,11977012.709999999,13785230.57,13341442.28,15700584.879999999,22311499.97,18550624.65
CE,Cariús,2303303,3602798.83,4615198.59,5147167.52,5557555.29,7135679.92,7013854.399999999,7371198.33,7700901.300000001,8279552.58,9780130.88,8275312.15,8783054.96,9851044.81,9923790.68,13915051.74,21178842.28,14129866.4
CE,Carnaubal,2303402,3453910.0399999996,4474764.81,5203370.7700000005,6251239.99,8291597.22,8628224.49,9042572.84,9386839.040000001,10573758.05,11911834.5,10808096.83,11106235.22,12828799.59,12846531.34,17596210.43,24401328.400000002,15994296.55
CE,Cascavel,2303501,13054085.42,16534273.85,18401528.740000002,21586132.73,27893605.55,27592247.56,30119674.12,34649264.44,40021575.74,45103677.45,40625022.35,45614188.660000004,52874731.949999996,50910821.98,71418639.26,95884342.12,61533768.42
CE,Catarina,2303600,2149552.13,2816361.12,3240443.2,3745224.86,4978168.38,5100809.14,5431987.92,6278946.65,7034230.22,7970975.82,7219566.649999999,7310918.02,7673302.37,7704205.7299999995,9235708.76,11998025.370000001,8450265.32
CE,Catunda,2303659,2705272.97,3891757.28,4298917.61,4710979.89,6006187.88,6293200.1,6470322.39,7371727.14,8624833.48,9945163.4,9048919.59,10742249.09,12554670.65,12022225.11,16567758.12,21031120.5,12923054.83
CE,Caucaia,2303709,56154928.18,75935628.06,88341060.84,94696239.25,125502391.75,129222249.12,142866781.89,157676796.05,170113106.3,191768372.53,174834018.91,195835949.18,223638659.27,219520156.46,293489019.24,389254179.08,284499069.76
CE,Cedro,2303808,4718656.680000001,6589591.23,7499456.680000001,9288393.85,10743711.95,10843649.76,10786111.78,11140173.83,11972682.55,12745890.16,12151281.200000001,13146240.31,14060619.98,13508652.82,17170650.16,21402668.98,13402843.870000001
CE,Chaval,2303907,3119428.17,4279515.2,4609507.98,5287897.81,7094424.64,7004081.17,7472863.42,8024880.15,8502542.68,9431917.41,8760499.6,9295164.7,10490822.9,10174824.65,14069476.4,17215604.259999998,10881080.54
CE,Chorozinho,2303956,5290147.63,6459786.55,6905533.57,7528912.93,9589129.74,9599489.43,10523133.86,11898458.69,13770699.38,15524421.34,14241024.93,14732237.88,16809077.68,17010764.25,22930676.9,29148743.71,18143280.56
CE,Choró,2303931,3503112.91,4602725.66,5333847.5600000005,6052761.06,7524997.8100000005,7313904.710000001,7519085.99,8445994.85,9138522.64,9282207.83,8095570.74,8677414.41,9998639.07,10060149.67,13041691.24,16226102.15,11164104.9
CE,Coreaú,2304004,4839883.18,6411159.85,8031210.28,8419239.8,10997238.76,10736518.69,11498057.23,13750910.08,15564158.28,18114724.87,15718456.209999999,14928548.88,17423300.37,19697882.13,28933639.38,27651904.96,24064118.7
CE,Crateús,2304103,11979319.26,15231644.43,16466342.47,19980570.39,26269451.26,27629922.810000002,28788109.029999997,31667500.31,36790736.449999996,42303177.62,36274930.089999996,42036730.480000004,50056421.87,49843286.160000004,64798459.53,80746888.35,51357523.949999996
CE,Crato,2304202,15185719.08,20636925.79,24020409.62,28033682.16,36472033.86,38836186.16,41965034.199999996,47100802.39,52439018.690000005,56980805.58,53699427.120000005,57946405.13,72020282.69,72501517.49000001,98665856.95,128095498.85000001,79733384.84
CE,Croatá,2304236,4133405.2600000002,5465283.180000001,6045297.62,6427152.85,8626744.88,8660770.11,9419989.32,10862484.84,12073729.15,13182528.72,11269871.52,13031358.36,15436842.45,14690334.58,19526499.02,30183588.99,19646206.78
CE,Cruz,2304251,5196732.01,7136127.92,7751106.77,9008532.21,11825163.2,11738812.1,12715743.280000001,14282135.5,16657937.88,18301699.34,16502981.56,17954037.51,21291448.02,21804574.14,31564329.759999998,40609728.06,29044081.65
CE,Deputado Irapuan Pinheiro,2304269,1896046.8599999999,2635953.41,2891168.68,3326547.93,4121376.08,3842537.27,4265398.2299999995,4769162.95,4994475.7299999995,5970514.5600000005,5100710.05,5613174.76,6105061.47,5809653.04,6772080.16,8285009.91,7527912.59
CE,Ererê,2304277,1441646.5999999999,1974001.61,2198942.42,2500234.4,3289627.13,3144362.46,3723147.05,4348466.44,4634712.38,4968714.2,4547281.08,4202225.55,4958724.59,4618894.83,5449035.37,8297450.62,5805859.21
CE,Eusébio,2304285,9348450.0,13048251.16,15357977.66,18260603.81,24779073.509999998,27234904.7,29928975.51,32555096.470000003,37818931.81,44266707.81,44553093.239999995,50279579.95,58188064.43,58876706.410000004,78199212.16,83014571.72,49305541.699999996
CE,Farias Brito,2304301,4186756.55,5343385.12,5687021.2,6709010.49,8691294.94,8539416.62,9197954.870000001,10158367.7,11450427.83,13061315.659999998,11343178.36,12572386.49,13771507.56,13481871.84,17947591.18,22824889.41,15232982.48
CE,Forquilha,2304350,4624733.680000001,6083238.15,7206626.51,7467397.0,9897763.94,9945561.08,10280687.040000001,11060506.64,12164471.66,14002085.71,12029513.31,13750787.64,16285320.09,14812288.760000002,18114751.0,26376815.56,17592573.13
CE,Fortaleza,2304400,199868262.69,276441458.28,302196183.02000004,343284135.83,438977296.85,429447572.05,444800369.45,470174374.35,555795979.11,649325233.86,620779428.49,725442341.28,883878533.1899999,909036645.6700001,1188331886.49,1455019080.08,926664502.22
CE,Fortim,2304459,3212187.4299999997,4354812.21,4829096.7700000005,5501306.43,6986105.93,7083790.609999999,7798064.33,8435835.65,9042658.41,10366565.0,9495062.950000001,10476718.07,10915190.26,10814583.39,13333460.54,16029336.930000002,11070532.96
CE,Frecheirinha,2304509,2930690.14,3968602.26,4319782.33,5044253.94,6751197.25,6848187.46,7405740.48,8290490.39,9460097.0,11061475.71,9955401.11,11044727.17,11964191.54,12064496.94,17951921.56,22288588.66,15321518.22
CE,General Sampaio,2304608,1769461.21,2566579.14,2992932.85,3373582.56,4376864.6,4497881.38,4913404.71,5190041.7,6114344.09,6916781.58,5927134.38,6640602.59,7637137.24,7471353.989999999,9429936.22,13339873.99,9388662.299999999
CE,Granja,2304707,11949533.54,16804839.75,18347699.580000002,21429027.49,28595660.28,29993563.07,31482128.47,35280503.06,37790479.62,42658869.29,39681774.44,41196212.68,45063998.53,45245746.11,58134714.54000001,67681288.22,50359781.99
CE,Granjeiro,2304806,1539870.22,1995572.29,2327532.48,2651503.4899999998,3562892.32,3488736.0,3499310.85,3650131.14,3834496.17,4095956.14,3634169.24,3913502.16,4421127.6899999995,4406885.68,5204284.850000001,6704719.4,4327291.22
CE,Graça,2304657,4353358.989999999,5290951.3100000005,6229481.81,6952113.18,8990611.33,8788909.55,8608307.34,10439793.6,11250867.8,13526851.26,11510579.83,13292073.73,16701509.93,16744421.07,23364612.72,28364149.669999998,17368914.98
CE,Groaíras,2304905,2050380.2,2659220.1599999997,2976814.4899999998,3499764.97,4672001.84,4706876.0,5241257.37,5693397.15,6529718.33,7269562.02,6355796.02,7358873.59,7945853.899999999,8047692.2700000005,11086258.530000001,13987458.71,8775481.73
CE,Guaiúba,2304954,4790149.989999999,6467305.77,6877674.649999999,8175091.56,11190208.35,11160827.25,12459656.379999999,14511988.9,15846323.34,18177610.13,16797252.86,18047452.32,19976514.52,18683704.23,25674972.51,29993374.48,19399897.58
CE,Guaraciaba do Norte,2305001,9585369.97,13092830.96,13609486.3,16416644.76,21220808.94,21739473.68,22844614.86,24468519.05,26566525.94,27317687.59,26202864.77,27467591.880000003,32508045.41,32396434.31,44671981.99,60830773.27,39044082.05
CE,Guaramiranga,2305100,1158510.55,1695915.8,1903377.6500000001,2083528.89,2767757.85,2765074.85,2969707.5700000003,3391940.83,3885994.42,4223261.19,3968902.94,4198567.8100000005,4726133.88,4902401.78,5827675.390000001,6869780.79,4638388.75
CE,Hidrolândia,2305209,3827278.1999999997,5346797.53,6032035.92,6868185.300000001,9106785.44,8917002.34,9261113.88,10809465.93,11633930.4,11814852.94,10578782.44,11852015.02,12429650.41,12545765.69,15444288.99,20548817.32,13381333.84
CE,Horizonte,2305233,10968268.56,15076331.42,16237872.26,19403077.93,25859529.15,26733695.02,29507303.93,33001675.45,36734988.36,41934616.54,39654799.48,43772505.22,50803796.010000005,48579552.81,64277778.51,86808777.78,57686173.1
CE,Ibaretama,2305266,3552351.6,4625081.1,4846861.399999999,5387692.69,6954021.5600000005,6768559.5,6984768.2,7747311.69,8835371.1,9100841.11,8017907.06,8878116.879999999,10061621.47,9836153.67,12506418.58,15730735.01,10416093.51
CE,Ibiapina,2305308,5284249.859999999,7010833.08,7502624.220000001,8298414.0200000005,10515898.28,10499104.58,10835196.42,12886262.3,13915945.049999999,15526088.99,13879812.809999999,15372861.959999999,17510583.34,18042159.509999998,23909240.88,31760910.55,21884998.36
CE,Ibicuitinga,2305332,2807969.93,3782118.82,4517713.43,5129153.14,6926309.95,6698081.63,7166525.46,7752415.350000001,8887330.77,9900317.15,8814933.72,10907500.53,12670672.97,12387852.66,16602220.92,20686580.2,12916616.2
CE,Icapuí,2305357,3825539.6,5051277.61,5830267.09,6966984.2299999995,9278707.82,9445808.81,9963904.57,11107445.29,12391055.430000002,13463733.190000001,12678544.05,14270155.85,16361059.95,16110149.4,19843119.09,25252430.85,15301627.46
CE,Icó,2305407,13118521.03,17491350.36,18448620.03,20972044.57,27376958.94,29169621.41,32890148.71,36648448.54,41082156.56,44945427.0,35524953.1,44118373.96,44869245.49,41980364.54,53640430.32,85357016.52,54435447.65
CE,Iguatu,2305506,11385007.54,15834795.32,17726820.8,20794922.29,28108275.57,29223593.54,31047576.22,34899189.55,39830061.949999996,44606355.93,39932085.21,47370784.49,55643478.39,51833622.14,63187647.42,84170789.49,57736476.27
CE,Independência,2305605,4837871.87,6306636.96,7340024.14,7991663.0,10337613.66,10351647.42,11006778.02,11925229.799999999,12833419.52,13767702.65,12243766.86,13028579.02,14705282.42,14131847.84,17773155.11,24860162.84,15045746.56
CE,Ipaporanga,2305654,2629952.5,3553903.59,3898850.07,4531339.31,5864126.71,5794220.61,6097281.6,6930137.88,7382470.0200000005,8306641.01,7376347.42,8339760.95,9171420.120000001,8772365.09,11441933.67,14060218.68,8995298.36
CE,Ipaumirim,2305704,1848514.8699999999,2477477.42,2731068.61,3181234.04,4037469.62,4123514.06,4651214.43,5530669.27,6390375.109999999,7017117.330000001,6545135.7700000005,7412906.1,7918573.78,7647576.13,10034506.78,13850022.04,9870149.08
CE,Ipu,2305803,6579818.32,9522285.0,10968552.620000001,13445707.96,17252136.96,18537734.68,19673573.89,22034445.7,24445267.93,26318188.17,22748386.01,27486775.82,30418934.71,32275505.36,43399902.23,46251300.88,36866723.32
CE,Ipueiras,2305902,10173139.17,13611501.86,14521785.55,16618866.12,20877542.23,20598725.8,21075354.77,22728203.77,25008911.51,27323054.95,23977907.42,24565330.009999998,30116903.19,30457889.89,37791698.36,52895756.14,34123228.03
CE,Iracema,2306009,2437705.2399999998,3295882.18,3779077.65,4246006.59,5674386.43,5961122.52,6113502.75,7089389.11,7474744.72,9074961.34,7693453.84,8757221.469999999,9968252.34,10174855.35,13971815.49,15598996.81,9747941.87
