Código_IBGE,Ano,Populacao
4302378,2009,2404
4211652,2020,2404
1711100,2022,2404
5107198,2019,2405
5211602,2018,2406
4318499,2022,2406
1720002,2022,2406
5215801,2013,2407
2500577,2008,2407
2210383,2014,2407
2414308,2018,2407
1700251,2011,2407
1718899,2021,2407
2414308,2014,2408
4318614,2019,2408
4200556,2015,2408
5202809,2020,2409
2207108,2016,2409
2210383,2015,2409
4200556,2012,2409
2504108,2011,2410
1101468,2017,2410
4212056,2012,2410
1720002,2010,2410
5209291,2008,2411
5212055,2013,2411
3143609,2022,2411
4205555,2022,2411
5215801,2014,2412
2210383,2016,2412
2401651,2013,2412
4308433,2019,2412
4314456,2008,2412
4218855,2020,2412
3527504,2021,2412
3554656,2019,2412
1711100,2021,2412
3143609,2021,2413
2210383,2017,2413
4314175,2010,2413
2414308,2019,2414
4305587,2012,2414
4309126,2008,2414
1101468,2009,2415
3514957,2012,2415
5215801,2015,2416
2502201,2011,2416
4301958,2010,2416
4313334,2011,2416
4320651,2012,2416
4322376,2010,2416
5202809,2019,2417
2207108,2017,2417
1101468,2016,2417
4305587,2011,2417
4313334,2017,2417
4200556,2011,2417
2207934,2009,2418
2414308,2015,2418
3527504,2008,2418
3125200,2013,2419
3158706,2016,2419
2510709,2019,2419
2409605,2021,2419
4310652,2019,2419
4320453,2008,2419
4200556,2014,2419
3514957,2011,2419
5215801,2016,2420
4101853,2011,2420
4202875,2019,2420
1703883,2009,2420
1711100,2020,2420
5202809,2009,2421
3125200,2014,2421
5107743,2017,2421
4101853,2013,2421
2414308,2020,2421
4322376,2008,2421
4322376,2012,2421
5107198,2020,2422
2207934,2010,2422
4305850,2012,2422
3554656,2020,2422
1700251,2012,2422
3125200,2015,2423
4305587,2022,2423
4217758,2020,2423
5209457,2008,2424
5215801,2017,2424
3125200,2016,2424
5104500,2011,2424
2510709,2017,2424
1101468,2015,2424
4308433,2018,2424
4310751,2009,2424
4210852,2015,2424
4212056,2010,2424
5202809,2018,2425
2500577,2009,2425
4320651,2011,2425
4215554,2022,2425
3125200,2017,2426
4215554,2010,2426
3119609,2009,2427
3149002,2016,2427
2207934,2011,2427
2414308,2021,2427
1101468,2008,2427
4306353,2019,2427
4202537,2009,2427
3544707,2021,2427
3557154,2009,2427
1711100,2019,2427
1718451,2012,2427
5212055,2014,2428
2414308,2016,2428
4313334,2016,2428
4317954,2012,2428
4212056,2008,2428
4215687,2019,2428
5201454,2011,2429
4200556,2013,2430
3514957,2010,2430
3544707,2020,2430
1712702,2013,2430
5201454,2012,2431
5202809,2008,2431
5212600,2015,2432
5212600,2016,2432
5212600,2017,2432
2502201,2012,2432
1101468,2014,2432
4219150,2020,2432
3544707,2019,2432
3554656,2021,2432
5212600,2013,2433
5212600,2014,2433
3165560,2022,2433
4310751,2008,2433
1708254,2011,2433
5202809,2010,2434
5106315,2016,2434
4301958,2008,2434
1711100,2012,2434
3544707,2018,2435
1711100,2018,2435
3158706,2017,2436
2510709,2020,2436
4302238,2011,2436
4322376,2011,2436
4205555,2011,2436
3143609,2020,2437
4103024,2021,2437
2405504,2022,2437
2414308,2017,2437
4302220,2012,2437
4305157,2017,2437
4318614,2020,2437
3158706,2018,2438
2513943,2011,2438
2409605,2020,2438
4305587,2019,2438
4306429,2008,2438
4215059,2011,2438
5107198,2021,2439
4302220,2011,2439
4305850,2011,2439
3124609,2012,2440
2413607,2019,2440
1101468,2013,2440
4313334,2010,2440
4313334,2015,2440
4215059,2012,2440
1711100,2011,2440
2504108,2012,2441
2200954,2011,2441
2409605,2022,2441
4310652,2018,2441
5202809,2012,2442
2200954,2012,2442
4114351,2021,2442
4305587,2018,2442
4210704,2021,2442
4211652,2019,2442
3514957,2009,2442
4125902,2017,2443
4305157,2016,2443
3527504,2009,2443
5212055,2015,2444
4305587,2010,2444
4306429,2009,2444
4317954,2011,2444
2207934,2012,2445
5202809,2011,2446
2500577,2013,2446
2404101,2013,2446
4302378,2008,2446
3514957,2021,2446
1708254,2012,2446
4302238,2012,2447
3533809,2021,2447
3124609,2017,2448
3514957,2008,2448
5104500,2012,2449
2207108,2018,2449
2210383,2018,2449
2407906,2009,2449
4215752,2017,2449
3514957,2020,2449
4305157,2015,2450
4210852,2014,2450
4322343,2009,2451
3149002,2017,2452
2210383,2019,2452
3503158,2021,2452
3514957,2019,2452
2510709,2021,2453
4301958,2009,2453
4313334,2014,2453
4218954,2021,2453
3544707,2017,2453
5205703,2022,2454
2210383,2020,2454
4125902,2012,2454
3544707,2016,2454
5216007,2022,2455
3124609,2011,2455
2513943,2012,2455
4103024,2022,2455
4313086,2011,2455
5213855,2022,2456
2210383,2021,2456
4212056,2009,2456
3514957,2018,2456
3544707,2015,2456
1720978,2022,2456
4305157,2014,2457
1703883,2013,2457
1704105,2008,2457
3158706,2019,2458
2207934,2022,2458
2409605,2019,2458
4305850,2017,2458
4307831,2018,2458
4308433,2012,2458
4314456,2010,2458
3507456,2013,2458
3544707,2014,2458
5204953,2018,2459
3124609,2016,2459
3144201,2022,2459
2200954,2013,2459
2207108,2019,2459
4125902,2016,2459
4313086,2012,2459
4218954,2020,2459
5212055,2016,2460
2200954,2014,2460
2200954,2015,2460
2200954,2016,2460
2407906,2008,2460
4305871,2011,2460
4305871,2012,2460
3503158,2020,2460
3544707,2013,2460
2500577,2014,2461
4217758,2019,2461
1721307,2015,2461
5202353,2021,2462
3113800,2011,2462
3143609,2019,2462
4110656,2017,2462
4321626,2008,2462
2510709,2022,2463
2207934,2013,2463
5203939,2021,2464
4313334,2009,2464
4318614,2021,2464
4204459,2011,2464
4218855,2019,2464
3554607,2022,2464
3145406,2008,2465
4305157,2013,2465
4310579,2009,2465
4218954,2019,2465
1711100,2017,2465
4302220,2021,2466
4305587,2021,2466
4313334,2013,2466
5105309,2009,2467
4305850,2016,2467
4322376,2017,2467
4203253,2021,2467
2207108,2020,2468
2413805,2013,2468
4302220,2020,2468
4317954,2017,2468
3536901,2021,2468
4305587,2020,2469
4308433,2011,2469
4316972,2013,2469
4204459,2012,2469
3503158,2019,2469
4103024,2020,2470
4302220,2019,2470
4305587,2009,2470
4311791,2022,2470
3534500,2022,2470
1711100,2016,2470
3124609,2015,2471
4305587,2008,2471
4321626,2009,2471
3533809,2020,2471
5105309,2008,2472
2207934,2014,2472
4312138,2011,2472
4218954,2018,2472
1719004,2010,2472
3119609,2008,2473
4125902,2011,2473
4302220,2018,2473
4312138,2012,2473
4202875,2018,2473
5201454,2018,2474
5201454,2019,2474
5201454,2020,2474
5201454,2021,2474
5212055,2018,2474
4125902,2015,2474
4128302,2011,2474
4322343,2008,2474
4322376,2016,2474
3515301,2009,2474
3544707,2022,2474
3149002,2018,2475
2500577,2015,2475
3503158,2012,2475
5203939,2020,2476
5212055,2017,2476
3158706,2020,2476
4101853,2010,2476
4301958,2013,2476
4305850,2015,2476
4317954,2016,2476
4210852,2013,2476
4218954,2012,2476
3514957,2017,2476
3547403,2021,2476
1711100,2015,2476
1720002,2011,2476
5207105,2012,2477
5207105,2021,2477
3113800,2012,2477
3155009,2011,2477
2207108,2021,2477
4210852,2012,2477
4219150,2019,2477
1720002,2012,2477
5207105,2011,2478
2409605,2018,2478
4306353,2018,2478
4215059,2010,2478
3503158,2018,2478
1712702,2014,2478
5200159,2011,2479
5207105,2020,2479
3132800,2009,2479
3145406,2009,2479
4218954,2011,2479
3514957,2016,2479
5200159,2012,2480
4316428,2022,2480
4210704,2020,2480
2207934,2015,2481
4320651,2010,2481
4320651,2017,2481
4322376,2015,2481
4205431,2021,2481
4211652,2018,2481
3514957,2015,2481
3536901,2020,2481
1715259,2011,2481
3107000,2021,2482
4128302,2012,2482
4302220,2010,2482
4215059,2013,2482
4215059,2018,2482
1703883,2014,2482
1711100,2014,2482
3124609,2014,2483
4316972,2014,2483
4215059,2019,2483
4215059,2020,2483
5207105,2019,2484
3155009,2022,2484
4128302,2008,2484
4128302,2010,2484
4320651,2016,2484
4215059,2014,2484
4215059,2021,2484
4215554,2009,2484
4215687,2018,2484
3503158,2011,2484
3514957,2014,2484
4315149,2008,2485
4317954,2015,2485
4215059,2015,2485
1704105,2009,2485
4305850,2014,2486
3514957,2013,2486
4110656,2016,2487
4301958,2014,2487
4320651,2015,2487
4215059,2016,2487
4218954,2017,2487
3547403,2020,2487
5203939,2019,2488
5207105,2018,2488
3143609,2018,2488
3155009,2012,2488
2500577,2016,2488
2500577,2018,2488
2203859,2011,2488
2207934,2016,2488
4310579,2008,2488
4212056,2013,2488
3510906,2021,2488
1711100,2013,2488
4311429,2011,2489
4322376,2014,2489
4202875,2022,2489
4215059,2017,2489
3507456,2014,2489
5212055,2019,2490
3132800,2008,2490
4125902,2014,2490
4313334,2008,2490
3515301,2008,2490
3103207,2008,2491
5104500,2013,2491
4305871,2010,2491
4311429,2012,2491
4318457,2021,2491
4320651,2014,2491
2203859,2012,2492
4218954,2016,2492
1715259,2008,2492
4124202,2022,2493
5202809,2017,2494
3158706,2021,2494
2413805,2014,2494
4317954,2014,2494
3536901,2019,2494
5107743,2018,2495
2502201,2013,2495
2207934,2017,2495
4128302,2009,2495
4316972,2015,2495
4320651,2013,2495
4202537,2010,2495
4205431,2020,2495
4210852,2011,2495
5202809,2016,2496
3124609,2010,2496
3124609,2013,2496
2513851,2021,2496
2401651,2010,2496
4203253,2020,2496
4215554,2008,2496
4215752,2016,2496
3533809,2019,2496
5212055,2021,2497
2505303,2012,2497
4301958,2015,2497
4305587,2013,2497
4305587,2014,2497
4305850,2013,2497
4322376,2013,2497
4218954,2015,2497
3107000,2020,2498
5106315,2017,2498
4301958,2022,2498
4305587,2015,2498
4315958,2012,2498
4210852,2022,2498
3547403,2019,2498
5202809,2015,2499
4305587,2016,2499
4305587,2017,2499
4217758,2018,2500
5201454,2013,2501
5202809,2014,2501
5203939,2018,2501
2500577,2017,2501
2505303,2011,2501
3547403,2009,2501
4218954,2014,2502
4103024,2019,2503
4315057,2012,2503
1715259,2010,2503
5202809,2013,2504
3149002,2019,2504
4317954,2013,2504
1715259,2012,2504
5201454,2014,2505
3510906,2020,2505
1712009,2010,2505
5212055,2020,2506
4114351,2020,2506
4125902,2013,2506
1700251,2013,2506
4301958,2016,2507
4306353,2022,2507
4315321,2022,2507
4316972,2016,2507
4218954,2013,2507
1703883,2015,2507
2505303,2021,2508
3536901,2018,2508
5105309,2022,2509
2513851,2020,2509
3503158,2017,2509
3533809,2022,2509
3557154,2013,2509
5201454,2015,2510
4302238,2010,2510
4201653,2022,2510
4205431,2019,2510
4215059,2008,2510
3547403,2018,2510
2200954,2017,2511
2203859,2013,2511
2505303,2020,2512
4110656,2015,2512
4212056,2014,2512
2203859,2014,2513
5201454,2016,2514
5205703,2017,2514
2502201,2014,2514
4308052,2012,2514
4312385,2021,2514
4314456,2011,2514
4318457,2020,2514
5200159,2021,2515
3107000,2019,2515
2203859,2015,2515
4314456,2012,2515
4315958,2017,2515
3540309,2012,2515
5200159,2019,2516
5200159,2020,2516
2505303,2019,2516
2404101,2014,2516
4301958,2017,2516
4315149,2011,2516
3503158,2016,2516
3547403,2010,2516
5200159,2018,2517
5201454,2017,2517
2505303,2017,2517
2203859,2016,2517
4125902,2010,2517
4218855,2018,2517
3540309,2011,2517
5104500,2014,2518
2203859,2017,2518
2413805,2015,2518
4305871,2008,2518
4305871,2018,2518
4215059,2009,2518
1721307,2016,2518
5107263,2022,2519
2513851,2017,2519
4305871,2019,2519
4308433,2017,2519
4310876,2011,2519
4316972,2017,2519
3507456,2015,2519
2505303,2016,2520
4302220,2013,2520
4305871,2020,2520
4306551,2021,2520
4308052,2022,2520
4204459,2013,2520
4210704,2019,2520
3109808,2011,2521
2505303,2018,2521
2513851,2019,2521
4103370,2021,2521
4120200,2009,2521
4305871,2021,2521
4315149,2010,2521
3547403,2008,2521
3547403,2012,2521
2513943,2013,2522
2517100,2008,2522
4110656,2012,2522
4302220,2008,2522
4302220,2014,2522
4305871,2009,2522
4315958,2011,2522
4219150,2018,2522
3533809,2018,2522
2505303,2015,2523
4302220,2015,2523
4308052,2017,2523
4308433,2016,2523
4315057,2011,2523
3510906,2019,2523
1700251,2014,2523
3103207,2009,2524
4302220,2016,2524
4204459,2010,2524
3503158,2015,2524
1712702,2015,2524
2209757,2008,2525
4120200,2010,2525
4302220,2009,2525
4203253,2019,2525
4205431,2018,2525
1715259,2009,2525
2505303,2014,2526
4120200,2008,2526
4302220,2017,2526
4309571,2022,2526
4313086,2010,2526
4315149,2009,2526
4120200,2012,2527
4301958,2018,2527
4306551,2020,2527
4204459,2014,2527
1708254,2013,2527
4108106,2008,2528
4308433,2015,2528
4315958,2016,2528
4218954,2010,2528
1720002,2018,2528
5216908,2017,2529
2504108,2013,2529
2505303,2013,2529
2513851,2016,2529
2207934,2018,2529
4120200,2011,2529
4200556,2010,2529
1718451,2013,2529
1720002,2019,2529
4310876,2012,2530
4312385,2020,2530
1720002,2020,2530
1720002,2021,2530
4305157,2010,2531
4311791,2008,2531
1703883,2016,2531
3107000,2018,2532
3149002,2020,2532
2502201,2015,2532
2513851,2018,2532
2409605,2017,2532
4308433,2014,2532
4211652,2017,2532
3503158,2014,2532
3536901,2012,2532
3547403,2011,2532
3126406,2008,2533
4101853,2009,2533
3503158,2010,2533
4306551,2019,2534
4200051,2021,2534
4204459,2015,2534
4108106,2009,2535
4318432,2021,2535
3534500,2012,2535
5202353,2020,2536
3109808,2012,2536
3124609,2009,2536
2207934,2019,2536
4110300,2022,2536
4315057,2017,2536
3534500,2009,2536
3534500,2010,2536
3534500,2011,2536
4110656,2014,2537
4302238,2013,2537
4308433,2013,2537
4311791,2011,2537
4318457,2019,2537
4320651,2009,2537
4212056,2015,2537
3540309,2010,2537
3103603,2009,2538
4103024,2018,2538
2411429,2011,2538
4306551,2012,2538
4308052,2016,2538
4312138,2018,2538
5205703,2016,2539
2513653,2022,2539
2517100,2011,2539
4301958,2019,2539
4202875,2017,2539
4210852,2010,2539
1700251,2015,2539
2208551,2008,2540
4308052,2011,2540
4311791,2010,2540
4312138,2019,2540
3534500,2008,2540
3126406,2009,2541
2513851,2015,2541
4306551,2018,2541
4204459,2016,2541
3503158,2013,2541
1704105,2010,2541
3167509,2011,2542
2413805,2016,2542
4308433,2010,2542
4311791,2009,2542
4312138,2020,2542
4315958,2015,2542
4320651,2008,2542
3510906,2018,2542
3557154,2014,2542
1708254,2014,2542
3172202,2021,2543
5104500,2015,2543
2509370,2022,2543
2513943,2014,2543
4312138,2021,2543
4318432,2020,2543
4319737,2022,2543
4219150,2017,2543
1720002,2013,2543
5200159,2010,2544
5207105,2013,2544
2207934,2020,2544
2209757,2009,2544
4108106,2010,2544
4306551,2011,2544
4204459,2018,2544
3547403,2017,2544
5207105,2014,2545
5207105,2015,2545
2513851,2012,2545
2413805,2018,2545
4313086,2013,2545
4316972,2018,2545
4215752,2015,2545
3536901,2011,2545
1720002,2014,2545
5203939,2012,2546
5207105,2016,2546
3167509,2012,2546
4303558,2008,2546
4305871,2013,2546
4310652,2012,2546
4311791,2012,2546
4315057,2016,2546
4209177,2022,2546
5207105,2017,2547
3172202,2012,2547
2502201,2018,2547
4315149,2012,2547
3500600,2008,2547
3536901,2017,2547
1720002,2015,2547
3172202,2020,2548
4312385,2019,2548
4313086,2018,2548
4200051,2020,2548
4204459,2017,2548
3507456,2016,2548
3554607,2009,2548
1720002,2016,2548
2411429,2012,2549
4302238,2014,2549
4303558,2009,2549
4305871,2014,2549
4318465,2009,2549
4204459,2019,2549
4205431,2017,2549
5200159,2013,2550
3172202,2011,2550
2502201,2016,2550
4110656,2011,2550
2409605,2016,2550
4318465,2008,2550
3507753,2008,2550
1720002,2017,2550
3124609,2008,2551
2200954,2018,2551
2200954,2019,2551
2200954,2020,2551
2200954,2021,2551
2207934,2021,2551
4301958,2020,2551
4313086,2014,2551
4217758,2017,2551
3172202,2019,2552
5104500,2010,2552
4108106,2011,2552
2409605,2012,2552
4315057,2010,2552
4318432,2019,2552
3549201,2012,2552
5203939,2011,2553
2513851,2014,2553
4305871,2015,2553
4308052,2015,2553
4312138,2022,2553
4313086,2019,2553
5200159,2014,2554
5211602,2017,2554
2517100,2010,2554
4120200,2021,2554
4321493,2022,2554
4205555,2010,2554
3547403,2016,2554
3145505,2011,2555
3145505,2022,2555
4204459,2020,2555
3549201,2021,2555
1700251,2016,2555
1703883,2017,2555
1719004,2011,2555
2203859,2018,2556
4120200,2020,2556
4305871,2016,2556
4315958,2014,2556
4203253,2018,2556
1703883,2018,2556
1708254,2015,2556
5200159,2015,2557
4302238,2008,2557
4312385,2022,2557
4313086,2015,2557
4315057,2015,2557
4215687,2017,2557
3540309,2008,2557
3540309,2009,2557
3109808,2010,2558
3172202,2018,2558
2203859,2019,2558
4110656,2010,2558
4313086,2020,2558
3536901,2016,2558
3149002,2021,2559
4120200,2019,2559
4302238,2015,2559
4305871,2017,2559
4312138,2013,2559
3549201,2011,2559
5210307,2022,2560
3172202,2010,2560
2203859,2020,2560
4108106,2012,2560
4204459,2021,2560
4210704,2018,2560
5200159,2016,2561
5212600,2022,2561
2502201,2019,2561
2203859,2021,2561
4120200,2018,2561
4125902,2009,2561
4311429,2018,2561
4318432,2018,2561
4212056,2022,2561
3549201,2020,2561
1718451,2014,2561
3163607,2008,2562
4306551,2022,2562
4316972,2019,2562
4318457,2018,2562
4205431,2016,2562
4212056,2016,2562
2513943,2015,2563
4301958,2021,2563
4312138,2014,2563
4313086,2016,2563
4313086,2021,2563
4200051,2019,2563
4202537,2011,2563
5200159,2017,2564
5205703,2015,2564
5107743,2019,2564
4110656,2013,2564
4311429,2019,2564
4312385,2018,2564
4317954,2010,2564
3547403,2015,2564
1700251,2018,2564
2513851,2013,2565
4310652,2011,2565
3507753,2022,2565
3155009,2010,2566
2504108,2014,2566
2203859,2010,2566
2413805,2017,2566
2413805,2019,2566
4307864,2022,2566
4311429,2020,2566
3113800,2013,2567
2500577,2019,2567
2502201,2017,2567
2208551,2009,2567
2210375,2011,2567
4110656,2009,2567
2406403,2022,2567
4312138,2015,2567
4204459,2008,2567
3554607,2008,2567
3167509,2010,2568
2517100,2009,2568
4101853,2008,2568
2409605,2015,2568
4311429,2010,2568
4313086,2017,2568
4315057,2014,2568
3515301,2010,2568
3525854,2010,2568
3549201,2019,2568
4302238,2016,2569
4311429,2021,2569
4211652,2016,2569
3109808,2008,2570
4128302,2013,2570
4308052,2014,2570
3536901,2015,2570
1708254,2016,2570
1712702,2016,2570
5216908,2016,2571
3172202,2009,2571
4114351,2019,2571
2409605,2011,2571
4312138,2016,2571
4315552,2021,2571
1700251,2017,2571
4315958,2013,2572
4318432,2012,2572
2517100,2012,2573
2210375,2012,2573
3507753,2009,2573
3130804,2008,2574
5106315,2018,2574
4303558,2010,2574
4308052,2010,2574
4312138,2017,2574
3547403,2014,2574
3549201,2018,2574
3557154,2015,2574
1721307,2017,2574
5213053,2021,2575
3103603,2008,2575
3155009,2013,2575
2502201,2020,2575
2208551,2010,2575
4316436,2022,2575
3172202,2008,2576
4205431,2015,2576
4215687,2022,2576
4218954,2008,2576
3540309,2021,2576
1700251,2022,2576
1708254,2018,2576
5211602,2016,2577
3145505,2012,2577
2500577,2020,2577
4314456,2018,2577
4200051,2018,2577
3507456,2017,2577
3540309,2018,2577
3540309,2019,2577
3540309,2020,2577
3125200,2022,2578
4314548,2012,2578
4316972,2020,2578
4218954,2009,2578
3540853,2022,2578
3163607,2009,2579
3165560,2021,2579
4302238,2017,2579
4311429,2013,2579
4314456,2019,2579
4315057,2013,2579
1700251,2019,2579
3130804,2009,2580
3130804,2022,2580
4125902,2008,2580
4314456,2020,2580
4315057,2009,2580
4318432,2011,2580
3549201,2022,2580
1703883,2019,2580
5205703,2012,2581
2513943,2018,2581
4128302,2014,2581
4313086,2008,2581
4314456,2021,2581
3170305,2021,2582
2513943,2016,2582
3503158,2009,2582
3536901,2014,2582
1720978,2011,2582
5203939,2017,2583
5213053,2020,2583
2208551,2011,2583
4302238,2009,2583
4310652,2017,2583
4311429,2014,2583
4204459,2009,2583
4205431,2012,2583
4210852,2009,2583
3533809,2017,2583
3113800,2014,2584
5107156,2008,2584
5107156,2011,2584
2404101,2015,2584
3507753,2010,2584
1708254,2017,2584
3167509,2008,2585
5107768,2011,2585
2513943,2022,2585
4103370,2020,2585
3547403,2013,2585
1719004,2012,2585
2413805,2020,2586
4212056,2017,2586
4219150,2016,2586
3113800,2010,2587
2409605,2014,2587
4308052,2013,2587
4316428,2012,2587
4217758,2016,2587
3503158,2008,2587
3155009,2014,2588
2500577,2021,2588
2502201,2021,2588
4307864,2011,2588
4311429,2015,2588
5203939,2016,2589
4202875,2016,2589
4205431,2014,2589
1708254,2019,2589
5205703,2014,2590
5216007,2021,2590
4302238,2018,2590
5107156,2010,2591
2210375,2013,2591
4316428,2011,2591
4321634,2022,2591
3510906,2017,2591
1718451,2015,2591
5212600,2010,2592
2401651,2009,2592
4310652,2016,2592
4311429,2016,2592
4205431,2011,2592
5107198,2022,2593
2210375,2014,2593
4128302,2015,2593
4316972,2021,2593
4215752,2014,2593
3540309,2013,2593
3540309,2014,2593
3540309,2015,2593
3540309,2016,2593
3163607,2010,2594
3167509,2009,2594
3507753,2011,2594
3540309,2017,2594
3549201,2010,2594
3554607,2010,2594
1700251,2020,2594
1718709,2011,2594
5203939,2015,2595
3109808,2009,2595
3143609,2017,2595
5107156,2012,2595
2513968,2022,2595
2210375,2015,2595
4128302,2018,2595
3536901,2013,2595
5200159,2008,2596
3170305,2020,2596
4307864,2008,2596
4307864,2012,2596
4311429,2017,2596
4316436,2021,2596
4316972,2022,2596
3547106,2009,2596
5213053,2019,2597
2210375,2016,2597
4203253,2017,2597
1704105,2011,2597
5107156,2009,2598
4119251,2008,2598
2405504,2009,2598
2405504,2012,2598
4307864,2010,2598
4313086,2009,2598
4200051,2022,2598
3546108,2022,2598
3155009,2018,2599
4301073,2022,2599
4202537,2012,2599
3510906,2012,2599
5203939,2014,2600
3113800,2015,2600
3155009,2015,2600
2200954,2010,2600
4119251,2009,2600
2405504,2010,2600
2405504,2021,2600
4303558,2011,2600
4218855,2017,2600
1715259,2013,2600
5211602,2015,2601
2504108,2015,2601
2513943,2017,2601
4311429,2022,2601
4316428,2021,2601
4210852,2008,2601
3549201,2017,2601
1720978,2012,2601
3107000,2012,2602
2210375,2017,2602
4121356,2021,2602
2405900,2011,2602
2405900,2012,2602
4310652,2015,2602
4314456,2013,2602
4315057,2008,2602
3534500,2018,2602
3549003,2022,2602
1708254,2020,2602
5216007,2020,2603
2405504,2011,2603
4302238,2019,2603
4205431,2013,2603
4212056,2018,2603
3534500,2019,2603
3534500,2020,2603
3534500,2021,2603
1703883,2020,2603
5106455,2017,2604
4110656,2008,2604
4128302,2016,2604
4200051,2017,2604
3113800,2022,2605
3145505,2010,2605
4120200,2013,2605
4128302,2019,2605
4316428,2020,2605
3533809,2016,2605
3557154,2016,2605
5203939,2013,2606
5205703,2011,2606
3165560,2020,2606
2208551,2012,2606
4120200,2014,2606
2405504,2020,2606
2413805,2021,2606
4314456,2014,2606
4211652,2015,2606
3506201,2022,2606
2405504,2008,2607
2409605,2013,2607
4303558,2012,2607
4307864,2009,2607
4308052,2009,2607
3510906,2016,2607
3549201,2016,2607
5200159,2009,2608
4120200,2015,2608
3163607,2011,2609
4314456,2015,2609
4316428,2019,2609
1700251,2021,2609
3130804,2010,2610
3155009,2019,2610
4120200,2016,2610
4312138,2010,2610
3155009,2016,2611
3170305,2019,2611
4120200,2017,2611
4124202,2021,2611
2401651,2008,2611
4215687,2016,2611
3544509,2009,2611
5202353,2019,2612
5213053,2018,2612
3143609,2016,2612
3167509,2018,2612
5107156,2013,2612
2405504,2019,2612
3549201,2015,2612
4310652,2014,2613
4314456,2016,2613
4316428,2018,2613
3500600,2009,2613
1721307,2018,2613
5211602,2012,2614
5213053,2022,2614
5216908,2015,2614
4128302,2017,2614
4128302,2020,2614
4308433,2009,2614
4210704,2017,2614
3507753,2012,2614
3534500,2013,2614
3534500,2014,2614
3544509,2008,2614
1712702,2017,2614
5216007,2019,2615
3113800,2016,2615
3143609,2012,2615
3167509,2019,2615
3172202,2017,2615
5107768,2008,2615
2513943,2019,2615
4119251,2010,2615
3534500,2015,2615
3534500,2016,2615
1708254,2021,2615
5205703,2013,2616
3107000,2011,2616
3172202,2016,2616
4302238,2020,2616
4314456,2017,2616
3510906,2011,2616
3534500,2017,2616
1718709,2012,2616
3113800,2018,2617
3172202,2015,2617
2405504,2018,2617
4306551,2017,2617
4308433,2008,2617
4200051,2016,2617
3547106,2008,2617
3107000,2010,2618
3167509,2020,2618
3172202,2014,2618
2204154,2010,2618
4121356,2022,2618
4306551,2016,2618
4202081,2021,2618
3549201,2014,2618
5205703,2010,2619
3107000,2017,2619
3145505,2008,2619
3172202,2013,2619
2513653,2011,2619
4306551,2015,2619
3553658,2022,2619
3155009,2020,2620
5106455,2016,2620
4321634,2021,2620
3107000,2009,2621
3167509,2021,2621
5107156,2014,2621
4306551,2014,2621
3507456,2018,2621
1718451,2016,2621
2513851,2022,2622
4316436,2020,2622
1720978,2010,2622
3155009,2017,2623
5104500,2008,2623
2513653,2012,2623
4128302,2021,2623
4306551,2013,2623
4310876,2013,2623
3510906,2015,2623
3527900,2021,2623
5104500,2016,2624
2203859,2008,2624
4217758,2015,2624
3549201,2013,2624
3163607,2012,2625
2208551,2013,2625
4310652,2013,2625
4314555,2017,2625
4203253,2016,2625
4203253,2022,2625
3533809,2012,2625
1715259,2014,2625
5211602,2014,2626
5219506,2017,2626
3155009,2008,2626
3170305,2018,2626
2513851,2011,2626
4124202,2020,2626
5216007,2018,2627
2210375,2010,2627
4103404,2022,2627
4212056,2019,2627
4219150,2022,2627
3532157,2008,2627
1703883,2021,2627
1704105,2012,2627
3109808,2013,2628
3167509,2013,2628
4121356,2020,2628
4302238,2021,2628
3533809,2015,2628
3113800,2017,2629
3107000,2016,2630
3143609,2015,2630
3155009,2021,2630
5107156,2015,2630
2513943,2020,2630
4119251,2011,2630
4128625,2021,2630
4316428,2010,2630
4200051,2015,2630
4219150,2015,2630
3549201,2009,2630
3103801,2022,2631
2504108,2018,2631
4314175,2008,2631
3516101,2021,2631
2907400,2011,2632
5205703,2009,2632
3113800,2019,2632
4311429,2008,2632
4200556,2008,2632
1720978,2008,2632
3165560,2019,2633
5107743,2020,2633
4307831,2022,2633
4215752,2009,2633
3544400,2008,2633
3126406,2010,2634
3167509,2014,2634
4310876,2014,2634
3554607,2012,2634
2504108,2016,2635
4119251,2012,2635
4200051,2012,2635
3549201,2008,2635
2513653,2019,2636
3527900,2020,2636
3557154,2017,2636
3143609,2011,2637
5106455,2021,2637
2205540,2008,2637
2207108,2022,2637
2208551,2014,2637
4312385,2012,2637
4207577,2008,2637
5211602,2011,2638
5107156,2016,2638
4310652,2022,2638
4314175,2009,2638
4205431,2010,2638
4215752,2010,2638
1712702,2018,2638
2513653,2020,2639
4114351,2018,2639
4308052,2008,2639
4311791,2013,2639
4202156,2011,2639
4202875,2015,2639
3107000,2015,2640
3130804,2011,2640
3167509,2015,2640
5106315,2019,2640
2513653,2021,2640
3510906,2014,2640
3554607,2011,2640
4124202,2019,2641
4200556,2009,2641
4215752,2013,2641
3107000,2008,2642
2210375,2018,2642
2210979,2011,2642
4304697,2011,2642
4310652,2010,2642
4310876,2010,2642
4215752,2011,2642
2203859,2009,2643
4321634,2020,2643
4321832,2021,2643
4200051,2014,2643
4202156,2012,2643
4207577,2009,2643
4211652,2014,2643
2210375,2019,2644
2409605,2010,2644
4200051,2011,2644
3109808,2014,2645
2513943,2021,2645
4310876,2015,2645
3113800,2020,2646
3167509,2016,2646
5107156,2017,2646
2210375,2020,2646
4318432,2017,2646
