Código_IBGE,Ano,Populacao
3543006,2020,16211
4101903,2015,16212
4115606,2011,16212
4308904,2019,16212
2102077,2017,16214
4115606,2010,16214
3549953,2010,16214
2910859,2009,16215
3110905,2013,16215
2516300,2012,16215
3138609,2012,16216
4115606,2009,16217
2608701,2017,16218
2110278,2021,16219
5107008,2019,16219
2608008,2012,16219
3501004,2017,16219
1300029,2020,16220
1504976,2017,16221
2607802,2012,16221
3501004,2021,16221
2311355,2008,16222
5101258,2017,16223
5102603,2021,16223
5209705,2010,16224
3147600,2013,16224
2903276,2021,16225
2913408,2015,16225
4101903,2011,16225
2105476,2016,16226
1501576,2015,16227
1100064,2018,16227
2931053,2011,16228
2105609,2021,16228
1400050,2012,16228
2912301,2020,16230
3153905,2015,16230
2924504,2018,16234
3112604,2020,16234
2108108,2009,16236
4308904,2010,16236
2802809,2012,16236
2103554,2019,16237
4316600,2017,16237
3539103,2012,16238
1720903,2015,16238
2612901,2021,16239
4308904,2018,16240
4210605,2016,16240
2925253,2014,16242
4103909,2009,16243
4211207,2011,16247
2311959,2016,16248
3134608,2008,16248
4217402,2012,16248
3112604,2017,16250
4319406,2018,16250
2616001,2011,16251
2300408,2008,16253
3304110,2009,16253
4208401,2014,16253
4212106,2017,16253
1600808,2020,16254
3162807,2009,16254
4305454,2019,16254
2913408,2016,16255
4126504,2013,16255
1304302,2019,16256
2105906,2019,16257
4212106,2016,16257
1100080,2014,16258
2924504,2019,16260
2404507,2021,16261
2912301,2021,16262
2608701,2018,16262
4212106,2015,16262
4208807,2008,16263
2106375,2019,16265
3142700,2008,16265
4212106,2014,16266
2103174,2022,16267
3511706,2014,16268
5204300,2020,16270
4316600,2019,16270
4212106,2013,16270
2313559,2019,16271
5105507,2020,16271
4104428,2009,16271
4109302,2008,16271
2913002,2018,16272
2304459,2017,16272
2311355,2009,16272
5004304,2021,16273
3512308,2009,16274
4319406,2012,16275
2801504,2017,16275
2101251,2014,16276
4121406,2008,16276
2932804,2022,16277
3153905,2018,16277
3507407,2021,16278
3153905,2022,16279
2104552,2011,16280
2310803,2018,16281
3112000,2009,16281
3544251,2020,16281
2932606,2008,16282
1504752,2021,16282
2913408,2017,16283
2311900,2010,16284
5100300,2012,16284
2605152,2008,16284
3523305,2009,16284
2924504,2020,16285
3133758,2021,16286
1501600,2019,16286
1101492,2022,16286
3540903,2008,16287
2300150,2015,16288
4121406,2009,16288
2932606,2009,16289
2101301,2022,16290
3147600,2014,16290
3169000,2008,16290
2608701,2019,16290
1301308,2009,16291
2705200,2012,16292
4106209,2012,16292
2102077,2019,16294
3112604,2021,16294
3147600,2018,16294
2108058,2021,16295
2903276,2017,16296
2931806,2022,16296
3528007,2011,16298
2104602,2010,16300
4204509,2021,16300
3300936,2019,16301
1400050,2014,16301
4310330,2009,16301
4204251,2016,16301
3157906,2020,16302
4101903,2008,16306
2310803,2019,16307
2924504,2021,16308
4212106,2010,16308
4202453,2013,16311
2104602,2013,16312
3153905,2016,16312
3508108,2013,16312
3145109,2014,16313
2910859,2021,16314
2105906,2020,16314
4126504,2014,16315
4315503,2017,16315
4215505,2013,16315
2504900,2012,16317
2310902,2014,16318
2608701,2020,16318
2910859,2008,16319
1100403,2022,16320
2925253,2013,16321
2105476,2017,16321
3108552,2018,16321
3149804,2020,16321
2511301,2008,16321
2609105,2020,16321
4103453,2014,16321
4319406,2011,16321
4101903,2014,16322
3524600,2009,16322
2931053,2012,16323
4126504,2018,16323
1100056,2019,16323
4315503,2016,16324
2801504,2018,16324
2109270,2009,16325
3110905,2014,16325
4116208,2013,16325
3156809,2009,16326
4121406,2010,16326
4127304,2015,16326
2502508,2008,16327
4316600,2020,16328
4103909,2008,16329
2310803,2020,16331
2311959,2017,16331
3501152,2008,16331
4104402,2012,16332
3156809,2008,16334
5105606,2018,16334
4315503,2015,16334
3512308,2010,16334
5105176,2020,16335
3500501,2008,16335
3528007,2012,16336
1400050,2011,16337
2931053,2008,16338
2300408,2011,16338
3138609,2010,16338
1301654,2017,16339
2913002,2019,16339
3203346,2016,16339
2507705,2008,16339
4104402,2015,16339
5006903,2014,16340
4115606,2012,16340
2104602,2008,16341
1101492,2011,16341
3500501,2009,16341
3538105,2015,16342
3147600,2019,16344
4105706,2021,16344
4300109,2021,16344
2910859,2020,16345
2608701,2021,16345
2200202,2008,16345
4126801,2020,16345
4308904,2009,16345
4315503,2014,16345
3552700,2018,16345
2931053,2010,16347
2907608,2022,16348
5106372,2013,16348
4102901,2010,16348
4127601,2017,16348
3152402,2013,16350
5106232,2022,16352
4106308,2011,16352
2912301,2008,16353
3147600,2015,16353
2918506,2022,16354
2919926,2008,16354
3153905,2019,16354
2310803,2021,16356
2304459,2018,16357
4315503,2013,16357
4211751,2008,16359
3504602,2015,16359
2502508,2009,16360
4121406,2011,16363
4211207,2012,16364
2700508,2022,16365
2918308,2009,16365
2106375,2017,16366
4116208,2018,16366
2105906,2021,16369
4107603,2011,16369
4126504,2019,16369
1200708,2011,16370
2915007,2014,16370
1501006,2018,16371
2106300,2010,16373
4126504,2015,16373
2901155,2010,16374
4308904,2008,16374
2106409,2015,16375
1501576,2016,16375
4116208,2010,16376
2910859,2019,16377
2303006,2022,16377
4102901,2018,16377
1200351,2014,16380
2300408,2010,16380
1400308,2015,16380
4116208,2014,16381
4316600,2021,16382
3537008,2013,16382
1304302,2018,16383
2932606,2010,16384
2104602,2014,16386
4121406,2012,16386
1720903,2016,16386
3145109,2022,16387
1304302,2010,16388
2920205,2010,16388
3151701,2022,16388
1501006,2019,16388
4102901,2019,16389
4106308,2012,16389
4107603,2022,16389
3153905,2017,16390
3147600,2020,16393
3157906,2021,16393
2931806,2019,16394
3157906,2022,16395
3512308,2011,16395
1200807,2014,16396
1300029,2021,16396
5204409,2008,16397
2512002,2008,16397
4208401,2015,16398
5215306,2022,16399
3127008,2015,16399
4316600,2022,16399
2103554,2020,16400
4102901,2020,16400
2501906,2022,16401
4300109,2020,16401
3540804,2013,16401
1702554,2012,16401
2913002,2020,16403
3524600,2008,16403
1501006,2020,16404
1100346,2012,16404
2507101,2008,16405
4116208,2019,16406
5200100,2012,16408
3169000,2009,16408
2608453,2012,16408
4323804,2019,16408
1301605,2021,16409
3521309,2019,16409
1200336,2013,16410
2910859,2018,16410
4102901,2021,16411
2102507,2022,16412
5105507,2021,16412
2801702,2010,16412
2804003,2011,16412
3147600,2016,16413
4126504,2020,16413
4215505,2014,16413
1301654,2018,16416
3108305,2010,16416
4102901,2013,16416
1101492,2010,16416
1200252,2014,16417
2616001,2008,16417
1301308,2008,16418
2300150,2016,16418
4208807,2009,16418
5107008,2018,16421
1501006,2021,16421
4107603,2012,16421
5008008,2010,16422
2300408,2009,16423
4213708,2015,16424
3114501,2008,16425
2804409,2022,16426
3501152,2009,16427
3152402,2014,16428
1400050,2013,16428
3145109,2015,16429
3153905,2020,16429
4126504,2016,16429
2313559,2020,16431
3202207,2009,16431
3110905,2015,16431
2105476,2018,16432
5107800,2018,16433
2931301,2012,16434
2300705,2011,16434
3138609,2008,16434
2311959,2018,16435
4116208,2015,16435
4205803,2014,16435
4101903,2013,16436
2102077,2020,16438
3147600,2021,16439
3511706,2015,16440
5005681,2008,16441
5107008,2015,16441
2511301,2022,16441
3523305,2013,16441
1100056,2018,16444
3543006,2019,16444
2921401,2011,16445
2910404,2020,16446
2915007,2015,16446
4116208,2020,16446
4204251,2017,16446
2307254,2008,16447
2111607,2008,16447
2700706,2022,16448
4102901,2014,16448
3508108,2014,16449
4105706,2020,16450
3537008,2014,16450
2922706,2018,16451
2106631,2018,16451
1501451,2011,16451
2603504,2008,16452
4127304,2016,16453
2511301,2009,16455
4210605,2017,16455
2104602,2015,16456
4126504,2021,16456
5205513,2010,16458
1505403,2011,16458
2608206,2008,16458
2910859,2010,16460
2310902,2015,16461
5106372,2009,16461
4300109,2019,16461
2922706,2019,16462
2605152,2009,16462
3545001,2013,16462
2913002,2021,16463
4323804,2022,16463
2912301,2009,16464
3203346,2018,16464
2931053,2009,16466
2300408,2012,16468
3149804,2021,16469
3147600,2017,16470
2913002,2008,16471
2922706,2020,16472
4214003,2015,16474
1200427,2014,16475
2931301,2011,16475
2507705,2009,16476
2616001,2010,16478
2804003,2012,16478
2932606,2011,16480
2304459,2019,16480
4102901,2015,16480
4126801,2021,16480
2922706,2021,16482
3551900,2013,16482
4104402,2014,16484
4116208,2021,16485
4126504,2017,16485
5206404,2013,16487
4116208,2016,16488
3152402,2018,16491
4104402,2011,16491
1101492,2009,16491
2932606,2012,16493
3138609,2009,16494
3169000,2013,16494
4213500,2011,16496
3552700,2019,16496
4121208,2008,16497
3512308,2012,16497
2608206,2009,16498
1504976,2018,16499
2101301,2008,16500
3153905,2021,16501
3538105,2016,16501
1600154,2019,16502
3152402,2015,16502
2923357,2011,16503
2104602,2009,16503
2300705,2012,16505
5005681,2009,16506
5204409,2022,16507
4215505,2015,16510
2106375,2020,16511
4102901,2016,16511
5107065,2017,16512
3134608,2009,16513
5106372,2014,16513
3518503,2014,16513
5006903,2015,16514
2105476,2019,16515
1400175,2016,16516
1501576,2017,16517
4211751,2011,16517
3537008,2015,16517
2200202,2009,16518
2915007,2016,16519
2104602,2016,16522
4300109,2018,16524
5204300,2021,16525
2108801,2010,16528
1501600,2020,16530
1720903,2017,16530
3110905,2016,16532
2108108,2008,16534
2916906,2008,16538
3108552,2019,16538
2512002,2009,16538
1720903,2018,16538
3145109,2016,16540
4116208,2017,16540
4208401,2016,16541
2300150,2017,16543
5007935,2013,16543
4204251,2018,16544
2803302,2010,16544
3203346,2017,16545
3170529,2018,16547
1506583,2022,16548
2908002,2020,16549
2609105,2021,16549
2802809,2022,16549
2106631,2016,16552
4211751,2010,16552
2101251,2015,16553
2311959,2019,16554
2607802,2022,16554
3152402,2019,16555
2920908,2008,16557
5207907,2019,16557
4212106,2008,16557
3540804,2014,16557
2904852,2022,16559
5204409,2009,16559
2103554,2021,16559
2200202,2010,16559
4105706,2019,16559
1200385,2022,16560
4127205,2013,16562
3110905,2018,16565
5105606,2019,16566
2106409,2016,16567
3169000,2014,16567
1507979,2010,16567
2800506,2008,16568
3532405,2011,16568
1100940,2011,16570
1600808,2021,16572
4114401,2021,16572
3152402,2016,16573
2507101,2009,16573
2511905,2008,16574
2603504,2009,16574
3545001,2014,16576
2923357,2012,16578
2102077,2021,16578
4127304,2017,16578
1501451,2012,16579
3515152,2012,16580
2912301,2013,16582
2104602,2017,16582
3537008,2016,16582
4305454,2020,16583
3508108,2015,16583
1302306,2015,16585
2101301,2009,16585
2915007,2017,16586
2311959,2008,16586
3300936,2020,16586
4211751,2009,16587
2313559,2021,16588
2915205,2009,16590
2920908,2009,16590
5206404,2014,16592
2111607,2009,16594
2516300,2013,16595
3304110,2010,16596
4212106,2009,16596
2310902,2016,16599
2200202,2011,16600
1505403,2012,16601
3169000,2018,16602
4308904,2022,16602
3523305,2014,16602
2912400,2022,16603
2929602,2011,16603
4114401,2022,16603
3504602,2016,16604
3521309,2020,16604
2921401,2012,16606
4215505,2016,16606
2931806,2018,16608
4121208,2009,16608
3511706,2016,16608
3145109,2018,16610
4103453,2015,16611
2516300,2010,16612
4300109,2012,16612
2801009,2008,16612
2913002,2014,16614
3203130,2018,16614
2310902,2022,16616
2111805,2010,16616
3152402,2020,16616
2917102,2022,16617
1400308,2016,16618
3528007,2010,16618
2929602,2012,16619
3540903,2009,16619
1100056,2009,16622
3114501,2009,16624
1100346,2011,16625
2303402,2008,16626
3110905,2017,16627
4102901,2017,16627
2903607,2016,16628
5107800,2019,16628
2313351,2010,16630
2304459,2020,16631
2311959,2022,16633
3151701,2013,16633
4104402,2013,16633
2801504,2019,16634
1301506,2011,16635
2311959,2020,16635
2101301,2010,16636
1101492,2012,16636
2904050,2018,16637
3169000,2015,16637
2607802,2013,16638
4208401,2022,16638
4212908,2011,16638
1200708,2012,16639
2912301,2014,16640
3152402,2017,16641
3515400,2022,16641
4114401,2020,16642
2912202,2008,16643
3100609,2009,16643
3544251,2019,16643
3552700,2020,16644
3145109,2017,16645
3537008,2017,16645
2500809,2022,16646
4127601,2018,16646
3551900,2014,16646
2913002,2013,16647
2920205,2008,16647
4308904,2013,16647
4308904,2014,16647
4308904,2015,16647
4308904,2016,16648
4308904,2017,16648
2909208,2012,16650
2932606,2018,16651
2104552,2012,16651
1100080,2015,16651
4127304,2018,16652
2903607,2017,16653
2104008,2017,16653
3508801,2022,16654
4321105,2011,16655
3538105,2017,16656
2932606,2019,16658
2915205,2008,16659
3169000,2019,16659
2502508,2010,16664
2913002,2009,16665
2932606,2020,16665
3110905,2019,16665
1507102,2022,16666
4300109,2011,16666
2924207,2019,16667
2906824,2019,16668
3203130,2019,16668
3508801,2011,16670
3138609,2018,16671
4105706,2018,16671
2910859,2012,16672
2932606,2021,16672
5106372,2015,16674
4127205,2014,16674
3152402,2021,16675
3537008,2018,16676
5107008,2014,16677
2613800,2022,16677
1301654,2019,16678
1504976,2019,16678
2106409,2018,16679
2608008,2013,16679
4321105,2012,16681
2924207,2020,16682
4208401,2017,16683
1720903,2019,16683
4204251,2019,16684
3543006,2018,16684
5006903,2016,16686
2604700,2009,16686
5217708,2009,16687
2101301,2011,16687
5217708,2008,16688
3545001,2015,16688
5103379,2013,16689
5101258,2018,16690
2516300,2014,16691
4211751,2012,16691
4213708,2016,16692
2801702,2011,16692
1200807,2022,16693
3203346,2019,16694
3501152,2010,16694
5206404,2015,16695
2912301,2015,16696
2607802,2014,16696
4319406,2010,16697
2924207,2021,16698
3138609,2019,16698
2913002,2015,16699
3508801,2008,16699
2507705,2010,16700
1300102,2011,16701
2917805,2011,16701
4215505,2017,16701
3169000,2016,16703
4210605,2018,16704
3151701,2014,16705
2910859,2011,16706
2616001,2009,16706
4127403,2008,16707
2924504,2013,16708
3523602,2013,16709
3540804,2015,16709
4205704,2009,16710
2311959,2021,16714
4114401,2019,16714
3508108,2016,16714
3169000,2020,16715
4102901,2008,16716
3511607,2013,16717
3532405,2012,16717
1303205,2013,16719
3203130,2020,16722
2901155,2008,16723
3145109,2019,16723
3138609,2020,16724
3508801,2010,16724
2701704,2012,16728
2904050,2014,16730
3508801,2012,16730
1200252,2015,16731
2922706,2011,16731
2310902,2017,16731
2308609,2011,16733
2604700,2008,16733
2800506,2009,16733
3151701,2018,16734
4127403,2009,16734
2700706,2008,16735
2919702,2008,16735
4208401,2018,16736
4214003,2016,16736
5204409,2010,16738
2920205,2009,16739
3138609,2013,16740
5000203,2022,16741
4215505,2018,16741
2503506,2011,16743
3127008,2016,16744
2200202,2012,16744
3537008,2019,16744
2106409,2017,16745
2106631,2019,16745
2801009,2009,16745
1100346,2017,16747
2912301,2016,16748
3108552,2020,16748
3138609,2021,16749
2806008,2010,16750
2511905,2022,16751
2906824,2018,16752
2906824,2020,16753
2607802,2015,16753
2106375,2021,16754
2303402,2009,16755
1200807,2015,16757
1507102,2008,16757
2924504,2014,16758
3523305,2015,16759
2308609,2012,16760
3110905,2020,16762
3514908,2013,16762
4319406,2017,16763
2904050,2019,16764
3100609,2008,16764
4127403,2010,16764
3169000,2017,16766
2300705,2013,16767
3169000,2021,16769
1501600,2021,16769
2608008,2014,16770
2104602,2018,16772
3511706,2017,16772
3524600,2010,16772
3203130,2021,16774
5105507,2022,16774
3151701,2015,16775
4319406,2016,16775
4323804,2020,16775
2304459,2021,16776
3508801,2009,16778
2913002,2016,16779
1100056,2010,16780
2901155,2016,16781
5002951,2008,16781
4127205,2015,16781
2919926,2009,16783
2900355,2018,16784
2300408,2013,16784
2516300,2015,16784
1100056,2008,16784
4312658,2013,16785
3138609,2014,16786
2605152,2010,16786
2412609,2022,16786
4205803,2015,16786
2901155,2009,16787
4114401,2018,16787
3552700,2021,16787
4319406,2015,16788
4127304,2019,16789
1302306,2009,16791
3151701,2019,16791
2923357,2010,16792
5105606,2020,16793
3521309,2021,16794
1200336,2014,16795
5206404,2016,16795
4127403,2011,16795
2912301,2017,16796
2931806,2011,16796
3545001,2016,16797
2901155,2017,16798
4319406,2014,16802
4102901,2009,16803
2924504,2015,16805
2311900,2008,16806
5210901,2008,16806
2607802,2016,16806
3551900,2015,16806
1501451,2013,16808
2801009,2010,16808
2303402,2010,16809
5105176,2021,16811
5106372,2016,16811
3537008,2020,16811
2101251,2016,16812
2909208,2017,16814
2918308,2008,16816
4319406,2013,16817
5100300,2013,16818
3501004,2022,16818
1300680,2013,16820
4204251,2020,16821
5101258,2019,16822
2300705,2014,16823
2616001,2012,16823
4309001,2012,16823
1720903,2020,16825
4205704,2008,16826
2916906,2009,16827
2310902,2018,16827
2104602,2019,16828
5005681,2010,16828
2106409,2019,16829
3138609,2015,16829
4127403,2012,16829
3528007,2022,16829
2920205,2018,16830
4215505,2019,16830
2906824,2021,16832
3145109,2020,16832
1503044,2010,16832
2511905,2009,16832
2104008,2016,16833
3535606,2009,16833
2932457,2008,16834
2504900,2013,16836
3151701,2016,16841
1501576,2018,16841
3508108,2017,16841
2908705,2011,16842
3528007,2008,16842
3504602,2017,16843
2920205,2019,16845
2929602,2010,16845
2311959,2009,16845
3151701,2020,16846
3500501,2010,16848
2924504,2016,16849
2311900,2009,16851
5206404,2018,16852
1100056,2012,16852
1400308,2017,16852
4116208,2008,16853
2924306,2021,16854
1504976,2020,16854
1505403,2013,16854
1600709,2018,16855
2909208,2011,16855
2913002,2017,16855
2101251,2018,16855
3110905,2021,16855
2500809,2021,16857
3540804,2016,16857
2608008,2015,16858
2607802,2017,16859
3300936,2021,16859
2801702,2012,16859
2907905,2013,16860
1508050,2008,16860
2920205,2020,16861
1507102,2009,16862
2303402,2011,16863
3535606,2008,16863
2516300,2018,16864
4300109,2010,16864
3170529,2019,16865
3518503,2015,16867
2512002,2010,16868
4127601,2019,16868
1300904,2022,16869
3203130,2013,16869
2200202,2013,16869
4200101,2008,16870
2801009,2011,16870
2900405,2013,16871
3138609,2016,16871
2516300,2016,16872
4208401,2019,16872
2903805,2022,16873
2904050,2015,16873
2800506,2010,16874
2920205,2021,16875
1304104,2021,16876
2300705,2015,16876
3131158,2011,16876
2507101,2010,16876
1100346,2010,16876
3537008,2021,16876
1400175,2017,16877
3538105,2018,16877
2109270,2010,16878
5006903,2017,16879
2307254,2009,16880
3202207,2010,16882
2901155,2013,16884
2904050,2020,16884
2503506,2012,16885
4127205,2016,16887
2412609,2013,16888
4211207,2013,16888
2924504,2017,16889
2111078,2022,16889
2300408,2014,16893
5206404,2017,16893
4121406,2018,16894
4312658,2014,16894
1200351,2015,16895
5101902,2013,16895
2307635,2022,16896
4103453,2016,16896
4213500,2012,16896
3517604,2021,16896
4305454,2021,16897
4202453,2014,16897
4200101,2009,16899
4208450,2013,16899
3151701,2021,16900
2900405,2018,16901
1304302,2012,16902
1100346,2016,16902
3151701,2017,16903
2607802,2018,16903
3545001,2017,16903
2901155,2014,16904
2930808,2018,16905
4104709,2022,16905
2701704,2021,16907
2106631,2017,16908
5107701,2017,16908
2516300,2008,16908
3528007,2013,16909
3138609,2017,16910
2104404,2009,16911
3523305,2016,16913
2104404,2008,16914
4206009,2022,16915
2603504,2010,16916
4210605,2019,16916
5204409,2011,16917
4121208,2010,16918
4215505,2020,16918
2700706,2009,16919
5102603,2020,16919
5107008,2013,16919
3203346,2020,16920
2500809,2020,16921
4121406,2019,16922
1301506,2012,16923
2901155,2015,16923
2507705,2011,16923
1501451,2014,16924
4127304,2020,16924
4206306,2008,16925
5217708,2010,16926
1507102,2010,16926
3514908,2014,16926
2917805,2012,16927
2300705,2016,16927
2900355,2013,16929
2414209,2022,16929
5006002,2011,16930
4121406,2013,16932
2923357,2008,16933
4212908,2012,16933
4321105,2010,16936
1301654,2020,16937
3145109,2021,16937
2801504,2020,16937
2907905,2014,16938
3304110,2011,16938
3523602,2014,16938
2931301,2021,16939
1100056,2011,16939
3528007,2009,16939
2912202,2009,16940
2919702,2009,16940
3114501,2010,16940
2802809,2013,16940
4114401,2012,16941
2608008,2016,16943
3511607,2014,16943
2200202,2014,16944
3203130,2014,16946
4309001,2011,16947
5206404,2019,16949
3108552,2021,16950
4121406,2020,16950
2909208,2016,16951
5101258,2020,16951
2701704,2011,16953
2312106,2022,16954
2111763,2010,16954
4106308,2013,16954
2607802,2019,16955
2906824,2013,16956
2308609,2010,16956
4204251,2021,16956
2516300,2017,16957
4208807,2010,16957
4213708,2017,16957
2900405,2014,16959
2310902,2019,16959
4320404,2022,16961
3501152,2011,16961
3528007,2014,16961
3134608,2010,16962
3551900,2016,16962
2302909,2008,16963
3140902,2008,16963
5106372,2017,16965
2101251,2022,16966
2516300,2019,16966
1720903,2021,16966
2502508,2011,16967
1304302,2017,16968
3510302,2008,16968
2913101,2022,16969
2900405,2019,16970
2104008,2021,16971
4217501,2011,16971
1200427,2015,16974
2931301,2020,16974
2303402,2012,16975
2300705,2017,16976
2104206,2022,16976
4121406,2021,16976
1302306,2014,16977
2106409,2020,16977
4121406,2014,16978
2701704,2020,16979
2930808,2019,16979
1501576,2019,16981
4105201,2011,16983
2924306,2020,16984
2308609,2013,16984
4127205,2018,16984
1505403,2014,16986
2500809,2019,16987
2801009,2012,16987
3521903,2022,16989
1507102,2011,16991
4127205,2017,16991
2908002,2019,16993
4114401,2011,16994
1304302,2011,16996
4214003,2017,16996
2300408,2015,16997
4312658,2015,16997
2308609,2014,16998
2804003,2013,16998
2904050,2021,16999
5107701,2021,16999
5107800,2020,16999
4116208,2009,17000
3540804,2017,17002
2500809,2017,17003
3508108,2018,17003
5101902,2022,17004
4215505,2021,17004
1301605,2020,17005
5207907,2020,17005
4217501,2012,17005
2904050,2016,17006
2910404,2019,17006
2607802,2020,17006
4107603,2013,17006
2507705,2022,17007
4208401,2020,17007
1100346,2008,17009
3511706,2018,17009
2931301,2019,17010
2200202,2015,17010
2308609,2015,17012
2903508,2021,17013
2922706,2013,17013
3528007,2015,17013
5107065,2018,17014
2800506,2011,17014
1304104,2020,17015
2303303,2022,17015
3544251,2018,17015
5107701,2016,17016
4106308,2014,17016
3140902,2009,17017
5105606,2021,17017
3150802,2022,17018
3204203,2008,17019
5007935,2014,17019
2924207,2011,17020
5220405,2022,17020
1200708,2013,17021
3203130,2015,17022
3545001,2018,17022
2908705,2008,17023
2108900,2017,17023
4121406,2015,17023
4106308,2018,17024
2308609,2016,17025
4200101,2010,17025
3517604,2020,17025
2908705,2010,17026
2608008,2017,17026
4115606,2013,17026
1504976,2021,17027
4105201,2012,17027
2504900,2014,17028
2104008,2015,17029
2516300,2020,17031
1100080,2016,17031
2900405,2020,17033
2302909,2009,17033
2106631,2020,17033
3159803,2010,17033
2806008,2022,17033
2608453,2013,17034
2907608,2011,17035
1501451,2015,17036
3131158,2012,17037
1200252,2016,17038
2308609,2017,17038
2900355,2019,17040
2105476,2020,17040
2929602,2008,17041
2803302,2011,17042
2900405,2015,17043
2502508,2012,17043
4309001,2010,17043
2900355,2014,17044
5206404,2020,17044
2924207,2012,17045
2931301,2018,17046
4207106,2022,17046
2511905,2010,17047
2913101,2021,17048
2922706,2014,17048
3538105,2019,17049
2930808,2020,17050
2311108,2022,17050
2916807,2022,17052
4211207,2014,17052
2701704,2019,17053
2908705,2022,17053
2101251,2017,17053
5107701,2020,17054
4127304,2021,17054
2101251,2019,17055
2909208,2022,17056
2108058,2022,17056
2607802,2021,17056
2907608,2012,17057
2930808,2022,17058
5209952,2022,17061
2500809,2016,17061
3523305,2017,17062
2100832,2018,17063
1100346,2015,17063
4300109,2009,17063
3528007,2016,17063
2507705,2012,17064
1304302,2016,17065
5206404,2022,17065
2930303,2022,17066
2412609,2014,17066
1600154,2020,17067
4106209,2013,17067
2917805,2010,17068
2200202,2016,17068
4121406,2016,17068
2101509,2008,17069
3137502,2008,17069
4309001,2017,17069
2906824,2014,17070
2608008,2018,17070
4106308,2019,17071
4305454,2022,17071
3517604,2022,17071
1300102,2012,17072
5204409,2012,17072
3127008,2017,17072
2930808,2013,17073
4319406,2009,17073
2917805,2008,17074
2111805,2022,17074
4105706,2012,17075
2105476,2022,17076
4106308,2015,17076
2804003,2014,17076
2613800,2011,17077
5006903,2018,17078
5101258,2021,17078
3540903,2022,17078
2500809,2018,17079
4319406,2008,17079
3501152,2012,17079
2913101,2020,17080
2923357,2009,17080
2313351,2011,17081
2922706,2015,17082
3137007,2008,17082
2802809,2010,17082
2302909,2010,17084
3137007,2011,17084
4107603,2014,17084
4127601,2020,17084
2700706,2010,17085
2516300,2009,17085
4300109,2017,17085
3514908,2015,17085
2310902,2020,17086
5210901,2009,17086
2908309,2021,17087
2929602,2009,17087
1507102,2012,17087
2604700,2010,17088
2106409,2022,17090
3539103,2013,17091
1200351,2022,17093
1508050,2011,17093
2500809,2012,17093
2104552,2013,17094
4127205,2019,17094
4312658,2016,17094
2504900,2022,17095
2900405,2021,17096
2932457,2009,17096
2300705,2018,17096
3203130,2016,17096
2516300,2021,17096
2907905,2018,17097
2909208,2015,17098
2300408,2016,17098
3154309,2011,17098
2801702,2022,17100
3508702,2022,17101
4300109,2016,17102
2104008,2020,17104
1302553,2022,17107
3154309,2012,17107
2111078,2008,17108
2903508,2020,17109
2705200,2013,17110
2605152,2011,17110
1200807,2016,17111
4121406,2017,17111
3528007,2017,17111
3528007,2018,17111
2919702,2010,17112
2908705,2021,17113
2913101,2019,17113
2922706,2016,17113
2308609,2008,17114
1505403,2015,17114
1508050,2010,17114
4300109,2008,17114
3551900,2017,17115
4106308,2020,17117
2930808,2021,17118
1501576,2020,17118
2200202,2017,17119
4300109,2015,17120
2106409,2021,17122
2500809,2015,17122
2924306,2019,17123
2105476,2021,17123
2701704,2018,17124
1301506,2010,17124
3530201,2011,17124
4210605,2020,17125
4213708,2022,17125
2900355,2020,17126
4323804,2021,17126
3535606,2010,17126
1100346,2009,17127
2607000,2010,17128
2307254,2010,17130
1507979,2011,17130
2904050,2017,17131
5006903,2019,17131
2501906,2011,17131
2604700,2022,17131
4309001,2016,17132
2208809,2022,17133
2302909,2011,17134
2111607,2010,17134
3137502,2009,17134
1508050,2009,17134
4205803,2016,17134
4106308,2016,17135
5206404,2021,17136
3131158,2022,17136
4309001,2009,17139
4208401,2021,17139
3545001,2019,17139
3137007,2010,17140
4300109,2014,17140
1702554,2013,17140
2922706,2017,17141
3203346,2021,17141
2503506,2013,17141
4321105,2008,17143
3508108,2019,17144
2912400,2011,17145
1501451,2016,17145
2503506,2014,17145
2300705,2019,17146
2111805,2011,17147
1100809,2008,17147
3511409,2008,17147
1301506,2008,17148
2308609,2022,17149
5005681,2011,17149
2503506,2015,17149
2913101,2018,17150
2608008,2019,17150
3108008,2022,17151
3149804,2022,17151
5107701,2019,17151
2613800,2012,17151
4200101,2011,17151
2804003,2015,17151
2703809,2022,17152
2900355,2015,17153
2503506,2016,17153
2804003,2018,17153
2313351,2022,17154
3526100,2022,17154
3115102,2022,17155
2200509,2011,17155
1304104,2019,17156
1506583,2008,17156
2503506,2017,17156
4105706,2011,17156
3517604,2019,17157
2931053,2022,17158
2932457,2010,17158
2500809,2011,17158
2503506,2018,17159
2701704,2010,17160
4107603,2015,17160
3523602,2015,17160
2108900,2022,17161
5107701,2015,17161
4300109,2013,17161
4106308,2021,17162
4210605,2022,17162
3512308,2013,17162
1304302,2015,17163
3511607,2015,17163
3528007,2019,17163
2101301,2013,17164
2800506,2012,17164
2908309,2020,17165
5217708,2011,17165
2606507,2022,17165
2802809,2014,17165
2516300,2022,17166
2308609,2018,17167
2501906,2012,17167
2905404,2013,17168
3203130,2017,17168
3155801,2011,17168
5100300,2014,17168
2503506,2021,17169
1100403,2008,17169
3137007,2012,17170
3540903,2010,17170
1200336,2015,17173
2304236,2011,17173
3170529,2020,17173
2200509,2012,17173
1300201,2013,17174
3204351,2008,17174
