Ano,Região,UF,Código do Município,Nome do Município,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2022,Norte,PA,1507904,Soure,Rural,Pública,--,--,--
2022,Norte,PA,1507953,Tailândia,Rural,Pública,67.1,2.0,30.9
2022,Norte,PA,1507961,Terra Alta,Rural,Pública,54.8,26.1,19.1
2022,Norte,PA,1507979,Terra Santa,Rural,Pública,--,--,--
2022,Norte,PA,1508001,Tomé-Açu,Rural,Pública,--,--,--
2022,Norte,PA,1508035,Tracuateua,Rural,Pública,71.2,3.0,25.8
2022,Norte,PA,1508050,Trairão,Rural,Pública,59.9,6.3,33.8
2022,Norte,PA,1508084,Tucumã,Rural,Pública,--,--,--
2022,Norte,PA,1508100,Tucuruí,Rural,Pública,--,--,--
2022,Norte,PA,1508126,Ulianópolis,Rural,Pública,--,--,--
2022,Norte,PA,1508159,Uruará,Rural,Pública,--,--,--
2022,Norte,PA,1508209,Vigia,Rural,Pública,83.9,1.1,15.0
2022,Norte,PA,1508308,Viseu,Rural,Pública,74.2,6.5,19.3
2022,Norte,PA,1508357,Vitória do Xingu,Rural,Pública,--,--,--
2022,Norte,PA,1508407,Xinguara,Rural,Pública,73.5,21.3,5.2
2022,Norte,AP,1600055,Serra do Navio,Rural,Pública,67.1,4.3,28.6
2022,Norte,AP,1600105,Amapá,Rural,Pública,--,--,--
2022,Norte,AP,1600154,Pedra Branca do Amapari,Rural,Pública,78.4,9.5,12.1
2022,Norte,AP,1600204,Calçoene,Rural,Pública,76.1,14.7,9.2
2022,Norte,AP,1600212,Cutias,Rural,Pública,71.4,11.1,17.5
2022,Norte,AP,1600238,Ferreira Gomes,Rural,Pública,--,--,--
2022,Norte,AP,1600253,Itaubal,Rural,Pública,67.8,16.5,15.7
2022,Norte,AP,1600279,Laranjal do Jari,Rural,Pública,81.8,2.3,15.9
2022,Norte,AP,1600303,Macapá,Rural,Pública,78.1,9.3,12.6
2022,Norte,AP,1600402,Mazagão,Rural,Pública,84.4,8.4,7.2
2022,Norte,AP,1600501,Oiapoque,Rural,Pública,82.3,12.9,4.8
2022,Norte,AP,1600535,Porto Grande,Rural,Pública,83.3,3.3,13.4
2022,Norte,AP,1600550,Pracuúba,Rural,Pública,57.0,22.8,20.2
2022,Norte,AP,1600600,Santana,Rural,Pública,78.9,10.2,10.9
2022,Norte,AP,1600709,Tartarugalzinho,Rural,Pública,75.9,7.3,16.8
2022,Norte,AP,1600808,Vitória do Jari,Rural,Pública,80.8,9.6,9.6
2022,Norte,TO,1700251,Abreulândia,Rural,Pública,--,--,--
2022,Norte,TO,1700400,Almas,Rural,Pública,94.4,0.0,5.6
2022,Norte,TO,1701002,Ananás,Rural,Pública,91.9,0.0,8.1
2022,Norte,TO,1701309,Aragominas,Rural,Pública,100.0,0.0,0.0
2022,Norte,TO,1701903,Araguacema,Rural,Pública,--,--,--
2022,Norte,TO,1702000,Araguaçu,Rural,Pública,--,--,--
2022,Norte,TO,1702109,Araguaína,Rural,Pública,--,--,--
2022,Norte,TO,1702158,Araguanã,Rural,Pública,--,--,--
2022,Norte,TO,1702208,Araguatins,Rural,Pública,88.1,11.5,0.4
2022,Norte,TO,1702406,Arraias,Rural,Pública,97.8,2.2,0.0
2022,Norte,TO,1702554,Augustinópolis,Rural,Pública,98.0,2.0,0.0
2022,Norte,TO,1702901,Axixá do Tocantins,Rural,Pública,--,--,--
2022,Norte,TO,1703008,Babaçulândia,Rural,Pública,--,--,--
2022,Norte,TO,1703057,Bandeirantes do Tocantins,Rural,Pública,--,--,--
2022,Norte,TO,1703073,Barra do Ouro,Rural,Pública,100.0,0.0,0.0
2022,Norte,TO,1703206,Bernardo Sayão,Rural,Pública,--,--,--
2022,Norte,TO,1703305,Bom Jesus do Tocantins,Rural,Pública,--,--,--
2022,Norte,TO,1703701,Brejinho de Nazaré,Rural,Pública,--,--,--
2022,Norte,TO,1703800,Buriti do Tocantins,Rural,Pública,88.4,8.1,3.5
2022,Norte,TO,1703842,Campos Lindos,Rural,Pública,--,--,--
2022,Norte,TO,1703891,Carrasco Bonito,Rural,Pública,95.1,4.9,0.0
